@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,3-6,9,11,16-17,21'

@attribute A1 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A9 numeric
@attribute A11 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute Class {0,1}

@data
1.0426,0.3567,0.1268,1.4626,1.3269,-0.0606,2.6698,-0.6529,-0.7953,0
0.346,0.3073,-0.5167,1.1393,1.3568,-0.9421,2.9961,-0.9432,0.6535,0
2.4622,0.8421,0.0459,0.5017,1.8559,-1.13,0.7229,-0.277,1.0023,0
0.8056,-0.8692,0.2394,-0.3089,0.4473,1.9058,-0.1243,-1.5637,-1.1309,0
-2.0343,-0.208,-1.1149,0.3199,1.0126,1.0884,-0.8306,-2.1147,-1.3711,1
-0.8701,-1.7224,-0.4764,-0.3746,0.8844,-1.4448,-0.5063,-0.6438,-0.0044,1
0.232,-0.5917,1.0265,-0.4873,0.1422,-0.4757,-0.4662,-0.8385,-0.4228,1
1.6368,0.5501,-0.4545,-1.6006,0.0369,0.525,-0.3386,-1.8943,-0.8166,0
-2.2152,1.2996,0.5631,0.9435,2.2654,0.9224,2.1326,0.1684,0.8564,0
0.1571,-0.2899,-0.9306,-0.203,-1.3212,-0.2971,0.5854,-1.8812,-1.1843,1
0.6797,-1.13,0.2397,2.2131,0.5785,-1.9176,0.9205,-1.3356,0.3326,0
1.3576,1.3071,1.4296,0.3684,-1.8503,0.9293,-0.1847,0.7262,-1.3586,0
3.4611,0.4526,0.3387,2.3323,-0.0022,1.2257,1.5797,0.7058,-0.6543,0
0.6694,-0.3092,1.6757,0.0249,1.2136,-0.6064,1.9098,2.1532,0.9003,0
1.5123,0.9883,-0.8697,-2.0025,-0.3425,1.7034,-0.7267,0.3869,-0.6122,0
-1.1412,2.6835,2.0797,1.5099,-0.304,-0.3041,-2.2203,0.5126,-0.4005,0
-1.2846,1.5809,-0.8904,0.4677,-2.0672,-1.4249,0.269,0.7757,-2.4344,1
1.3558,0.5134,1.2989,-0.2422,1.3813,-0.2748,-0.008,0.8292,-0.2216,0
1.2112,-0.5377,0.3335,1.6947,-2.0127,0.155,-0.8319,-0.1096,1.5028,0
0.9432,-1.3887,0.2025,-0.017,-0.4629,-1.3886,0.82,-0.7272,-0.7706,1
1.7948,0.5903,0.6928,-0.4947,1.0991,2.2021,0.9367,-1.1317,-0.0052,0
0.1695,-0.401,-1.4486,-0.3911,-1.1984,0.3169,0.7289,-0.1847,-0.5082,1
1.6737,1.4647,0.2189,0.8391,0.9749,0.5307,-0.1729,0.6111,0.9769,0
-1.6536,-1.3755,0.2112,1.3841,-1.6824,0.1071,-0.3084,1.3545,-1.2067,1
-1.4746,0.6937,-0.722,-1.0174,-0.465,-0.88,0.5965,-1.0632,0.1587,1
0.9477,0.0314,0.0416,-1.7552,-0.4566,1.2156,1.7562,0.8209,-0.1273,0
1.1245,0.2436,0.462,0.5724,0.7488,-0.4228,0.2279,-1.1685,0.7407,1
-0.2862,-1.071,-0.4259,0.8218,0.7909,-0.4328,1.1562,0.2127,1.5644,0
-1.1229,0.3541,0.0754,-0.7774,-0.5784,0.9528,0.4307,0.2392,1.9776,0
0.1361,0.6246,-2.0625,0.8344,-0.2241,-0.3537,-0.1433,-0.3887,-1.1899,1
-1.1754,0.499,-0.8782,0.7027,-1.3101,-0.3909,-0.4841,0.2966,0.6859,1
-1.2797,0.6196,0.4763,1.9053,-1.486,-2.3481,0.0691,1.1986,-1.0863,1
-0.1276,0.1994,1.5373,0.1169,0.7698,-0.3661,0.5995,2.5573,0.9199,0
0.8071,-0.0403,-0.1038,1.1623,-0.1404,0.0159,-0.4272,2.2316,-0.0804,0
0.0324,-0.431,-2.5231,-0.4645,-0.2868,-0.08,-0.6881,0.2973,0.0905,1
-1.047,0.8761,-3.3409,1.8678,-2.022,0.1957,-2.3394,-0.2362,1.1748,1
1.0331,-1.0131,0.9332,-0.037,-0.445,1.1153,-0.706,-1.3473,0.0092,1
1.6011,0.88,2.3128,-0.2613,1.367,-1.5491,0.0618,1.9445,0.9256,0
