@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,8,10,12-14,16-19,21'

@attribute A1 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
-1.2134,-0.8766,-0.4462,0.6983,3.486,0.5943,0.7896,-0.1984,1.855,1.8184,0
1.2607,0.3317,1.7455,0.146,1.33,1.1284,1.3088,-0.9301,1.9651,0.468,0
1.5553,0.9334,1.5801,2.2037,2.3668,2.0443,0.374,-0.8872,2.7925,1.7735,0
-2.0902,0.0971,1.091,1.7509,-0.6202,-1.7052,1.3328,-0.107,1.4325,0.5133,0
-1.4728,0.7397,1.4549,-2.1139,-0.5315,-2.2243,-0.6655,0.6178,-0.9905,-0.7957,1
1.8351,1.0964,0.9581,2.1973,-2.0905,-0.8398,-2.0419,2.0675,0.7183,1.0059,0
-1.319,-1.0962,-1.3191,0.0758,-0.6334,-0.6144,-1.5312,1.0778,-0.2241,-1.7099,1
2.3227,2.3448,1.3126,1.2613,0.6879,1.3553,1.6977,0.1599,-1.1895,-0.9676,0
0.4703,-1.0102,-0.9121,0.5192,-0.767,-0.814,1.0561,-2.9035,-0.416,0.2788,1
-1.8938,1.8845,-0.3965,-0.0122,-0.6157,-0.8158,-1.7893,0.0718,0.655,1.0631,1
-1.8976,-0.0011,0.3359,0.1786,1.8225,1.4433,-0.061,0.196,0.0988,0.9792,0
-0.4078,-1.8433,0.5679,-2.3997,-0.6052,-0.5546,0.2804,-0.2928,-1.245,0.8426,1
0.4113,1.791,0.825,0.1305,-0.7001,-0.6508,-0.098,0.2389,1.5352,-1.6901,0
-0.9358,-0.0011,3.0645,1.4091,0.4002,2.2268,1.5412,0.148,-1.9874,0.7132,0
0.5642,-0.5833,0.3906,0.235,-1.6462,-2.0736,-0.9085,-0.2088,-0.6068,-0.7392,1
1.5064,-0.1491,-0.3086,0.133,0.1953,-1.249,0.6296,-0.9731,-1.4888,-0.293,1
0.382,0.4681,0.0149,-0.3574,0.0282,1.1003,0.1991,0.4679,0.0275,0.8837,0
0.495,0.2979,-0.6514,-1.3915,1.8722,-0.3422,0.7807,0.1544,2.4,1.9974,0
1.102,0.1317,0.5957,0.4157,-0.6228,-1.0954,-0.1693,0.4458,1.0377,1.6448,0
-0.8211,-1.2556,-1.1317,-1.5045,0.2387,-1.0904,-1.5693,-0.8227,-0.3659,-0.3619,1
0.3063,-1.6331,0.438,0.5834,0.2653,0.4497,-3.0356,0.0008,0.2884,0.0909,1
3.532,0.7945,0.0213,1.2942,0.8317,-0.167,1.1705,2.1066,0.9664,-0.16,0
-0.9709,-1.7884,0.6978,0.9132,0.0491,1.2622,0.4532,-0.4332,0.2778,-0.8396,1
1.6625,-0.0179,0.8397,-2.3787,0.0224,-0.1587,-3.3292,-0.9794,-0.8676,-0.8446,1
-1.9044,-0.7985,0.1276,-1.5577,0.6536,-0.2162,0.8446,0.1325,-3.791,0.6598,1
0.6287,1.329,-0.3125,0.2472,1.0953,1.3297,-1.0927,0.3728,1.6345,-1.3107,0
2.1924,1.012,1.2002,-0.6397,-0.9781,0.0514,-1.1323,-0.1514,0.1793,0.6063,0
1.6938,0.4592,0.1448,0.4102,0.1436,0.5778,0.9197,-0.1771,0.4563,0.8524,0
-0.7845,-0.3602,0.1231,0.708,-0.7536,-0.3293,0.1865,-0.159,-0.4427,-0.4572,1
-1.086,1.1778,-0.6884,1.4772,0.562,0.19,1.7796,-0.9425,0.5576,-0.4417,0
0.0372,1.2212,0.7784,0.1689,1.0153,0.07,1.5626,1.4021,0.8941,0.0829,0
1.5682,-1.46,0.4453,1.4528,-1.2115,-0.8062,-0.1174,-0.2421,0.2851,-0.2104,0
1.361,-0.0115,-1.3078,-0.1339,0.0479,0.0297,2.4188,-1.2213,1.018,1.0047,0
-1.1117,1.6063,-0.6793,-2.6486,-2.1145,0.2472,0.7195,-0.109,-0.9527,-0.6786,1
-1.0201,-1.5007,0.6234,1.8039,1.373,0.3706,-0.2009,-0.3312,-2.8391,1.0159,0
-0.0701,-1.1672,1.3791,-0.0163,-0.9154,-0.0709,0.0547,-0.82,-2.9789,-0.2988,1
2.311,1.5176,2.2271,-0.4136,1.7336,1.6317,0.1596,0.9123,0.8215,0.4084,0
0.1864,0.2759,0.0578,-0.6146,0.9902,0.9353,-1.2751,-1.13,0.1288,-0.3733,1
0.2027,-1.4853,-1.2447,-0.4155,-0.6362,-1.8571,-0.0013,1.3571,-1.7634,0.0494,1
1.2189,-0.3529,-0.5612,-1.0179,0.4131,-1.1342,-0.393,-1.1795,1.0311,-2.5821,1
0.8475,0.5977,0.0983,-0.3665,0.0844,-0.0206,-0.1749,-0.1143,0.2938,0.2584,0
-1.162,0.2371,-1.4374,-0.2385,-0.3168,0.0505,0.5167,0.5404,-1.4622,-0.0682,1
-1.1092,-0.9171,-1.392,-1.1477,-1.4993,-1.5303,-0.6124,-1.8932,-1.1769,1.1336,1
1.6698,2.3119,0.1713,-0.1626,-0.3126,0.3032,0.828,1.8363,-0.7672,1.3867,0
0.2617,0.3623,-0.9647,0.6717,-0.0017,-0.5475,-0.1514,-2.134,1.8015,-0.5567,0
0.0398,-2.0818,-0.9642,0.7751,-1.1072,-0.5829,-0.0548,1.1568,-0.7354,-0.5293,1
-0.6722,-1.97,-1.2486,-1.4275,-0.2371,-2.0005,-1.3095,-0.2482,-1.2758,-0.239,1
-0.1932,-1.4514,1.6274,0.5311,-0.2949,0.5207,-2.1499,-0.1072,-0.3742,-0.2728,0
-0.0763,0.7389,0.2177,-0.2385,1.3512,-0.8768,1.95,0.5705,0.523,0.0398,0
2.1117,-2.8116,-0.8982,0.1521,-0.7488,-0.6179,-1.3828,-0.1091,-1.6425,-0.8543,1
1.2622,0.3677,1.2883,0.9095,2.9622,0.5115,0.3528,-1.5321,0.9715,1.0227,0
-0.6848,-1.2038,-1.9708,0.9542,-0.276,-0.9424,0.2325,-1.3451,0.5377,1.1762,1
-0.4215,0.0186,-1.9121,-2.9158,0.1804,1.2515,-1.4121,-0.0052,-0.4093,0.0382,1
0.9965,0.4908,0.765,0.253,-0.5578,1.7418,0.3663,1.4002,0.6385,-0.601,0
0.1627,-1.8665,-0.7159,-1.1495,-0.0717,-1.1574,-1.376,-0.4538,-1.4481,-0.0276,1
1.0007,2.1561,-1.7414,0.2165,-0.0863,1.3241,-0.0624,-1.276,0.0652,0.6492,0
1.0326,0.1036,0.2812,0.1729,-1.0688,-0.6922,-1.8902,-1.8585,0.9401,1.8881,1
0.6472,-2.2076,0.3248,-1.0473,-0.3811,0.1381,-0.6831,0.5346,-0.8569,-1.39,1
-1.2646,-0.7797,0.0376,-0.2443,-0.0955,0.2056,-1.1591,-0.1702,-0.1248,-1.2268,1
-1.2504,1.0887,1.0532,0.8253,1.1952,-0.7279,-0.097,0.0643,-0.0356,1.1981,0
-0.4579,-0.2559,0.3267,0.5714,1.7083,1.175,1.8884,1.2679,-0.0593,0.2953,0
0.0964,-1.9798,0.5916,-0.9477,-1.3202,2.1373,-0.4959,-1.5874,0.6591,-1.2428,0
0.6272,0.5097,-0.6125,-0.3424,1.6122,3.1322,-0.0054,2.478,-0.6835,-0.1514,0
-0.8968,1.5434,-0.8889,-0.9363,0.1196,0.4226,-0.5299,-1.2092,-0.4093,0.3179,1
-0.3995,0.3252,0.8646,0.4709,3.3326,2.2106,0.3206,-0.2651,0.3943,1.8054,0
-0.6694,-2.1232,0.6745,-0.8179,0.5041,-0.6841,1.5655,-0.9105,1.7182,-0.2693,1
-0.0094,-0.1873,-0.6251,1.8045,-0.8715,1.0756,-1.3619,2.8073,0.8189,-1.2586,0
0.9808,-0.8853,0.9309,-0.3646,-0.8829,1.4146,-1.1662,2.7358,-0.7559,-0.3235,1
1.8717,-1.7626,1.1538,-0.6782,0.5301,0.5608,1.2369,0.0313,-1.4034,-0.7374,0
-0.5317,0.6142,-0.5384,-0.0735,0.1306,0.0776,0.2851,0.6793,-1.0715,-1.72,1
-0.9093,-0.52,0.3713,-0.4584,-0.5731,-1.0674,-0.9296,-1.4532,0.471,0.2728,1
0.6443,-0.1467,1.2375,1.7285,-0.2622,0.1844,0.3476,0.7169,1.2361,1.0522,0
0.1073,-3.6396,-1.5787,-1.1681,-1.2186,-2.0066,0.2587,-0.7192,0.0708,-0.2869,1
