@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,4,8,10-11,14,17,19,21'

@attribute A1 numeric
@attribute A4 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A14 numeric
@attribute A17 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
0.1713,-0.9974,-0.3869,-0.6253,-0.9652,-0.9731,-1.3395,1.3244,1
-1.6787,-0.7118,-0.7272,-0.5027,0.5124,0.8229,-0.3115,-2.8611,1
-1.4109,-0.5772,-1.4273,1.2674,-0.9255,0.0052,-1.5538,1.7261,1
0.3853,-0.7385,-0.2349,1.0888,-0.7377,0.3254,-1.5656,-1.4358,1
0.3975,-1.4314,-0.8741,0.3645,0.9253,-1.517,-2.4746,-0.713,1
1.6805,0.2464,0.0351,-0.4632,0.2046,0.6238,1.2586,1.8665,1
0.4954,-0.9241,0.1701,1.0839,0.3665,0.2951,3.1887,0.2408,0
-0.0708,-1.1951,-0.8827,1.2749,-0.3751,1.1434,0.4712,0.5666,0
-0.7371,-0.5832,-1.1563,0.0283,-0.8922,-0.5935,0.4816,0.5124,1
0.2465,-0.2026,1.0427,0.8703,1.2832,-0.8201,1.1465,0.5181,0
-0.1871,-1.5011,1.0736,-1.1693,-1.1508,-0.9664,-0.3858,-0.3361,1
-0.5701,1.0844,1.3643,1.4762,2.97,0.7804,0.6532,0.4384,0
-0.8414,0.8069,-0.2321,0.2054,0.5185,0.2954,2.9243,-0.3629,0
-1.8508,-0.0957,0.9871,0.8006,0.8931,-0.5082,-1.6112,-0.629,1
-1.0327,-0.3516,-1.4964,-0.0279,-0.2238,-0.9901,-0.1453,-0.819,1
-0.6501,1.4107,0.4945,0.7697,-0.7166,1.2831,0.6056,-0.0933,1
-0.5875,-2.6287,1.2552,-0.5302,-1.6096,0.1803,-0.6359,-1.3067,1
0.8902,-0.4224,-1.5645,-1.0148,1.3004,0.5401,-0.2892,0.8197,1
-2.3599,0.419,-0.8459,-0.8877,0.6191,0.0242,-1.2259,1.0464,1
0.9488,-0.2852,1.7586,-1.0874,0.9421,0.3629,1.5562,1.3395,0
-2.5397,-0.5732,0.1514,-1.9103,-2.3753,-1.329,1.5515,-2.041,1
-2.3268,-0.1419,0.172,-1.4383,-0.5921,-0.7148,0.3353,-0.4511,1
-1.9856,0.7728,1.1373,1.0438,0.9595,-1.3878,-0.2764,1.5895,0
0.5542,-0.3703,0.0668,1.8021,1.5723,0.1689,-1.4102,0.2169,0
0.5291,0.4083,-0.2407,0.7306,0.2413,0.262,0.6202,-0.7686,0
0.5473,1.2025,-0.8997,0.7973,1.3561,0.992,-0.4455,1.5482,0
0.3722,-1.0058,1.3951,-0.1444,0.7544,1.6584,-1.2562,0.0943,0
-0.826,-0.2484,-1.1085,-1.3368,0.1828,0.4544,-1.8536,-1.5538,1
0.5251,1.4895,-0.3882,-1.145,-2.2903,1.2411,-0.247,1.1142,1
-1.1948,0.1754,-0.1186,-1.0442,-2.4478,-0.5884,0.1958,-1.826,1
-0.1583,-0.4964,-0.3808,-0.3129,-0.5735,-0.4983,-0.6825,0.7116,1
0.0734,-0.3637,2.2792,0.5359,-0.1624,0.1451,1.0097,-0.76,0
