@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R6,8-10,12,15-16,20-21'

@attribute A6 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
0.074,0.9826,1.1957,-1.1959,-0.3695,-1.4248,0.0812,-0.445,1
-0.904,0.1432,-1.3866,0.6882,-0.6756,0.5174,0.0792,-1.3683,1
1.2177,-1.0593,-0.0215,0.6421,1.237,0.3027,-0.1996,0.896,0
-2.2053,-1.8108,-2.6886,-0.3731,-0.5451,1.5248,-0.3561,-0.0628,1
0.7855,2.4881,0.265,0.7368,1.3614,0.6862,2.0141,0.9723,0
-0.1149,1.6216,-0.6639,0.0069,-1.4489,1.8962,-0.6696,2.5272,0
-1.4795,1.4653,0.5435,0.3221,-1.3819,0.6218,-0.6861,0.1212,0
-0.4211,-1.2523,-1.0204,0.0769,-0.0572,-0.1335,-0.683,-1.7067,1
-0.2601,-0.1968,-0.8124,-1.0681,0.9472,-1.2326,-0.2305,-2.1474,1
-0.7196,-0.0051,-1.1443,-0.0992,-0.8211,-0.8052,-1.8041,0.5527,1
1.9884,0.4229,1.123,-1.0139,2.5188,1.0412,0.0374,-0.0195,0
0.6463,1.331,0.0752,1.3852,0.505,-0.2854,-0.0272,-0.2334,1
-0.4071,0.4923,-0.0644,0.5,-0.2123,0.4544,1.6184,-0.8374,0
-1.0798,0.1163,-0.3212,0.8893,2.5541,0.4381,-0.0254,-0.5059,0
0.2001,0.3812,-1.0219,-1.336,0.0774,-2.0058,-2.2711,-1.4579,1
-0.9855,-0.9858,-1.4889,-1.2476,-0.6003,-0.7274,-0.1172,0.5765,1
1.3735,0.3034,1.0727,-0.1402,0.0051,-0.2513,-0.6708,-0.3709,0
0.8185,-0.71,-0.6876,-0.6247,-1.8939,-2.3485,-1.1176,-0.9033,1
-1.3181,-2.0397,0.3134,-1.2022,-2.4223,-0.6066,-0.8735,-1.236,1
-0.9009,-0.3122,1.143,0.4874,-0.7115,-0.0103,-2.8741,0.6934,0
0.7295,0.4776,0.5818,-1.9209,0.2231,-0.0351,-1.2716,-1.9551,1
-0.3616,0.7544,-0.6327,-0.6961,0.2209,-0.9098,-2.4079,-0.3521,1
-1.4548,-0.6983,-1.4,0.9817,-1.3495,-1.3148,-0.3029,0.4583,1
1.8926,0.6346,2.0634,-0.4117,0.9061,1.9886,-0.3788,-0.0599,0
1.8877,1.1813,-0.3995,-0.7298,0.8902,0.2964,-1.0789,-1.3357,0
0.1114,-0.4789,-0.6947,-0.4843,0.0787,-0.8102,-0.7757,1.3101,1
-0.4566,0.459,-0.4854,-1.4027,0.7671,1.851,0.6914,-0.363,0
-1.5024,-0.5602,-1.5915,0.0089,-0.3488,0.8641,-0.7322,-0.1168,1
0.9046,0.4564,1.709,-0.741,-0.002,1.5289,0.0153,-0.0184,0
0.9865,0.5848,-0.5006,-0.0771,1.0936,0.3718,-1.0948,0.1225,1
0.4384,0.0662,-1.7442,0.2629,-3.8262,-0.2814,0.6287,-1.594,1
-1.637,1.108,-1.1714,-1.2367,0.3227,0.3058,-0.457,-1.8766,1
-0.0929,0.6279,1.4052,-1.514,0.6063,-0.0828,0.7767,0.4231,0
-2.8603,-0.0338,-0.4307,-0.8064,0.9054,0.4729,0.1105,0.5074,1
-1.2436,0.773,-0.1682,2.8024,0.7606,2.9123,2.0633,-0.4313,0
-0.8444,0.9296,0.946,0.766,-0.1201,3.2835,0.9106,0.438,0
-1.3992,-1.0043,-0.8447,0.5863,-0.1996,-0.9491,-1.3572,-3.0805,1
-1.474,-0.1848,-0.5408,1.0102,-0.5281,-0.1637,-0.1683,-0.0514,1
-0.5117,-0.4708,0.0192,0.4498,-1.9774,-1.543,-1.0518,-0.1386,1
1.0345,-0.4587,-0.2097,0.8484,-0.2483,1.2657,0.0653,-1.5458,0
1.4831,-0.6782,0.9692,-1.1189,-0.311,-0.0784,-2.3713,0.5796,1
0.9744,0.3209,0.4374,0.0769,1.4133,0.9228,2.1482,0.3611,0
-1.0161,-1.2223,0.6002,0.0664,-0.5676,1.2322,-0.3792,0.3753,0
1.914,-0.3734,-0.4635,0.4698,1.6202,1.911,1.5368,1.4755,0
-0.5434,0.2754,-0.3103,0.6154,0.7358,0.17,-1.7167,-0.46,0
1.5346,1.1581,0.3898,-0.2726,1.9428,2.1559,0.0529,1.4219,0
-0.104,0.3901,-0.2802,0.7781,-1.0334,0.4086,-0.0923,-1.5166,1
1.509,1.1696,1.4742,0.2011,1.1725,0.667,2.1421,1.2561,0
-0.8507,0.4308,-0.1948,0.8672,0.3143,0.1948,0.2914,0.817,0
-1.6097,-0.7838,-0.4233,-1.0499,0.6705,0.6264,-0.5448,-1.1766,1
0.0725,0.2589,-0.5911,0.0478,-0.5281,1.0591,-0.7058,0.7857,0
-0.4994,-0.6619,-0.5378,1.5553,0.1401,0.9821,-1.8427,0.0311,0
0.6094,2.4036,-0.3212,1.5534,-0.7708,0.4692,1.5756,-0.422,0
-2.1196,-0.5057,-1.8399,0.9677,-0.2859,-2.0459,0.1344,0.3239,1
-1.4515,0.0338,0.6154,-1.5892,-0.5098,-0.2338,-0.5198,-1.0698,1
2.6804,-1.3073,0.4048,0.0043,1.212,-1.9167,-0.1789,0.0905,1
-1.8239,0.2315,-0.7898,-1.3402,-0.3872,-0.681,-0.3176,-0.7568,1
0.1936,1.0988,0.9473,1.714,-0.1168,1.0696,0.237,0.2409,0
-0.3553,-1.1448,0.9703,0.7991,-1.481,-0.1749,0.0247,0.115,1
0.8296,0.5859,-1.5165,0.8712,-0.0492,-0.5817,-1.657,-0.3953,1
0.4291,-0.4701,0.8006,2.4674,0.6892,-0.9396,1.0232,1.5694,0
