@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,7,10,12,14,16-18,21'

@attribute A1 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A14 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
0.1713,-1.4933,-0.6253,-2.4557,-0.9731,-2.0039,-1.3395,-1.1801,1
-1.6787,-0.3491,-0.5027,-0.5739,0.8229,-0.0754,-0.3115,-0.8571,1
-1.4109,-2.1996,1.2674,-0.8467,0.0052,0.7856,-1.5538,-1.0281,1
0.3853,-1.2168,1.0888,-0.2275,0.3254,-0.0331,-1.5656,0.0141,1
0.3975,-0.7602,0.3645,0.5312,-1.517,-0.4296,-2.4746,-0.8375,1
1.6805,-1.2487,-0.4632,0.2424,0.6238,-1.887,1.2586,-0.2443,1
0.4954,1.3047,1.0839,0.0236,0.2951,0.9429,3.1887,0.6173,0
-0.0708,0.406,1.2749,1.7164,1.1434,-0.2181,0.4712,0.8698,0
-0.7371,0.6747,0.0283,-2.0418,-0.5935,-0.6759,0.4816,-2.9967,1
0.2465,-0.8408,0.8703,0.4865,-0.8201,0.0371,1.1465,1.1687,0
-0.1871,-0.5844,-1.1693,-0.2633,-0.9664,2.4691,-0.3858,-0.9138,1
-0.5701,-0.5896,1.4762,1.7832,0.7804,-0.4631,0.6532,0.1684,0
-0.8414,1.0011,0.2054,-1.2176,0.2954,2.6002,2.9243,1.9223,0
-1.8508,2.2758,0.8006,-3.1581,-0.5082,-0.3167,-1.6112,-2.1758,1
-1.0327,0.5002,-0.0279,0.7301,-0.9901,0.4509,-0.1453,0.4028,1
-0.6501,1.9726,0.7697,0.1885,1.2831,-1.8071,0.6056,-1.0551,1
-0.5875,0.7294,-0.5302,-0.844,0.1803,-0.3873,-0.6359,-1.1302,1
0.8902,-2.1706,-1.0148,-0.805,0.5401,-1.6257,-0.2892,-1.301,1
-2.3599,-1.2621,-0.8877,-0.5461,0.0242,-0.9321,-1.2259,-0.2059,1
0.9488,1.4666,-1.0874,0.6396,0.3629,1.3575,1.5562,0.3903,0
-2.5397,-1.0013,-1.9103,0.2336,-1.329,-1.1915,1.5515,0.045,1
-2.3268,0.3152,-1.4383,-0.4829,-0.7148,-1.074,0.3353,-1.5552,1
-1.9856,-0.8757,1.0438,1.1005,-1.3878,1.2188,-0.2764,0.8678,0
0.5542,0.7809,1.8021,1.3611,0.1689,0.4158,-1.4102,-0.0504,0
0.5291,-0.9456,0.7306,-0.7729,0.262,-0.1198,0.6202,0.6533,0
0.5473,1.0518,0.7973,1.1201,0.992,0.3024,-0.4455,-1.2433,0
0.3722,-1.1525,-0.1444,1.8133,1.6584,2.7077,-1.2562,0.0378,0
-0.826,0.0783,-1.3368,-0.1055,0.4544,-0.1428,-1.8536,0.4096,1
0.5251,-0.3893,-1.145,-0.4855,1.2411,-1.9375,-0.247,0.804,1
-1.1948,-0.5382,-1.0442,0.7297,-0.5884,0.7702,0.1958,-1.2627,1
-0.1583,-0.2098,-0.3129,0.3239,-0.4983,-0.1869,-0.6825,-0.0644,1
0.0734,1.2135,0.5359,0.8248,0.1451,0.8552,1.0097,0.4131,0
0.4045,1.7086,1.596,0.0882,0.8045,0.3662,0.5167,-0.0297,0
0.2207,-1.1831,0.2847,0.1962,1.0099,0.9858,-0.2102,2.1722,0
0.6086,0.2772,1.304,0.3534,-0.1366,-0.1521,-0.0453,1.0097,0
0.4965,1.5582,-0.3931,-1.6712,0.7658,0.8819,-0.4628,2.2367,1
0.0023,0.631,1.4796,0.862,-0.9356,-1.315,0.2583,-1.6199,1
-0.276,-0.7941,0.0662,-0.9774,-1.6335,-2.2217,-0.9678,-0.1644,1
-0.7821,-0.9747,-0.287,-0.6668,-0.741,-1.1117,-1.5326,-1.0679,1
-1.432,-2.5171,-0.6689,-0.3305,0.104,-0.305,0.6807,-0.9752,1
-0.4746,-0.5147,-0.83,-0.6545,-0.7221,0.325,-1.0317,0.3445,1
-1.2839,-0.4564,-0.1248,-1.3948,1.0314,-1.1709,-0.5668,-0.9024,1
