@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R4,6,10-15,17,20-21'

@attribute A4 numeric
@attribute A6 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
0.564,-0.0342,-0.4462,1.1027,0.6983,3.486,0.5943,-0.4158,-0.1984,-0.2744,0
0.8836,1.1245,1.7455,1.2481,0.146,1.33,1.1284,0.3843,-0.9301,0.2707,0
1.0857,0.1437,1.5801,0.6177,2.2037,2.3668,2.0443,-0.8073,-0.8872,-0.1087,0
0.8906,1.3351,1.091,0.6988,1.7509,-0.6202,-1.7052,0.6244,-0.107,1.2073,0
-1.2314,-1.0324,1.4549,-1.2524,-2.1139,-0.5315,-2.2243,0.3871,0.6178,-1.2488,1
2.0222,0.7427,0.9581,-0.2856,2.1973,-2.0905,-0.8398,2.0079,2.0675,1.78,0
0.2107,-0.0946,-1.3191,0.8937,0.0758,-0.6334,-0.6144,-2.4636,1.0778,-1.8224,1
0.2165,0.4637,1.3126,-1.6629,1.2613,0.6879,1.3553,0.9368,0.1599,0.1536,0
-1.2593,-0.7983,-0.9121,-2.2333,0.5192,-0.767,-0.814,-1.8829,-2.9035,-2.9776,1
-1.4237,0.0792,-0.3965,-0.835,-0.0122,-0.6157,-0.8158,-0.0269,0.0718,0.104,1
-1.3458,0.5854,0.3359,-0.8149,0.1786,1.8225,1.4433,-0.588,0.196,1.2707,0
-0.8389,1.7673,0.5679,1.069,-2.3997,-0.6052,-0.5546,0.5001,-0.2928,0.4629,1
1.2195,1.6283,0.825,0.5674,0.1305,-0.7001,-0.6508,1.1458,0.2389,1.7941,0
0.5212,-1.4887,3.0645,-0.9855,1.4091,0.4002,2.2268,2.2012,0.148,-0.6529,0
1.1382,0.3554,0.3906,-0.548,0.235,-1.6462,-2.0736,-1.9821,-0.2088,-1.3675,1
-0.7856,-0.6696,-0.3086,0.8751,0.133,0.1953,-1.249,0.8082,-0.9731,-0.3567,1
1.5817,-1.2073,0.0149,0.7313,-0.3574,0.0282,1.1003,0.484,0.4679,-0.7772,0
-1.8863,-0.3074,-0.6514,-0.7748,-1.3915,1.8722,-0.3422,0.2788,0.1544,-0.6402,0
1.0272,-0.4421,0.5957,0.2387,0.4157,-0.6228,-1.0954,1.6253,0.4458,1.179,0
1.3017,0.6459,-1.1317,-0.4266,-1.5045,0.2387,-1.0904,-0.1538,-0.8227,-0.6589,1
-0.7741,-1.3588,0.438,0.9045,0.5834,0.2653,0.4497,-0.1526,0.0008,0.6468,1
-0.4032,1.9023,0.0213,-0.0232,1.2942,0.8317,-0.167,-0.0711,2.1066,-0.559,0
-0.7359,-1.3795,0.6978,-1.8041,0.9132,0.0491,1.2622,0.017,-0.4332,-1.9353,1
0.0431,1.1379,0.8397,-0.9827,-2.3787,0.0224,-0.1587,-0.463,-0.9794,-0.8211,1
0.7927,-0.2939,0.1276,-0.3776,-1.5577,0.6536,-0.2162,-0.9499,0.1325,0.282,1
0.516,1.0019,-0.3125,1.9679,0.2472,1.0953,1.3297,-0.4684,0.3728,-0.0181,0
1.3592,-1.0161,1.2002,0.953,-0.6397,-0.9781,0.0514,1.2406,-0.1514,-0.5488,0
0.3826,1.0709,0.1448,0.9116,0.4102,0.1436,0.5778,-0.2192,-0.1771,0.835,0
-2.1783,-0.4139,0.1231,0.8139,0.708,-0.7536,-0.3293,-0.2434,-0.159,-0.2799,1
3.1467,-0.5009,-0.6884,0.0678,1.4772,0.562,0.19,1.0716,-0.9425,0.5599,0
0.4657,1.2156,0.7784,-0.2437,0.1689,1.0153,0.07,1.3915,1.4021,0.846,0
0.3919,-0.4508,0.4453,0.2518,1.4528,-1.2115,-0.8062,-0.0068,-0.2421,0.4995,0
0.3669,-0.9613,-1.3078,1.6286,-0.1339,0.0479,0.0297,-0.9622,-1.2213,2.1495,0
-1.0003,-1.6547,-0.6793,-0.9148,-2.6486,-2.1145,0.2472,-1.4324,-0.109,-0.8656,1
-1.2948,2.28,0.6234,1.1478,1.8039,1.373,0.3706,-0.3204,-0.3312,0.1723,0
-0.1651,-0.0914,1.3791,-1.126,-0.0163,-0.9154,-0.0709,0.2705,-0.82,-0.5925,1
-0.098,1.4192,2.2271,-0.907,-0.4136,1.7336,1.6317,1.6292,0.9123,-1.6265,0
-0.9731,0.1116,0.0578,-0.1073,-0.6146,0.9902,0.9353,-0.7707,-1.13,-1.2784,1
-0.318,-0.2698,-1.2447,1.4089,-0.4155,-0.6362,-1.8571,0.2299,1.3571,0.0187,1
-2.2083,0.6297,-0.5612,1.0591,-1.0179,0.4131,-1.1342,-1.0575,-1.1795,1.0816,1
0.2077,0.6149,0.0983,1.5765,-0.3665,0.0844,-0.0206,0.4455,-0.1143,-0.663,0
-1.4054,-1.0829,-1.4374,-1.0194,-0.2385,-0.3168,0.0505,-1.0838,0.5404,0.4304,1
-2.4744,0.4775,-1.392,-0.1293,-1.1477,-1.4993,-1.5303,0.45,-1.8932,-1.238,1
2.7666,1.319,0.1713,0.4222,-0.1626,-0.3126,0.3032,-0.4589,1.8363,0.2033,0
0.687,0.8491,-0.9647,-1.0802,0.6717,-0.0017,-0.5475,0.9931,-2.134,-1.0653,0
-1.8325,-0.443,-0.9642,-0.133,0.7751,-1.1072,-0.5829,0.0492,1.1568,-0.2113,1
0.8339,-1.7361,-1.2486,0.6161,-1.4275,-0.2371,-2.0005,-0.54,-0.2482,-0.3816,1
0.1636,1.6897,1.6274,0.7874,0.5311,-0.2949,0.5207,-1.129,-0.1072,-1.6641,0
-0.9167,0.5846,0.2177,0.3534,-0.2385,1.3512,-0.8768,2.2565,0.5705,0.9571,0
1.0456,-1.3889,-0.8982,-1.4085,0.1521,-0.7488,-0.6179,-0.6147,-0.1091,-0.874,1
-0.4545,2.1569,1.2883,1.2492,0.9095,2.9622,0.5115,-0.3722,-1.5321,0.9114,0
-0.9331,-0.6127,-1.9708,-1.2192,0.9542,-0.276,-0.9424,-1.6055,-1.3451,-1.3861,1
-1.2073,-2.686,-1.9121,-2.8598,-2.9158,0.1804,1.2515,0.8592,-0.0052,0.2064,1
-1.8153,2.3588,0.765,1.6038,0.253,-0.5578,1.7418,-0.8001,1.4002,1.3126,0
-0.1382,-1.73,-0.7159,-0.9375,-1.1495,-0.0717,-1.1574,1.0362,-0.4538,-0.2452,1
1.3465,2.1808,-1.7414,-0.158,0.2165,-0.0863,1.3241,1.1481,-1.276,0.9993,0
0.7761,1.1775,0.2812,2.7137,0.1729,-1.0688,-0.6922,-2.1434,-1.8585,0.0421,1
0.8264,-2.1273,0.3248,-0.8673,-1.0473,-0.3811,0.1381,0.0817,0.5346,0.6486,1
0.5821,-0.5623,0.0376,-0.9965,-0.2443,-0.0955,0.2056,-1.4831,-0.1702,0.2407,1
0.958,0.7253,1.0532,-0.2113,0.8253,1.1952,-0.7279,1.3836,0.0643,0.456,0
1.1089,0.9539,0.3267,0.0919,0.5714,1.7083,1.175,0.5079,1.2679,-0.2518,0
0.0873,-0.6816,0.5916,1.1131,-0.9477,-1.3202,2.1373,1.8607,-1.5874,0.954,0
1.0125,2.8333,-0.6125,2.7057,-0.3424,1.6122,3.1322,1.6633,2.478,0.6367,0
-2.1072,1.3281,-0.8889,-0.8223,-0.9363,0.1196,0.4226,-1.0196,-1.2092,-2.2145,1
0.4909,-0.0971,0.8646,1.2357,0.4709,3.3326,2.2106,-0.1595,-0.2651,0.428,0
-1.464,-1.5265,0.6745,1.8295,-0.8179,0.5041,-0.6841,0.0271,-0.9105,1.7588,1
2.2091,0.1257,-0.6251,-1.4981,1.8045,-0.8715,1.0756,0.9469,2.8073,1.107,0
1.7579,-0.1905,0.9309,-1.453,-0.3646,-0.8829,1.4146,-0.2801,2.7358,-0.4596,1
1.5216,0.5802,1.1538,-0.3728,-0.6782,0.5301,0.5608,-0.5771,0.0313,0.2776,0
-0.4997,0.7284,-0.5384,-2.4611,-0.0735,0.1306,0.0776,-1.9198,0.6793,-0.7768,1
-2.3877,-3.408,0.3713,2.3218,-0.4584,-0.5731,-1.0674,-0.6715,-1.4532,0.6702,1
0.9606,-1.5511,1.2375,1.0387,1.7285,-0.2622,0.1844,-0.4975,0.7169,0.9847,0
-1.2171,0.5431,-1.5787,0.3127,-1.1681,-1.2186,-2.0066,-0.6982,-0.7192,-0.9041,1
0.4247,2.435,-0.6531,-0.853,1.1073,-1.5641,1.9217,-0.1373,-0.5984,2.3095,0
0.2991,-0.2147,1.2785,0.563,-0.6956,-1.9573,1.0793,1.918,-0.4867,0.0483,0
-1.8565,1.7705,-1.1302,0.6981,-0.7193,-0.6314,0.9668,1.0047,-0.3244,-0.9691,0
0.5735,0.3529,0.5128,-0.1739,1.0763,3.3235,1.5928,0.0851,1.4908,-0.0135,0
0.1644,0.6331,-1.9357,-1.9877,0.9297,0.51,0.0454,-1.5608,-1.685,0.3255,1
1.4244,0.5516,-0.6652,0.502,-0.7384,0.7981,0.5101,0.5307,-0.0003,-0.1945,0
-1.3049,-0.4281,-1.1512,0.6176,0.8653,-1.0021,-2.8628,-0.9774,-0.3979,-0.189,1
-1.2539,0.0848,0.8771,0.2906,-0.5882,-0.9838,-1.7867,-0.8267,0.0712,-1.023,1
-0.579,0.4349,-0.0081,1.6095,1.7965,-2.8058,2.3358,-0.7272,0.7443,1.8138,0
-0.4255,-0.4402,-1.9843,-0.4858,-0.8272,-2.1203,-0.9995,-1.142,-1.4483,-1.0449,1
-0.0818,-1.2253,1.3422,1.157,0.8841,-1.324,-1.6393,-1.1085,0.2912,-1.3548,1
