@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-2,6-7,9,11,15-18,21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A11 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
0.9359,0.5244,-0.6769,-1.2864,0.7927,0.8902,0.6354,1.3877,0.5334,1.7521,0
0.6924,-0.0928,1.1361,-0.1161,1.3161,0.1273,0.4916,1.4696,1.0888,-0.6709,0
0.5425,0.8128,0.9018,0.1231,-0.0893,2.0133,1.7134,-0.6486,1.6125,1.3247,0
1.2119,1.7405,1.3296,-0.2373,-0.0609,1.4191,-0.1668,1.6909,0.6,-0.1524,0
-0.6871,-1.8864,-1.2323,-1.6246,-1.2836,0.4318,0.2813,0.0278,-0.6564,-1.1809,1
-0.6212,1.2713,1.2778,0.5551,1.283,0.4033,-0.6175,1.1188,-0.4243,-0.438,0
1.2546,1.7375,0.9582,-0.1813,-0.1338,2.2292,-0.0229,0.1377,0.5015,-0.0747,0
1.0337,-1.1098,0.0695,0.3824,-0.701,-0.742,0.2735,-0.6731,1.0439,-0.5884,1
2.0004,0.2112,0.9075,0.2722,0.9893,1.1602,-1.4556,-1.21,-1.2413,1.0286,0
0.4914,-0.7645,0.1709,1.6659,2.2798,1.7305,2.5231,0.7623,-0.2422,1.6344,0
0.1836,-1.6489,-0.7471,0.7196,1.1349,-0.087,-0.5632,0.9919,2.2057,-0.6051,0
-1.1592,-0.2791,-0.8184,-1.4046,-0.4925,0.0048,0.3005,-0.5603,0.7515,-0.4618,1
-0.0069,1.6558,2.2181,0.4232,-0.034,0.4307,-0.6795,1.0942,0.8188,0.6553,0
0.9034,0.2431,0.1598,-0.0694,0.6261,-0.3837,0.2858,-1.9596,1.4031,1.8559,0
1.5687,-0.3466,-1.3629,-0.0006,1.266,-0.3113,1.9038,0.0738,-1.0779,1.6291,0
-0.0194,-1.1389,1.5232,0.6066,0.1601,0.4531,0.6682,0.1369,1.0022,1.7153,0
3.0936,-0.341,0.0648,-0.2006,0.914,-0.5346,-0.009,-1.2178,1.1067,0.8448,0
0.6533,1.6961,0.3308,0.468,-0.4404,-0.3609,0.5586,1.6202,0.6405,0.7886,0
1.399,0.4178,-1.4261,1.5333,-0.2037,0.3248,0.7312,1.5,1.3428,1.236,0
-0.3487,-0.1651,-0.8947,-2.0519,0.1177,-0.8024,-1.0854,-0.4628,-0.9838,-0.2345,1
1.0514,2.2912,0.6184,-0.0618,-0.0408,0.1225,0.412,0.5023,0.9585,0.0639,0
-1.3613,-0.6184,-0.5085,-0.9735,-0.8338,-0.0513,-0.6192,0.446,-1.2764,-2.3264,1
0.4668,-0.0333,-0.0307,-1.571,1.4953,-0.9721,-0.1882,-0.1703,-1.8953,0.2187,1
1.482,-2.5319,1.4897,2.256,1.8461,-1.3123,-0.3886,-0.8723,1.5215,-0.2969,0
0.1627,-2.4409,1.3317,-0.1327,-0.1967,0.2813,0.2014,1.0447,1.0729,0.4347,0
-0.4183,1.2229,-0.7081,-0.5616,-0.884,0.3493,-0.2965,-1.4761,-0.4618,-1.2988,1
1.298,-0.3824,1.2566,-0.1939,-0.005,-0.0537,-0.512,-1.5803,0.4003,0.198,0
-0.9193,-0.4402,-2.3474,-0.5229,1.1513,0.2637,-0.4325,-0.4598,2.0202,-1.8584,1
-1.4081,-0.5475,-1.3422,0.425,-0.4003,-0.7597,-1.9979,0.3539,-1.7196,-0.5389,1
-1.2437,1.1309,1.7776,0.7329,-1.1105,-0.2102,1.4153,-1.7407,0.4987,0.4241,1
-0.7009,-1.3052,-1.1021,-1.1436,-0.1289,-1.1003,-0.5234,-1.4409,-0.2635,-0.3404,1
-2.9238,1.3081,0.9694,0.8419,0.3876,1.9433,-0.1748,-0.6876,-0.5092,0.3132,0
-1.0068,-0.2172,1.4146,0.8244,-0.4269,-1.2703,0.3082,0.3685,0.4434,-1.1588,0
-0.396,-0.8469,-1.2551,-1.5336,0.309,-1.4631,-0.1107,0.7933,-1.8925,-1.2264,1
0.4149,0.9384,0.3891,1.2139,0.7536,0.4505,0.4983,0.0031,-0.0122,1.1645,0
-1.4118,-0.604,1.7853,0.8139,-1.1422,-0.6943,-1.2907,-0.9445,-1.5907,-1.653,1
1.4799,1.7742,-1.6968,-0.0854,-0.1694,-1.1045,-1.2554,-1.3318,-0.4862,-0.1328,1
1.0634,1.1576,1.0512,0.1372,1.8406,-1.5986,1.672,-1.5461,0.1718,1.1135,1
0.2069,-1.7225,1.2421,1.6867,0.1237,-0.6938,0.4927,0.8778,-0.5697,1.2656,0
