@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R2,4-5,8-9,13-14,18,20-21'

@attribute A2 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A18 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
1.099,-1.7003,0.451,0.0877,0.1058,1,-1.756,-0.9101,1.1082,1
-0.7642,0.8198,-1.1173,-0.5012,-0.0337,-0.9364,-1.8025,-0.7416,0.5475,1
1.3991,-0.1118,-0.3478,-0.3639,-0.307,0.5454,0.4672,0.5606,-0.1617,1
-0.2065,0.2355,-2.5652,0.8904,0.0293,1.1256,-0.1299,-1.4884,-0.682,0
-1.6499,0.2723,-1.291,0.2629,-0.8133,-0.051,-1.1298,-0.6627,-1.495,1
-0.7206,0.2963,1.334,0.2637,-0.8572,0.6771,0.7853,-0.6161,-0.8582,0
-2.9416,-0.3938,-2.4024,-1.0505,-0.1816,-2.5376,-1.5101,-0.2994,-1.0239,1
-0.585,0.3747,0.1138,-0.5694,-1.5568,-1.4087,-1.0544,0.8136,-0.5839,1
-0.7654,-0.3607,0.7786,0.2582,0.6493,1.0745,1.7456,-0.251,0.3668,0
0.1821,-0.5044,-0.4964,-1.2792,0.2223,-1.3826,-0.7436,-2.1696,0.5221,1
0.3057,1.6261,-0.0431,0.796,-0.0285,3.0643,0.4377,1.7417,-0.5752,0
0.6359,1.0366,0.5216,-1.2416,0.7045,-1.2468,1.9436,-0.2392,2.146,0
1.05,0.4209,0.6339,-1.6608,1.0731,-0.3233,0.6602,2.121,1.7572,0
1.7757,1.3723,0.9572,1.6551,1.191,1.1407,0.0426,0.3929,-0.1437,0
-0.1355,-2.2433,-0.7991,1.2517,-0.7543,-0.468,-0.7892,1.2427,-0.3979,1
-2.1127,-0.2899,-0.201,0.3854,-0.8921,-2.1244,-0.5414,-0.4702,0.678,1
-0.8265,-0.5227,-1.5675,-0.7548,0.5638,0.9821,0.423,-0.1985,2.1945,1
0.4005,-2.4193,-2.1792,-0.7819,-0.6922,-1.0514,-1.5865,-0.46,-1.4472,1
-0.3634,-0.5634,1.146,0.285,0.9443,1.06,0.4079,-0.9843,1.4622,0
1.3396,1.5118,-0.4556,0.1942,-0.5151,0.661,-0.9298,0.4641,0.2307,0
-0.4313,1.6376,-1.463,-1.474,-1.6119,0.8973,2.3214,1.5926,-1.3535,0
-0.7673,2.2028,0.742,1.546,-0.4467,0.4253,1.9271,0.1704,0.7467,0
-0.1674,1.148,2.0749,0.3065,1.4412,0.8357,1.3161,1.5531,1.0061,0
0.6139,1.8272,0.2029,1.9727,0.3118,0.4094,0.1329,-0.6373,0.8515,0
-0.9811,1.3811,0.8639,-0.2668,-1.045,-0.4241,0.2249,0.4342,-0.6448,0
0.8407,0.8901,1.6513,-0.3998,-0.3463,0.7053,0.5721,-0.3198,-0.4373,0
1.142,1.2984,2.3601,-0.4043,1.7101,0.302,0.0839,0.6083,1.0568,0
-2.1807,-1.8926,-0.7261,-1.3328,-0.8619,-2.0997,0.2378,-0.6235,-1.5108,1
0.5296,1.7232,0.8794,1.2684,-0.6954,-0.5765,0.898,0.6538,1.7604,0
1.8178,-0.8001,-0.1305,0.2055,-0.1129,-1.5908,0.017,-0.8516,-1.1853,1
0.679,-0.4421,1.7838,1.0385,2.1083,-0.7778,2.8942,1.569,1.6898,0
1.0609,3.3676,-0.4654,-0.3657,0.3801,-0.1022,1.0287,0.4449,1.0645,0
-1.0691,0.1711,-0.9495,1.4803,-1.5558,1.0954,1.4045,-0.2602,1.1192,0
-1.087,-2.1722,-0.3904,0.1952,-0.3395,0.1406,1.821,0.2729,0.6485,1
1.8519,0.2938,2.2316,0.1492,0.5974,1.098,0.0815,-0.044,1.2036,0
0.2624,-0.1211,-1.2234,-1.8205,-0.0967,-0.0374,0.1306,-1.0403,-1.1896,1
-0.3662,-1.3698,-0.7249,1.1319,-0.2767,0.2554,1.4299,0.6794,-2.0476,1
-1.1814,-0.8318,-0.4026,0.2758,-1.0624,-0.5639,0.7928,-1.3829,-0.049,1
-0.063,0.117,-0.882,-0.6653,-1.0964,-2.662,-1.5826,-3.3587,1.0756,1
0.7133,-3.296,0.2315,-1.5152,-2.3213,-0.4993,0.5964,1.083,-1.7122,1
2.1081,0.2995,0.8025,2.4919,-0.8522,-0.9278,1.0115,1.9884,-0.2398,0
-0.1487,-0.1962,2.1845,-0.1848,-0.2027,2.0297,0.6027,0.848,0.652,0
0.8568,-1.3264,1.2503,1.7468,-1.7002,-0.4995,-0.3781,1.1854,0.6604,0
1.9614,0.2345,0.7042,-0.0311,1.3955,0.7651,1.2414,0.8198,2.2152,0
0.5039,0.0761,-0.0267,1.8641,1.2845,1.3414,0.1244,-0.5969,-1.5845,0
-1.3315,0.1114,0.205,-0.3876,-1.1902,-0.1959,0.7129,-2.3793,0.1953,1
-1.5204,-0.8176,0.2172,1.6918,-0.5968,-1.5875,-1.3504,0.1169,0.6007,1
-0.6923,-0.138,-0.4989,1.8785,-0.0566,0.6976,-0.0811,0.1116,1.3094,1
0.0474,-2.491,0.3834,-0.7289,0.5136,-0.084,-0.4672,0.4553,-0.8836,1
1.8161,1.8987,0.7466,1.9959,2.1329,1.0078,0.805,0.5275,-0.8027,0
-0.8844,0.8784,0.1839,0.7518,-0.0407,0.0154,0.0176,0.0709,-0.0576,0
-1.9488,-2.2057,1.2078,-0.0169,0.6945,-0.3826,-1.3618,-1.4499,-0.7252,1
-0.5177,-1.3966,0.7913,1.0136,-0.2342,-0.432,-0.3525,-1.9275,-1.0471,1
-3.2356,-0.6722,-0.9988,1.0552,0.7545,1.2948,-0.729,-2.9008,-0.6041,1
-0.808,-0.7167,-0.3557,-1.2955,-0.385,-0.2826,-1.4178,0.2604,0.6983,1
0.9769,0.9908,1.3741,0.3313,-0.0806,-1.7369,0.4765,-0.364,0.2682,0
-0.762,-0.3529,-0.4994,-0.794,-2.2764,0.7132,-0.6381,-0.1662,1.8765,1
-0.3975,0.3704,-1.8705,-1.3462,0.7111,0.3922,0.8715,-1.5514,-0.0151,1
-0.4163,-0.6489,-1.401,-0.6338,1.4967,0.0838,0.3463,0.8082,-1.3387,1
-2.2526,-1.6106,-1.523,-1.6181,-1.2318,-0.4647,-0.0434,-0.7603,0.6979,1
1.0352,-0.1796,0.5075,0.5926,0.1624,-0.6404,-0.1753,0.7032,-0.8198,0
-0.144,-0.774,-0.9932,0.5866,-0.9203,-0.4032,-2.8149,-1.3431,-0.3721,1
1.3853,0.2385,-0.3339,1.0935,-0.8983,0.0242,0.0693,1.5686,-1.2802,0
-0.0467,-0.8396,-0.8326,-0.3648,0.1714,-0.2713,-1.5258,0.3885,-1.7112,1
-1.0072,-0.3725,-0.3888,-0.3025,0.1959,0.8403,1.326,-1.4739,-0.1276,0
2.0786,1.9478,0.7177,0.3033,1.2603,0.8245,0.2456,1.3419,1.6431,0
-0.3883,0.0997,2.9929,-0.2677,-1.5866,0.9136,-0.8533,-0.0211,0.7986,0
-0.2249,0.0476,-0.7994,-0.4349,-1.1025,0.4559,0.0363,-1.2971,0.069,1
1.5822,0.5227,-0.5939,1.6366,0.7001,0.6713,-1.4726,0.0104,-1.0523,0
-0.3354,-0.1554,-0.5883,-1.5603,0.3461,-1.7556,-2.1327,-0.5997,-0.8358,1
-1.0133,-0.4332,-1.3773,0.6241,-1.4965,0.8591,0.6367,-1.1165,-0.9064,1
-0.764,0.8625,-0.8369,-0.6511,1.6902,0.6903,-0.1372,0.1648,1.2484,0
-1.8454,0.3729,-0.2738,-0.1543,0.0658,-0.2355,-1.2843,-0.5648,-0.3709,1
-0.2577,0.5446,-1.5998,-0.4055,-0.1754,-1.8368,-1.121,1.3441,-1.1478,1
0.9386,0.6552,-0.4431,0.1453,-1.0533,2.0135,-0.1338,0.1409,1.3186,1
-0.3026,-1.9141,-1.7957,-0.7714,-0.2564,-1.067,-1.1736,0.7159,-0.8103,1
-1.0433,-0.4049,-0.7317,-1.4416,0.1807,0.6462,-0.546,-0.7606,1.2102,1
-0.8675,1.976,0.8746,1.8624,0.6887,0.472,1.1084,-1.5191,-0.0002,0
1.4932,-0.224,-2.2689,-0.2868,0.7453,-0.6614,0.8626,-0.1077,-0.0955,1
0.4399,-0.4178,-0.5506,-1.6246,-0.3886,-2.1619,0.0345,0.5509,-1.278,1
1.517,-0.4589,1.0058,2,0.4673,-0.1617,0.6099,1.1725,0.4476,0
-0.9145,0.3593,1.0091,0.6805,1.187,0.0702,1.1331,-0.0817,-0.0118,0
-1.9813,0.8766,-0.2285,-1.5261,0.4268,-1.6483,-0.0471,-0.8503,-2.7128,1
-0.1416,-1.6543,-0.9029,-0.9186,-1.2026,1.038,-0.5032,0.3782,-0.4678,1
-0.5967,-1.3103,-1.5128,0.3991,-0.6279,0.5028,1.0171,-0.134,0.8722,0
0.2747,-1.443,-0.9238,2.5109,0.3325,-0.5733,0.1846,-0.0712,-0.2861,1
-1.7864,-0.7796,-0.0301,1.2753,-0.3046,-0.4488,-1.8653,0.5883,-1.5969,1
0.5641,0.691,-2.0672,-1.5066,0.7354,0.7638,-0.0428,-1.4348,-0.1796,1
-1.6228,-2.0301,-0.5865,-1.3592,0.0628,1.2766,-0.1378,0.1939,0.3054,1
0.2464,-0.4798,-0.1947,1.9844,-0.1063,2.1913,2.1069,0.4144,1.3133,0
-0.9131,0.3711,-0.0189,-0.3332,-0.6614,1.8402,0.7088,1.8778,2.4179,0
-0.5224,-0.1829,-1.2042,0.4337,-1.3727,-1.5725,-0.5209,0.6743,0.0511,1
-0.4942,0.6572,1.5029,0.1892,1.3827,0.2432,-0.9712,1.9669,0.6352,0
-2.5212,0.0636,0.811,0.6698,-0.4059,-0.8775,0.5542,1.2365,-0.7314,0
-0.0439,-1.7537,-0.9671,-0.1708,-1.3114,-0.2638,-1.9624,-0.9382,-1.8202,1
0.0879,-1.786,-0.1041,-2.2016,-1.0205,0.1693,-0.7753,-1.7236,-0.1049,1
0.0324,1.2877,1.3411,0.605,1.2968,-0.3681,-0.8008,0.381,0.0259,0
1.7705,0.4713,0.4557,0.9087,0.0531,2.3549,1.1177,0.4093,1.329,0
-0.3256,0.6348,0.8448,1.8973,-0.1797,-1.0112,1.0151,0.5507,0.8756,0
-1.2755,0.3219,-0.5561,-0.6931,-0.2079,1.2789,1.3014,-0.8772,0.3248,1
0.192,3.1042,0.5289,1.507,1.3099,2.403,1.5085,1.4154,1.9226,0
0.471,0.0103,0.1986,-0.4129,-0.1534,-1.4487,0.8024,1.5377,0.3927,0
0.6587,2.3908,-0.7412,0.1976,0.4077,0.4604,-0.5288,1.0867,0.4159,0
0.8653,1.1591,0.5734,-1.1373,1.6819,0.5901,0.1694,-0.823,-1.2552,0
0.0029,-0.42,-1.2888,-1.7599,-0.1486,-0.7707,-1.1151,-0.2657,-1.4174,1
-1.6126,-0.015,1.0525,0.5971,-0.0774,-1.374,0.1325,0.3776,-0.6422,1
0.7071,-0.4928,0.8698,3.0427,0.3223,-0.0977,1.4811,0.2201,1.1811,0
-0.1845,0.1585,-1.3272,-1.9295,-0.8563,-1.4681,-1.5698,-1.2053,-0.3414,1
1.8754,0.4462,-0.3434,-0.7748,1.3751,0.6629,1.4697,0.6258,0.3147,0
-0.3019,-0.3738,-1.0993,-0.0003,-1.4143,-0.0856,-1.3495,-2.3854,-0.8146,1
-0.2556,0.9743,-0.3802,-0.6831,0.4604,-0.6319,0.393,-1.2901,-0.0177,0
0.0038,0.8559,0.1097,1.1767,-0.2196,1.3756,1.9332,-1.1117,-1.923,0
-2.101,0.7103,0.6531,-2.229,-0.3598,-1.0887,-2.1134,1.2996,-2.2171,1
1.9701,1.5015,0.684,1.0664,0.7931,1.7913,-0.2105,-1.0129,-1.3161,0
-2.6944,-0.4637,-0.7889,-0.0742,-0.1471,-0.6651,-1.1382,1.9008,-1.4403,1
-0.3366,0.4311,0.2013,1.7368,0.0531,0.376,1.1193,0.8019,1.9172,0
0.1203,0.2983,2.3855,0.6406,0.4664,1.1385,0.3508,2.4372,-1.1382,0
0.8167,-0.6215,-1.0013,0.3893,-0.2707,-1.7552,-0.9425,-0.4605,2.1015,0
-0.2048,0.1206,-0.3158,-0.6948,-0.2375,-1.8422,-0.6264,2.2017,-1.6653,1
-2.1641,-1.1349,0.0551,-2.7971,-0.6842,0.3761,0.3559,0.3781,-0.2924,1
0.0657,-1.5084,0.3551,-1.0853,2.0831,1.1823,1.2437,-0.4148,-0.3781,1
1.3311,0.0547,0.3861,0.9495,-0.0126,1.3889,-0.0208,-1.147,0.5982,0
-0.0641,0.7445,1.1718,0.204,0.5748,1.2169,1.3298,2.3643,-0.5418,0
-0.1217,0.3991,0.1433,0.7918,1.7208,0.8241,0.7994,-0.2464,-1.6615,0
-0.2314,-0.5436,-0.5493,0.2026,0.542,-0.6971,-1.2496,-1.1218,-0.2699,1
-1.4812,0.4977,0.6264,0.4997,-1.098,0.489,-0.6553,-0.4414,-0.0153,1
-0.3473,-2.1355,-2.7397,-0.7074,-0.6877,0.4789,-2.2604,-0.0948,0.9327,1
-0.1606,0.38,-0.1279,-1.236,-0.3512,-0.6102,0.6403,0.3044,-1.2349,1
-1.0962,0.41,-1.0387,-0.235,-0.8903,-0.3829,0.7752,-0.4771,-0.5405,1
-1.7478,-1.0001,-0.3664,-0.7879,0.1321,-1.2559,-0.4011,0.3677,-1.2761,1
0.8827,-0.7761,-1.2831,-1.1828,1.2813,1.2166,0.133,-0.7782,-1.2725,0
-2.123,-0.4748,0.6496,-1.0348,0.428,0.7219,0.5235,0.7732,0.1667,0
0.8856,2.212,-0.7893,1.032,0.6069,0.3323,0.7782,-1.1315,0.3601,0
-0.599,1.3959,1.4206,2.1726,-0.1901,1.1039,1.7189,1.1313,0.503,0
-0.1656,-1.2879,0.5494,0.0722,0.7656,-0.1896,0.913,0.7569,-0.5122,1
2.4644,0.0825,0.6646,0.8007,-0.0121,0.4813,0.9745,-1.2587,1.5784,0
0.8589,0.5943,-0.2726,0.0824,-0.1959,-0.3738,-0.8533,1.1769,1.1167,1
-0.2059,0.0369,-0.5068,0.7258,0.5743,0.6862,0.4371,0.2865,1.1249,0
0.3883,-0.3543,0.8974,-0.4844,1.1218,0.0346,-2.1073,0.7762,-0.8961,1
-0.7397,-1.5664,-0.2515,-1.3151,-0.557,0.3501,-1.9416,-0.6151,-1.9452,1
1.2089,0.8014,-1.4368,-1.2329,-0.8515,1.3126,-2.3182,-0.9594,-0.5671,1
2.153,0.7185,0.2943,0.6481,1.2921,-0.1124,1.1545,-1.0209,-0.032,0
0.8092,2.5804,-0.0633,1.2732,-1.4812,-0.2336,0.5745,0.4784,0.6648,0
0.6331,-0.4122,-2.039,-0.2405,-0.039,-1.1357,0.4554,0.6346,-1.4438,1
1.1949,-0.3172,0.4867,1.352,-0.0086,1.4925,1.4688,-1.9342,1.9165,0
0.0718,-0.4318,0.5341,-0.5186,-1.5727,-1.1473,-0.1952,0.4515,-0.3926,1
2.101,0.4249,0.6888,1.738,3.0432,2.1839,-0.1513,1.6426,1.2361,0
1.5142,-2.1781,-0.5888,-0.9857,1.6031,-0.1164,0.7533,-0.6467,-0.7576,1
-1.4085,1.0382,-1.6199,0.6437,0.0587,-0.9661,-1.5063,-0.7896,-0.8709,1
-0.0707,-1.4029,1.0642,-1.7681,0.1228,-0.1284,-0.325,0.74,0.4054,1
-0.1159,-2.0812,0.2293,-1.8885,0.4308,-0.1675,-0.8665,-0.6121,-1.4726,1
0.5481,-0.5443,0.1596,-0.2824,-0.6111,1.7534,0.9969,-0.2295,-0.7727,1
0.3334,0.4255,0.8012,1.2803,-0.1692,-0.057,1.9089,0.9515,-0.6212,0
-0.5476,1.6531,2.0053,-1.6835,0.4929,-0.3415,1.7393,-1.3247,0.7704,0
-0.5673,-0.2628,-1.0913,-0.0914,0.4365,-0.6376,-1.3862,-0.86,1.0424,1
-0.0634,-0.587,-0.4133,2.0663,0.2238,0.8705,2.7748,0.1186,0.7841,0
-0.3471,-1.1289,1.8647,1.872,3.6826,1.3171,-0.3412,1.0819,1.4505,0
0.9146,0.7808,0.1575,1.8894,-1.1999,0.3007,0.0603,-0.8998,-0.1647,0
-0.5173,-1.2811,0.9877,0.6328,0.8359,0.6151,0.6809,-0.7464,0.7098,0
-0.5925,0.1597,-0.6673,-3.7725,-2.0409,0.3685,-1.8412,0.7874,0.9852,1
1.2268,0.4558,1.8463,0.8105,-0.2994,1.4949,0.009,0.1638,0.7496,0
0.3646,0.3939,0.544,-1.1405,1.566,0.8698,0.7878,-0.6141,-0.6869,0
-1.1164,-0.0057,0.527,-0.6277,-0.261,0.634,-0.8155,-0.3795,-1.4886,1
1.9844,0.9947,-1.5609,0.7703,0.648,1.4052,0.1194,1.6583,-1.1641,0
-0.1129,2.057,1.0966,0.6212,1.3371,-0.2172,0.2368,1.3921,-0.213,0
-0.4616,-1.6526,0.4365,-0.2128,1.4335,0.62,2.0125,1.074,-0.4609,0
1.6327,1.1126,1.2247,0.6869,-1.1076,-0.1543,-2.1646,-0.9043,-0.7737,1
-0.5862,-0.1587,0.8549,-0.8562,0.3221,1.4375,-0.0427,2.5269,-1.2511,0
0.0036,-0.9532,-0.8818,-0.8444,-0.1175,-1.0068,-0.1326,-0.8681,1.1822,1
-0.1457,2.0589,0.081,0.746,-1.0314,0.33,-0.3027,-1.0789,1.148,0
-1.2888,0.37,0.488,1.149,0.1943,1.0015,1.7398,1.2003,0.4655,0
0.9988,1.8469,1.6246,1.825,0.1462,0.6394,0.1344,0.2873,-0.2056,0
-1.501,0.7952,-0.5396,-1.7318,-0.1473,-1.2809,-1.534,-0.5561,0.7148,1
0.6879,-0.3051,1.0644,1.7687,1.1373,-0.5484,-0.5524,-0.2385,1.3688,0
1.0498,0.2407,-0.073,-0.131,1.518,1.545,0.6182,-0.6445,0.9339,0
-0.217,2.523,0.1347,0.1033,-0.3277,-1.5616,0.2576,0.0902,-0.958,0
-1.0558,0.751,-0.9426,-0.198,0.195,-1.1289,-1.5198,-2.8136,1.4881,1
-0.4456,0.1304,-0.3129,-0.4852,-1.089,1.2963,-0.5744,-1.1836,-0.1183,1
-0.39,-1.283,-0.2947,-0.9137,-0.7925,0.7372,-0.2961,0.3498,-0.581,1
0.3409,-1.4544,0.73,-0.0677,1.5708,0.6439,-1.1047,-0.9486,-1.2401,1
0.4166,0.5704,0.6973,1.41,1.4771,3.7817,2.5549,1.1403,1.1555,0
-0.8658,-0.6318,-0.3811,0.8201,-1.5484,-0.0994,-1.0756,-1.6164,-1.2425,1
0.3761,-0.9742,-0.1234,-0.4614,0.9946,1.6228,-2.2963,-0.2663,1.1056,1
1.7845,1.0811,-0.678,0.5091,1.4924,-0.018,1.1556,1.5025,0.8919,0
1.2272,0.6955,0.7078,-1.6294,-0.6148,-1.0099,0.6791,1.3808,-0.2359,0
-1.3646,-2.011,0.2964,-0.8069,-0.0834,-1.1113,-2.3027,1.382,-0.186,1
-0.4275,0.3888,0.3475,-0.1466,-0.0938,-0.3234,0.1524,-2.03,-1.6236,1
-0.7615,0.5236,-1.1797,1.7701,-0.7189,-0.7602,0.6262,-0.7984,-0.2693,1
-0.8363,-3.5621,-0.9861,-0.509,-0.2591,-0.0837,0.539,-0.8701,0.4386,1
1.3736,0.1585,2.0667,1.6766,1.0862,0.0492,1.8448,0.5802,0.8066,0
-0.2744,0.0372,-1.0779,-1.4079,-2.4222,0.3296,-0.8134,1.4422,-0.4421,1
-0.0085,0.5997,0.4976,-2.8063,-1.7678,-1.4619,1.5609,-0.8201,1.2722,1
-1.9701,0.2441,-0.3064,0.9489,-0.9584,-0.5785,-0.6282,2.3089,-0.7422,1
1.0965,-0.4519,-0.7412,0.8376,-0.4145,-1.5763,-0.9494,-1.9165,-1.2716,1
0.8585,0.3496,0.5229,1.8231,-0.0677,1.2275,1.069,-0.4111,-0.1988,0
1.4491,0.1465,-2.1032,-1.7166,0.8184,-1.9452,-1.2339,-0.3232,-0.4023,1
0.7529,0.4343,0.4917,-1.0762,0.2135,3.4195,1.0424,-0.9142,-0.7599,0
-0.251,0.7339,-0.9458,0.7332,1.4314,-0.9574,1.9829,0.9681,1.0973,0
-0.6372,2.556,2.1294,0.6924,-0.5168,-0.167,-0.1826,-0.7289,1.1158,0
-2.4053,-0.2656,-0.9778,2.3458,-0.2961,-0.0357,-0.3074,-0.9674,-1.3224,1
-1.2501,-2.2312,-0.445,-0.6388,-2.4238,0.876,-1.9313,-0.821,-1.7933,1
-0.7091,1.7566,0.791,-0.6016,-0.1873,0.5902,0.5616,0.585,0.429,0
-0.928,-1.099,1.4887,-1.0066,-1.5551,0.427,-0.0433,0.0932,-0.5217,1
-0.9411,-0.1471,0.0115,1.7053,1.6677,1.0402,1.9989,-0.3209,1.8711,0
-0.3993,-0.0732,0.4731,-0.6574,-0.2836,0.6922,1.6696,0.4935,0.3703,0
-1.9777,1.3159,1.188,-0.2792,0.5599,1.0894,0.3656,1.1425,1.9368,0
2.3155,0.9928,0.0623,1.5739,0.8357,0.1958,0.2592,-0.129,1.2814,0
1.9065,0.4279,0.4245,0.2997,0.4042,0.6014,-0.0478,0.5771,1.4658,0
-2.9304,-1.4622,-0.9827,-0.948,-1.5421,-0.2664,-0.5653,-3.1437,0.5263,1
-0.4149,-0.2562,0.9337,-1.0918,-0.1454,-0.7883,-0.863,-1.9009,-0.548,1
-0.3416,0.4144,2.6904,-0.0142,0.8486,0.3004,1.3726,-0.06,1.7099,0
0.487,1.1945,2.6439,0.9057,0.8321,1.1121,1.068,0.4782,-0.1692,0
0.1349,-0.5942,0.3927,-2.3567,0.1236,0.1318,0.5012,-1.5263,0.1306,1
0.9521,-2.119,1.1964,-2.0381,-1.3364,0.2387,-2.0792,0.925,-0.212,1
-1.1768,-0.8925,-1.0517,0.0181,0.1815,-1.3916,-1.5373,-2.3485,-1.1362,1
-0.7411,0.3412,0.8052,1.7541,0.4921,-0.7587,1.1544,2.0686,1.236,0
-1.3755,0.7019,0.1018,1.3327,-0.6608,0.2573,-0.944,1.4331,1.4114,1
0.695,-0.9147,-0.3768,2.186,-0.4866,-1.3599,-0.3948,-0.7761,-0.4145,1
-0.944,1.0781,-1.4318,-0.5886,-0.9325,-1.2349,-0.8425,-1.2345,0.7361,1
0.3441,-1.6616,0.1195,0.224,-0.2913,-1.7962,1.0127,-1.3579,-2.0293,1
1.1637,0.441,-0.4387,0.4262,-0.9398,-0.3797,-0.2844,-0.0934,2.1517,0
-0.9414,0.1921,-0.2837,0.5369,-0.4698,-1.0451,-2.3236,-2.3429,1.5258,1
1.2975,1.2787,0.1419,0.2631,1.0322,-1.2689,2.1053,0.0151,-0.3584,0
-0.5443,-1.392,0.3681,0.5492,-1.4965,1.3497,0.6468,-0.3035,-2.0897,1
-1.7122,0.2984,-1.7769,-1.3907,0.7196,1.2516,-0.3545,-0.3773,-0.8998,1
-2.094,-1.0754,0.1331,0.8224,1.1795,-0.6996,0.6201,-0.1567,0.4105,1
-1.7273,-0.8777,-0.1952,1.0119,0.8884,0.1592,1.3097,0.2875,-0.6304,0
-1.0588,-0.4654,0.4236,0.1314,0.1927,-2.4539,-1.8006,-1.8698,-0.3272,1
-0.4663,1.2862,1.954,1.823,1.4056,-0.2607,-0.191,0.0882,1.2331,0
-1.8613,-1.3126,-0.2437,0.4231,0.9382,0.0244,-0.1261,-1.0879,0.4544,1
0.8256,0.451,0.319,-0.1836,0.6222,0.1396,-0.4173,-0.2273,1.2411,0
0.8308,-2.5574,-0.7654,0.0326,-0.62,0.2755,-0.7289,-3.2775,0.0421,1
0.8042,0.1731,1.7425,2.3227,2.4527,-1.0411,-0.9379,-0.0551,-0.2369,0
1.0715,1.587,0.009,-0.4291,0.0193,-0.898,-1.6099,0.1222,-0.0321,1
0.2869,-0.8724,2.4707,0.918,1.3661,0.8893,1.7765,-0.0935,-0.966,0
-0.314,-0.5676,-1.1388,-0.639,-0.1535,1.2705,-0.7428,-2.3134,-0.9461,1
0.2951,-0.8954,-1.7508,1.8469,0.8726,0.6079,-0.1586,-1.213,1.1791,0
-1.0495,-0.5127,0.4023,-0.6141,0.393,0.4813,-0.5014,-1.3073,-0.6879,1
-3.0378,-0.5813,-0.5555,-1.5763,-0.3231,-0.7216,0.2872,-1.5088,-0.1896,1
-0.3502,-1.1035,-0.6824,2.0485,-1.0186,-0.0415,-0.1558,0.9343,0.5425,0
0.2397,0.1949,-0.0722,-1.0711,-1.8029,-1.9446,0.5974,0.5139,-0.2738,0
-0.1099,1.0508,0.0798,1.2463,-0.1065,2.8069,1.2414,-1.2284,-0.2519,0
-0.5468,-2.082,-0.4138,0.2745,0.0396,-0.7246,-0.4956,0.6244,-0.3992,1
-0.1255,0.7621,-0.7827,0.0757,-0.3411,0.1908,1.6909,-0.2097,-0.4187,1
-1.724,-0.2979,0.5693,-0.9185,0.9145,0.5657,0.8984,0.41,-1.1697,1
-0.552,0.661,-0.8548,1.6976,-0.679,0.5659,0.1174,0.3744,1.5851,0
-0.1049,-0.2342,0.2385,-1.1771,1.5886,-0.5418,0.9676,0.5062,-0.3133,0
-1.5528,-0.3684,-1.5549,-1.088,-0.1089,0.6414,-1.3238,0.5685,0.5516,1
-0.5906,-1.533,0.3814,1.5156,0.7691,-1.1148,-0.4491,0.4076,-1.12,1
-0.8787,-0.3143,1.43,1.5526,2.391,-0.4467,0.9894,0.9134,-0.1834,0
-1.8589,-0.98,0.9163,-0.2765,0.5819,0.1648,0.5296,-1.2823,-1.9814,1
0.8452,1.8744,0.5764,-0.1232,-3.2081,-0.1525,1.3856,-2.026,0.2806,1
0.5372,-0.7432,-0.6142,-0.753,0.6131,0.1108,1.087,0.332,0.0391,0
0.0728,0.2345,1.4431,0.7147,-1.3437,1.5791,0.3992,1.8506,0.9107,0
-0.0723,1.0177,-1.84,-0.659,-0.7127,-0.4713,2.1772,-0.8141,-0.1226,1
-0.81,0.7342,-0.3501,0.3488,-0.7961,1.4494,0.4504,0.245,-0.021,0
-0.3682,1.3168,0.2592,-0.2239,-0.6728,0.7045,1.3567,0.1192,-0.6497,0
-0.9082,0.6511,0.2825,1.0412,0.7679,0.361,1.0636,0.4701,-0.9041,0
0.0319,1.0609,-0.2752,1.034,0.8235,1.0899,-0.7864,1.8279,0.3101,0
1.885,-0.5582,-0.2125,1.4072,0.5116,1.1682,1.3884,1.4273,1.7895,0
