@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,5-10,16,19-21'

@attribute A1 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A16 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-2.2536,-0.4197,0.074,-0.6893,0.9826,1.1957,-1.1959,0.0812,-2.1115,-0.445,1
-1.6069,0.5136,-0.904,-0.6469,0.1432,-1.3866,0.6882,0.0792,-0.9143,-1.3683,1
0.6064,1.2736,1.2177,0.8091,-1.0593,-0.0215,0.6421,-0.1996,0.6215,0.896,0
-0.9313,-1.9822,-2.2053,-0.4819,-1.8108,-2.6886,-0.3731,-0.3561,0.7456,-0.0628,1
1.8561,0.6757,0.7855,1.7138,2.4881,0.265,0.7368,2.0141,-1.0534,0.9723,0
0.1241,2.2805,-0.1149,-0.2108,1.6216,-0.6639,0.0069,-0.6696,-0.6154,2.5272,0
-2.1566,-0.445,-1.4795,0.1183,1.4653,0.5435,0.3221,-0.6861,-0.8792,0.1212,0
-0.8092,-0.2817,-0.4211,0.7407,-1.2523,-1.0204,0.0769,-0.683,-1.811,-1.7067,1
1.0225,-1.4622,-0.2601,-0.2204,-0.1968,-0.8124,-1.0681,-0.2305,0.2823,-2.1474,1
-0.1729,-0.0091,-0.7196,0.0124,-0.0051,-1.1443,-0.0992,-1.8041,-0.1663,0.5527,1
-0.0734,1.2298,1.9884,-0.6408,0.4229,1.123,-1.0139,0.0374,-0.8648,-0.0195,0
-1.1134,-0.9635,0.6463,-0.937,1.331,0.0752,1.3852,-0.0272,-0.4187,-0.2334,1
0.6104,1.2865,-0.4071,-0.7848,0.4923,-0.0644,0.5,1.6184,-0.5185,-0.8374,0
1.6395,2.7722,-1.0798,0.1386,0.1163,-0.3212,0.8893,-0.0254,0.6567,-0.5059,0
-1.4195,-0.72,0.2001,-1.3024,0.3812,-1.0219,-1.336,-2.2711,-1.7355,-1.4579,1
0.0598,-0.6614,-0.9855,-0.2451,-0.9858,-1.4889,-1.2476,-0.1172,0.1946,0.5765,1
1.164,1.0715,1.3735,1.9539,0.3034,1.0727,-0.1402,-0.6708,-0.3236,-0.3709,0
-0.682,-1.348,0.8185,-0.2166,-0.71,-0.6876,-0.6247,-1.1176,-0.4486,-0.9033,1
-2.768,-2.217,-1.3181,-1.1973,-2.0397,0.3134,-1.2022,-0.8735,-0.425,-1.236,1
