@relation australian

@attribute A5 numeric
@attribute A8 {0,1}
@attribute A13 numeric
@attribute Class {0,1}

@data
11,0,160,0
3,0,0,0
8,0,300,0
6,0,240,0
11,0,263,0
14,0,520,0
2,1,300,0
9,1,260,0
13,0,340,0
13,0,0,0
11,0,280,0
8,0,140,0
2,0,180,0
8,0,120,0
1,0,120,0
8,0,200,0
8,0,360,0
4,0,200,0
14,0,128,0
1,0,45,0
6,0,60,0
6,0,80,0
8,1,320,0
1,0,340,0
8,1,140,0
6,0,260,0
5,0,276,0
3,0,0,0
9,0,340,0
4,1,212,0
4,0,140,0
3,1,100,0
8,1,140,0
4,0,100,0
3,0,178,0
4,1,160,0
5,0,140,0
6,0,200,0
8,0,2000,0
9,0,200,0
8,1,180,0
1,0,176,0
6,1,443,0
6,0,0,0
8,0,80,0
8,0,160,0
1,1,94,0
3,0,232,0
8,0,120,0
13,0,240,0
8,1,0,0
13,0,348,0
8,0,80,0
9,0,280,0
3,0,210,0
8,0,0,0
8,0,0,0
7,0,0,0
8,0,160,0
10,0,140,0
8,0,0,0
6,0,0,0
3,0,550,0
9,0,120,0
8,1,112,0
3,1,252,0
3,0,220,0
3,1,132,0
11,0,108,0
1,0,0,0
3,0,144,0
14,1,176,0
13,0,180,0
3,1,0,0
10,0,120,0
1,0,80,0
1,0,145,0
6,0,320,0
3,1,171,0
8,1,200,0
10,0,260,0
1,0,0,0
8,0,0,0
7,0,0,0
3,0,210,0
8,0,0,0
8,0,128,0
1,0,0,0
8,0,200,0
4,0,280,0
8,0,372,0
3,0,200,0
8,1,140,0
2,0,272,0
11,1,268,0
9,0,320,0
11,1,760,0
1,0,160,0
1,0,160,0
13,0,120,0
1,0,100,0
8,1,360,0
3,0,160,0
8,0,0,0
14,1,680,0
8,1,80,0
3,0,144,0
8,0,240,0
1,0,0,0
6,1,188,0
4,0,20,0
8,0,240,0
4,1,120,0
4,1,180,0
8,0,60,0
4,0,280,0
1,1,320,0
2,0,80,0
6,0,280,0
6,0,80,0
6,0,0,0
4,0,232,0
1,0,0,0
2,0,0,0
9,0,272,0
6,0,0,0
9,0,465,0
13,1,100,0
8,0,160,0
8,1,164,0
9,0,160,0
7,0,400,0
6,0,720,0
6,0,120,0
4,0,180,0
1,0,100,0
1,1,80,0
8,0,80,0
8,0,216,0
9,0,100,0
2,0,460,0
4,0,231,0
1,0,160,0
7,1,400,0
5,1,100,0
1,0,0,0
3,0,160,0
9,1,329,0
6,0,180,0
8,1,0,0
7,0,0,0
6,1,180,0
7,0,352,0
3,0,640,0
8,0,160,0
1,0,0,0
10,0,600,0
11,1,80,0
2,0,120,0
9,0,309,0
8,0,220,0
9,0,0,0
6,0,200,0
9,0,220,0
2,0,176,0
2,0,240,0
2,0,280,0
4,0,174,0
5,0,86,0
11,0,120,0
6,0,120,0
4,0,200,0
11,0,160,0
3,0,60,0
11,0,0,0
7,1,200,0
8,0,416,0
4,0,380,0
3,0,141,0
4,0,160,0
1,0,200,0
8,0,200,0
6,0,100,0
1,0,92,0
4,0,184,0
5,0,160,0
8,0,180,0
1,1,130,0
3,0,1160,0
7,0,400,0
11,0,200,0
1,0,184,0
9,1,200,0
13,0,0,0
7,0,140,0
10,0,100,0
3,0,480,0
4,0,160,0
9,0,120,0
