@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R2,6,8,11,15'

@attribute A2 numeric
@attribute A6 numeric
@attribute A8 {0,1}
@attribute A11 {0,1}
@attribute Class {0,1}

@data
5867,8,1,0,1
4142,8,1,1,1
2067,8,1,1,0
5858,4,0,1,0
2958,4,1,1,1
195,4,0,0,0
19,4,0,1,0
2783,4,1,1,1
365,4,0,0,0
2475,8,0,0,0
4983,8,1,1,1
2783,8,1,1,0
3317,4,1,1,1
46,3,1,0,1
4092,1,1,0,0
3925,4,1,0,1
525,4,1,0,1
225,4,0,0,1
1792,4,0,0,0
3067,8,0,1,0
3717,5,1,1,0
3292,4,0,1,0
2033,8,1,0,1
305,5,1,1,1
2533,4,1,1,1
3558,4,0,1,0
35,8,0,1,0
1917,8,0,0,0
4133,5,1,0,1
3125,1,0,0,0
3842,4,0,0,0
39,4,1,1,1
1958,4,0,0,0
2133,4,1,1,1
2217,4,0,0,0
5242,4,0,1,0
2017,4,1,0,1
2517,4,0,0,0
3358,4,1,0,1
5075,1,0,0,0
3517,8,0,1,1
1942,8,1,0,1
225,4,0,1,0
32,4,0,0,0
2875,4,1,1,1
3442,5,1,0,1
2525,4,0,0,0
3225,8,1,1,1
3017,4,1,0,1
3667,4,0,1,0
2008,4,0,0,0
2042,4,0,0,0
4817,8,1,0,1
2192,8,0,0,0
2733,1,0,0,0
215,4,1,0,1
2192,4,0,0,0
3375,5,0,0,0
2267,4,0,0,0
44,4,1,1,1
4425,4,1,0,0
4717,4,0,0,0
3942,4,0,0,0
2133,4,1,0,1
2842,4,1,0,1
3317,4,1,1,1
2675,5,0,0,0
3225,4,0,1,0
2742,8,1,0,1
