@relation australian

@attribute A2 numeric
@attribute A4 {1,2,3}
@attribute A8 {0,1}
@attribute Class {0,1}

@data
1692,2,0,0
625,1,1,0
3575,2,0,0
2325,2,0,0
4425,1,1,0
5233,1,1,0
2525,2,0,0
1517,2,0,0
2275,2,0,0
1792,2,0,0
1917,1,1,0
3025,2,0,0
3642,1,0,0
3458,2,0,0
2067,2,1,0
2858,2,0,0
1767,1,0,0
225,2,0,0
2308,2,0,0
1608,2,0,0
3125,2,0,0
215,2,1,0
2042,2,0,0
2117,2,0,0
1825,2,0,0
1858,2,0,0
45,2,0,0
3983,2,1,0
3033,2,0,0
2542,2,1,0
2625,2,0,0
2458,2,1,0
1575,2,0,0
2975,2,0,0
2892,2,0,0
2217,1,0,0
375,1,1,0
2267,2,0,0
2375,2,0,0
5183,1,0,0
2358,2,0,0
1792,2,0,0
2042,1,0,0
2308,2,0,0
3157,1,0,0
245,1,1,0
4117,1,0,0
3233,2,0,0
20,2,0,0
2192,2,0,0
4483,1,0,0
295,1,0,0
34,1,0,0
2783,1,1,0
365,2,0,0
1767,2,0,0
1692,1,0,0
3892,2,0,0
3525,1,1,0
2942,2,0,0
1792,2,0,0
1708,1,0,0
16,2,0,0
3358,1,0,0
2567,1,1,0
1883,1,0,0
1825,2,0,0
3375,2,0,0
2117,1,0,0
4517,2,1,0
2767,2,1,0
34,2,1,0
4092,2,1,0
3233,2,1,0
245,1,0,0
2408,2,0,0
2758,2,0,0
35,2,0,0
2142,1,0,0
1883,1,0,0
28,2,0,0
2567,2,0,0
2875,2,1,0
3717,2,1,0
4058,2,0,0
2117,1,0,0
2817,1,0,0
3875,2,0,0
3142,2,1,0
3325,1,0,0
4717,2,0,0
2042,2,0,0
1858,2,0,0
3917,1,0,0
22,2,0,0
225,1,0,0
2875,1,1,0
3617,1,0,0
32,2,0,0
3157,1,1,0
3775,2,1,0
6275,2,0,0
3367,2,0,0
2542,2,0,0
3292,2,0,0
1708,2,0,0
2775,2,0,0
2175,2,0,0
2783,1,0,0
3608,2,0,0
3017,1,0,0
4783,2,0,0
23,1,1,0
235,2,0,0
3325,1,0,0
3208,1,0,0
4817,2,0,0
2225,1,0,0
2533,2,1,0
3558,2,0,0
23,2,1,0
2292,2,0,0
3317,1,0,0
1633,2,0,0
195,2,0,0
5025,2,0,0
2433,1,0,0
3833,2,0,0
1625,2,1,0
3157,2,0,0
3942,1,0,0
4533,2,0,0
2558,2,0,0
3233,2,0,0
