@relation australian

@attribute A4 {1,2,3}
@attribute A8 {0,1}
@attribute A14 numeric
@attribute Class {0,1}

@data
2,1,1,0
2,0,810,0
2,1,1,0
2,1,1,0
2,0,3,0
2,0,56,0
2,0,1,0
2,1,1,0
2,1,1,0
2,1,1,0
2,0,252,0
2,0,1111,0
2,0,2,0
2,0,502,0
1,0,352,0
2,1,1,0
2,0,1,0
1,0,14,0
2,0,1,0
2,0,1,0
1,0,2,0
2,0,68,0
1,0,1211,0
1,0,21,0
1,0,1,0
1,0,19,0
1,1,211,0
2,0,6,0
2,0,1,0
2,0,1,0
2,1,1,0
2,0,2,0
2,0,588,0
2,1,1,0
2,0,5,0
2,0,99,0
2,1,201,0
1,0,1,0
1,0,1,0
2,0,9,0
2,0,1,0
2,0,14,0
1,0,1,0
2,0,41,0
1,1,1,0
2,0,1,0
2,0,3553,0
2,0,141,0
2,0,751,0
2,0,1,0
1,0,1,0
2,0,6,0
2,0,19,0
1,0,2,0
2,0,1,0
1,1,1,0
1,0,1,0
2,1,501,0
1,0,142,0
2,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
2,0,1,0
2,1,69,0
1,0,180,0
1,1,226,0
2,0,1063,0
1,1,1,0
2,0,42,0
2,0,1,0
1,0,2,0
2,1,6,0
2,0,4209,0
2,0,6,0
2,0,1001,0
2,0,5553,0
2,0,1,0
1,0,1,0
2,0,1,0
2,0,1,0
2,1,1,0
1,1,1,0
2,0,2,0
2,0,1,0
2,0,12,0
2,0,1,0
2,0,1,0
2,0,1005,0
2,1,1,0
2,0,1,0
1,0,5,0
2,1,1,0
2,0,4,0
2,1,131,0
2,1,51,0
2,0,1,0
2,0,1,0
2,1,28,0
1,0,1,0
2,0,123,0
1,0,2,0
2,1,1,0
2,0,1,0
2,0,1,0
1,0,3,0
2,1,1,0
1,0,3,0
1,0,196,0
1,0,18,0
2,0,351,0
1,0,205,0
2,1,1,0
1,0,1,0
1,0,1059,0
2,0,229,0
2,0,7,0
2,0,501,0
2,0,1001,0
2,0,113,0
1,0,1,0
2,0,22,0
2,0,6,0
2,0,5201,0
1,1,376,0
2,0,1,0
1,0,1,0
2,0,2011,0
2,1,1,0
1,1,348,0
2,0,2804,0
2,0,51,0
2,0,3,0
