@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R4,8,14-15'

@attribute A4 {1,2,3}
@attribute A8 {0,1}
@attribute A14 numeric
@attribute Class {0,1}

@data
1,0,33,0
1,1,101,0
2,1,1,1
2,1,1,0
1,0,18,0
2,0,247,0
1,1,1443,1
2,0,1,0
2,0,1,0
2,1,2080,1
2,0,201,0
2,0,1,0
2,0,1,0
2,0,287,0
2,0,391,0
2,1,1,1
2,1,5861,1
2,0,1,0
2,1,1001,1
2,0,41,1
1,1,1,0
2,1,1,1
1,0,5,0
2,1,1,1
2,1,26727,1
2,1,2385,1
2,1,1,1
2,1,341,0
2,0,36,0
1,0,476,0
2,1,1,1
2,0,1,0
2,0,1,0
2,1,1,0
1,1,301,1
2,1,601,1
2,1,1,1
2,1,1,1
2,0,1,1
2,0,2,0
2,1,248,1
2,0,4,0
2,1,4,1
2,1,691,1
1,1,29,0
1,0,17,0
2,1,1,1
2,1,1,1
1,1,1,1
1,0,88,0
1,0,1,0
2,0,1,0
2,1,201,1
2,1,15001,1
2,0,1,0
2,1,1,1
2,1,1,0
2,0,1,0
2,0,1,0
2,1,5001,1
2,0,1951,0
1,0,1,0
2,0,11,0
2,1,8,1
2,0,1,0
2,0,317,0
2,0,1,0
1,1,376,1
2,1,1,1
