@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R2,8,12-13,15'

@attribute A2 numeric
@attribute A8 {0,1}
@attribute A12 {1,2,3}
@attribute A13 numeric
@attribute Class {0,1}

@data
2208,0,2,100,0
2267,0,2,160,0
1583,1,2,100,1
20,0,2,140,0
2242,1,2,129,1
3275,1,2,0,1
3067,1,2,220,1
2758,0,2,369,0
2375,0,2,240,0
3758,0,3,184,1
3625,1,2,0,1
2125,0,2,150,1
2775,1,2,260,1
19,0,2,45,0
4733,0,2,0,0
22,0,2,420,0
4517,1,2,140,0
2267,1,2,80,1
4783,0,2,520,0
2308,0,2,100,0
1892,1,2,80,1
4117,0,2,0,0
3317,1,2,164,1
2075,0,2,140,0
5442,1,2,180,1
3367,0,3,120,0
4317,1,2,560,0
495,1,2,0,1
6008,1,2,0,1
415,0,2,216,1
3367,0,2,120,0
23,0,1,320,0
35,0,2,210,0
5708,1,2,252,0
20,0,2,136,0
1858,0,2,120,0
2567,0,2,416,0
1967,1,2,80,1
3675,1,2,0,1
31,0,2,300,0
7342,1,2,0,1
2325,0,2,0,0
5483,1,2,152,0
5142,1,2,0,1
6275,0,2,0,0
23,1,2,300,1
5967,1,2,260,1
4858,1,2,350,1
2017,1,2,40,1
6058,1,2,21,1
215,1,2,140,0
5592,1,2,0,1
285,1,2,167,0
2208,0,2,128,1
2667,0,2,178,0
23,1,2,180,0
3317,0,2,200,0
3492,1,2,239,1
3917,1,2,186,1
3642,0,2,240,0
2158,0,2,160,0
2567,1,2,188,0
2542,0,2,272,0
1633,0,2,120,0
3517,1,2,515,1
2375,0,1,80,0
2867,1,2,381,1
1792,0,2,0,0
23,1,1,320,0
