@relation australian

@attribute A2 numeric
@attribute A7 numeric
@attribute A8 {0,1}
@attribute A10 numeric
@attribute A13 numeric
@attribute Class {0,1}

@data
2717,0,0,1,92,0
2525,5,0,0,200,0
5708,1,1,0,252,0
1883,665,0,0,160,0
3192,304,0,2,200,0
2525,1,0,0,180,0
3157,425,0,0,460,0
3157,7,0,0,0,0
2858,5,1,0,171,0
34,1,1,0,240,0
2875,15,1,0,0,0
1858,415,0,0,80,0
20,2,0,0,136,0
4158,21,1,0,160,0
4817,335,0,0,0,0
1858,54,0,0,120,0
3233,1585,1,0,420,0
2042,0,0,0,154,0
1825,25,0,0,280,0
3858,135,1,0,980,0
1817,1085,0,0,320,0
2875,5,1,0,280,0
2108,125,0,0,260,0
3317,35,0,0,200,0
2867,125,0,0,0,0
1708,4,0,0,140,0
2267,165,0,0,160,0
2583,5,0,0,0,0
1625,25,0,0,60,0
3617,85,0,0,320,0
23,5,1,0,320,0
35,829,0,0,0,0
5758,65,0,1,0,0
2292,85,0,0,0,0
3892,25,0,0,0,0
2075,29,0,0,140,0
265,85,0,0,80,0
2358,415,0,1,200,0
3358,4,0,0,420,0
2442,165,0,2,320,0
3675,0,0,0,160,0
16,1,0,2,320,0
2725,125,0,1,272,0
1767,0,0,0,86,0
1708,335,0,4,160,0
3483,3,0,0,200,0
2483,1,0,0,360,0
3108,4,0,0,160,0
1958,0,0,3,350,0
3125,0,0,5,176,0
295,29,0,1,340,0
2083,165,0,0,0,0
1692,165,0,6,240,0
5192,3085,0,0,73,0
6275,0,0,0,0,0
8025,54,1,0,0,0
3667,25,0,0,221,0
2358,125,0,0,120,0
1608,0,0,1,160,0
1967,835,1,0,140,0
3157,0,0,0,184,0
3425,25,1,0,163,0
3908,3,0,0,480,0
4808,1,0,0,100,0
2817,4,0,0,260,0
4875,0,1,0,0,0
3717,5,1,0,280,0
225,3,1,0,268,0
2533,275,1,0,360,0
35,1,0,0,210,0
2983,4,0,0,128,0
1792,0,0,0,0,0
2783,575,1,2,75,0
4717,55,0,0,465,0
2275,165,0,0,220,0
6917,4,0,1,70,0
375,4,0,0,120,0
3157,835,1,0,320,0
3067,225,0,0,340,0
2075,4,0,0,200,0
3917,10,0,0,200,0
20,5,0,0,0,0
3842,375,0,2,225,0
2617,1165,0,0,100,0
3833,125,0,0,160,0
2567,4,1,0,188,0
49,0,1,0,100,0
5683,5,0,0,0,0
3525,375,1,0,680,0
2208,75,0,0,180,0
3042,4,0,3,0,0
2767,2,1,0,368,0
165,25,0,1,108,0
16,85,0,1,0,0
5575,675,1,3,100,0
1917,1,0,0,360,0
2375,4,0,2,128,0
2275,415,0,0,0,0
295,1,0,0,280,0
3292,175,0,2,720,0
1767,25,0,0,80,0
1792,175,0,1,80,0
2067,1375,1,3,140,0
3483,125,1,0,184,0
1633,125,0,0,200,0
4225,0,0,0,150,0
2817,85,0,0,216,0
25,225,1,2,120,0
4325,21,1,1,760,0
2325,125,0,2,0,0
19,0,0,4,45,0
4483,1625,0,0,160,0
2308,85,0,0,100,0
1808,4,0,0,140,0
2625,125,0,0,100,0
2675,75,0,0,80,0
