@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R2,4,8,15'

@attribute A2 numeric
@attribute A4 {1,2,3}
@attribute A8 {0,1}
@attribute Class {0,1}

@data
2167,1,1,1
5575,2,1,0
3492,2,1,1
3958,2,1,1
2317,2,1,1
2675,2,1,1
2375,1,0,0
3125,2,0,0
2725,2,1,1
3042,2,0,0
3408,1,1,1
4875,2,1,1
3125,2,1,1
21,1,1,1
2575,2,1,1
1967,1,1,0
165,2,0,0
7675,2,1,1
3375,2,1,0
1725,2,0,0
25,2,1,0
2658,1,0,0
3308,2,1,1
2958,2,0,0
2808,1,1,1
2925,2,0,0
2408,2,0,0
3475,2,1,1
3158,1,0,0
3858,2,1,0
5008,2,1,1
1808,2,1,1
4225,1,0,0
3958,2,0,0
2208,2,0,0
3157,1,0,0
1933,2,0,0
5392,2,1,1
3157,2,0,0
4725,2,1,1
3267,2,1,1
2583,2,0,0
3167,2,1,1
2083,2,0,0
5783,2,1,1
2967,1,0,0
1817,2,0,0
2275,2,0,0
3157,2,1,0
2042,2,1,1
4917,2,0,0
255,2,1,1
245,1,0,0
4325,2,1,1
3058,1,0,0
2767,2,0,0
205,2,1,1
22,1,0,0
2075,2,0,0
4667,2,1,1
2617,2,1,1
2292,1,0,0
2475,2,0,0
1975,2,1,0
2525,2,0,0
2667,1,1,1
3775,2,1,1
2267,1,1,1
2617,1,0,0
