@relation australian

@attribute A5 numeric
@attribute A8 {0,1}
@attribute A9 {0,1}
@attribute A11 {0,1}
@attribute A13 numeric
@attribute Class {0,1}

@data
1,0,1,0,0,0
8,0,0,0,80,0
11,1,1,0,160,0
14,1,0,1,176,0
8,0,0,0,184,0
3,0,0,0,200,0
10,0,0,1,140,0
4,0,0,0,140,0
2,0,0,0,0,0
6,1,0,0,180,0
7,0,0,1,120,0
8,0,0,1,0,0
8,0,0,0,360,0
9,0,0,0,120,0
7,1,0,0,200,0
10,1,1,0,152,0
7,0,0,1,0,0
8,1,0,1,200,0
2,0,0,1,460,0
8,0,1,0,0,0
2,1,0,1,184,0
4,0,0,1,231,0
8,1,0,0,80,0
8,1,0,0,140,0
8,0,0,1,240,0
3,1,1,1,132,0
8,0,0,0,120,0
13,0,0,0,348,0
6,0,0,0,200,0
9,0,0,1,300,0
3,0,0,0,0,0
8,0,0,0,120,0
1,0,0,1,180,0
8,0,0,0,132,0
7,0,0,1,80,0
6,0,0,0,0,0
3,0,0,1,232,0
5,0,0,0,86,0
11,0,1,0,160,0
8,0,0,0,0,0
3,0,1,1,240,0
9,0,0,0,220,0
4,1,1,0,180,0
8,0,0,1,136,0
4,0,0,1,20,0
13,0,0,1,340,0
7,1,0,0,400,0
2,0,0,1,0,0
7,1,0,0,288,0
4,0,0,1,340,0
8,0,0,1,60,0
3,0,0,0,180,0
6,1,0,1,240,0
6,0,1,1,720,0
14,0,0,0,280,0
4,0,0,0,320,0
4,0,1,1,174,0
1,0,1,1,200,0
8,1,0,0,120,0
1,0,1,0,176,0
3,0,1,1,400,0
14,1,0,1,680,0
2,0,0,1,252,0
1,0,1,0,96,0
11,0,1,1,129,0
3,0,0,1,178,0
6,0,0,0,0,0
4,0,0,0,224,0
3,0,0,1,210,0
8,0,0,0,480,0
2,0,0,1,180,0
6,0,0,0,200,0
3,0,0,0,0,0
8,0,0,0,0,0
6,1,0,1,443,0
11,0,1,1,369,0
6,1,0,0,120,0
2,0,0,1,280,0
2,0,0,0,120,0
3,1,1,1,75,0
13,0,0,1,0,0
8,0,0,0,184,0
11,0,0,0,160,0
4,0,0,0,216,0
6,0,0,1,120,0
8,0,1,1,160,0
9,0,0,1,280,0
6,0,0,1,720,0
6,0,0,0,0,0
4,1,1,1,120,0
8,0,0,1,280,0
1,0,1,0,350,0
1,0,0,0,80,0
6,0,1,1,0,0
11,0,0,1,380,0
11,1,1,0,0,0
6,0,1,0,80,0
4,0,0,1,356,0
6,1,0,0,400,0
12,0,0,1,132,0
4,0,0,0,100,0
8,0,0,1,320,0
9,0,0,0,0,0
1,1,0,1,0,0
9,0,1,0,340,0
11,0,0,0,200,0
1,0,1,0,160,0
4,0,0,1,0,0
8,0,0,0,0,0
2,0,0,0,240,0
1,0,1,0,92,0
4,0,0,0,120,0
5,0,1,0,200,0
1,0,0,0,200,0
11,0,0,1,220,0
14,0,0,1,520,0
14,0,0,0,128,0
1,0,1,0,45,0
4,0,0,1,280,0
11,0,0,0,280,0
13,0,0,0,100,0
9,0,0,0,160,0
1,0,0,0,0,0
6,0,0,1,100,0
1,0,0,0,160,0
6,0,0,0,80,0
1,0,1,0,17,0
7,1,0,0,368,0
7,0,1,1,460,0
11,0,0,0,108,0
11,1,0,1,440,0
8,1,0,0,112,0
3,0,0,1,220,0
3,1,0,0,560,0
11,1,1,0,760,0
8,1,1,1,140,0
2,0,0,1,292,0
6,0,0,1,120,0
4,0,0,0,180,0
8,0,1,0,128,0
3,0,0,1,120,0
7,0,1,0,254,0
2,0,0,0,144,0
1,0,0,1,0,0
8,0,0,0,160,0
8,1,0,1,140,0
3,0,0,1,144,0
3,0,0,0,144,0
11,0,0,0,454,0
1,1,0,0,80,0
2,1,0,1,928,0
3,0,0,1,221,0
7,0,1,1,272,0
1,0,0,1,180,0
1,0,0,0,0,0
8,0,1,1,180,0
1,0,1,0,0,0
9,0,0,1,160,0
10,0,0,0,260,0
4,0,1,1,280,0
8,1,1,1,140,0
8,0,0,1,0,0
7,0,0,0,0,0
9,0,0,0,200,0
3,0,0,0,260,0
2,0,0,0,176,0
3,0,0,0,1160,0
1,0,0,1,100,0
7,0,0,0,28,0
6,1,0,0,0,0
4,0,1,0,184,0
6,0,0,1,320,0
3,0,0,1,480,0
9,0,0,1,300,0
2,0,0,1,0,0
3,0,0,0,160,0
11,1,1,0,80,0
8,0,0,0,80,0
6,1,0,1,200,0
8,1,0,1,280,0
4,0,0,1,100,0
1,0,0,0,160,0
1,0,0,0,0,0
3,1,0,1,100,0
5,1,0,1,100,0
13,0,0,0,0,0
3,0,0,0,210,0
6,1,0,1,523,0
9,0,0,0,465,0
9,1,0,1,200,0
8,0,0,0,132,0
8,0,0,0,200,0
3,0,0,1,360,0
3,0,0,0,140,0
8,0,1,0,225,0
8,0,0,1,0,0
10,0,0,0,256,0
4,0,0,1,140,0
4,0,0,1,300,0
8,0,0,0,216,0
7,0,1,1,352,0
4,1,1,1,100,0
13,1,0,1,980,0
11,0,0,0,120,0
3,0,0,1,141,0
14,0,0,1,154,0
1,0,0,0,340,0
8,0,0,0,220,0
2,0,0,0,168,0
8,0,0,1,0,0
6,1,0,0,188,0
1,0,1,0,160,0
8,1,0,0,0,0
8,1,0,1,320,0
13,0,0,0,160,0
11,0,0,0,160,0
1,0,0,0,145,0
3,0,0,1,160,0
11,0,1,0,108,0
3,0,0,1,440,0
4,0,0,1,160,0
8,0,1,0,200,0
8,0,0,0,110,0
