@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R3-4,8,12,15'

@attribute A3 numeric
@attribute A4 {1,2,3}
@attribute A8 {0,1}
@attribute A12 {1,2,3}
@attribute Class {0,1}

@data
75,2,1,2,1
115,2,1,2,1
26335,1,1,2,0
215,2,1,2,1
5,2,0,2,0
2,2,1,2,1
15,2,0,2,0
271,1,0,1,0
0,2,0,3,1
415,1,0,2,0
75,2,0,2,0
504,2,1,2,1
585,2,1,2,0
0,2,1,2,1
5,1,0,2,0
7,2,0,2,0
3,2,1,2,1
2125,1,1,2,1
12125,2,0,2,0
121,1,0,2,0
3,1,0,2,0
171,2,1,2,1
15,2,1,2,0
54,2,0,2,0
375,2,0,2,0
154,2,0,2,0
3,2,0,2,0
15,1,1,2,0
79,1,1,2,1
754,1,1,2,1
2875,2,1,2,1
55,2,1,2,1
29,2,0,2,0
15,2,1,2,1
125,2,0,2,0
3,1,0,2,0
2165,1,0,2,0
55,2,0,1,0
335,1,0,2,0
175,1,1,2,1
10,2,1,2,1
204,1,1,2,1
375,2,0,2,1
95,2,1,2,1
105,2,1,2,1
335,2,0,1,0
108,2,0,1,0
1415,2,1,2,1
4,1,0,2,0
1,2,1,2,1
83,2,1,2,1
204,1,0,2,0
254,2,0,2,0
1004,2,1,2,1
425,2,1,2,1
125,2,0,2,0
225,2,0,2,0
1165,1,1,2,0
15,1,1,2,0
0,1,0,2,0
665,2,0,2,1
415,2,0,1,0
54,1,1,2,1
12335,2,1,2,1
6165,2,0,2,0
0,2,0,1,0
11585,2,1,2,1
1335,2,0,2,0
4,2,0,1,1
