@relation australian

@attribute A1 {0,1}
@attribute A2 numeric
@attribute A5 numeric
@attribute A8 {0,1}
@attribute Class {0,1}

@data
1,2875,8,1,0
1,20,2,0,0
1,2258,6,0,0
1,2183,4,0,0
1,3367,9,0,0
1,2392,13,0,0
1,1625,7,1,0
0,1958,8,0,0
1,165,8,0,0
1,2358,3,0,0
1,4317,3,1,0
0,3858,13,1,0
1,1625,6,0,0
1,2408,7,0,0
1,31,8,0,0
1,23,7,1,0
1,2967,8,0,0
1,2617,4,0,0
1,3225,1,0,0
0,1792,8,0,0
1,2008,11,0,0
0,2083,8,0,0
0,2358,1,0,0
0,2767,9,0,0
0,2458,6,1,0
1,5483,10,1,0
0,4533,11,0,0
0,4083,3,0,0
1,1808,7,0,0
1,1883,1,0,0
1,1917,3,0,0
0,165,11,0,0
1,1817,8,0,0
1,25,4,1,0
1,3475,13,0,0
1,4317,3,0,0
0,2817,6,0,0
0,3892,6,0,0
1,3183,7,0,0
1,1767,8,0,0
1,2692,3,0,0
0,245,8,0,0
0,2275,6,0,0
1,2958,7,0,0
1,1792,6,0,0
1,3157,3,0,0
1,3358,13,0,0
1,19,1,0,0
1,3157,2,0,0
1,5858,8,0,0
0,2758,7,0,0
1,625,8,1,0
1,3408,6,1,0
0,5217,1,0,0
1,3842,8,0,0
1,2117,8,0,0
1,2042,11,0,0
0,3308,2,0,0
1,5242,2,0,0
1,3633,9,1,0
1,3242,4,0,0
1,5233,8,1,0
0,1792,1,0,0
0,1858,2,0,0
1,4425,7,1,0
0,3325,6,0,0
0,32,2,0,0
0,2267,11,0,0
0,3317,13,0,0
1,4425,2,1,0
0,2175,8,0,0
1,2983,8,0,0
1,2517,8,0,0
1,2858,6,0,0
1,2867,2,0,0
0,695,1,0,0
0,3517,1,0,0
0,3875,1,0,0
0,2975,9,0,0
0,3025,4,0,0
1,1742,3,0,0
1,215,8,1,0
1,2217,3,0,0
1,4958,1,1,0
1,2942,9,0,0
0,1733,6,0,0
1,3617,9,0,0
1,2725,6,1,0
1,1708,8,0,0
0,2858,8,0,0
1,2108,3,0,0
0,4033,4,0,0
1,33,9,0,0
1,2675,8,0,0
1,4808,3,0,0
0,2617,5,0,0
1,1933,8,0,0
1,7483,1,0,0
0,2175,5,0,0
1,3375,3,0,0
1,1633,3,0,0
1,22,3,0,0
1,375,10,0,0
1,4325,11,1,0
0,2267,8,0,0
1,3825,4,0,0
0,3042,9,0,0
1,2675,2,0,0
1,1858,1,0,0
1,2558,4,0,0
0,2767,7,1,0
1,2625,9,0,0
1,4275,6,0,0
1,3067,13,0,0
0,5575,4,1,0
0,4817,3,0,0
0,3157,1,0,0
1,19,8,0,0
1,2925,2,0,0
1,4733,8,0,0
0,3658,1,0,0
1,3242,2,0,0
1,6917,1,0,0
1,2117,8,0,0
1,3892,4,0,0
1,5183,1,0,0
0,225,11,1,0
1,2742,6,0,0
0,265,8,0,0
0,2267,8,0,0
1,2458,9,1,0
1,2783,3,1,0
1,3467,7,0,0
1,20,8,0,0
1,2783,2,0,0
1,225,4,0,0
1,35,8,0,0
0,16,6,0,0
0,2658,1,0,0
1,3642,2,0,0
1,2067,8,1,0
1,23,6,1,0
1,2308,4,0,0
1,3142,8,1,0
1,4058,7,0,0
0,3157,2,1,0
0,2475,11,0,0
1,3775,11,1,0
0,3175,5,0,0
0,1575,8,0,0
0,4225,8,0,0
1,1833,10,0,0
1,3425,9,1,0
1,3108,9,0,0
1,2192,8,0,0
0,2075,3,0,0
1,2342,8,0,0
1,4875,1,1,0
1,3233,4,0,0
1,2567,8,0,0
1,225,7,0,0
0,2858,3,1,0
0,225,3,0,0
0,3675,1,0,0
1,365,11,0,0
0,1583,11,0,0
1,3008,3,1,0
1,3157,8,1,0
1,1633,6,0,0
1,3183,6,1,0
1,3617,3,0,0
1,2375,8,0,0
1,3733,13,0,0
0,2008,8,0,0
1,4158,4,1,0
1,3125,1,0,0
1,1758,9,0,0
1,34,3,0,0
0,3908,8,0,0
1,2117,8,0,0
0,2717,1,0,0
1,3417,3,0,0
0,2733,1,0,0
1,2267,3,0,0
0,1958,9,0,0
0,285,11,1,0
0,5025,6,0,0
1,2208,4,0,0
1,2158,13,0,0
0,3833,8,0,0
1,16,9,0,0
1,6275,10,0,0
1,235,1,0,0
1,1883,8,0,0
1,2633,10,0,0
1,3358,3,0,0
0,2375,9,0,0
0,2358,11,0,0
1,2758,11,0,0
1,2217,8,0,0
1,3125,1,0,0
1,2225,4,0,0
1,2292,7,0,0
1,2592,4,0,0
0,2292,11,0,0
1,5075,1,0,0
1,3158,6,0,0
1,3033,2,0,0
0,3225,8,0,0
0,525,6,0,0
1,3608,1,0,0
1,195,4,0,0
1,4092,7,0,0
1,1867,11,1,0
1,2458,1,0,0
1,2775,4,0,0
0,2525,2,0,0
1,3367,8,0,0
1,23,7,0,0
