@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R5,7-8,14-15'

@attribute A5 numeric
@attribute A7 numeric
@attribute A8 {0,1}
@attribute A14 numeric
@attribute Class {0,1}

@data
14,0,0,33,0
8,946,1,101,0
6,3,1,1,1
8,585,1,1,0
10,2,0,18,0
3,21,0,247,0
9,3165,1,1443,1
3,5,0,1,0
9,175,0,1,0
9,1085,1,2080,1
1,0,0,201,0
8,5,0,1,0
4,25,0,1,0
2,125,0,287,0
6,25,0,391,0
4,85,1,1,1
14,104,1,5861,1
8,125,0,1,0
14,175,1,1001,1
11,21,0,41,1
8,5,1,1,0
11,85,1,1,1
1,5,0,5,0
13,7,1,1,1
11,271,1,26727,1
11,229,1,2385,1
7,16,1,1,1
8,54,1,341,0
3,165,0,36,0
6,4,0,476,0
10,20,1,1,1
1,0,0,1,0
2,575,0,1,0
11,375,1,1,0
9,225,1,301,1
9,1625,1,601,1
11,5,1,1,1
8,1,1,1,1
8,0,0,1,1
11,665,0,2,0
5,0,1,248,1
11,85,0,4,0
9,375,1,4,1
8,175,1,691,1
3,5,1,29,0
4,3,0,17,0
3,5,1,1,1
14,29,1,1,1
9,525,1,1,1
1,125,0,88,0
9,7,0,1,0
7,85,0,1,0
8,1415,1,201,1
8,15,1,15001,1
13,5,0,1,0
2,15,1,1,1
9,25,1,1,0
9,875,0,1,0
6,3,0,1,0
8,7,1,5001,1
7,85,0,1951,0
1,0,0,1,0
7,279,0,11,0
14,475,1,8,1
2,85,0,1,0
8,15,0,317,0
8,25,0,1,0
13,175,1,376,1
14,65,1,1,1
