@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R5,7,9,15'

@attribute A5 numeric
@attribute A7 numeric
@attribute A9 {0,1}
@attribute Class {0,1}

@data
11,304,1,1
11,5,1,1
8,1375,1,0
8,2415,0,0
9,75,1,1
6,79,0,0
8,2335,0,0
9,2,1,1
11,35,0,0
11,15,0,0
4,85,0,1
3,575,1,0
14,75,1,1
5,0,0,1
1,0,0,0
7,65,1,1
4,629,1,1
14,246,0,1
6,4,0,0
13,225,0,0
8,5,0,0
6,175,1,0
8,1,1,1
8,4,1,1
8,29,1,1
4,15,0,0
8,829,0,0
3,29,0,0
8,15,0,1
1,0,1,0
8,375,1,0
13,35,1,1
9,1665,0,0
8,3,0,1
3,125,0,0
2,375,0,0
9,171,0,1
8,125,1,0
7,425,1,1
1,0,0,0
14,575,0,1
9,146,1,1
7,15,0,0
2,125,0,0
8,1085,1,1
3,325,1,1
6,5,0,0
8,325,1,1
8,175,1,1
3,25,0,0
11,125,0,0
11,15,0,0
9,155,1,1
4,85,0,0
1,0,0,0
6,25,1,1
8,125,0,0
3,0,0,0
3,85,0,0
7,175,1,1
2,15,0,0
9,55,0,0
7,165,0,0
6,1415,1,1
9,835,0,1
14,3165,1,1
8,25,0,0
8,25,0,0
14,3085,1,1
