@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R2-3,6,8,13,15'

@attribute A2 numeric
@attribute A3 numeric
@attribute A6 numeric
@attribute A8 {0,1}
@attribute A13 numeric
@attribute Class {0,1}

@data
2958,175,4,0,280,0
2783,1,8,0,176,0
4283,125,4,0,352,0
4775,8,4,1,0,1
2258,15,4,0,120,0
2108,4125,8,0,140,0
2558,335,8,0,340,0
2983,35,4,0,216,0
2217,585,1,0,100,0
1733,95,4,0,0,0
2042,835,4,1,0,1
2767,1375,4,1,487,1
3825,10125,4,0,160,0
5708,195,4,1,0,1
2458,135,1,0,184,0
1958,585,1,0,350,0
6867,15,9,1,0,1
4742,8,5,1,375,1
3308,1625,4,0,0,0
3525,3165,8,1,680,0
2625,154,4,0,100,0
2925,1479,4,1,168,1
1708,25,4,0,160,0
2533,2085,8,1,360,0
2475,3,8,1,0,1
2417,875,4,1,520,1
3517,25,4,1,150,1
4083,10,8,1,29,1
485,425,4,1,225,1
2508,254,4,1,370,1
2858,3625,4,0,100,0
2325,1,4,1,300,1
2008,125,4,0,240,1
3283,25,8,1,160,1
3233,75,5,1,420,0
1817,246,7,0,160,0
245,1275,5,1,73,1
3817,10125,4,1,520,1
2325,4,5,1,160,1
2358,835,8,0,220,0
2725,625,4,1,200,0
3992,621,4,1,200,1
30,529,2,1,99,1
4483,7,4,0,160,0
1625,0,4,0,60,0
2292,125,4,0,120,0
2458,67,8,1,400,0
2317,11125,8,1,100,1
42,205,8,1,400,1
2592,875,4,0,174,0
6517,14,1,1,0,1
3225,14,1,0,160,0
25,1233,8,1,400,1
5183,204,1,0,120,0
1808,375,1,0,300,1
175,22,7,0,450,1
4767,25,5,1,410,1
2917,35,4,1,329,0
2667,425,4,1,120,1
1792,54,4,0,80,0
2767,204,4,0,180,0
1858,1029,1,0,80,0
2675,2,4,0,80,0
2633,13,2,0,140,0
5433,675,8,1,0,1
20,0,4,0,144,0
2492,125,1,1,80,0
2575,5,8,1,491,1
3525,165,4,1,80,0
