@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R5,8-9,11,13,15'

@attribute A5 numeric
@attribute A8 {0,1}
@attribute A9 {0,1}
@attribute A11 {0,1}
@attribute A13 numeric
@attribute Class {0,1}

@data
4,0,0,0,0,1
6,1,1,0,88,1
6,1,0,1,160,0
4,1,0,0,160,0
1,0,1,0,0,0
8,0,0,0,0,1
6,1,1,0,0,1
3,1,1,0,120,1
14,1,1,0,0,1
13,1,1,0,0,1
6,0,0,0,108,0
7,0,0,0,0,0
8,1,1,0,0,1
10,0,0,0,600,0
10,0,0,0,120,0
8,0,0,0,460,0
8,1,1,1,300,1
3,1,1,1,195,1
3,1,0,1,171,0
5,0,0,0,160,0
4,1,1,0,380,1
4,1,0,0,280,0
3,0,0,0,0,0
9,0,1,1,100,0
1,0,0,0,0,0
6,0,1,1,320,0
4,1,1,1,181,1
14,1,1,1,395,1
14,1,1,1,840,1
2,1,0,1,0,1
11,1,1,1,0,1
9,0,1,0,0,0
8,0,1,0,2000,0
8,1,1,0,0,1
9,0,0,0,320,0
11,0,1,1,200,0
4,0,0,0,380,0
5,0,0,1,276,0
13,1,1,0,96,1
9,0,1,0,220,0
1,0,0,0,0,0
13,0,0,1,120,0
4,0,0,1,280,0
7,0,0,1,400,0
8,0,0,0,184,1
3,1,0,1,320,1
6,1,0,1,0,1
11,1,0,0,0,1
13,1,1,0,330,1
7,0,0,0,140,0
10,1,1,0,0,1
9,1,1,1,500,1
11,0,0,1,263,0
8,0,0,0,170,0
11,1,1,1,300,0
8,0,0,0,140,0
1,1,1,0,94,0
1,0,1,0,70,0
7,0,1,0,100,0
14,1,1,0,0,1
13,0,0,0,240,0
14,1,1,0,70,1
11,1,1,0,0,1
3,0,0,1,200,0
11,1,1,0,60,1
8,0,0,1,136,0
3,0,0,0,100,0
11,1,0,1,280,1
6,1,0,0,100,1
