@relation satimage

@attribute Sp12 numeric
@attribute Sp14 numeric
@attribute Sp15 numeric
@attribute Sp18 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp27 numeric
@attribute Sp29 numeric
@attribute Sp36 numeric
@attribute Sp42 numeric
@attribute Sp45 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
106,98,64,98,102,115,92,107,96,67,96,96,1
92,94,78,97,92,110,102,111,76,84,96,85,1
75,74,56,78,79,96,83,84,83,53,87,80,1
111,96,71,96,103,118,100,113,100,75,101,101,1
88,83,67,83,84,97,83,75,80,60,79,87,1
112,94,87,98,103,114,94,106,94,64,91,87,1
107,96,71,92,91,104,100,113,100,67,90,86,1
79,76,50,73,67,82,79,73,72,56,67,70,1
67,70,52,74,79,96,68,70,79,53,76,73,1
77,76,53,76,77,94,85,83,78,59,79,79,1
112,98,63,98,112,130,101,111,101,64,98,98,1
113,100,70,103,113,122,101,112,98,63,97,97,1
111,100,67,100,107,118,100,113,96,63,98,98,1
111,94,76,94,102,111,99,107,96,84,96,92,1
88,90,59,90,99,114,87,97,97,57,91,98,1
103,88,64,92,103,118,87,91,87,56,89,85,1
103,90,67,86,95,105,87,92,90,64,87,94,1
91,87,59,87,83,100,89,87,81,49,79,79,1
71,74,52,78,79,92,72,70,75,53,73,73,1
73,79,49,83,77,93,80,75,80,50,76,76,1
95,87,67,79,72,85,89,96,78,59,79,75,1
107,100,71,96,99,113,92,100,96,75,98,98,1
107,96,67,96,111,123,85,109,100,67,86,98,1
118,100,70,100,113,122,101,112,98,70,101,101,1
112,96,71,96,112,122,100,111,100,66,96,100,1
103,92,63,92,87,109,100,109,100,71,101,98,1
79,78,52,78,79,100,83,81,75,53,80,76,1
96,89,63,89,96,108,90,103,90,67,90,90,1
91,85,56,88,95,113,87,95,92,63,85,89,1
113,100,66,100,118,127,101,112,101,67,101,97,1
106,94,93,97,120,124,91,106,98,80,81,85,1
73,76,53,76,73,90,88,83,74,63,83,79,1
106,94,72,98,106,115,92,103,96,71,92,92,1
66,76,50,76,66,82,74,61,74,51,71,71,1
98,91,57,91,85,102,88,87,78,51,79,75,1
94,87,60,94,106,115,88,95,92,67,92,92,1
99,90,63,90,99,110,94,111,90,60,98,98,1
91,88,53,85,75,96,83,75,75,52,81,78,1
73,76,50,72,69,86,78,68,70,48,71,75,1
75,78,46,74,71,87,83,83,79,52,85,85,1
112,96,60,96,107,118,96,103,96,63,96,92,1
91,85,56,85,95,108,87,91,87,56,85,85,1
73,76,53,76,77,94,70,79,78,59,79,87,1
83,78,53,78,71,87,75,79,79,52,78,78,1
103,87,63,87,75,96,89,96,85,59,86,86,1
96,85,63,96,113,127,79,99,98,57,80,83,1
107,96,76,96,116,128,96,79,100,74,89,85,1
100,92,63,96,100,117,86,99,94,67,76,76,1
100,92,66,96,104,117,79,91,83,63,73,73,1
103,92,63,87,107,113,92,104,81,63,90,86,1
75,74,53,78,75,87,75,83,79,49,74,78,1
99,90,63,90,91,101,94,88,76,50,76,72,1
95,87,67,87,95,104,89,100,92,63,90,94,1
91,92,75,87,95,104,85,87,81,59,83,83,1
79,78,56,85,87,100,87,99,87,63,92,92,1
91,88,56,92,87,108,87,95,87,63,89,92,1
95,87,63,87,95,100,89,96,89,63,90,90,1
112,96,76,99,107,122,100,111,96,78,96,96,1
106,91,80,98,111,115,81,83,88,71,92,92,1
81,79,57,76,81,90,74,79,78,55,79,71,1
87,85,63,92,100,112,86,91,90,60,87,83,1
113,96,66,100,113,122,98,112,98,67,97,97,1
72,75,59,75,91,104,70,71,74,56,72,79,1
79,83,67,87,92,101,83,85,83,64,81,85,1
