@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1,4,6,8,13,15,26,28-29,33,35,37'

@attribute Sp11 numeric
@attribute Sp14 numeric
@attribute Sp16 numeric
@attribute Sp18 numeric
@attribute Sp24 numeric
@attribute Sp26 numeric
@attribute Sp38 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp46 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
84,79,94,76,84,104,99,79,84,79,109,3
76,83,102,87,80,118,107,87,79,79,104,3
76,72,94,76,76,100,87,71,79,75,96,4
88,83,98,83,88,113,111,92,88,88,113,3
84,83,106,83,88,108,107,87,88,88,109,3
92,85,103,81,88,128,113,96,95,95,127,3
84,81,99,81,84,104,100,85,82,82,104,3
76,85,103,88,79,109,100,78,78,82,104,3
80,78,91,74,79,100,91,70,78,74,92,4
76,74,95,78,75,96,87,70,78,74,88,4
71,67,83,67,71,85,79,66,66,59,96,4
76,74,95,81,67,96,40,114,46,49,117,4
88,88,103,88,88,104,104,85,86,86,108,3
84,85,99,85,88,109,100,85,90,90,112,3
88,85,107,85,88,109,100,81,82,82,104,3
102,108,126,104,90,112,103,86,87,87,114,3
75,71,91,71,74,92,88,68,75,75,93,4
71,67,75,62,66,88,45,116,46,46,119,2
88,87,103,87,90,112,108,86,92,96,114,3
84,87,111,92,90,112,108,90,96,96,114,3
93,87,107,87,90,112,103,90,87,92,114,3
88,87,111,92,86,104,99,83,87,92,110,3
84,87,99,79,90,112,108,90,87,83,105,3
88,79,95,83,86,104,103,86,83,83,101,3
88,79,99,79,82,108,99,79,83,83,101,3
67,67,61,71,66,80,77,68,67,63,68,5
95,100,100,85,96,130,130,101,89,78,110,3
70,66,79,63,67,86,63,90,53,47,119,2
70,66,71,70,59,110,37,129,44,44,124,2
90,92,109,89,92,110,102,87,93,93,110,3
86,81,104,85,87,105,111,87,89,89,110,3
86,85,100,85,83,105,102,87,85,89,105,3
74,66,79,66,71,86,88,73,70,70,89,7
87,90,122,109,93,124,125,102,88,88,136,3
96,105,108,86,93,129,125,105,88,84,111,3
75,72,81,64,67,93,40,128,47,47,131,2
87,86,103,86,82,105,111,87,84,92,111,3
87,90,108,86,89,110,111,83,92,88,111,3
93,101,125,104,88,131,121,103,88,92,122,3
78,83,102,83,76,102,99,78,80,80,104,3
82,73,92,73,80,94,91,74,76,71,96,4
85,83,102,83,84,115,107,88,88,92,118,3
89,87,106,83,88,115,103,85,84,80,91,3
41,139,40,120,43,128,34,133,48,48,123,2
88,87,102,87,88,108,111,87,93,88,113,3
88,87,106,87,84,108,103,83,88,88,109,3
88,87,111,87,88,113,111,92,84,88,123,3
88,91,106,87,88,108,107,83,84,88,113,3
88,87,111,87,88,118,103,87,88,88,113,3
76,72,85,68,71,87,87,71,75,75,89,7
76,70,79,74,59,104,37,125,43,43,127,2
43,135,34,132,48,123,32,125,46,46,117,2
88,85,103,88,88,109,104,85,86,86,104,3
88,87,107,87,66,100,51,98,75,87,105,3
88,87,103,83,90,112,103,86,87,87,114,3
88,87,107,92,86,108,103,86,83,87,110,3
88,87,111,92,90,112,112,94,92,92,119,3
90,103,118,96,92,130,125,101,93,93,119,3
86,85,100,81,92,114,111,94,93,89,101,3
46,129,34,129,46,119,34,126,47,47,119,2
86,85,109,89,87,119,106,87,93,93,119,3
92,90,112,94,93,119,111,91,88,84,111,3
96,94,108,90,93,119,111,91,88,92,115,3
46,127,34,124,47,119,37,124,44,47,120,2
92,90,108,90,93,114,111,91,92,88,115,3
75,72,84,72,63,78,62,50,60,60,67,5
75,72,84,68,67,78,62,50,60,64,74,7
71,64,77,64,70,82,77,68,76,76,90,7
97,101,120,94,97,120,107,88,88,84,113,3
53,108,37,126,53,115,64,96,46,46,128,2
50,115,34,143,50,115,39,121,53,50,118,2
85,90,106,90,84,102,99,85,84,88,118,3
82,76,88,73,60,67,54,34,56,60,67,5
78,73,84,65,60,67,57,45,60,60,67,5
70,65,79,62,64,71,57,49,60,56,67,5
67,62,71,58,60,67,57,52,60,64,79,7
67,58,63,58,64,74,79,67,68,71,87,7
67,62,67,55,64,74,68,56,64,68,71,7
88,87,106,91,88,113,107,87,88,84,100,3
44,135,34,135,46,122,51,108,44,44,139,2
92,87,111,87,92,118,111,92,93,88,118,3
88,88,112,88,93,113,118,96,99,95,117,3
56,45,57,49,55,63,56,44,59,59,66,5
71,63,79,63,67,70,63,59,63,63,69,7
48,125,37,121,49,122,37,116,46,46,110,2
88,92,111,87,90,122,108,90,92,83,101,3
84,83,87,75,74,96,77,68,67,67,75,7
55,37,54,42,56,66,51,57,56,56,72,5
59,42,54,46,59,66,51,53,56,56,62,5
95,89,109,85,96,114,115,94,97,97,119,3
82,78,96,81,79,97,92,76,82,78,93,4
82,78,83,74,79,93,92,76,78,78,93,4
46,144,32,144,56,114,63,90,47,44,124,2
43,144,32,144,42,130,37,133,44,44,129,2
46,144,32,144,46,135,31,143,44,44,124,2
46,114,34,111,49,110,37,122,47,44,110,2
90,96,113,92,92,119,97,76,82,78,93,3
86,85,96,81,79,86,79,65,70,63,74,7
96,90,112,94,97,119,115,94,92,88,111,3
79,75,77,79,78,97,85,76,80,72,94,2
71,79,42,120,78,93,89,76,72,57,115,2
56,120,32,146,63,101,81,76,57,47,131,2
42,146,34,142,47,119,49,113,47,44,131,2
42,142,32,142,44,124,31,142,44,47,131,2
46,127,34,124,44,114,34,124,47,44,115,2
46,116,34,116,47,114,31,124,47,47,111,2
49,116,40,113,47,114,37,113,47,50,106,2
96,94,108,94,97,114,102,83,84,88,106,3
92,83,99,83,82,101,81,65,72,72,78,7
67,64,70,57,57,63,55,42,57,60,67,5
63,60,63,57,60,70,34,116,44,44,106,2
93,90,102,83,76,98,91,74,80,80,100,4
78,80,92,76,80,94,95,78,84,80,96,4
63,90,37,133,72,94,91,74,68,50,118,2
82,76,102,83,76,94,79,67,71,84,108,3
97,94,115,90,88,111,95,78,84,84,104,3
78,73,84,65,72,78,75,67,71,71,87,7
88,91,115,94,88,108,99,79,84,84,96,3
76,72,89,76,76,96,95,75,84,84,100,4
57,113,31,142,68,100,87,75,63,48,128,2
47,124,34,120,50,118,34,125,44,44,123,2
44,135,31,128,50,122,42,104,55,51,104,2
50,105,43,102,64,96,72,54,67,67,70,2
84,79,111,94,71,96,83,67,75,84,104,3
88,94,120,98,84,108,91,75,84,79,96,3
97,98,120,94,92,122,103,83,79,79,100,3
88,87,102,83,84,104,95,79,84,84,96,7
57,65,52,65,60,75,58,67,59,55,81,5
80,78,87,74,79,100,91,78,82,82,96,4
76,74,95,81,79,96,96,78,82,82,96,4
43,143,31,139,48,128,87,78,63,49,117,2
50,121,36,121,48,118,32,122,46,46,122,2
64,56,75,59,67,77,75,63,66,66,80,7
84,78,87,74,71,85,83,70,70,70,84,7
68,63,64,56,71,89,83,70,74,74,88,7
53,63,48,96,55,77,49,59,56,56,84,5
53,59,51,59,51,85,29,133,49,52,80,5
79,79,99,79,82,104,99,83,83,83,105,4
75,75,58,100,82,104,103,86,92,92,105,3
44,125,34,121,49,122,40,113,46,46,124,2
51,100,51,83,63,88,70,57,63,63,72,2
46,125,29,129,46,114,43,119,53,60,85,2
43,129,34,129,52,105,71,58,67,60,70,2
70,70,79,66,71,82,75,69,70,67,82,7
66,70,60,70,71,93,84,73,67,57,82,5
56,55,53,63,56,68,49,58,53,53,74,5
92,86,103,83,97,119,115,94,97,97,115,3
79,75,95,79,82,97,98,83,88,88,106,4
56,105,37,120,67,89,89,72,64,60,98,2
71,64,81,64,70,78,77,61,68,68,78,7
89,80,71,80,97,115,112,92,92,84,104,3
50,101,37,122,64,98,75,78,68,71,83,2
60,73,71,58,68,78,71,52,64,60,71,7
67,55,67,55,64,67,68,52,64,68,75,7
