@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1-2,8,17-19,24,26-27,31,33-34,37'

@attribute Sp11 numeric
@attribute Sp12 numeric
@attribute Sp18 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp31 numeric
@attribute Sp36 numeric
@attribute Sp38 numeric
@attribute Sp39 numeric
@attribute Sp44 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
68,85,79,71,83,87,74,75,81,85,67,75,4
80,94,87,84,103,108,88,99,104,113,84,99,3
88,111,87,88,107,118,85,107,109,109,93,103,3
88,102,83,84,103,108,85,107,109,104,79,99,3
84,106,91,88,107,113,85,103,109,113,84,103,3
84,102,83,84,99,100,78,99,104,100,79,99,3
68,83,63,71,75,85,62,83,84,84,66,79,4
84,99,81,84,99,104,79,109,112,112,86,104,3
84,103,85,79,99,100,79,109,112,108,86,104,3
88,103,85,84,103,104,79,100,104,100,82,100,3
84,99,78,79,99,100,83,96,100,104,82,96,3
80,87,78,79,91,104,79,96,100,104,82,96,3
71,79,85,84,99,104,75,100,104,108,86,100,3
80,91,74,75,83,85,67,100,112,100,78,83,7
71,79,63,67,72,81,67,79,88,76,66,71,7
56,54,63,51,48,70,67,53,76,73,49,40,5
75,87,67,74,83,92,66,84,93,90,75,91,4
93,107,92,90,104,112,89,108,114,110,92,108,3
74,91,74,79,91,93,68,92,93,93,78,88,4
74,87,66,75,84,90,72,92,93,93,78,84,4
86,100,85,87,103,105,83,92,101,110,85,102,3
90,109,89,96,112,114,90,111,119,114,89,106,3
90,109,89,87,103,114,86,106,114,110,93,106,3
86,104,92,92,108,110,90,111,110,110,89,106,3
86,109,92,87,108,119,86,102,114,114,89,106,3
83,91,72,74,92,93,73,89,94,98,80,94,4
59,60,116,44,34,124,136,34,131,120,44,31,2
46,32,131,44,34,119,136,34,131,125,47,31,2
92,108,90,89,106,110,87,106,106,115,92,111,3
92,103,83,89,111,114,87,111,115,115,88,106,3
87,108,90,89,106,114,90,111,111,111,88,106,3
83,103,83,82,106,105,87,98,106,102,80,98,3
93,125,101,88,125,136,102,121,128,122,88,116,3
93,130,97,88,125,125,91,116,122,122,84,107,3
82,102,80,80,98,98,76,99,104,100,80,99,3
78,88,73,80,85,90,72,79,96,100,56,54,4
44,37,136,41,31,131,139,34,133,128,43,31,2
89,111,87,84,106,115,87,107,104,108,88,107,3
89,106,90,88,106,115,87,112,113,108,84,103,3
85,102,87,88,111,120,91,112,113,118,88,103,3
89,106,87,88,106,111,87,103,113,108,88,107,3
88,125,109,88,121,128,99,116,123,118,88,111,3
88,125,105,92,116,122,96,111,118,113,88,103,3
72,81,83,53,45,113,146,37,118,113,44,37,2
57,49,128,46,31,139,146,37,128,139,44,32,2
92,111,91,88,107,113,88,111,109,109,84,107,3
88,102,83,84,99,104,74,99,104,93,71,79,3
88,116,85,84,107,113,83,113,122,112,86,113,3
46,34,103,48,37,123,92,34,122,122,49,37,2
84,107,92,88,111,123,96,113,112,122,95,113,3
92,112,85,88,111,113,83,113,117,112,86,104,3
88,121,96,90,118,122,89,122,130,119,92,112,3
84,99,75,78,96,100,78,95,101,105,71,73,4
44,34,129,43,32,122,136,32,135,130,46,32,2
44,29,146,46,29,133,147,30,140,135,42,30,2
44,29,137,46,29,133,133,30,130,124,46,32,2
75,79,67,74,83,80,74,66,72,72,71,77,7
90,118,89,92,112,119,94,120,124,119,89,115,3
90,109,92,92,112,114,94,115,119,119,89,115,3
82,96,74,63,57,105,124,37,119,124,44,31,2
56,53,125,42,32,130,139,31,129,124,44,34,2
46,32,114,46,37,119,109,34,129,124,44,37,2
90,109,89,92,112,119,94,111,119,114,93,111,3
86,104,89,83,103,110,90,106,110,105,89,111,3
90,113,96,92,108,114,86,97,105,97,78,88,3
74,87,66,75,84,90,60,79,82,78,67,75,7
74,83,70,67,73,75,57,79,78,74,67,67,7
74,83,70,63,66,72,60,75,74,70,60,63,7
79,91,90,47,37,119,133,40,115,125,47,34,2
52,42,131,44,34,129,140,31,131,125,44,31,2
42,32,139,44,34,124,140,31,131,131,47,34,2
46,30,131,44,34,119,129,31,136,131,44,31,2
92,117,94,85,97,105,76,85,90,78,60,69,3
93,106,80,88,102,111,83,103,108,100,80,95,3
44,31,140,50,31,131,135,31,128,128,46,31,2
44,34,140,44,31,125,135,31,133,139,43,31,2
85,102,90,84,102,102,87,83,100,104,84,103,3
89,111,90,92,111,115,91,112,113,118,92,112,3
89,106,94,92,115,120,94,112,118,122,88,103,3
70,84,58,64,73,74,61,79,79,79,68,83,7
78,84,69,76,85,90,68,83,87,79,71,75,7
47,31,135,50,31,133,132,32,134,134,48,34,2
84,102,87,84,103,113,88,95,100,109,88,111,3
84,107,88,84,111,118,92,113,117,117,95,118,3
46,31,132,44,34,128,125,29,138,127,46,29,2
46,34,125,48,37,118,125,34,112,117,49,34,2
92,112,92,88,111,118,96,113,112,112,90,113,3
92,107,88,93,111,118,92,109,117,122,90,113,3
88,107,88,93,111,118,87,113,122,112,90,113,3
92,112,96,84,95,100,75,96,92,96,74,87,7
68,75,63,67,72,70,58,63,66,73,63,67,7
84,111,92,95,118,117,96,117,130,124,92,112,3
88,107,83,82,96,104,81,99,101,97,83,91,4
88,103,87,86,104,112,89,108,110,114,96,112,3
88,111,96,90,113,117,96,112,119,119,96,117,3
93,111,92,90,118,122,96,108,114,114,92,108,3
88,107,87,90,113,112,85,99,101,101,79,84,3
93,111,83,78,96,92,78,84,86,79,71,77,7
46,34,133,46,32,119,127,34,124,119,44,37,2
49,37,140,46,32,124,139,43,105,110,44,31,2
90,113,89,79,95,101,68,88,93,85,70,79,7
63,67,48,52,51,58,57,56,56,60,57,53,5
56,56,55,56,51,72,60,56,67,70,57,56,5
101,112,90,97,115,119,94,111,111,120,92,115,3
79,95,75,78,88,97,76,85,90,90,80,89,4
46,32,131,44,34,119,129,34,125,125,47,34,2
92,108,94,97,115,114,94,111,115,120,97,120,3
96,112,94,97,115,114,87,106,111,106,84,98,3
56,54,45,53,53,67,51,49,74,71,53,49,5
63,60,64,44,37,101,76,29,106,106,44,37,2
44,34,143,44,31,131,139,39,118,133,46,31,2
47,37,119,47,37,111,105,39,104,100,64,61,2
85,102,90,88,111,115,98,87,96,108,92,112,3
93,111,87,88,98,106,79,103,104,96,80,87,3
78,84,65,72,81,90,65,79,87,87,71,79,7
70,71,58,64,69,71,46,79,83,79,64,64,5
72,81,113,68,68,100,132,99,96,93,63,58,2
68,77,68,68,75,83,67,79,81,85,71,83,7
57,59,54,60,61,75,67,58,77,81,63,61,5
