@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2-4,8-12,14,22-23,33,37'

@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp14 numeric
@attribute Sp18 numeric
@attribute Sp19 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp23 numeric
@attribute Sp25 numeric
@attribute Sp34 numeric
@attribute Sp35 numeric
@attribute Sp46 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
89,115,87,87,92,115,111,91,99,103,113,84,3
111,106,87,87,84,106,106,87,95,103,113,88,3
89,98,79,79,60,62,78,76,75,61,87,75,5
94,102,76,72,72,81,82,68,83,79,79,71,7
77,86,65,68,57,55,78,72,75,54,75,55,5
103,118,88,88,80,112,118,88,107,103,104,82,3
112,122,88,92,92,112,118,96,107,116,118,90,3
112,128,92,96,92,112,113,88,111,111,118,90,3
103,108,81,88,84,99,104,85,107,107,109,86,3
107,113,85,85,88,103,113,85,103,99,109,86,3
75,79,67,67,53,54,75,70,64,54,85,59,5
107,113,87,79,84,99,104,79,128,100,108,92,3
107,109,87,87,88,107,109,87,104,109,108,87,3
111,113,92,87,88,107,113,87,104,109,108,92,3
99,109,83,83,88,99,100,79,100,100,108,83,3
95,100,79,83,79,95,100,83,96,96,100,79,3
95,100,83,79,75,79,96,79,96,96,104,83,3
75,81,67,67,67,64,81,67,79,71,80,71,7
96,96,78,70,74,91,92,70,95,91,97,78,4
87,84,70,66,74,87,92,70,91,88,93,82,4
87,88,66,66,74,83,92,66,84,88,90,74,4
34,122,125,114,63,67,104,85,34,48,110,44,2
96,100,81,70,74,75,88,66,103,81,86,78,7
56,76,66,70,56,49,73,70,63,57,75,60,7
108,119,90,86,87,108,114,86,120,120,124,88,3
91,93,72,68,79,88,93,68,92,92,93,80,4
84,90,68,72,75,88,90,68,88,84,89,64,4
91,97,75,72,67,81,86,64,88,63,97,47,2
95,105,83,83,87,99,105,86,102,97,105,84,3
95,101,79,79,83,99,105,83,102,97,101,84,3
66,68,57,60,63,66,72,64,79,75,74,72,7
97,101,80,76,78,92,93,73,94,89,94,80,4
92,93,73,69,78,88,97,73,89,94,94,80,4
56,105,97,76,82,102,110,83,40,102,106,71,2
106,114,90,90,93,115,114,90,106,111,111,92,3
111,119,90,87,89,106,114,87,106,106,106,92,3
106,105,87,83,85,102,105,83,106,106,111,88,3
102,101,83,83,82,102,114,87,111,102,106,84,3
79,82,65,69,74,84,85,69,85,85,86,71,7
79,82,65,62,67,75,74,62,81,77,78,71,7
85,94,72,72,64,69,102,83,54,45,113,51,2
102,106,83,91,88,102,115,87,87,103,108,88,3
106,106,83,83,88,106,106,87,103,107,113,88,3
115,115,91,94,88,111,111,91,107,112,122,88,3
102,111,83,83,88,102,115,87,99,103,113,84,3
98,106,83,83,80,98,98,79,87,79,83,75,7
121,128,103,99,92,116,122,99,116,111,113,86,3
51,113,103,81,88,103,108,88,37,91,100,49,2
103,108,88,88,88,107,108,88,91,107,113,82,3
79,83,67,67,71,75,87,67,79,79,85,74,7
83,87,67,67,71,79,79,67,83,79,89,74,7
37,128,137,150,44,32,139,154,40,29,138,46,2
27,134,146,141,44,32,134,137,29,29,133,46,2
37,123,125,129,44,37,123,129,32,32,117,46,2
34,123,133,129,48,37,123,125,34,34,122,46,2
91,100,79,87,88,107,113,87,43,96,104,75,2
107,109,92,92,84,103,109,87,104,109,112,92,3
79,89,71,71,71,79,85,67,79,83,84,71,7
83,89,71,71,71,79,85,67,83,83,80,63,7
113,112,89,85,82,100,104,81,112,103,105,93,3
29,127,136,136,52,40,112,114,32,37,119,44,2
113,112,92,89,90,109,112,89,108,103,105,89,3
109,112,89,85,82,100,104,85,108,103,105,89,3
79,80,70,70,74,79,80,66,70,77,82,70,7
99,101,79,79,79,91,105,79,106,49,114,53,2
95,101,79,79,71,73,101,90,75,37,119,44,2
57,105,101,124,49,37,130,131,31,34,129,47,2
99,105,83,86,87,103,110,86,92,106,110,84,3
108,110,90,90,92,108,119,94,111,111,114,92,3
103,105,83,90,96,112,114,94,111,115,114,92,3
77,79,64,64,71,77,82,68,84,79,85,76,7
84,90,68,60,63,66,72,57,79,67,70,68,7
31,124,136,126,50,43,110,115,31,40,115,46,2
92,101,80,83,85,106,110,90,69,102,102,84,3
106,114,90,94,93,111,114,90,111,111,115,92,3
111,114,90,90,89,106,114,83,111,111,111,92,3
106,114,83,87,89,106,110,87,111,111,120,92,3
106,114,87,87,89,106,114,90,111,111,111,92,3
71,70,58,69,70,84,93,76,69,81,90,68,7
115,115,94,91,88,102,111,87,107,112,113,84,3
77,102,83,116,44,29,125,135,95,36,122,55,2
34,115,124,120,47,37,120,124,36,34,118,51,2
37,120,124,124,44,37,115,120,36,34,118,48,2
62,67,50,54,64,69,74,61,54,64,75,55,5
112,118,88,88,88,103,108,85,111,95,104,82,3
31,128,135,143,46,31,139,143,32,29,134,43,2
57,67,49,49,56,54,67,49,51,54,67,56,5
116,118,96,92,88,111,113,92,113,109,117,92,3
83,93,79,108,44,37,134,137,91,56,108,71,2
32,134,141,141,44,32,134,137,32,32,133,46,2
32,134,133,133,48,37,118,125,32,32,127,46,2
34,118,112,112,48,40,113,112,34,34,112,52,2
107,109,87,92,88,107,113,87,79,109,108,92,3
54,60,46,50,55,58,70,54,56,53,66,59,5
79,85,67,67,71,75,74,62,71,63,66,59,7
75,85,67,62,67,72,70,58,67,63,73,63,7
83,96,74,103,46,34,127,144,95,42,114,63,2
113,112,89,85,78,96,92,81,95,73,79,70,7
79,84,66,63,63,67,69,52,77,57,55,57,5
53,66,44,44,59,53,62,44,51,51,62,53,5
37,114,116,113,52,45,110,109,46,79,97,68,2
70,68,57,42,52,51,58,42,60,53,60,60,5
63,75,64,57,63,63,68,53,37,60,74,53,2
92,93,76,80,78,88,93,76,85,89,94,80,4
31,124,143,140,44,34,124,140,31,34,131,46,2
34,119,140,140,44,34,129,140,31,31,136,46,2
43,105,111,111,44,31,124,136,40,40,115,50,2
34,114,126,122,47,37,114,119,31,37,111,50,2
46,110,111,94,70,79,97,80,77,77,82,68,7
53,67,48,51,53,56,67,48,52,52,71,56,5
56,74,62,58,57,53,67,51,55,55,67,56,5
43,97,101,108,53,53,85,76,29,37,98,40,2
89,94,76,76,80,89,94,79,99,95,100,84,4
85,90,72,72,76,85,90,76,87,87,91,79,4
34,115,120,116,50,43,106,102,36,39,122,48,2
40,115,120,135,47,31,125,128,45,29,133,55,2
