@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R6,9,12,15,17,19,23,25-26,32,36-37'

@attribute Sp16 numeric
@attribute Sp19 numeric
@attribute Sp23 numeric
@attribute Sp26 numeric
@attribute Sp28 numeric
@attribute Sp31 numeric
@attribute Sp35 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp45 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
102,76,79,104,76,108,118,84,103,87,87,3
106,84,83,118,88,108,113,88,103,87,87,3
106,88,87,108,88,113,104,84,103,83,83,3
98,80,83,100,80,96,96,79,95,83,83,3
55,53,65,79,53,75,71,59,61,67,67,5
99,76,81,104,84,104,104,95,123,85,81,3
91,76,74,93,79,93,96,78,87,66,70,4
103,88,88,104,84,113,109,49,40,85,78,3
112,88,88,113,88,113,109,90,104,85,89,3
112,88,85,118,88,118,113,90,109,92,89,3
107,92,92,113,93,113,109,90,109,89,85,3
112,92,92,109,88,109,109,90,104,89,89,3
103,79,87,108,82,108,104,92,108,83,83,3
107,79,87,104,78,104,104,79,103,83,86,3
95,79,75,96,78,92,92,83,95,72,72,4
75,67,79,96,56,104,112,46,37,131,131,2
75,71,67,100,78,84,88,87,103,72,68,7
48,51,67,76,56,73,69,63,66,64,68,5
128,95,100,114,92,135,130,93,115,104,101,3
104,86,85,119,87,110,105,89,106,90,87,3
96,82,85,105,83,101,105,82,102,87,87,3
95,83,75,101,78,105,101,80,98,76,76,3
73,59,98,110,47,119,119,47,34,135,131,2
37,46,131,124,44,124,124,44,34,139,135,2
77,83,83,119,53,105,101,41,31,120,83,2
103,92,86,114,93,110,114,88,111,87,87,3
103,92,90,114,89,110,110,92,111,91,91,3
108,87,86,110,89,114,114,88,115,94,91,3
103,83,83,114,85,110,114,88,106,87,87,3
99,79,79,114,89,105,105,92,106,83,83,3
99,83,83,105,85,101,105,88,106,87,83,3
99,83,86,114,89,114,105,88,102,83,79,3
88,78,69,90,72,94,94,68,68,103,92,4
106,93,90,115,88,111,111,88,107,85,88,3
102,78,83,102,80,98,106,84,99,74,70,3
102,82,87,98,84,106,102,80,95,70,67,3
79,70,69,86,76,86,86,71,75,67,70,7
120,88,98,139,88,139,133,93,126,104,104,3
98,84,76,100,80,100,100,84,95,75,75,3
34,47,135,133,43,139,139,44,32,150,150,2
106,88,87,108,88,113,113,88,107,92,92,3
98,76,76,83,68,83,87,75,79,71,67,7
95,80,78,104,84,100,104,86,113,85,81,3
91,71,74,100,71,96,96,74,79,92,107,2
54,56,92,128,44,123,118,43,34,133,136,2
54,53,114,123,48,118,113,43,32,136,136,2
34,46,143,113,44,128,139,46,32,114,122,2
31,46,146,128,41,139,139,52,40,122,151,2
31,43,139,145,44,139,134,49,32,151,151,2
31,46,139,139,44,134,134,46,29,151,147,2
34,50,103,123,48,128,123,49,34,129,125,2
107,88,88,109,84,109,109,86,104,89,89,3
99,84,88,109,84,109,109,86,109,85,85,3
107,88,92,109,88,109,113,90,104,85,92,3
107,88,85,109,88,113,109,86,100,85,85,3
87,68,67,77,75,85,89,66,75,63,66,7
75,68,67,85,75,81,85,74,83,66,63,7
107,88,87,112,90,112,112,87,108,90,90,3
103,88,87,108,86,108,108,83,95,72,72,3
107,88,87,108,90,108,100,75,84,68,60,3
79,75,67,80,74,84,80,63,70,64,64,7
87,75,71,76,70,76,84,67,77,64,68,7
128,90,103,130,92,135,130,89,125,104,101,3
109,90,89,114,87,119,119,89,111,87,90,3
113,95,92,114,92,110,101,82,92,73,65,3
79,70,70,79,67,72,75,70,84,58,58,7
57,52,124,119,44,124,129,44,29,135,135,2
103,87,86,114,89,110,110,88,106,87,87,3
91,75,72,78,63,78,78,64,66,50,50,5
77,71,72,89,70,85,82,76,85,68,61,7
125,97,101,125,92,120,120,92,116,92,88,3
115,93,97,111,84,111,115,84,112,88,88,3
106,89,80,111,92,115,111,88,107,85,85,3
34,47,122,120,44,120,120,46,34,121,128,2
97,82,76,90,64,78,67,60,57,38,34,5
84,74,69,82,76,90,90,71,79,70,67,7
102,88,91,108,88,104,113,88,107,83,87,3
115,88,91,113,88,108,113,88,107,92,87,3
69,64,54,56,60,67,67,55,54,46,50,5
66,64,50,67,60,67,67,59,51,50,50,5
77,76,76,87,71,87,87,75,83,67,67,7
66,64,57,79,68,71,71,67,72,67,62,7
95,64,96,100,84,96,93,82,96,81,78,4
112,92,96,113,88,113,100,86,104,81,78,3
103,80,67,96,75,89,74,74,87,66,63,7
79,68,67,85,71,96,96,63,67,63,70,7
111,84,92,117,90,117,117,92,112,98,94,3
111,93,92,117,95,117,117,96,112,94,94,3
111,88,92,122,90,117,122,92,112,90,90,3
107,88,87,112,90,112,112,92,103,83,75,3
61,55,29,80,63,69,62,67,70,42,42,5
54,55,50,73,59,76,69,56,51,60,60,5
32,46,136,124,46,124,124,44,34,140,136,2
34,52,122,105,49,110,110,44,37,111,111,2
34,52,107,114,46,110,110,53,46,94,80,2
109,90,92,119,96,119,119,93,115,97,94,3
67,63,59,65,59,72,79,57,56,51,58,7
32,46,142,129,44,124,119,44,31,139,139,2
32,42,127,110,44,124,124,50,43,120,135,2
37,46,116,110,47,110,105,53,43,91,79,2
112,96,94,114,97,114,114,88,111,87,83,3
63,47,133,94,72,94,115,80,91,74,85,2
34,47,122,125,47,120,115,43,29,125,114,2
79,78,76,78,68,82,90,64,71,59,59,7
102,85,83,90,76,94,102,68,75,67,74,7
106,85,76,106,84,98,94,84,95,74,67,3
92,78,73,94,76,90,78,68,83,67,67,7
53,53,58,78,53,78,74,60,57,70,63,5
60,53,83,94,47,111,115,46,34,139,135,2
53,50,101,111,44,115,106,43,29,135,128,2
53,60,55,106,44,98,78,43,29,132,78,2
31,44,139,133,43,128,128,48,32,129,125,2
43,47,120,122,50,122,113,44,34,129,116,2
77,72,65,83,71,83,87,71,75,67,67,7
49,53,50,79,53,75,75,59,58,71,62,5
55,57,65,67,53,67,79,55,51,54,54,5
55,53,50,79,56,79,67,55,45,67,62,5
31,43,132,123,44,123,118,46,32,122,125,2
103,92,92,89,75,96,104,70,79,63,66,7
99,84,78,104,79,96,100,78,87,78,78,7
51,56,56,74,55,67,67,52,49,63,59,5
34,43,139,85,51,104,128,56,53,70,100,2
57,60,78,74,59,77,89,52,46,66,66,5
91,79,79,96,82,100,96,92,103,79,79,4
99,84,79,96,82,104,104,83,99,83,79,4
87,63,100,100,82,104,100,83,103,86,86,4
34,44,125,117,46,112,122,46,37,109,113,2
79,71,62,76,66,84,80,67,77,64,64,7
79,75,67,84,70,84,80,71,77,68,72,7
48,55,62,80,59,84,76,59,60,68,72,5
27,41,129,117,43,133,127,52,37,142,146,2
100,78,78,105,92,114,105,89,106,90,90,3
34,46,129,93,56,105,114,89,102,80,108,2
34,49,125,105,46,105,105,44,40,104,101,2
32,46,129,119,46,114,119,47,37,119,97,2
91,78,74,86,75,90,90,70,79,69,73,7
29,43,151,90,52,110,124,47,37,129,136,2
95,79,75,101,78,97,97,84,102,83,83,4
57,59,68,82,57,85,82,60,59,76,72,5
48,52,116,89,47,105,114,44,37,102,120,2
92,78,76,102,84,102,102,92,112,88,85,3
92,82,83,102,84,106,106,92,107,81,88,3
40,47,104,94,60,98,98,84,95,78,81,2
37,53,119,111,60,102,78,71,75,59,56,2
79,74,65,78,68,78,74,71,75,56,56,7
79,70,73,86,68,86,86,64,71,78,74,5
49,53,58,82,57,71,78,60,54,78,85,5
98,88,79,118,92,113,118,93,111,96,96,3
66,64,54,75,64,71,67,67,72,54,54,7
73,68,61,71,71,75,75,67,72,58,54,7
