@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R4-5,8,10-11,15,18,21,24-25,30-32,37'

@attribute Sp14 numeric
@attribute Sp15 numeric
@attribute Sp18 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp26 numeric
@attribute Sp29 numeric
@attribute Sp33 numeric
@attribute Sp36 numeric
@attribute Sp37 numeric
@attribute Sp43 numeric
@attribute Sp44 numeric
@attribute Sp45 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
87,80,79,94,102,118,107,80,78,79,103,104,79,3
83,76,79,77,94,96,75,60,74,79,91,104,79,5
68,68,65,69,78,79,79,71,63,71,75,81,67,7
88,80,88,107,113,113,103,79,79,82,104,108,85,3
88,88,85,107,113,118,107,93,87,90,109,112,89,3
85,84,85,95,104,100,95,88,83,86,104,104,85,3
81,80,78,83,91,100,87,75,71,86,100,112,85,7
67,53,70,54,71,77,54,55,67,66,60,73,63,5
83,79,79,95,100,108,100,78,78,79,95,101,79,3
87,84,87,103,109,104,96,86,85,52,77,97,75,3
83,88,87,107,104,108,104,86,85,83,103,105,86,3
83,84,83,103,109,108,104,86,85,83,99,105,86,3
87,88,87,103,109,108,104,86,81,87,103,110,83,3
67,55,67,48,70,73,56,59,70,63,63,72,60,5
67,55,62,48,70,76,53,56,70,63,66,72,64,5
66,74,66,83,92,93,88,75,75,78,84,89,69,4
89,90,85,104,112,114,108,92,86,93,106,114,87,3
89,86,89,104,108,110,108,92,86,89,106,110,87,3
81,82,85,100,104,101,99,87,83,82,106,114,87,3
66,66,66,60,73,86,73,63,57,74,79,85,69,7
86,87,86,103,114,119,120,93,101,92,120,125,98,3
127,46,131,34,119,124,31,44,133,44,34,131,135,2
75,83,83,103,105,105,92,82,83,44,73,106,83,3
86,87,83,103,110,114,106,93,90,88,106,111,87,3
83,92,86,99,105,105,111,89,87,88,111,115,91,3
83,82,83,102,101,102,98,80,79,80,99,104,78,3
80,78,80,92,93,102,94,80,72,80,95,100,78,4
76,67,80,63,97,111,40,47,135,46,31,139,143,2
136,44,133,56,105,131,31,44,120,43,31,128,132,2
87,89,87,106,110,106,106,88,83,88,107,113,88,3
94,93,87,111,110,111,106,84,87,88,107,108,85,3
83,85,87,102,101,106,106,88,87,88,107,113,88,3
87,85,80,97,101,106,106,84,87,88,103,113,92,3
87,82,87,97,105,102,98,76,76,68,79,83,67,3
139,44,135,31,125,133,31,43,135,44,34,128,129,2
135,44,135,31,131,128,31,46,132,48,37,123,125,2
83,84,83,111,111,113,87,88,88,48,58,104,92,2
83,88,87,111,115,108,107,88,88,88,111,109,87,3
83,92,91,111,111,113,107,88,88,93,107,109,87,3
91,88,87,106,111,108,107,84,85,88,103,104,83,3
91,88,91,115,115,113,107,88,88,88,107,109,92,3
94,88,91,106,111,118,103,88,85,93,111,113,87,3
76,76,72,85,86,87,75,68,67,71,79,81,67,7
88,88,85,103,108,104,107,88,87,86,104,112,85,3
85,88,85,103,108,113,103,84,83,90,109,108,89,3
85,88,88,107,118,109,103,88,87,86,100,108,81,3
74,76,70,83,87,89,83,75,67,70,87,92,74,7
79,79,79,95,104,104,100,82,81,92,103,105,83,3
154,44,150,29,139,138,32,46,151,46,30,135,157,2
87,88,87,111,109,112,109,86,89,92,108,110,90,3
92,88,87,103,104,112,109,86,89,92,103,105,86,3
83,88,87,111,109,108,104,86,85,87,103,105,83,3
67,71,62,87,89,80,75,70,63,71,77,79,64,7
140,46,133,32,122,124,32,46,131,44,34,119,136,2
85,82,81,104,108,110,84,87,83,47,60,105,94,2
89,86,89,104,108,105,108,87,90,89,106,110,87,3
85,90,85,109,117,114,117,92,94,93,111,114,94,3
85,86,81,104,108,101,91,75,72,67,71,78,58,7
109,46,139,30,135,119,43,44,143,44,40,115,113,2
131,49,131,34,119,119,34,44,126,44,31,120,128,2
131,46,127,34,124,114,34,47,126,47,37,120,124,2
98,75,79,99,105,114,60,82,80,44,40,111,109,2
86,87,86,103,105,110,106,89,90,84,106,111,87,3
94,92,86,103,105,114,106,89,87,92,111,111,91,3
86,87,86,112,114,114,106,89,90,92,111,120,91,3
90,83,83,99,110,114,106,89,87,92,111,115,87,3
90,96,94,117,124,119,115,89,94,92,106,111,87,3
60,67,60,73,75,70,71,67,69,64,69,74,61,7
68,71,72,84,90,85,79,67,65,76,77,78,61,7
80,74,83,49,114,111,77,53,116,84,95,100,74,2
150,44,143,34,129,131,29,44,142,50,31,139,143,2
136,42,129,34,114,131,31,44,128,46,34,122,128,2
87,93,87,106,114,106,102,88,91,88,103,104,85,3
124,44,120,37,120,118,36,46,128,51,40,113,112,2
124,44,120,40,111,122,34,50,128,48,37,118,125,2
54,60,57,69,71,53,57,60,49,59,54,63,46,5
76,76,72,77,90,87,75,71,63,71,75,74,62,7
132,46,128,34,122,128,32,48,125,46,29,122,125,2
85,84,88,107,118,100,107,88,92,52,79,100,81,3
85,88,85,107,108,104,107,93,92,90,104,112,85,3
88,92,92,112,118,113,107,88,87,90,113,112,92,3
92,92,92,112,118,118,111,93,92,90,113,117,92,3
83,84,79,95,96,104,96,82,81,79,91,97,79,4
146,44,146,34,139,133,32,46,144,42,34,130,142,2
137,48,133,32,134,133,32,49,133,46,34,124,135,2
112,51,100,37,123,122,37,52,103,46,34,114,124,2
92,93,87,111,118,117,113,90,92,96,112,119,90,3
42,55,29,54,57,69,56,56,48,59,51,58,42,5
62,71,67,87,96,73,67,66,63,63,66,72,60,7
96,99,92,113,117,114,108,92,86,89,92,101,80,3
81,82,78,83,96,101,95,79,75,78,92,93,76,4
103,46,144,32,133,93,42,42,146,78,63,101,90,2
140,46,133,29,122,124,32,42,127,50,31,124,136,2
86,83,75,91,97,89,92,78,76,76,89,94,79,4
90,92,90,112,119,114,115,97,97,97,115,120,94,3
53,59,57,73,75,70,67,67,62,57,59,78,61,7
136,44,136,34,119,125,34,44,128,43,31,118,125,2
129,44,129,37,119,120,34,44,120,50,36,118,121,2
83,50,101,37,101,115,29,44,116,43,29,122,128,2
76,80,79,89,98,96,95,84,78,84,95,104,79,4
79,80,79,94,98,100,95,80,81,84,95,96,79,4
79,84,76,85,90,100,91,71,74,79,91,93,75,4
