@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R3,5-6,9-12,14,26,30,34,36-37'

@attribute Sp13 numeric
@attribute Sp15 numeric
@attribute Sp16 numeric
@attribute Sp19 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp23 numeric
@attribute Sp25 numeric
@attribute Sp38 numeric
@attribute Sp43 numeric
@attribute Sp47 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
106,84,102,80,102,102,79,112,121,107,99,79,3
98,76,98,76,94,90,76,91,91,87,87,67,4
78,64,73,80,94,106,83,61,83,99,99,83,5
74,53,49,53,52,74,68,54,48,48,48,67,5
87,68,83,71,83,87,70,75,71,60,49,100,4
118,88,112,92,112,128,92,111,109,109,109,89,3
134,88,121,84,107,113,87,113,108,103,122,109,3
93,79,87,75,87,96,71,87,91,91,88,68,4
89,71,79,71,79,85,62,83,88,91,88,72,4
113,93,107,93,111,113,92,109,108,112,108,90,3
109,93,111,93,116,118,92,109,112,108,108,90,3
109,88,107,88,107,109,87,104,108,108,103,86,3
100,88,95,88,95,100,83,104,103,103,103,83,3
96,75,83,84,99,104,83,96,95,99,99,83,3
81,67,64,59,61,77,71,75,81,77,73,60,5
108,82,100,82,100,104,78,108,120,106,102,83,3
108,82,100,78,100,104,81,103,106,102,102,83,3
104,78,100,82,104,104,85,103,102,102,102,83,3
96,74,87,74,87,88,70,91,92,88,88,73,4
96,56,49,49,40,112,114,37,34,31,34,133,2
112,90,104,90,109,112,89,108,106,102,106,90,3
104,82,96,82,100,108,81,99,102,111,106,87,3
84,74,75,70,79,88,66,88,97,88,79,65,7
88,70,75,66,71,80,66,77,79,88,84,69,7
76,56,49,49,40,69,66,66,75,63,56,62,5
110,79,99,83,103,114,86,102,102,98,98,79,3
114,92,108,92,108,110,86,111,106,106,102,87,3
110,92,108,92,103,105,86,111,102,106,111,87,3
101,79,95,79,95,105,79,97,102,106,106,87,3
105,87,99,87,95,97,83,97,111,102,111,94,3
86,67,73,63,66,68,57,84,85,85,81,68,7
110,85,102,85,97,105,83,102,87,103,103,88,3
110,85,102,85,102,101,83,106,107,107,103,85,3
94,80,89,80,94,94,72,95,95,95,83,75,4
111,88,106,92,106,111,87,112,103,103,103,87,3
104,80,95,80,99,100,74,99,100,100,100,78,3
96,68,68,56,54,108,103,45,32,34,32,133,2
113,88,107,88,107,104,88,111,109,113,113,89,3
113,88,107,88,103,108,85,103,100,104,104,85,3
109,84,107,84,103,104,83,113,112,117,112,94,3
104,84,99,79,99,100,75,100,99,95,91,79,3
104,51,45,44,34,128,129,37,32,32,32,139,2
139,44,32,44,29,145,150,37,45,40,30,157,2
