@relation satimage

@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp14 numeric
@attribute Sp18 numeric
@attribute Sp19 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp23 numeric
@attribute Sp25 numeric
@attribute Sp34 numeric
@attribute Sp35 numeric
@attribute Sp46 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
70,86,72,75,49,66,86,75,75,71,89,53,1
94,106,83,94,76,115,120,102,103,112,128,75,1
83,96,81,85,63,83,100,85,73,91,101,67,1
115,125,98,98,72,106,111,91,116,112,122,71,1
99,109,87,100,75,111,123,100,91,113,117,79,1
103,110,90,90,59,95,110,90,92,88,105,53,1
81,93,79,86,63,99,114,94,79,88,101,57,1
85,94,79,79,53,85,98,83,83,83,100,63,1
84,93,83,79,52,73,90,75,71,67,85,50,1
73,90,75,72,52,70,82,75,75,71,89,53,1
108,124,98,94,67,108,124,94,102,106,114,64,1
111,115,94,94,76,102,111,98,112,107,118,71,1
103,114,94,98,75,112,119,98,106,111,114,72,1
88,105,83,83,57,92,110,87,85,94,106,60,1
113,127,100,100,63,109,117,92,108,112,119,67,1
75,100,83,92,67,99,109,92,83,75,104,63,1
88,101,83,83,56,84,93,83,88,92,101,60,1
102,111,98,102,88,115,131,102,107,116,133,84,1
81,90,79,87,68,98,111,91,91,103,113,71,1
95,104,88,88,60,91,108,88,95,83,100,56,1
75,96,79,75,51,68,85,71,67,75,92,56,1
103,110,90,79,63,84,93,75,106,88,89,68,1
67,89,73,73,50,67,85,76,66,66,82,56,1
88,101,83,83,60,88,110,83,81,85,98,53,1
103,118,92,92,71,103,118,96,103,103,109,70,1
111,120,98,102,68,115,125,102,121,116,122,67,1
106,115,94,94,68,106,115,94,107,103,113,71,1
95,104,87,92,75,95,104,87,83,87,104,59,1
108,119,101,98,67,112,119,98,111,111,124,72,1
106,115,94,94,68,111,120,98,103,107,122,67,1
71,84,70,74,56,79,88,78,73,84,97,57,1
88,105,87,90,60,84,97,83,85,81,90,60,1
104,112,96,96,70,100,112,92,108,108,119,74,1
83,104,85,81,53,71,91,74,75,68,85,49,1
