@relation satimage

@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp15 numeric
@attribute Sp22 numeric
@attribute Sp29 numeric
@attribute Sp35 numeric
@attribute Sp36 numeric
@attribute Sp37 numeric
@attribute Sp39 numeric
@attribute Sp44 numeric
@attribute Sp46 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
81,93,56,114,88,101,83,53,90,94,57,79,1
111,123,71,123,113,117,100,71,119,119,67,98,1
103,110,63,93,102,89,76,68,120,115,68,79,1
116,122,71,122,107,113,96,66,117,122,66,96,1
87,100,59,85,96,88,78,67,119,110,63,79,1
98,111,60,98,83,104,81,55,100,100,51,79,1
102,114,63,110,98,111,87,64,108,104,64,88,1
84,97,53,101,85,102,79,56,100,104,56,81,1
87,104,70,88,73,93,75,60,89,97,63,87,1
87,104,63,108,99,114,90,57,105,110,57,87,1
112,122,68,113,111,128,96,66,117,122,74,100,1
73,90,57,98,79,104,85,59,89,109,63,92,1
106,115,64,120,103,122,96,67,113,118,67,96,1
83,104,51,96,79,100,78,56,97,93,49,75,1
108,124,71,97,97,101,87,76,115,115,76,98,1
113,117,66,117,108,114,94,63,119,119,63,97,1
66,86,52,86,71,89,76,53,94,98,57,79,1
107,118,79,118,96,117,92,59,105,101,63,94,1
68,85,51,96,79,88,78,56,97,97,52,79,1
102,115,64,120,107,113,92,59,118,118,67,96,1
107,123,67,118,109,112,96,67,119,119,67,98,1
87,104,56,100,99,104,87,63,112,117,63,89,1
113,112,70,100,95,90,79,63,114,105,57,80,1
99,114,63,105,102,110,87,53,102,106,57,79,1
84,93,63,105,81,98,83,64,104,100,64,81,1
89,106,53,94,83,96,78,51,100,96,55,75,1
91,101,59,114,88,110,83,57,90,94,57,83,1
111,119,67,119,111,120,102,64,122,118,68,103,1
97,105,60,114,85,106,83,53,104,100,50,74,1
107,122,68,122,111,123,104,66,117,122,66,103,1
69,86,50,90,71,87,74,51,104,100,51,79,1
97,105,63,101,94,102,79,68,128,113,60,81,1
115,125,60,115,121,122,99,67,123,128,67,96,1
