@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2,4-5,8,10-11,16,18,24,29,32,36-37'

@attribute Sp12 numeric
@attribute Sp14 numeric
@attribute Sp15 numeric
@attribute Sp18 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp27 numeric
@attribute Sp29 numeric
@attribute Sp36 numeric
@attribute Sp42 numeric
@attribute Sp45 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
89,76,76,76,98,102,74,91,78,75,71,71,4
89,76,72,76,94,98,67,87,67,71,67,62,4
94,76,72,72,85,94,67,83,67,71,62,62,4
85,68,68,72,85,90,67,83,67,71,67,62,4
102,87,92,91,115,115,85,103,92,84,87,92,3
102,87,84,87,111,115,92,112,92,88,92,87,3
98,83,84,83,111,111,81,99,85,79,79,79,3
102,83,88,87,111,106,85,103,81,88,79,83,3
55,72,53,65,49,74,70,54,63,55,67,62,5
95,74,76,74,95,100,75,91,71,74,70,70,4
107,88,88,88,103,108,87,103,87,86,85,81,3
107,88,88,85,103,113,87,103,87,86,81,81,3
103,85,88,92,107,113,87,107,92,86,81,85,3
79,70,71,67,79,83,67,79,67,74,66,66,7
103,79,79,79,95,96,85,96,70,83,75,72,4
95,79,75,75,91,96,74,87,70,79,68,68,4
111,92,93,92,111,118,89,109,92,87,90,86,3
107,87,88,87,107,109,92,109,89,92,90,86,3
95,83,88,83,103,109,85,100,81,83,79,79,3
103,83,84,83,99,109,81,100,81,83,83,83,3
99,83,84,83,95,100,85,100,85,83,86,79,3
61,71,55,67,51,74,66,60,66,63,57,60,5
91,70,74,70,91,96,72,91,72,78,73,69,4
83,66,70,70,83,84,75,88,64,67,80,90,4
67,85,82,78,100,108,105,77,83,53,97,76,2
104,85,86,85,104,108,86,95,83,85,83,83,3
96,81,82,81,96,104,83,99,79,89,87,87,3
91,68,79,68,91,93,73,88,73,80,72,68,4
103,86,87,86,108,114,90,115,90,92,87,87,3
95,79,83,83,99,105,80,97,83,84,87,91,3
95,83,83,79,99,105,83,102,87,84,83,87,3
103,83,87,83,88,97,87,97,80,80,79,76,3
63,60,63,64,57,75,62,75,58,72,61,57,7
120,101,97,97,120,124,105,120,98,88,103,103,3
102,80,78,80,97,101,79,98,76,80,74,78,3
34,133,44,136,34,124,135,31,135,46,132,135,2
106,87,89,90,102,114,91,115,91,88,92,92,3
106,90,89,90,106,114,94,111,87,92,92,85,3
102,83,82,87,106,114,83,102,87,84,85,85,3
102,87,89,87,106,114,83,102,83,88,85,81,3
94,72,80,72,89,98,74,95,74,84,79,75,4
94,72,80,72,89,90,70,91,70,67,83,100,4
69,83,57,109,40,125,114,34,143,44,137,150,2
111,87,88,87,111,111,85,103,88,84,83,87,3
111,87,88,83,102,106,85,99,85,88,87,87,3
98,79,76,76,89,86,67,75,63,71,67,67,7
121,103,92,103,121,128,104,116,92,90,96,89,3
95,78,80,74,95,100,79,99,75,82,78,81,3
107,88,88,85,107,113,87,107,87,90,85,85,3
107,88,88,88,107,113,92,107,92,86,89,89,3
103,85,88,85,99,104,87,99,71,70,63,66,3
111,92,88,92,103,109,89,109,92,92,94,94,3
72,83,59,100,45,113,107,37,133,42,135,139,2
45,104,44,137,32,139,136,40,122,46,131,109,2
58,92,79,79,107,109,125,43,85,46,124,98,2
111,92,84,92,107,118,85,109,96,92,94,94,3
99,79,79,71,79,77,63,79,66,67,60,60,7
79,62,75,67,79,89,66,71,66,71,64,60,7
109,92,90,92,109,112,94,112,98,89,94,97,3
96,81,82,78,91,100,79,73,101,47,126,133,2
63,92,56,107,37,122,131,34,135,44,140,133,2
79,66,70,63,79,80,60,70,60,67,58,69,7
112,94,92,94,117,119,90,115,97,84,91,91,3
32,139,42,135,37,119,136,34,136,44,135,135,2
37,131,52,109,40,119,136,37,115,44,131,113,2
30,150,42,150,30,130,150,29,143,44,146,142,2
37,124,52,98,84,101,126,40,94,44,120,109,2
108,86,87,90,103,105,87,106,87,92,87,87,3
73,60,63,60,70,72,58,67,58,64,54,61,7
88,72,75,68,73,75,65,79,62,68,57,57,7
73,60,63,57,70,72,62,67,58,68,57,54,7
115,94,97,94,106,114,91,111,91,88,88,85,3
34,140,44,140,34,119,139,31,135,46,143,135,2
88,69,70,65,79,82,72,77,61,71,63,63,7
115,94,92,94,111,115,88,107,88,88,92,92,3
31,142,44,146,31,136,128,31,139,48,129,137,2
106,87,88,87,102,106,88,107,88,88,92,87,3
111,87,88,87,111,115,88,107,88,88,92,92,3
106,91,92,91,111,120,88,112,96,88,83,83,3
66,54,64,50,62,67,49,54,52,55,50,46,5
62,54,64,61,66,67,52,64,59,55,54,62,7
69,61,64,54,69,74,63,68,56,63,62,58,7
69,61,68,72,81,90,56,71,67,63,58,62,7
81,68,64,61,69,71,63,79,67,71,75,79,7
103,85,84,85,95,100,83,99,79,82,81,81,4
31,135,46,135,31,133,137,32,146,46,144,144,2
45,103,50,128,31,139,112,45,129,49,118,103,2
36,121,46,125,34,118,121,34,112,46,114,111,2
34,125,50,128,51,113,125,34,121,49,118,122,2
107,85,88,88,103,113,92,107,87,90,96,92,3
107,92,92,88,112,113,87,107,87,90,89,85,3
79,70,71,70,75,79,67,75,62,63,59,55,7
83,70,68,67,75,79,67,75,58,59,55,59,7
71,59,68,59,68,71,62,75,62,63,55,63,7
99,79,84,79,83,93,81,96,78,83,79,75,4
51,108,44,137,32,139,74,56,144,71,79,120,2
34,125,48,125,34,123,118,34,118,49,116,116,2
91,79,75,71,79,85,70,79,63,63,60,57,7
113,92,95,96,118,122,94,112,98,93,90,83,3
113,96,86,89,96,104,86,99,75,78,80,76,3
29,133,46,125,32,112,139,32,120,44,133,122,2
34,111,49,111,37,117,116,40,113,44,119,111,2
34,122,49,118,34,117,116,37,116,50,115,111,2
79,81,86,85,109,108,83,95,90,82,76,83,3
104,89,86,85,109,117,90,108,90,97,94,94,3
109,89,90,92,113,112,90,112,90,93,94,94,3
87,74,74,66,79,80,68,77,57,57,51,48,5
63,59,63,55,67,69,57,63,53,60,55,58,7
67,55,63,55,75,76,53,60,57,57,58,58,7
40,113,49,113,37,110,119,37,111,50,105,102,2
37,113,52,109,70,101,94,79,76,68,61,68,2
112,90,92,90,108,119,87,106,76,84,79,76,3
99,83,79,75,84,86,73,84,65,72,65,65,7
66,57,63,64,70,72,58,71,65,60,65,68,7
115,94,97,94,115,114,94,106,76,80,78,74,3
34,136,44,136,34,124,139,31,135,43,132,125,2
37,111,47,111,40,110,105,43,91,68,70,63,2
31,142,44,142,31,131,132,29,139,48,137,141,2
34,139,44,139,31,125,143,31,135,48,129,129,2
81,65,72,65,69,71,70,79,63,75,71,75,7
34,121,50,121,36,118,121,34,125,46,122,122,2
29,135,46,125,34,113,116,40,83,63,74,70,2
34,114,50,103,51,100,83,64,62,66,59,59,2
29,129,48,116,42,109,133,32,129,52,105,83,2
83,75,71,75,64,85,70,83,74,75,72,75,7
34,122,49,125,34,117,109,40,120,53,101,101,2
34,129,56,100,56,88,83,66,57,60,55,51,7
71,55,66,63,79,84,57,77,64,67,62,62,7
83,74,66,70,60,84,75,77,72,70,73,73,7
29,133,49,89,46,80,127,32,72,50,104,94,2
40,89,52,63,46,76,113,45,72,47,94,80,5
77,60,67,64,77,90,62,75,58,68,57,61,7
30,146,42,135,30,119,140,29,115,47,113,109,2
45,72,52,72,42,82,94,40,83,47,87,87,2
97,80,82,80,92,101,79,98,79,92,92,88,3
37,133,53,119,56,101,87,73,54,64,56,59,7
67,55,63,55,67,74,54,69,57,64,56,56,7
79,58,74,65,79,82,61,77,61,68,56,59,7
49,73,50,87,37,105,113,37,102,43,117,96,2
111,91,97,91,115,120,88,107,88,97,87,87,3
69,57,68,57,73,74,56,71,56,67,54,54,7
73,57,64,57,73,78,56,71,59,67,58,58,7
77,57,68,57,73,74,56,71,59,67,58,67,7
37,120,47,113,37,106,107,31,107,44,100,104,2
107,88,92,92,112,122,87,111,87,95,89,89,3
71,56,64,59,71,75,58,72,54,63,59,59,7
71,59,68,56,71,75,58,72,58,66,59,59,7
75,74,64,78,64,87,79,68,79,78,74,78,5
71,74,64,78,71,87,79,68,71,66,78,74,5
71,74,68,74,75,83,71,72,67,66,70,70,5
71,70,71,88,75,83,67,68,67,66,66,66,5
75,88,71,70,75,83,67,72,67,63,66,66,5
42,96,50,96,36,104,116,40,100,43,125,122,2
31,114,43,114,29,108,104,32,112,43,107,103,2
72,58,67,54,72,70,55,71,55,63,57,60,7
72,67,71,67,68,81,70,71,66,63,72,68,5
75,71,63,92,37,100,63,79,78,71,64,72,4
113,89,99,92,113,122,94,117,90,93,87,87,3
71,55,63,55,67,66,53,66,57,60,55,58,7
71,55,66,55,71,73,57,70,57,67,58,62,7
75,59,70,66,79,88,68,81,60,74,62,62,7
108,86,87,83,95,97,80,88,69,80,72,68,7
77,60,71,64,81,79,58,75,62,64,57,57,7
81,64,71,68,81,79,69,79,62,76,65,68,7
84,68,75,75,95,105,73,92,76,76,76,76,7
73,75,67,75,70,86,76,75,76,80,83,83,5
77,68,71,60,66,75,65,75,65,72,76,72,4
81,83,59,113,32,101,76,79,115,76,79,98,2
115,97,97,94,115,114,94,115,91,92,96,88,3
115,94,93,90,111,114,91,111,91,92,92,88,3
84,69,67,55,67,70,68,69,54,68,52,56,7
92,80,74,73,84,97,76,85,76,80,78,78,7
79,94,53,115,34,105,79,66,113,71,81,103,2
69,57,64,57,77,74,56,75,59,67,58,58,7
69,57,68,57,73,74,56,71,56,63,58,54,7
77,68,68,61,73,74,67,83,70,71,67,67,4
66,98,50,113,34,102,81,61,110,75,83,108,2
34,113,50,113,37,106,121,45,78,48,112,75,2
49,94,60,79,77,94,70,83,63,67,67,62,4
116,96,101,96,116,122,96,116,96,99,100,96,3
112,92,92,88,103,104,83,99,79,86,85,81,4
107,85,84,85,103,108,87,107,87,90,89,81,4
107,85,88,85,99,104,87,107,79,82,81,70,4
75,52,68,56,75,79,54,72,58,66,59,59,7
83,63,71,70,83,83,67,83,67,66,63,66,7
91,74,76,74,91,100,71,83,71,66,70,70,7
36,114,46,121,31,104,112,37,121,46,107,107,2
95,79,84,79,107,109,81,100,89,87,83,86,4
79,62,67,50,68,70,66,75,55,67,57,57,7
68,54,67,54,72,77,55,75,59,67,57,60,7
72,54,67,54,75,74,59,79,63,67,60,60,7
79,67,71,67,83,89,63,79,66,67,64,64,7
32,121,44,125,29,113,107,32,129,52,101,105,2
109,89,90,85,109,104,90,108,90,93,97,87,4
104,85,86,81,100,108,86,103,83,89,87,87,4
113,92,90,89,100,100,90,103,72,82,80,73,4
83,66,74,66,75,76,68,81,57,70,62,58,7
75,55,66,59,75,80,57,73,60,63,58,62,7
79,59,66,59,75,80,60,73,57,67,62,62,7
75,59,66,59,79,76,57,81,60,67,62,58,7
79,59,66,63,75,76,60,73,60,70,58,55,7
79,63,70,63,79,88,64,77,64,63,62,65,7
29,129,46,122,43,92,98,63,64,74,73,73,2
117,98,96,94,112,114,83,88,65,64,54,61,3
84,64,71,68,81,82,65,79,62,72,65,65,7
73,57,67,60,77,86,62,75,58,68,57,57,7
73,60,63,60,73,72,58,75,55,68,54,57,7
77,60,67,60,77,82,58,71,62,64,61,65,7
77,60,63,60,77,79,62,75,58,64,65,65,7
70,94,56,113,34,93,76,67,101,72,76,72,2
88,73,67,65,79,82,68,81,65,71,63,70,7
79,62,67,62,71,78,61,77,57,68,59,59,7
71,62,63,62,75,78,61,77,65,64,67,63,7
67,62,63,62,71,74,57,73,57,68,59,59,7
84,76,70,94,43,97,76,85,72,68,63,70,4
56,83,63,73,84,89,72,94,76,80,78,78,4
73,54,64,57,69,74,59,75,59,67,58,58,7
69,57,64,57,69,74,59,75,59,67,62,62,7
77,65,64,65,77,82,63,75,67,67,71,75,7
107,88,84,85,99,108,83,103,83,82,81,81,4
79,67,68,63,75,75,62,79,58,66,66,63,7
83,70,76,78,91,96,71,79,67,66,59,52,7
87,74,71,70,91,87,71,87,71,74,74,74,4
83,67,79,87,107,113,59,71,63,67,57,60,7
91,75,75,75,91,93,74,87,74,75,72,75,4
75,62,67,62,83,85,63,79,63,67,60,64,7
79,62,67,62,75,81,63,75,70,63,83,83,7
116,100,75,100,116,128,100,113,100,71,98,98,1
87,71,75,71,91,93,74,83,70,75,72,68,4
75,59,66,59,75,80,64,81,64,67,65,65,7
100,81,82,78,91,96,79,99,75,82,80,76,4
91,74,78,70,91,96,75,91,75,78,76,76,4
91,74,66,66,79,80,72,81,68,67,65,80,7
91,81,74,92,113,117,86,112,101,74,101,101,1
100,89,66,85,87,96,90,91,75,63,87,83,1
73,64,67,60,73,82,80,88,62,76,72,65,7
77,64,63,68,66,93,65,60,83,60,76,87,5
108,98,67,98,112,124,101,111,97,68,98,98,1
92,73,70,62,79,85,72,89,61,76,74,70,4
88,76,67,65,88,97,65,69,79,76,74,78,7
75,62,67,65,71,82,61,69,68,64,67,70,5
56,90,60,87,60,93,79,55,72,56,78,70,5
102,94,74,101,115,119,98,115,98,68,99,99,1
88,65,67,62,71,74,61,73,57,68,59,59,7
94,76,80,79,102,102,74,91,70,67,67,67,4
69,68,76,79,94,102,74,95,67,75,71,62,7
115,98,64,98,115,125,103,116,103,67,100,100,1
68,67,60,70,57,79,58,54,50,66,41,33,5
116,99,64,96,116,122,100,111,96,66,100,100,1
116,96,68,103,112,128,100,111,100,70,100,100,1
75,59,64,63,75,75,62,72,58,66,63,55,7
75,59,68,59,71,75,58,68,62,63,55,55,7
71,59,68,59,75,75,62,75,62,66,59,59,7
72,67,63,67,68,85,63,49,66,59,72,64,5
99,83,79,75,72,77,85,100,74,79,83,68,3
61,67,67,62,79,85,74,63,63,52,64,60,5
111,92,71,96,107,123,92,113,96,67,98,98,1
79,62,67,58,75,74,63,79,59,67,64,64,7
79,63,66,63,79,80,68,84,64,63,65,65,7
100,81,82,85,100,104,83,99,83,82,83,83,3
56,55,56,59,60,76,53,60,68,50,69,76,5
91,68,63,34,51,62,69,63,44,57,39,46,5
60,64,52,68,54,82,69,53,73,53,68,65,5
112,101,71,101,112,124,101,115,97,64,102,102,1
67,80,60,80,56,85,79,66,76,68,81,74,5
53,69,53,76,56,82,72,52,65,53,59,59,5
53,76,50,73,53,82,68,52,57,56,59,63,5
79,65,60,83,111,114,79,106,98,68,96,96,1
85,65,64,61,77,86,70,83,67,71,67,62,7
77,65,64,65,81,78,67,79,67,63,62,67,7
49,46,53,57,55,78,52,54,63,55,58,58,5
111,98,68,98,111,125,96,112,99,71,100,100,1
73,61,64,57,69,74,63,68,56,63,54,54,7
83,63,64,67,79,83,67,79,62,74,70,66,7
103,85,80,85,103,108,87,107,87,82,89,89,3
112,99,68,96,112,122,96,107,100,66,96,100,1
91,71,79,71,91,93,74,87,70,79,68,72,4
79,71,75,71,87,89,66,75,74,67,72,75,7
107,92,79,87,107,113,81,104,89,79,83,86,3
83,62,55,46,54,67,81,79,44,75,68,49,5
54,58,55,58,54,70,59,53,59,59,68,75,5
54,62,55,67,54,81,63,56,78,63,83,83,5
107,96,71,100,111,123,92,104,100,63,94,98,1
107,96,71,96,111,118,96,104,100,63,98,101,1
68,54,63,58,64,67,55,67,55,59,60,60,7
87,70,78,70,87,92,72,88,72,78,73,73,4
79,66,63,63,83,84,68,81,64,70,65,62,7
60,59,56,55,56,69,57,54,60,60,69,80,5
56,59,52,59,53,69,60,54,68,63,90,87,5
56,59,52,59,53,76,64,57,75,67,87,87,5
53,59,52,63,56,73,75,60,83,82,90,94,5
109,96,63,96,109,122,98,112,94,63,94,90,1
113,96,63,96,109,122,94,108,94,63,90,94,1
109,96,63,96,109,117,94,103,90,63,94,94,1
109,96,66,96,104,122,98,108,98,63,101,97,1
