@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1,3,5-6,16,19-21,26,28,32,34,36-37'

@attribute Sp11 numeric
@attribute Sp13 numeric
@attribute Sp15 numeric
@attribute Sp16 numeric
@attribute Sp27 numeric
@attribute Sp31 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp38 numeric
@attribute Sp41 numeric
@attribute Sp45 numeric
@attribute Sp47 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
84,106,84,102,85,104,81,84,121,100,87,99,79,3
76,98,76,98,74,100,78,76,91,71,71,87,67,4
60,78,64,73,78,100,81,80,83,79,83,99,83,5
57,74,53,49,63,67,63,53,48,62,67,48,67,5
68,87,68,83,67,81,62,67,71,70,81,49,100,4
88,118,88,112,92,109,92,93,109,85,89,109,89,3
102,134,88,121,92,122,96,95,108,86,90,122,109,3
79,93,79,87,70,88,66,74,91,72,68,88,68,4
71,89,71,79,66,92,66,70,88,68,75,88,72,4
88,113,93,107,85,117,89,90,108,90,90,108,90,3
93,109,93,111,89,112,89,90,112,90,90,108,90,3
88,109,88,107,89,108,89,90,108,86,86,103,86,3
79,100,88,95,89,104,85,82,103,86,86,103,83,3
75,96,75,83,81,104,85,82,95,79,83,99,83,3
67,81,67,64,66,80,66,66,81,68,68,73,60,5
82,108,82,100,86,105,83,79,120,97,87,102,83,3
82,108,82,100,83,110,83,79,106,87,83,102,83,3
82,104,78,100,83,105,83,83,102,83,83,102,83,3
78,96,74,87,72,90,68,79,92,69,73,88,73,4
59,96,56,49,127,119,131,46,34,136,133,34,133,2
90,112,90,104,90,110,86,87,106,87,87,106,90,3
86,104,82,96,83,97,83,83,102,83,87,106,87,3
78,84,74,75,72,86,68,71,97,80,73,79,65,7
70,88,70,75,64,82,68,71,79,65,69,84,69,7
59,76,56,49,64,75,64,56,75,62,58,56,62,5
79,110,79,99,83,110,83,82,102,79,79,98,79,3
87,114,92,108,94,114,87,89,106,87,87,102,87,3
92,110,92,108,87,110,87,89,102,87,91,111,87,3
83,101,79,95,83,105,87,85,102,83,83,106,87,3
83,105,87,99,83,110,83,85,111,87,91,111,94,3
71,86,67,73,69,85,69,67,85,68,72,81,68,7
82,110,85,102,83,111,91,88,87,81,88,103,88,3
85,110,85,102,87,111,87,88,107,88,88,103,85,3
80,94,80,89,74,100,74,80,95,79,75,83,75,4
84,111,88,106,85,108,85,84,103,87,83,103,87,3
