@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2-4,6,15,20,23,25-26,33-37'

@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp14 numeric
@attribute Sp16 numeric
@attribute Sp26 numeric
@attribute Sp32 numeric
@attribute Sp35 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Sp48 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
85,90,76,94,87,70,91,71,75,67,75,96,79,4
94,102,83,102,104,85,118,79,99,84,99,109,87,3
111,115,87,106,118,88,108,88,107,93,103,109,87,3
102,102,83,98,104,81,104,88,107,79,99,100,79,3
106,106,87,106,113,85,108,88,103,84,103,104,83,3
102,111,83,98,104,81,96,84,99,79,99,100,83,3
83,87,67,79,85,62,81,70,83,66,79,88,66,4
99,104,85,103,109,87,100,86,109,86,104,108,89,3
103,108,81,99,104,79,100,90,109,86,104,104,85,3
103,113,85,99,109,83,100,86,100,82,100,108,81,3
99,100,81,91,100,83,100,82,96,82,96,100,81,3
87,96,74,75,100,79,96,82,96,82,96,104,81,3
79,100,81,95,104,83,100,82,100,86,100,112,85,3
91,100,78,83,93,71,85,86,100,78,83,84,70,7
79,83,67,79,81,67,81,70,79,66,71,80,66,7
54,71,63,51,70,67,70,59,53,49,40,69,66,5
87,93,67,87,92,66,92,75,84,75,91,97,75,4
107,109,87,107,112,89,108,92,108,92,108,110,86,3
91,92,70,91,97,72,90,78,92,78,88,97,73,4
87,92,70,87,93,68,93,82,92,78,84,93,69,4
100,108,85,104,105,86,105,74,92,85,102,110,83,3
109,112,85,109,114,90,110,93,111,89,106,114,87,3
109,112,89,109,110,86,114,93,106,93,106,114,87,3
104,108,85,109,105,90,110,89,111,89,106,114,90,3
109,112,89,109,110,90,110,89,102,89,106,114,90,3
91,97,72,91,93,69,97,80,89,80,94,94,72,4
60,110,98,45,119,136,124,44,34,44,31,120,139,2
32,119,131,34,124,133,119,44,34,47,31,131,139,2
108,110,90,108,114,87,110,88,106,92,111,115,91,3
103,110,86,99,110,87,110,92,111,88,106,115,91,3
108,110,86,108,114,87,114,88,111,88,106,115,87,3
103,105,79,103,105,87,105,84,98,80,98,98,79,3
125,135,104,130,136,105,125,88,121,88,116,122,96,3
130,129,101,120,136,102,111,92,116,84,107,113,85,3
102,105,83,102,102,79,102,80,99,80,99,100,74,3
88,93,73,92,90,68,94,71,79,56,54,108,103,4
37,119,136,34,131,135,131,46,34,43,31,128,132,2
111,110,87,106,115,91,115,88,107,88,107,113,85,3
106,114,87,106,111,87,111,88,112,84,103,113,88,3
102,110,83,111,115,94,120,88,112,88,103,113,85,3
106,114,87,106,120,91,106,88,103,88,107,113,88,3
125,131,102,125,128,99,122,93,116,88,111,113,92,3
125,136,109,125,128,99,122,88,111,88,103,109,87,3
81,94,72,69,104,114,133,48,37,44,37,128,137,2
49,111,109,40,133,143,133,44,37,44,32,139,154,2
111,115,91,111,118,88,113,93,111,84,107,109,92,3
102,115,87,102,113,81,91,84,99,71,79,77,62,3
116,122,96,107,109,87,104,90,113,86,113,112,89,3
34,118,132,51,128,125,104,46,34,49,37,117,125,2
107,113,88,112,118,96,118,90,113,95,113,117,96,3
112,118,92,103,118,87,109,95,113,86,104,108,85,3
121,128,104,116,127,96,117,92,122,92,112,119,90,3
99,100,75,99,96,81,96,83,95,71,73,101,90,4
34,128,129,34,127,133,127,42,32,46,32,124,139,2
29,139,150,27,138,151,138,42,30,42,30,130,142,2
29,134,141,32,138,140,127,42,30,46,32,124,131,2
79,89,71,79,84,70,92,63,66,71,77,86,64,7
118,122,96,109,119,90,114,93,120,89,115,119,90,3
109,117,89,109,119,94,119,93,115,89,115,114,94,3
96,96,78,91,101,101,119,47,37,44,31,129,140,2
53,108,107,37,130,135,124,44,31,44,34,124,136,2
32,122,136,40,124,131,110,44,34,44,37,119,126,2
