@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R10-11,16-17'

@attribute At10 numeric
@attribute At11 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
62,97,16,9
26,0,100,5
79,82,64,9
19,3,100,5
59,62,0,3
19,100,100,0
0,100,43,7
49,100,0,4
0,100,37,6
68,100,22,9
0,15,100,5
0,99,25,6
0,100,35,6
71,70,0,9
38,94,28,3
0,33,11,2
43,95,13,3
2,0,99,5
84,86,0,1
37,100,0,4
8,8,100,5
90,63,53,9
0,51,20,6
36,84,46,0
28,100,0,4
29,100,0,4
42,35,0,1
4,39,20,7
48,73,0,4
0,100,73,8
0,40,46,7
0,7,100,5
80,100,32,9
40,94,0,3
12,0,55,7
45,86,0,4
20,100,98,0
64,67,34,0
59,77,0,4
84,70,0,9
70,81,0,9
5,0,0,2
0,100,10,6
22,0,100,5
30,100,96,0
0,11,38,7
0,14,100,5
4,4,0,2
0,7,100,5
7,0,0,2
0,10,96,5
0,6,37,7
11,62,26,7
18,0,0,2
40,85,79,0
18,32,22,2
75,78,0,1
61,100,0,4
21,0,100,5
31,1,0,2
54,86,0,5
75,100,0,9
39,95,10,3
0,86,19,6
0,100,19,6
45,88,0,3
0,52,71,8
0,100,12,6
16,20,0,2
12,0,100,5
75,77,0,7
36,0,6,2
0,100,29,6
44,2,48,8
29,4,2,2
33,0,100,5
8,3,99,5
0,83,8,6
34,74,0,4
80,61,0,1
32,81,1,5
49,98,75,8
0,100,5,6
5,0,10,1
10,29,0,2
26,17,100,5
83,91,0,9
4,12,95,5
0,100,47,6
55,94,0,4
19,66,37,7
23,0,2,1
55,96,23,9
35,66,4,3
0,22,3,2
32,27,0,2
26,11,98,5
36,82,0,4
51,97,0,3
82,66,0,4
17,0,0,2
33,81,3,3
79,68,0,4
35,100,0,3
0,0,30,7
62,81,0,5
78,84,0,1
48,82,54,0
69,76,0,1
73,84,0,9
86,83,0,9
0,35,41,7
66,86,0,4
25,10,98,5
25,0,100,5
62,77,0,9
8,100,0,6
53,100,15,8
28,100,71,0
100,79,0,1
77,44,0,1
43,100,0,3
91,91,0,9
52,73,0,5
34,66,84,8
85,81,0,9
19,29,0,2
0,9,58,7
42,83,0,4
51,76,0,3
0,100,23,6
16,54,100,8
46,23,0,2
62,72,0,7
0,90,17,6
24,0,0,2
44,18,12,1
44,72,0,4
89,100,0,9
64,50,0,1
5,29,17,7
19,90,0,4
0,100,19,6
23,8,100,5
72,96,0,9
4,0,26,7
32,61,40,7
15,100,100,0
36,100,0,4
94,100,0,9
5,0,5,2
0,95,20,6
0,79,2,6
4,100,100,0
65,80,17,8
35,10,100,5
84,91,0,9
16,0,12,2
72,72,0,1
75,53,0,1
0,100,23,6
32,0,100,5
52,0,53,8
49,85,67,0
29,98,0,4
49,100,12,3
2,0,19,2
30,0,93,5
74,71,0,4
10,100,100,0
0,22,39,7
30,97,87,0
3,15,10,2
17,27,2,2
13,24,10,2
80,67,0,9
42,93,0,3
70,87,0,1
7,11,3,1
50,100,0,3
63,87,0,4
0,21,100,5
74,90,0,9
22,0,6,2
31,49,100,8
32,36,100,5
23,9,96,5
39,93,81,8
55,93,0,4
0,0,93,8
6,71,46,6
35,59,29,8
52,78,7,5
0,16,10,2
46,100,18,9
24,17,97,5
53,73,16,5
21,100,83,0
73,65,0,4
35,87,13,3
0,15,35,7
0,17,100,5
50,100,0,3
50,87,0,5
32,96,7,3
90,98,0,9
36,44,93,8
37,13,100,5
52,76,0,5
0,0,3,1
75,55,0,1
55,79,66,0
43,100,6,3
46,100,0,4
27,100,100,0
75,72,0,9
0,100,25,6
23,100,100,0
7,47,27,7
43,95,85,0
43,100,1,3
34,96,4,3
52,100,7,5
0,100,18,6
15,28,66,8
44,83,0,3
0,0,31,7
54,92,13,9
30,100,84,0
46,46,0,1
32,0,0,2
0,42,32,7
14,100,100,0
32,9,34,7
36,95,95,8
34,98,0,4
0,4,100,5
23,23,33,7
60,74,0,3
4,0,0,2
24,100,85,0
51,100,0,4
13,100,85,0
0,0,8,1
75,55,0,1
27,95,63,0
4,34,3,2
25,3,43,7
0,82,22,6
82,68,0,4
20,0,0,2
71,71,0,1
0,36,45,7
30,23,6,2
26,12,20,2
17,99,0,4
67,100,7,9
19,8,100,5
39,78,0,3
79,45,41,0
21,11,100,5
44,81,17,5
34,68,0,4
22,87,0,4
42,100,0,3
75,77,0,4
0,34,32,7
14,57,26,6
45,100,0,3
35,100,0,4
80,70,0,4
3,0,6,1
32,2,0,2
14,44,38,7
62,100,0,4
58,83,0,4
0,96,44,7
63,100,0,5
56,80,67,0
50,100,0,3
71,57,32,0
44,100,7,3
5,60,31,7
75,87,0,1
33,2,100,5
28,98,0,4
0,0,32,7
0,40,39,7
57,98,0,4
59,95,0,9
67,68,0,4
0,100,100,0
69,100,25,9
0,38,100,8
75,49,0,1
79,85,0,1
0,77,51,6
66,85,0,1
100,75,0,1
39,97,4,3
14,30,34,7
34,100,78,0
10,49,100,8
81,71,0,1
0,15,39,7
17,0,0,1
0,100,13,6
63,75,67,0
45,81,3,3
59,76,0,9
30,13,97,5
0,14,5,2
38,64,99,8
31,100,89,0
35,0,0,2
36,92,2,3
60,68,0,4
18,0,0,2
42,9,4,2
0,78,17,6
43,95,8,3
45,100,0,4
30,87,75,0
54,100,86,8
0,100,99,0
12,0,100,5
0,35,43,7
32,6,35,7
100,78,0,1
0,95,21,6
0,0,31,7
81,83,0,7
41,100,0,3
21,0,4,2
0,3,86,8
0,97,21,6
53,76,1,5
45,100,10,3
41,100,20,3
40,82,54,0
53,27,46,8
1,0,65,8
0,4,5,2
0,100,15,6
62,75,0,1
51,37,0,2
0,15,5,2
63,80,7,9
10,41,0,2
0,100,21,6
0,0,4,2
9,52,100,8
53,100,1,5
52,100,0,4
0,100,100,0
75,79,0,1
36,18,5,2
0,100,42,7
0,0,11,1
51,97,11,9
41,100,0,4
0,24,36,7
24,50,100,8
20,20,0,2
25,0,9,2
73,73,0,1
41,55,0,1
14,34,0,2
49,25,0,1
26,100,8,3
30,61,86,8
48,93,0,4
0,0,38,8
49,100,36,5
83,100,0,9
88,50,0,1
75,67,0,1
9,0,1,2
22,20,25,2
0,0,76,8
30,82,16,3
34,100,4,3
34,92,4,3
8,7,100,5
0,0,43,7
45,0,48,8
77,100,0,9
19,10,0,2
0,100,11,6
51,68,0,3
14,11,0,2
59,100,9,9
76,93,0,9
37,0,1,2
17,12,3,2
47,100,0,3
79,33,0,7
34,100,0,4
0,22,47,7
36,51,31,8
18,0,0,2
0,100,6,6
10,100,0,1
65,82,7,5
59,86,0,9
96,71,0,4
78,100,0,9
17,100,76,0
89,56,0,4
39,95,6,3
0,0,17,1
28,80,21,3
15,100,0,4
71,86,0,7
46,94,79,0
25,45,4,1
71,51,0,1
27,5,97,5
6,47,38,7
1,100,0,6
0,5,45,7
6,0,2,2
58,95,13,9
0,5,47,7
0,100,10,6
65,72,0,1
37,100,0,3
28,73,0,4
48,93,3,3
0,0,10,1
50,100,0,3
50,100,19,5
63,93,0,5
26,100,84,0
68,59,0,4
43,0,0,1
13,0,0,2
24,0,0,2
12,42,100,8
85,87,0,9
62,98,5,9
61,60,29,0
52,98,0,3
0,100,28,6
40,90,3,5
0,100,100,0
0,100,9,6
22,34,37,7
76,86,0,1
74,91,9,9
61,67,0,3
7,0,0,2
0,100,21,6
80,95,0,9
41,100,5,3
34,0,96,5
11,100,9,1
4,9,2,1
58,71,0,3
0,5,99,8
65,66,0,7
31,100,0,4
68,78,0,1
48,91,0,3
6,0,0,2
44,16,100,5
24,4,6,2
48,100,20,3
37,12,100,5
0,14,38,7
64,60,0,4
68,45,0,1
79,83,0,1
39,50,100,8
50,100,16,9
0,0,9,2
35,100,0,4
7,49,100,8
0,2,36,7
7,0,0,2
16,12,96,5
32,100,73,0
26,100,84,0
0,0,76,8
28,0,100,5
0,100,23,6
0,5,98,8
34,92,69,0
57,79,0,1
60,100,0,9
79,96,0,9
0,35,32,7
15,0,0,2
0,36,42,7
19,40,5,1
0,18,95,5
25,68,100,8
0,76,10,6
38,100,1,3
80,85,0,1
72,59,0,4
6,30,66,8
37,78,49,0
0,100,61,6
30,93,0,4
13,7,73,8
31,100,49,0
19,0,12,2
0,100,27,6
87,81,0,4
0,0,2,1
45,98,0,4
70,33,0,7
0,3,100,5
0,100,10,6
16,100,82,0
32,24,15,2
48,87,7,3
35,77,80,8
65,61,30,0
23,25,20,6
0,16,49,7
0,29,35,7
43,95,0,3
2,67,22,6
18,2,5,1
43,56,0,4
35,84,78,0
43,10,27,8
2,0,100,5
25,23,44,7
22,100,97,0
1,4,62,8
66,64,28,0
62,92,0,9
78,57,29,0
0,3,90,8
5,34,7,2
0,43,39,7
0,100,16,6
73,15,2,0
0,2,49,7
8,0,5,1
19,17,100,5
36,100,0,4
0,6,85,8
0,16,94,5
84,98,0,9
7,100,95,0
76,58,0,1
66,67,35,0
63,57,0,5
51,90,19,9
0,27,31,7
70,91,0,5
66,76,0,1
34,7,41,7
27,75,18,3
62,81,0,5
31,52,43,7
31,0,0,2
24,97,0,4
0,21,32,7
1,0,2,1
44,95,0,3
15,28,0,2
0,0,92,8
60,66,0,1
16,0,0,2
0,19,100,5
52,68,0,1
75,78,0,7
41,100,0,4
51,33,0,2
82,75,0,4
52,100,0,3
47,100,8,3
38,94,0,4
45,99,1,3
18,19,11,2
67,97,0,4
29,18,100,5
0,0,15,1
30,72,50,8
71,53,31,0
46,100,0,3
45,100,0,4
34,0,97,5
100,78,0,1
0,24,32,7
79,68,0,1
12,0,100,5
37,98,1,3
69,47,0,1
8,100,0,4
10,44,22,6
71,48,0,1
0,2,41,7
34,100,0,4
63,83,75,0
49,0,66,8
15,6,0,2
0,11,31,7
52,88,0,4
0,93,16,6
26,45,2,1
75,87,0,1
24,0,8,2
70,99,0,9
75,85,0,1
40,100,0,4
0,12,93,8
75,70,0,1
34,100,0,4
51,87,5,3
0,27,43,7
0,26,25,7
0,0,75,8
20,100,99,0
10,0,2,2
11,100,0,4
0,100,37,6
10,0,8,1
45,97,0,4
47,100,9,3
0,0,6,2
0,11,46,7
0,19,100,5
42,100,74,8
51,100,28,8
41,88,0,4
34,88,65,0
34,100,0,4
16,28,0,2
45,30,54,8
64,68,0,1
16,0,0,2
26,0,3,2
0,0,80,8
0,100,24,6
0,0,93,8
32,30,100,5
12,42,42,7
19,27,27,6
5,87,18,6
20,0,0,2
28,5,100,5
0,2,62,7
38,55,0,4
35,100,0,4
69,72,0,9
0,83,49,6
59,100,29,9
36,55,85,8
0,29,56,7
50,100,14,9
14,0,0,2
54,94,0,3
37,27,0,2
0,61,83,8
69,100,0,5
10,100,93,0
0,11,87,8
36,100,0,4
36,90,71,0
31,13,100,5
73,77,0,1
46,7,0,1
0,100,38,6
3,50,8,6
31,22,3,2
37,93,1,3
3,45,12,6
0,89,9,6
44,100,0,3
9,0,100,5
47,100,7,9
50,100,0,9
16,0,0,2
60,20,0,1
3,32,0,2
0,94,31,6
10,39,97,8
0,9,100,5
31,0,2,2
38,62,39,8
65,95,0,4
0,100,25,6
53,95,5,9
0,0,0,2
58,100,0,5
49,70,0,5
19,0,1,1
70,64,0,4
37,100,0,4
34,100,15,3
6,0,1,1
9,100,84,0
50,78,0,3
0,97,35,6
42,99,14,3
11,55,32,7
54,71,57,0
21,62,45,7
6,100,96,0
28,100,92,0
0,80,18,6
66,83,9,9
100,78,0,9
44,100,0,4
31,13,29,7
34,90,83,0
0,0,40,7
30,100,0,4
54,100,10,9
53,100,0,3
39,100,0,4
48,100,17,3
42,28,2,2
2,100,0,6
11,32,40,7
79,71,0,7
34,100,77,0
14,0,5,1
9,28,27,7
32,56,100,8
62,100,16,5
11,0,9,1
35,33,0,1
74,100,0,9
44,89,20,3
43,14,0,1
38,89,19,3
0,0,32,7
58,66,0,5
21,77,22,3
29,76,7,3
63,75,65,0
54,50,0,2
0,86,90,0
65,97,0,4
50,100,0,9
0,100,21,6
23,12,93,5
43,67,0,3
4,71,41,6
0,100,33,6
67,91,0,4
64,87,0,9
0,95,100,0
0,100,22,6
30,77,3,3
7,21,42,7
54,98,0,4
18,33,18,2
0,0,75,8
44,76,0,5
0,77,79,0
39,100,0,4
0,53,34,7
0,71,34,6
59,92,0,5
69,91,0,5
28,20,3,1
11,57,68,0
0,0,89,8
9,12,100,5
0,0,60,7
0,31,48,7
33,0,1,2
45,100,75,0
24,54,100,8
71,100,13,9
4,0,0,2
0,27,56,7
18,100,96,0
0,16,92,8
25,2,8,1
42,77,0,3
77,61,0,7
0,0,100,5
32,96,0,4
52,17,0,1
34,65,10,1
41,78,0,4
0,0,40,7
42,93,7,3
75,67,0,1
13,69,30,6
56,93,0,4
20,0,100,5
0,100,25,6
35,51,90,8
36,78,19,3
32,100,78,0
72,100,0,9
93,87,0,7
32,4,3,1
0,0,98,8
50,82,34,0
0,0,95,8
16,100,99,0
0,8,11,1
67,100,0,9
0,0,37,7
29,100,91,0
10,7,81,5
33,55,45,8
36,96,80,0
0,0,27,7
28,25,2,2
48,100,0,3
10,93,96,0
22,28,100,8
0,94,98,0
45,74,0,5
21,34,19,2
0,24,89,8
0,100,21,6
36,91,85,8
47,24,0,1
71,100,0,9
36,83,82,8
24,37,14,2
73,50,0,7
24,0,0,2
54,100,0,4
0,40,11,6
0,18,2,2
77,52,0,1
25,25,4,2
31,83,25,3
0,4,37,7
0,52,28,6
39,100,0,4
10,100,90,0
2,0,6,1
52,93,0,5
26,0,7,1
29,100,74,0
38,90,7,3
40,88,1,5
29,55,100,8
52,58,0,5
0,100,47,6
0,2,53,7
0,82,16,6
0,42,35,7
42,23,1,2
41,95,88,0
0,0,100,5
27,4,1,1
37,10,100,5
44,83,15,3
0,100,49,6
0,18,38,2
4,100,83,0
14,35,29,6
37,74,11,3
0,0,86,8
58,100,0,4
41,94,84,0
57,85,56,0
12,4,12,2
38,94,3,3
0,0,75,8
44,33,0,2
9,15,5,2
9,100,100,0
52,74,51,0
49,100,9,3
25,0,0,1
49,100,13,3
19,0,3,2
56,89,2,9
11,42,20,6
75,90,0,4
10,0,0,1
50,98,23,3
0,88,24,6
4,60,24,6
91,72,0,1
16,21,17,2
8,100,95,0
0,100,25,6
42,63,16,5
28,90,0,4
43,100,0,4
5,84,24,6
12,0,0,1
0,0,60,8
2,5,0,1
0,76,23,6
28,64,97,8
0,0,100,5
49,0,0,1
85,63,0,4
24,0,0,2
38,100,70,0
37,65,100,8
62,63,0,4
33,48,100,8
38,87,0,4
17,0,0,2
29,49,98,8
5,47,14,6
7,66,28,7
4,29,100,8
34,5,98,5
75,75,0,1
0,100,25,6
79,43,0,4
0,91,94,0
24,16,3,1
27,93,99,8
56,70,0,5
0,0,57,8
45,10,0,1
33,6,2,2
0,0,37,7
82,70,0,1
38,98,73,8
75,50,0,1
25,39,94,8
41,100,0,4
36,9,0,2
0,49,100,8
32,38,87,8
48,74,0,4
60,100,5,5
11,100,91,0
75,96,19,9
42,75,1,5
47,44,0,2
43,99,1,5
0,0,94,8
29,100,72,0
23,28,16,2
4,26,40,7
73,100,0,9
49,76,0,4
37,87,0,4
0,64,13,6
0,77,37,6
15,100,100,0
46,95,15,3
30,0,100,5
38,64,8,5
60,58,0,1
42,100,0,3
3,0,0,1
0,92,17,6
77,100,0,9
13,38,99,8
77,100,0,9
14,100,82,0
42,82,56,0
4,0,57,8
49,100,4,3
53,51,0,4
0,100,20,6
0,0,57,8
24,44,100,8
15,100,100,0
0,17,54,7
44,88,0,9
44,91,0,4
60,42,0,1
28,63,0,4
38,100,0,4
75,64,0,1
35,13,2,2
0,37,53,7
46,12,0,2
34,93,13,3
0,91,41,6
0,5,9,2
17,0,0,1
20,35,34,6
33,21,2,2
0,87,37,6
25,9,4,1
66,100,0,9
0,0,42,7
0,77,36,6
59,69,0,4
40,100,74,0
34,64,89,8
0,11,84,8
12,32,29,6
0,11,98,8
72,55,0,7
76,67,0,1
1,66,79,0
53,94,0,9
36,23,33,7
7,38,34,7
86,50,0,4
11,46,19,7
70,76,0,4
55,100,0,9
0,6,45,7
6,100,90,0
0,94,100,0
79,76,0,1
54,100,0,4
60,80,0,4
35,53,98,8
23,3,19,2
15,55,76,0
5,81,19,6
32,91,81,0
29,79,17,3
36,92,0,4
45,87,64,0
18,100,93,0
58,73,0,4
18,100,96,0
73,90,0,9
11,41,45,6
3,60,32,6
79,100,23,9
72,87,6,9
81,90,10,9
81,100,6,9
49,95,15,3
0,11,100,8
77,89,11,9
6,100,95,0
83,74,0,7
66,93,1,9
76,100,6,9
0,0,58,8
23,100,73,0
78,93,1,9
2,33,79,8
76,98,0,9
72,84,1,9
48,92,73,0
0,100,40,6
74,100,9,9
58,87,1,9
0,0,97,8
0,0,86,8
50,92,5,3
21,100,83,0
0,100,37,6
0,0,71,8
62,100,0,9
73,94,0,9
55,91,0,9
73,95,0,9
69,91,26,9
0,0,96,8
59,77,0,9
0,0,16,7
0,76,22,6
56,100,0,9
92,92,0,9
75,87,2,9
10,100,99,0
82,42,15,0
53,92,0,9
0,6,43,7
26,100,89,0
0,0,35,7
0,93,40,6
0,85,30,6
34,49,95,8
0,47,28,7
60,85,1,9
46,74,58,0
0,100,42,6
48,100,0,3
23,76,13,3
35,56,43,7
35,86,16,3
35,69,91,8
40,100,0,3
10,100,97,0
1,67,32,6
44,88,0,3
0,6,34,7
58,83,0,9
71,96,6,9
