@relation penbased

@attribute At5 numeric
@attribute At7 numeric
@attribute At8 numeric
@attribute At11 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,27,0,100,70,0
0,5,14,100,100,0
0,12,0,100,90,0
3,50,0,100,90,0
0,34,0,100,100,0
41,81,7,78,77,0
0,26,0,100,100,0
23,70,3,82,54,0
0,18,0,100,75,0
49,86,18,86,77,0
1,50,0,100,80,0
23,0,29,69,90,0
16,0,27,93,89,0
41,77,31,67,20,0
0,32,0,100,99,0
7,39,0,100,95,0
28,78,14,71,64,0
0,43,0,100,76,0
35,78,0,85,88,0
13,67,0,100,76,0
0,6,0,100,74,0
19,0,36,67,67,0
0,13,0,99,89,0
0,36,0,100,69,0
0,31,0,100,100,0
35,84,19,65,24,0
0,31,0,100,100,0
0,8,31,86,96,0
0,45,0,100,88,0
33,73,19,98,83,0
0,27,0,100,89,0
39,81,20,75,65,0
0,9,0,100,92,0
29,72,0,80,65,0
31,74,0,87,87,0
9,0,31,78,85,0
10,50,0,100,96,0
51,96,21,72,55,0
26,69,9,97,87,0
33,0,36,100,85,0
0,35,0,100,100,0
0,36,0,100,100,0
7,56,0,100,84,0
29,74,10,94,84,0
52,91,21,74,65,0
0,31,0,100,90,0
0,8,22,100,92,0
31,78,15,87,67,0
18,76,0,71,5,0
1,0,57,100,7,0
48,85,24,83,75,0
0,26,0,100,100,0
1,57,0,98,72,0
6,53,0,100,90,0
22,66,0,91,76,0
0,34,0,100,100,0
1,40,0,100,81,0
5,50,0,100,88,0
0,41,0,100,100,0
0,61,9,100,65,0
46,89,20,78,55,0
13,63,9,100,77,0
16,63,0,100,89,0
34,87,3,70,49,0
49,11,74,35,57,0
14,70,0,91,59,0
0,50,0,100,49,0
22,68,0,83,57,0
0,29,0,100,85,0
69,100,38,44,22,0
41,83,9,70,51,0
8,60,0,100,78,0
0,16,0,91,96,0
37,77,12,77,78,0
1,45,0,100,76,0
0,41,0,100,80,0
87,100,50,41,46,0
15,71,11,96,67,0
0,54,0,86,56,0
45,80,14,86,83,0
35,76,0,80,88,0
18,70,8,95,88,0
16,70,3,92,73,0
0,3,15,94,97,0
0,22,0,100,91,0
19,100,41,0,13,0
0,33,0,100,89,0
0,15,0,99,100,0
0,32,0,100,100,0
8,59,0,97,53,0
66,100,31,59,59,0
5,55,0,100,84,0
0,33,0,100,97,0
0,28,0,100,97,0
22,77,17,85,56,0
33,80,9,64,20,0
26,85,1,74,58,0
8,0,23,88,100,0
52,93,30,62,22,0
19,60,1,100,79,0
39,84,8,75,59,0
22,66,0,78,51,0
0,34,0,100,83,0
37,89,21,73,43,0
0,20,0,100,88,0
19,67,1,93,89,0
0,50,0,100,64,0
35,83,11,72,52,0
22,76,0,87,64,0
38,84,10,75,60,0
24,71,0,91,77,0
0,31,0,100,86,0
0,15,5,97,96,0
17,67,0,91,86,0
15,60,0,96,92,0
16,69,8,93,75,0
18,0,35,77,88,0
52,92,15,72,62,0
0,33,0,100,91,0
22,58,0,100,89,0
0,40,0,100,88,0
0,40,0,100,67,0
38,90,4,72,62,0
9,58,0,100,87,0
0,5,0,100,67,0
0,53,0,95,62,0
54,99,38,48,4,0
0,41,0,100,89,0
22,72,10,93,82,0
0,45,0,100,66,0
0,38,0,100,84,0
0,26,0,100,88,0
0,51,0,100,77,0
0,22,1,100,92,0
16,64,0,94,90,0
0,33,0,100,88,0
4,52,0,100,89,0
39,85,11,74,66,0
40,86,12,80,67,0
26,65,0,92,79,0
15,65,0,92,63,0
7,44,0,100,96,0
0,33,0,100,100,0
34,84,19,66,25,0
0,43,0,100,89,0
0,25,0,100,94,0
0,49,0,100,86,0
56,100,29,59,55,0
0,12,13,100,88,0
0,3,0,100,96,0
2,52,0,100,83,0
6,49,0,100,73,0
0,24,0,100,89,0
0,41,0,100,77,0
36,77,1,82,86,0
0,10,19,94,94,0
23,0,22,100,73,0
0,29,0,100,79,0
28,74,0,86,80,0
32,77,1,79,65,0
0,36,0,100,94,0
18,73,7,93,67,0
12,62,0,100,78,0
19,68,0,92,78,0
7,51,0,100,88,0
29,69,0,90,94,0
19,66,0,97,81,0
21,71,1,87,71,0
0,6,22,97,95,0
57,100,22,54,39,0
0,57,0,100,69,0
20,70,12,87,43,0
1,49,0,100,90,0
24,69,0,91,79,0
16,62,1,100,94,0
13,63,0,100,80,0
13,66,10,100,78,0
40,78,27,90,84,0
12,62,0,97,53,0
0,18,0,100,88,0
2,63,0,71,20,0
11,71,4,56,11,0
0,32,0,100,85,0
0,25,9,100,71,0
0,24,0,100,100,0
58,90,27,80,75,0
0,15,0,92,100,0
26,100,43,13,11,0
10,61,3,100,83,0
39,83,0,83,71,0
14,60,0,96,73,0
0,34,0,100,73,0
0,41,0,100,87,0
0,44,0,100,84,0
12,62,0,94,72,0
0,18,8,100,100,0
15,68,0,99,90,0
0,16,7,100,100,0
12,63,0,100,79,0
0,23,0,100,85,0
0,6,0,97,100,0
0,7,5,91,100,0
62,100,22,61,57,0
0,27,0,100,100,0
27,76,0,84,69,0
5,38,0,98,60,0
0,19,0,100,93,0
4,54,0,100,71,0
48,100,24,53,31,0
11,65,5,97,69,0
0,23,0,100,100,0
1,46,0,100,84,0
25,73,0,85,84,0
17,0,28,81,88,0
0,27,0,100,100,0
14,59,0,98,91,0
24,67,14,100,71,0
34,79,17,81,68,0
23,72,0,87,83,0
1,52,0,100,77,0
19,76,3,99,73,0
8,62,0,82,54,0
5,50,0,100,75,0
55,89,24,72,39,0
6,71,5,77,32,0
0,25,0,100,100,0
0,23,3,100,89,0
8,0,21,75,79,0
0,12,9,100,93,0
11,60,0,100,92,0
10,0,8,100,100,0
25,77,9,76,53,0
