@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R9,11,16-17'

@attribute At9 numeric
@attribute At11 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
100,73,0,4
81,100,0,9
100,99,13,3
51,0,0,2
100,86,80,0
67,43,0,7
100,90,12,3
0,1,0,2
53,92,0,4
34,6,46,7
5,54,100,8
53,100,4,6
0,6,97,5
70,83,0,1
86,66,0,7
49,0,42,7
100,89,0,9
26,8,33,7
66,100,0,4
0,36,28,6
60,45,0,7
0,13,100,5
41,20,46,7
100,96,0,9
59,28,2,2
100,77,0,9
100,91,14,3
100,95,23,6
0,74,0,9
80,68,0,7
79,100,22,3
78,66,12,9
16,66,47,6
100,77,0,4
23,63,0,5
54,61,1,5
87,42,79,8
32,5,46,7
75,53,0,1
44,100,8,6
85,100,0,3
14,17,100,5
98,94,0,9
17,78,12,6
29,0,93,8
41,0,32,7
65,0,77,8
81,100,5,3
77,60,0,7
24,17,46,7
27,85,0,5
42,0,70,8
100,66,0,4
86,100,100,0
100,90,0,4
0,42,100,8
84,90,5,3
93,69,0,7
0,44,100,8
46,81,90,8
0,15,96,5
99,100,20,9
76,90,24,5
82,89,0,9
88,66,0,4
58,100,88,8
72,100,0,3
61,100,15,3
13,20,0,1
48,0,3,2
65,53,0,1
89,40,64,9
68,100,11,3
49,100,0,3
15,0,52,7
88,100,44,0
77,61,0,1
0,0,92,5
30,0,6,1
47,0,4,2
16,16,0,2
77,100,100,0
88,89,6,1
72,87,2,1
59,100,45,7
79,100,11,3
80,100,8,9
0,62,95,8
19,11,11,2
94,79,0,1
41,0,0,1
51,100,22,6
86,68,0,9
14,9,0,2
0,0,0,2
84,68,0,1
58,44,36,7
0,11,0,2
100,75,5,3
0,46,100,8
14,0,99,5
71,59,42,7
100,63,0,4
100,65,24,0
0,14,0,2
34,0,0,2
66,62,5,9
90,100,98,0
62,96,4,3
0,8,100,5
78,56,0,1
1,15,0,2
79,0,86,8
24,93,25,6
60,100,0,4
32,0,0,2
77,100,10,6
0,2,96,5
79,75,12,9
29,73,22,6
28,73,95,8
65,70,0,1
76,100,5,3
23,0,89,8
70,44,22,0
100,78,0,7
11,23,0,2
53,100,97,0
76,100,38,7
100,58,0,4
35,100,84,8
22,0,64,8
79,59,0,7
