@relation penbased

@attribute At7 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
25,1,68,100,0
29,0,70,97,0
27,0,77,98,0
28,0,71,89,0
76,15,100,25,0
83,9,100,51,0
23,0,72,85,0
68,0,100,78,0
67,0,96,76,0
42,0,92,78,0
100,36,70,0,0
53,0,95,90,0
10,9,62,100,0
82,11,100,49,0
66,0,100,51,0
40,0,79,73,0
65,5,100,69,0
15,1,80,89,0
71,0,100,77,0
39,0,78,100,0
67,1,100,73,0
93,17,100,67,0
72,10,100,82,0
85,26,100,43,0
95,21,100,48,0
56,0,100,70,0
74,0,100,80,0
60,0,100,92,0
54,0,100,56,0
38,0,88,84,0
0,62,0,66,0
31,0,74,95,0
81,12,100,57,0
80,15,100,53,0
100,25,96,42,0
90,27,100,75,0
46,0,95,83,0
73,11,100,74,0
43,0,100,89,0
41,0,82,92,0
78,7,100,65,0
0,56,1,67,0
72,24,100,71,0
59,0,100,67,0
61,25,100,44,0
75,12,100,60,0
57,0,98,69,0
30,0,82,100,0
11,69,60,0,0
1,0,60,72,0
69,0,100,69,0
89,9,100,66,0
50,0,89,96,0
53,0,88,92,0
11,0,58,96,0
50,0,93,60,0
0,18,42,85,0
20,7,66,100,0
0,27,40,89,0
89,11,100,64,0
0,8,58,100,0
81,18,100,75,0
77,31,100,20,0
54,1,88,91,0
67,12,100,70,0
87,23,100,57,0
28,0,81,81,0
58,0,100,81,0
13,0,78,81,0
28,0,77,97,0
100,49,70,22,0
92,18,100,42,0
67,0,100,75,0
49,0,96,88,0
14,4,69,99,0
100,59,100,12,0
77,12,100,80,0
30,0,70,90,0
54,0,92,95,0
0,36,19,67,0
47,0,82,99,0
8,16,61,100,0
58,0,92,96,0
71,0,100,28,0
48,0,92,98,0
41,0,89,94,0
59,0,98,76,0
23,0,71,100,0
80,9,100,20,0
3,15,51,97,0
60,0,100,73,0
17,4,62,66,0
36,0,82,100,0
77,9,100,53,0
55,0,98,84,0
60,0,100,83,0
35,0,78,100,0
51,0,90,88,0
23,1,71,98,0
30,0,81,88,0
69,9,100,87,0
56,0,100,77,0
9,0,71,95,0
66,0,100,69,0
6,0,58,100,0
43,0,82,100,0
74,12,100,33,0
62,0,100,72,0
32,0,76,85,0
37,0,77,92,0
52,9,100,25,0
50,0,86,100,0
43,0,87,96,0
49,6,88,44,0
61,0,100,86,0
61,0,100,36,0
0,2,42,100,0
67,6,100,65,0
100,43,95,28,0
76,8,100,69,0
24,0,78,100,0
24,0,74,60,0
14,6,66,78,0
92,15,100,62,0
13,0,46,95,0
75,12,100,67,0
62,0,100,49,0
15,1,62,100,0
42,0,85,75,0
40,0,87,80,0
28,0,68,86,0
73,19,100,83,0
0,57,38,7,0
46,0,82,76,0
60,1,93,79,0
86,0,100,62,0
22,0,70,76,0
67,0,100,82,0
69,0,100,80,0
100,29,92,66,0
100,8,98,78,0
26,0,77,100,0
6,22,53,95,0
33,0,88,88,0
72,0,100,75,0
23,0,70,100,0
66,0,100,51,0
74,16,100,68,0
100,34,99,38,0
46,0,79,97,0
30,0,66,93,0
0,32,39,84,0
3,24,46,97,0
36,0,85,74,0
40,0,85,87,0
65,6,99,81,0
68,4,100,50,0
49,0,88,92,0
50,0,94,90,0
73,1,100,52,0
61,9,95,70,0
39,0,88,100,0
66,0,100,66,0
2,6,48,80,0
100,60,81,0,0
62,0,100,67,0
67,8,100,82,0
66,0,100,83,0
84,0,100,56,0
83,23,100,53,0
45,0,97,88,0
31,0,79,100,0
71,3,100,69,0
43,0,91,76,0
71,4,100,76,0
36,0,79,100,0
0,28,36,88,0
74,10,100,36,0
32,0,73,85,0
54,0,88,100,0
53,0,98,60,0
58,6,88,100,0
51,0,96,55,0
50,0,95,86,0
58,0,90,100,0
26,0,74,99,0
82,0,100,58,0
34,0,77,100,0
67,8,100,67,0
79,13,100,28,0
86,4,100,30,0
52,0,92,83,0
63,0,100,25,0
68,0,100,93,0
52,0,100,7,0
71,23,100,0,0
29,0,75,79,0
68,0,100,68,0
100,58,65,0,0
24,2,73,100,0
77,6,100,67,0
62,0,100,75,0
0,22,57,73,0
45,0,97,66,0
64,0,100,90,0
15,0,75,91,0
100,26,94,64,0
57,0,100,72,0
41,0,81,77,0
69,4,100,39,0
66,0,100,75,0
84,16,100,15,0
73,10,100,71,0
47,0,90,98,0
74,2,100,73,0
24,0,77,100,0
41,0,87,74,0
89,24,100,39,0
52,0,100,89,0
0,24,48,81,0
91,20,100,41,0
13,0,69,68,0
67,8,100,68,0
86,25,100,45,0
5,0,61,67,0
74,15,100,26,0
26,0,73,100,0
28,0,69,90,0
7,13,57,100,0
61,0,100,83,0
66,0,100,81,0
71,8,100,66,0
39,0,87,100,0
25,0,73,93,0
25,0,76,80,0
83,0,100,80,0
53,0,100,88,0
44,0,89,96,0
100,31,96,59,0
6,0,62,100,0
8,0,82,8,0
47,0,91,100,0
41,0,80,94,0
24,0,76,98,0
35,0,84,100,0
35,0,84,95,0
57,0,100,100,0
100,29,97,55,0
32,0,76,98,0
58,0,89,89,0
77,0,100,71,0
51,0,87,77,0
42,0,84,100,0
19,6,69,98,0
64,0,100,87,0
52,0,96,87,0
41,0,87,100,0
37,0,87,85,0
66,0,100,78,0
79,23,100,44,0
62,0,100,83,0
87,3,100,49,0
73,10,100,73,0
86,0,100,76,0
10,10,60,90,0
90,13,100,61,0
76,5,100,7,0
78,27,100,84,0
29,0,83,100,0
8,22,57,92,0
76,0,100,5,0
66,0,100,93,0
79,8,100,84,0
92,20,100,24,0
87,12,100,72,0
75,19,100,62,0
80,5,100,50,0
89,17,100,62,0
60,12,90,80,0
83,0,100,71,0
0,13,46,95,0
73,11,100,62,0
15,16,62,94,0
6,0,63,74,0
8,4,59,69,0
12,11,64,99,0
16,0,58,96,0
69,8,100,75,0
66,0,100,30,0
77,7,100,76,0
71,5,100,32,0
18,0,82,69,0
24,87,0,36,0
100,58,59,74,0
77,10,100,63,0
90,31,100,63,0
53,0,92,96,0
25,0,78,100,0
64,0,98,85,0
81,8,100,61,0
72,0,100,92,0
43,0,85,86,0
30,1,87,85,0
91,17,100,42,0
15,0,64,100,0
2,22,47,97,0
51,0,91,100,0
78,9,100,55,0
60,0,100,76,0
72,0,100,69,0
62,1,95,94,0
93,18,100,57,0
70,12,100,43,0
51,0,93,84,0
22,0,73,91,0
36,0,81,63,0
50,0,95,64,0
86,19,100,73,0
73,0,100,84,0
16,7,64,100,0
100,54,61,21,0
84,19,100,25,0
70,0,100,59,0
65,0,99,85,0
53,0,94,83,0
75,10,100,82,0
74,4,98,71,0
44,0,92,84,0
95,30,100,61,0
63,0,100,57,0
49,0,100,57,0
63,0,100,86,0
21,0,73,100,0
41,0,87,89,0
54,0,95,82,0
47,0,99,85,0
68,1,98,90,0
54,0,96,86,0
43,0,84,68,0
18,0,75,88,0
61,0,100,76,0
99,20,100,60,0
63,0,100,74,0
57,10,97,59,0
58,0,100,89,0
52,0,98,85,0
56,0,100,61,0
62,0,100,77,0
66,0,100,47,0
38,0,80,100,0
55,0,97,68,0
80,0,100,91,0
84,0,100,52,0
0,25,41,91,0
100,27,99,33,0
71,11,100,67,0
68,0,100,76,0
49,0,95,95,0
78,24,100,78,0
46,0,89,69,0
24,0,73,94,0
89,22,100,31,0
79,18,100,80,0
78,15,100,67,0
0,30,34,88,0
29,0,71,92,0
71,1,100,71,0
81,23,100,45,0
25,3,70,88,0
53,0,94,97,0
0,31,28,85,0
38,0,100,60,0
60,0,98,90,0
