@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R7,10,13,16-17'

@attribute At7 numeric
@attribute At10 numeric
@attribute At13 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
29,15,69,6,2
34,47,19,2,5
51,42,49,7,3
82,0,52,94,8
100,74,29,0,4
36,23,58,74,0
91,60,35,0,1
36,16,5,67,8
17,0,50,39,6
53,0,40,42,7
1,0,64,3,6
71,17,100,37,7
42,26,61,84,0
13,33,100,100,8
43,32,100,89,8
84,7,80,78,8
0,0,97,81,0
17,71,45,0,9
100,75,26,0,1
36,58,42,0,5
74,79,44,0,4
74,0,32,35,7
62,33,49,83,0
40,64,65,0,9
13,34,73,9,0
1,0,54,48,6
43,21,57,20,2
23,53,57,6,5
50,23,12,0,1
100,74,53,0,1
100,31,27,34,7
85,0,36,74,8
14,3,66,7,2
56,57,65,0,4
66,19,59,0,2
19,0,49,88,8
61,44,29,36,0
52,0,41,52,7
100,99,59,0,4
84,0,100,100,8
4,0,81,25,6
53,23,75,100,0
60,19,55,0,2
47,44,54,9,3
89,95,60,0,9
54,0,36,8,1
0,0,85,19,6
59,44,53,3,3
54,43,50,6,3
6,47,50,2,5
72,16,24,50,7
55,0,44,92,5
51,0,43,32,7
90,15,23,41,7
24,41,87,0,4
50,50,26,12,5
41,26,63,92,0
16,0,49,9,6
22,99,85,0,9
69,20,49,0,2
35,55,54,11,5
76,8,3,26,7
80,0,25,100,5
0,52,41,8,5
26,4,55,5,1
34,0,27,76,8
81,75,87,0,4
22,24,37,100,5
7,0,56,11,6
39,16,69,100,0
86,44,46,0,3
53,40,52,0,3
0,0,68,24,6
46,0,100,99,8
0,0,100,26,6
43,15,36,100,5
60,48,37,0,3
52,81,50,0,4
17,5,47,12,6
85,11,45,3,2
62,15,47,5,1
64,56,55,5,9
44,0,57,87,8
66,12,50,0,2
76,61,27,0,1
49,0,27,91,8
8,39,41,98,5
64,0,56,37,7
49,35,75,0,2
20,30,94,100,8
87,71,87,0,1
43,16,72,96,0
55,43,43,8,3
0,0,57,14,6
51,22,54,9,2
57,50,46,59,0
57,39,78,0,3
59,75,55,5,9
56,43,54,0,4
80,59,23,53,0
91,69,44,0,9
47,76,82,0,9
74,43,23,0,2
39,26,62,0,2
87,42,68,0,3
60,0,9,37,7
100,9,84,100,8
11,11,48,35,6
2,46,48,74,8
0,42,100,91,8
92,80,74,0,1
83,60,17,0,1
58,41,38,20,3
72,50,49,0,3
19,14,65,12,2
49,52,65,2,9
10,70,74,0,9
17,0,61,27,6
100,0,84,94,8
13,0,54,23,6
98,9,0,2,1
37,18,50,0,2
0,0,75,31,6
70,13,55,0,2
7,0,55,12,6
51,75,50,0,4
32,13,60,46,7
88,38,0,4,1
41,0,41,74,8
43,0,34,82,8
0,9,18,0,6
29,37,70,0,4
44,66,57,0,9
45,43,77,0,4
13,1,43,3,6
36,0,36,62,8
66,9,100,100,8
50,63,84,0,4
0,5,47,0,6
38,85,73,0,9
14,68,73,0,9
48,18,55,10,2
6,0,61,41,6
53,45,55,2,3
44,22,66,88,0
84,57,9,44,0
59,43,40,7,3
56,2,52,0,2
64,41,41,10,3
57,10,50,1,1
100,74,3,0,1
15,2,50,19,6
89,75,30,63,0
49,23,50,7,2
71,24,43,10,2
21,0,85,100,0
100,75,53,0,1
75,0,31,68,8
69,35,45,8,3
7,53,51,0,5
52,29,60,86,0
92,60,29,60,0
32,25,47,5,1
65,43,66,0,3
36,24,46,100,5
48,49,51,0,3
3,0,65,60,6
63,94,79,0,9
43,0,60,61,7
28,61,73,0,4
75,0,46,78,8
29,27,40,99,5
60,13,56,0,2
28,14,100,96,8
99,68,12,56,0
100,56,46,12,9
46,15,46,0,1
29,28,68,0,4
46,38,63,0,4
50,42,77,0,4
100,75,39,0,1
46,65,42,0,9
45,41,78,46,8
57,11,50,0,2
68,58,79,0,4
100,74,44,0,9
14,0,48,8,6
59,0,29,82,8
38,6,27,84,8
73,75,42,0,9
59,41,53,5,3
38,13,51,0,2
68,9,32,3,1
63,41,54,6,3
73,50,32,73,0
6,54,63,0,9
50,22,71,86,0
0,34,100,0,4
100,81,62,0,4
61,26,49,0,2
23,28,98,85,8
67,18,21,40,7
100,66,57,0,7
56,0,51,6,1
72,57,72,0,4
30,35,46,100,5
63,67,53,3,9
39,25,75,100,0
59,34,28,67,0
10,0,93,92,0
64,10,31,100,5
62,0,29,100,5
0,30,87,0,4
0,45,57,100,5
58,44,50,8,3
12,4,55,0,6
0,1,60,18,6
59,10,100,94,8
88,0,42,81,8
56,19,41,36,7
76,8,30,31,7
94,15,100,100,8
63,66,32,0,5
58,0,28,88,8
50,48,0,0,1
86,49,31,62,0
0,34,100,76,8
30,14,87,90,0
34,57,70,0,9
4,42,88,0,4
0,36,58,100,5
7,42,55,100,5
52,72,31,0,4
28,52,64,0,3
21,45,37,3,5
53,29,0,47,8
45,27,100,97,8
100,60,52,0,9
100,0,45,98,8
66,30,49,1,2
3,38,100,80,8
76,62,37,57,0
59,71,56,12,9
15,0,58,35,6
44,15,56,11,2
93,50,28,68,0
95,72,26,0,4
33,42,51,0,4
43,17,22,1,1
7,30,53,100,5
83,17,40,4,2
39,25,60,0,2
57,57,48,0,4
66,11,50,0,2
64,15,0,30,7
57,50,83,0,4
100,81,58,0,1
64,83,61,0,4
0,0,67,1,6
95,91,67,0,1
47,43,54,4,3
0,16,93,0,4
70,48,48,0,3
0,73,91,0,9
21,50,38,28,8
40,10,63,0,2
50,60,70,0,3
0,41,100,95,8
82,51,53,3,3
49,47,54,1,3
32,5,59,14,2
59,17,95,100,8
76,0,22,95,5
66,30,49,77,0
28,9,28,98,5
28,52,46,0,5
47,48,54,0,3
9,6,93,21,6
100,91,46,0,1
33,20,48,96,5
18,0,91,98,0
100,55,90,2,3
13,0,59,31,6
17,18,84,0,4
17,34,100,99,8
44,23,53,0,2
68,40,53,4,3
79,0,42,98,8
78,0,56,53,8
47,26,71,79,0
67,0,0,35,7
18,12,65,2,2
46,11,29,100,5
0,32,82,0,4
88,66,68,0,1
100,75,26,66,0
35,20,32,100,5
9,31,100,86,8
11,40,82,0,4
0,0,72,19,6
67,34,47,77,0
100,75,45,0,1
11,40,83,0,4
44,22,64,84,0
78,47,22,0,1
8,43,57,0,4
24,51,77,0,9
0,70,81,0,9
0,35,100,89,8
14,59,57,13,8
61,30,59,86,0
100,74,78,0,1
54,9,50,0,2
21,37,47,100,5
46,21,55,79,0
59,24,38,6,1
18,51,46,10,5
0,4,81,3,6
89,59,23,62,0
8,33,43,96,5
42,25,46,73,0
23,25,34,100,5
58,45,51,0,3
66,0,48,15,2
71,29,48,0,2
10,1,68,8,2
6,51,43,0,5
49,40,52,0,4
16,38,100,41,8
96,20,100,73,8
46,0,50,5,2
83,56,36,73,0
100,5,23,100,5
3,0,44,5,6
90,35,32,0,2
0,0,40,9,6
18,61,43,29,8
100,62,46,0,7
0,59,53,13,5
37,2,31,60,8
31,53,68,0,3
0,44,100,49,8
20,0,48,7,6
47,6,36,0,6
81,13,66,63,8
82,17,9,1,1
43,76,87,1,9
75,58,57,0,9
78,49,32,1,1
0,33,96,88,8
77,0,30,100,5
33,32,67,70,0
19,25,100,100,8
24,0,57,76,8
0,0,44,2,6
71,25,55,0,2
11,22,52,20,6
93,97,83,0,1
12,44,34,14,1
58,0,57,59,7
0,76,82,0,9
42,24,66,7,2
78,40,35,3,3
97,68,26,0,1
0,30,84,0,4
44,71,62,9,9
46,0,54,8,2
72,62,62,0,4
55,0,32,33,7
30,51,41,0,4
72,45,44,4,3
36,17,68,76,0
56,30,58,68,0
100,76,46,0,1
100,76,28,0,1
0,0,82,10,6
75,40,40,0,3
94,72,34,0,9
0,19,95,0,4
100,64,32,0,7
25,68,77,0,9
64,26,5,8,1
57,34,55,81,0
80,0,66,52,7
55,0,55,46,7
57,0,28,100,5
49,0,53,47,7
42,43,53,6,3
68,0,18,52,7
30,34,78,0,4
0,42,100,78,8
76,33,43,4,3
72,36,44,10,3
74,37,48,73,0
100,76,35,0,1
44,10,47,29,6
0,78,60,0,9
0,38,100,0,4
10,63,62,0,5
100,61,27,0,7
5,1,30,0,6
2,0,100,80,0
100,75,58,0,1
79,54,41,80,0
0,0,73,24,6
99,65,58,0,4
15,26,100,100,8
83,20,69,100,8
87,78,25,20,0
100,69,45,0,9
0,32,88,0,4
41,44,64,0,4
68,0,45,82,8
0,1,100,27,6
69,64,85,0,4
20,2,100,90,0
93,90,75,0,1
99,90,51,0,1
61,76,37,44,0
100,75,61,0,1
56,10,42,0,2
77,55,42,74,0
34,0,49,22,7
65,31,61,85,0
22,53,67,9,5
0,0,51,16,6
50,0,0,49,7
87,84,70,0,1
97,0,95,91,8
0,0,78,25,6
74,3,51,0,2
65,65,69,10,9
35,78,48,0,9
64,58,57,24,9
66,22,49,22,7
45,41,88,0,4
65,71,65,6,9
33,26,60,0,2
42,8,65,19,2
57,52,66,0,4
77,22,23,31,7
15,8,100,82,0
100,74,84,0,1
93,49,92,0,3
9,41,62,0,4
0,6,100,12,6
100,83,57,0,1
83,0,41,40,7
81,17,10,33,7
100,11,72,76,8
0,25,74,0,4
100,77,55,0,1
50,48,76,0,4
8,27,6,63,8
93,50,52,4,9
0,6,82,19,6
43,46,49,0,4
25,16,79,95,0
40,9,50,0,2
100,0,8,100,5
100,75,58,0,1
20,0,36,14,6
0,30,89,0,4
73,0,35,77,8
41,46,68,5,3
74,10,19,3,1
99,77,65,0,1
82,32,17,26,7
41,50,30,0,1
71,35,48,5,3
42,0,54,69,7
15,46,61,7,3
56,0,30,38,7
0,46,55,86,5
58,19,69,90,0
88,43,47,12,3
67,27,31,13,3
77,46,58,80,0
72,25,43,0,2
70,42,46,2,3
36,18,76,100,0
100,63,31,0,7
50,41,81,0,4
70,0,57,33,7
83,69,21,0,1
20,64,77,0,5
41,35,76,0,4
40,47,46,11,3
43,13,54,4,2
70,0,43,45,7
0,0,100,89,0
86,39,26,0,2
53,0,100,85,8
0,0,71,40,6
34,20,83,98,0
94,75,52,0,7
0,0,48,15,6
78,0,66,45,7
73,11,43,100,5
47,17,50,0,2
100,65,37,0,1
55,0,27,70,8
100,48,46,0,3
0,69,90,0,9
35,25,65,75,0
77,31,24,1,1
88,0,19,32,7
2,0,43,7,6
58,1,50,0,2
22,0,85,92,0
49,54,68,0,1
50,78,69,2,9
7,0,54,19,6
85,51,36,71,0
14,0,53,16,6
13,60,35,12,5
100,86,33,0,7
72,10,0,33,7
11,10,73,27,6
72,0,12,100,5
100,75,78,0,1
98,71,66,0,4
56,40,46,15,3
6,20,62,0,4
42,22,0,51,8
100,75,52,0,1
64,74,73,0,1
26,4,34,0,6
67,40,51,0,3
0,31,75,0,4
80,69,37,0,1
46,21,64,92,0
0,0,88,39,6
62,0,28,97,5
70,49,43,8,9
53,48,55,5,3
35,25,55,95,0
56,12,42,0,1
0,12,80,16,6
42,43,70,0,3
39,68,49,0,9
14,37,85,0,4
69,8,36,83,8
38,15,45,100,5
100,84,76,0,1
39,20,30,7,1
37,78,67,0,9
0,59,79,0,5
60,43,50,11,3
0,41,77,77,8
94,66,35,0,9
70,14,32,100,5
83,40,41,0,3
43,46,91,0,4
47,31,67,0,2
38,20,75,100,0
77,78,94,1,9
77,21,53,0,2
32,48,54,15,3
29,9,60,29,6
65,73,51,37,0
21,0,82,100,0
60,52,53,0,3
30,4,50,4,1
38,15,55,10,2
78,44,46,12,3
0,40,77,69,8
0,0,64,8,6
59,36,30,0,5
31,57,57,13,5
71,75,40,0,4
0,6,68,19,6
26,44,61,8,3
35,50,34,15,5
0,49,60,0,4
100,20,23,38,7
89,47,27,66,0
33,39,95,0,4
83,1,51,49,8
63,78,87,0,4
0,29,92,0,4
71,0,42,82,8
83,60,13,0,1
36,0,60,16,2
69,0,51,32,7
100,76,37,0,1
65,58,98,0,1
95,27,30,23,7
100,75,55,0,1
66,0,28,36,7
67,35,39,14,3
100,75,59,0,1
67,40,27,22,3
60,52,51,0,3
19,0,38,5,6
16,33,79,89,8
46,35,72,0,2
32,91,83,0,9
75,16,17,36,7
4,0,51,21,6
12,5,59,15,6
66,0,32,38,7
6,49,52,18,5
10,68,43,0,9
86,71,58,2,9
95,19,60,63,8
100,71,30,63,0
33,12,53,21,6
45,28,55,2,2
7,0,50,19,6
34,83,54,0,9
83,48,51,14,9
21,4,42,21,6
10,14,100,9,6
0,24,78,0,4
85,31,35,19,3
78,47,47,7,3
4,53,57,79,8
59,0,62,64,7
63,29,10,40,7
66,35,37,9,3
29,8,63,3,2
13,22,54,68,0
50,46,56,3,3
81,2,100,100,8
100,75,31,0,1
56,0,47,33,7
92,62,22,0,1
29,49,51,1,5
40,47,0,0,1
0,0,100,32,6
77,60,40,73,0
43,50,58,12,9
74,0,32,88,8
66,80,32,0,5
34,19,100,94,8
46,81,64,0,9
69,28,50,0,2
91,0,20,100,5
0,0,69,37,6
37,15,46,100,5
27,14,80,0,4
50,42,57,0,4
89,84,42,0,4
0,0,64,8,6
0,37,100,92,8
4,35,65,0,4
9,66,67,0,9
35,24,61,76,0
32,0,85,84,0
62,43,75,0,4
38,46,61,6,3
0,25,100,0,4
50,43,89,0,4
49,15,39,100,5
18,35,51,100,5
70,37,39,3,3
100,0,66,71,8
8,56,49,5,5
68,68,66,0,4
71,47,48,13,3
40,29,59,75,0
66,46,55,0,2
98,83,84,0,4
91,41,25,6,2
91,68,70,0,1
81,58,37,0,4
76,47,48,0,4
48,68,87,0,9
24,20,60,1,2
100,65,51,0,7
63,41,52,2,9
6,0,52,4,6
93,81,48,62,9
100,75,58,0,1
62,30,41,75,0
14,12,72,18,6
88,1,16,100,5
100,75,78,0,1
0,0,88,29,6
40,72,70,0,9
7,17,84,0,4
41,0,41,38,7
0,4,38,0,6
62,30,45,77,0
53,0,54,56,7
38,51,9,0,1
30,78,74,0,9
74,56,60,0,4
14,0,100,86,0
69,84,28,0,5
57,46,46,8,5
59,75,38,0,9
39,28,50,3,2
100,5,97,84,8
13,15,56,78,0
100,59,50,15,9
5,10,62,17,6
49,35,0,45,8
30,31,68,0,4
100,75,43,0,1
41,0,50,25,7
2,20,80,0,4
66,57,79,0,4
53,45,63,2,9
78,84,44,0,4
100,0,64,100,8
1,0,55,15,6
100,81,42,0,7
58,0,57,49,7
18,0,42,9,6
94,35,30,12,3
85,0,26,100,5
100,100,80,4,1
73,54,44,3,9
100,85,63,0,7
80,75,37,0,4
12,48,99,51,8
29,6,77,96,0
100,74,55,0,1
31,8,76,100,0
57,40,37,23,3
52,16,55,7,2
30,1,75,100,0
69,20,53,38,7
30,41,83,0,4
86,84,65,0,9
57,0,32,84,8
16,81,53,0,9
69,0,44,72,8
83,94,37,1,9
52,0,43,31,7
0,0,58,20,6
18,30,49,100,5
0,0,100,28,6
39,15,73,100,0
85,0,29,35,7
53,22,56,80,0
3,0,60,19,6
41,0,50,5,1
66,0,0,35,7
14,27,37,27,6
11,0,58,42,6
91,60,43,11,9
39,47,55,0,4
52,21,50,0,2
36,5,60,0,2
100,67,35,0,1
91,31,18,29,7
58,0,50,10,1
59,87,30,0,9
100,72,61,0,4
44,6,36,15,6
100,0,38,75,8
62,66,57,1,9
71,35,43,1,2
89,83,37,73,9
49,15,53,0,2
62,9,0,33,7
59,14,32,100,5
0,5,98,11,6
100,32,47,40,7
0,0,81,42,6
100,75,42,0,1
100,78,31,0,7
55,38,48,2,3
31,45,100,61,8
13,0,55,10,6
93,66,19,59,0
100,70,26,0,7
69,0,48,34,7
70,0,37,74,8
82,54,81,61,8
80,21,50,4,2
59,48,60,0,3
11,12,70,26,6
0,8,61,0,6
50,44,53,4,3
81,44,48,14,3
100,88,55,0,7
100,40,37,44,7
8,0,59,10,6
3,51,36,5,5
72,8,45,0,1
77,80,56,0,9
87,56,75,0,9
44,42,35,0,5
65,57,45,58,0
100,74,70,0,1
0,0,88,35,6
69,39,37,0,2
99,55,55,15,3
0,34,91,0,4
55,0,36,52,7
53,0,53,40,7
89,54,69,0,9
42,0,41,50,7
73,13,49,6,2
62,56,78,0,4
43,32,11,3,1
0,0,100,100,0
41,13,53,23,2
84,7,100,100,8
8,23,63,32,6
30,17,63,0,2
15,0,48,11,6
67,0,20,74,8
85,0,50,93,8
50,48,7,0,1
42,39,63,1,2
57,0,42,100,5
20,9,52,0,6
38,33,74,91,8
0,52,63,0,9
46,0,40,40,7
0,0,94,34,6
1,35,100,84,8
0,32,100,100,8
13,70,83,0,9
41,71,54,0,5
41,38,53,0,2
2,1,66,3,2
69,0,36,98,8
0,78,91,0,9
0,0,92,37,6
0,21,67,34,6
98,91,75,0,9
47,75,52,1,9
49,42,35,0,5
23,13,62,88,0
42,22,100,100,8
0,32,49,0,4
97,53,49,9,3
77,15,100,100,8
100,51,73,0,3
87,46,97,0,3
7,0,48,28,6
55,69,93,0,9
0,46,78,0,4
91,58,63,0,4
0,49,71,0,4
54,43,74,0,3
61,44,54,70,0
72,57,41,21,9
77,0,59,39,7
4,13,79,61,0
48,25,51,9,2
91,66,15,42,0
84,0,58,28,7
84,45,82,0,3
43,47,81,0,4
43,39,52,0,3
30,16,72,26,2
100,74,39,0,7
0,18,89,0,4
100,0,45,98,8
87,70,61,0,9
20,20,47,20,6
57,42,36,22,3
80,17,30,30,7
0,0,80,29,6
25,12,83,97,0
52,40,67,82,0
79,0,44,39,7
11,0,35,35,6
83,0,32,46,7
44,16,41,97,5
51,21,52,7,2
60,48,57,5,3
58,41,58,4,2
15,11,73,91,0
0,0,100,100,0
60,17,50,12,2
27,54,39,13,5
28,0,38,31,6
3,47,61,0,5
56,64,51,16,9
53,33,49,0,2
0,0,73,30,6
71,0,41,46,7
49,27,55,82,0
22,0,67,11,2
61,0,21,34,7
35,1,61,0,2
38,39,89,0,4
59,70,76,0,4
46,10,46,94,5
35,4,59,3,2
100,61,46,0,1
84,0,54,84,8
60,44,44,17,3
100,78,44,0,4
92,63,45,29,9
54,50,14,0,1
60,54,79,0,4
29,16,66,0,2
0,0,90,39,6
63,44,63,0,3
81,0,42,100,8
2,0,60,35,6
0,0,100,36,6
72,42,42,75,0
0,42,86,72,8
100,0,39,97,8
54,0,55,52,7
70,51,45,0,2
32,17,64,16,2
64,0,25,100,5
100,74,57,0,1
100,74,72,0,1
86,69,55,0,9
36,69,53,0,9
13,35,100,88,8
0,8,100,20,6
0,23,74,0,4
87,48,52,0,3
0,40,78,0,4
13,28,55,0,2
45,0,53,70,8
37,23,43,6,1
63,0,47,36,7
100,83,70,0,4
91,40,47,0,9
37,5,50,0,2
38,25,49,4,2
55,0,45,56,7
71,55,37,0,3
22,37,58,55,0
100,76,25,0,7
6,62,75,13,5
67,46,48,67,0
52,0,58,48,7
59,0,49,38,7
72,36,39,69,0
100,40,28,17,7
74,71,68,0,9
34,29,16,0,1
32,21,67,23,2
40,0,49,6,2
77,37,43,71,0
85,68,60,4,9
80,65,66,0,4
100,62,50,0,3
93,79,70,7,9
66,59,44,1,9
52,0,79,36,7
72,70,60,0,9
41,22,50,13,1
6,71,55,16,5
95,80,62,13,9
8,45,68,0,4
0,7,74,48,6
100,47,44,2,9
0,57,48,0,5
88,68,88,0,1
79,38,43,17,3
0,0,68,46,6
26,13,65,93,0
87,69,18,19,0
51,21,62,4,2
41,24,52,0,2
24,0,53,21,6
88,74,53,4,9
11,74,84,0,9
80,67,45,3,9
33,0,53,8,2
58,32,83,100,0
56,53,55,0,4
39,64,40,9,5
25,90,48,0,9
67,7,48,24,7
1,41,95,0,4
48,46,69,0,4
24,35,58,95,5
77,60,24,51,0
77,51,40,17,3
87,52,49,0,9
40,3,46,0,6
74,74,59,0,9
61,0,58,37,7
93,64,48,0,1
0,17,53,40,6
100,100,6,0,0
34,3,66,5,2
62,51,44,7,3
46,19,41,8,6
17,29,91,0,4
88,0,13,11,7
52,65,49,16,9
0,74,82,0,9
89,74,51,0,9
27,5,66,19,2
59,42,40,17,3
60,2,40,36,7
35,49,64,2,3
48,45,7,0,1
46,50,62,0,3
71,50,56,0,4
0,40,91,0,4
34,18,69,86,0
1,32,93,0,4
85,28,56,0,2
93,41,12,22,7
76,31,58,6,2
69,42,46,0,3
9,57,59,16,5
100,72,10,42,0
25,29,90,0,4
100,71,38,0,7
44,8,57,30,7
100,74,18,0,1
38,0,76,7,2
48,31,36,7,1
8,0,100,100,0
61,45,11,0,1
36,0,50,8,1
58,17,35,6,1
70,48,53,87,0
71,96,58,0,7
54,37,48,0,3
95,60,44,0,9
31,39,34,0,5
44,75,56,15,9
100,70,27,64,0
78,38,42,9,3
46,5,51,2,1
0,0,100,97,0
22,16,52,100,5
49,0,53,38,7
37,56,34,0,5
17,9,70,0,2
57,33,59,66,0
47,0,43,56,7
0,36,40,0,4
79,40,49,8,3
62,25,62,86,0
52,23,66,87,0
81,33,50,27,7
66,31,42,4,3
14,51,76,0,4
69,34,53,100,0
27,17,46,100,5
31,25,59,90,5
98,26,62,12,7
60,55,7,0,1
52,40,94,0,4
47,0,39,38,7
35,23,88,91,0
76,0,21,46,7
40,44,0,0,1
80,48,78,0,3
48,43,53,0,3
28,21,49,0,1
70,0,29,100,5
42,17,69,0,2
65,0,40,100,5
33,1,62,0,2
33,1,64,0,2
67,78,38,0,9
54,71,55,0,9
42,26,70,14,2
30,68,53,8,5
33,1,51,11,2
41,0,51,43,7
8,57,52,0,5
0,36,55,100,5
24,3,50,11,1
33,16,61,20,2
56,12,40,100,5
55,33,27,100,5
81,42,41,0,3
85,40,0,4,1
88,37,46,35,7
65,0,26,100,5
61,24,41,0,1
63,30,37,12,3
34,47,57,0,3
41,47,49,12,3
36,22,58,18,2
88,90,68,0,7
45,32,45,0,1
76,28,38,2,2
70,43,53,10,3
60,57,70,0,3
84,60,50,0,1
46,36,37,0,1
81,0,35,56,7
45,19,42,2,1
38,12,55,7,2
54,25,36,5,1
48,13,50,2,2
68,0,40,42,7
45,25,52,85,5
73,5,38,36,7
37,13,45,99,5
52,18,50,1,2
57,25,54,0,2
52,0,41,34,7
44,17,44,100,5
50,0,49,37,7
