@relation penbased

@attribute At7 numeric
@attribute At14 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
50,100,35,0
83,95,0,0
18,72,49,0
35,100,4,0
72,100,0,0
79,100,0,0
39,100,30,0
65,100,9,0
75,94,0,0
79,100,0,0
4,68,67,0
44,99,15,0
61,100,4,0
47,100,24,0
65,100,0,0
30,82,26,0
20,82,37,0
10,88,43,0
84,100,0,0
38,92,35,0
73,100,0,0
83,80,7,0
41,86,8,0
52,100,16,0
58,99,0,0
66,100,13,0
81,99,10,0
71,100,0,0
61,100,16,0
23,100,19,0
74,100,16,0
47,91,30,0
89,83,18,0
63,89,0,0
83,95,15,0
74,79,2,0
55,100,0,0
77,94,3,0
79,100,0,0
15,78,44,0
30,82,64,0
54,100,12,0
3,77,51,0
29,97,21,0
49,99,8,0
45,100,7,0
0,45,36,0
0,40,84,0
35,99,27,0
87,100,0,0
60,100,13,0
1,80,21,0
83,84,8,0
52,78,38,0
24,83,36,0
20,100,19,0
23,88,40,0
37,93,55,0
41,92,0,0
21,71,57,0
100,80,23,0
53,100,34,0
63,73,0,0
24,84,49,0
11,18,100,0
62,83,12,0
28,100,24,0
34,100,10,0
60,100,0,0
89,100,14,0
58,100,14,0
74,100,2,0
70,86,10,0
53,100,6,0
67,100,16,0
30,85,49,0
69,100,0,0
53,100,0,0
28,92,44,0
71,100,7,0
24,86,34,0
70,100,0,0
84,100,9,0
15,91,1,0
0,53,91,0
13,51,10,0
66,100,12,0
69,100,14,0
29,100,36,0
15,73,45,0
66,100,13,0
90,79,0,0
64,100,14,0
72,100,16,0
14,67,56,0
35,91,32,0
50,75,13,0
77,100,0,0
29,90,11,0
50,96,4,0
48,99,26,0
76,100,0,0
67,100,5,0
39,89,17,0
100,76,22,0
86,92,0,0
31,92,27,0
70,100,0,0
77,98,28,0
0,46,90,0
34,92,41,0
46,100,15,0
43,88,0,0
87,83,0,0
34,70,82,0
33,89,44,0
69,100,4,0
8,62,84,0
66,100,9,0
79,100,0,0
7,65,71,0
41,99,40,0
99,56,0,0
51,100,14,0
61,91,9,0
56,100,15,0
50,87,22,0
79,73,10,0
24,76,60,0
77,100,0,0
32,92,29,0
51,100,25,0
28,100,26,0
92,100,8,0
41,98,32,0
41,80,42,0
33,92,28,0
84,90,14,0
13,89,33,0
89,81,1,0
80,100,7,0
60,99,0,0
90,78,16,0
35,85,37,0
3,64,68,0
65,95,10,0
34,82,28,0
53,94,8,0
12,60,76,0
86,84,23,0
73,100,0,0
95,92,0,0
58,100,32,0
100,77,6,0
30,79,47,0
74,76,25,0
23,92,47,0
81,100,0,0
9,60,70,0
62,98,25,0
26,85,47,0
70,100,7,0
