@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R7,11,14,17'

@attribute At7 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
85,73,49,4
23,100,4,9
71,99,0,3
91,0,1,2
74,86,100,0
100,43,28,7
57,90,0,3
46,1,1,2
0,92,35,4
56,6,45,7
70,54,96,8
0,100,36,6
36,6,93,5
62,83,14,1
100,66,29,7
67,0,43,7
58,89,31,9
41,8,34,7
5,100,25,4
14,36,23,6
79,45,21,7
18,13,98,5
58,20,42,7
51,96,23,9
79,28,0,2
55,77,25,9
52,91,0,3
55,95,37,6
4,74,32,9
100,68,25,7
97,100,0,3
85,66,0,9
0,66,29,6
55,77,28,4
49,63,1,5
24,61,0,5
47,42,45,8
65,5,44,7
100,53,22,1
0,100,36,6
54,100,2,3
47,17,92,5
87,94,13,9
0,78,20,6
45,0,61,8
57,0,31,7
77,0,58,8
54,100,0,3
97,60,17,7
50,17,41,7
0,85,17,5
55,0,45,8
66,66,34,4
50,100,87,0
60,90,27,4
77,42,81,8
73,90,0,3
100,69,22,7
74,44,77,8
65,81,100,8
46,15,91,5
71,100,0,9
22,90,0,5
34,89,31,9
100,66,42,4
8,100,100,8
42,100,4,3
39,100,0,3
0,20,17,1
85,0,3,2
79,53,1,1
100,40,73,9
50,100,0,3
39,100,15,3
51,0,53,7
49,100,84,0
100,61,25,1
30,0,91,5
49,0,3,1
77,0,0,2
48,16,3,2
32,100,83,0
91,89,0,1
65,87,0,1
82,100,37,7
51,100,0,3
58,100,0,9
17,62,100,8
48,11,23,2
100,79,26,1
53,0,1,1
2,100,40,6
91,68,20,9
45,9,17,2
36,0,3,2
100,68,22,1
83,44,29,7
39,11,1,2
65,75,0,3
81,46,89,8
48,0,100,5
83,59,33,7
49,63,28,4
84,65,70,0
30,14,2,2
63,0,14,2
79,62,0,9
47,100,100,0
74,96,0,3
8,8,98,5
100,56,22,1
37,15,16,2
61,0,54,8
0,93,25,6
17,100,32,4
69,0,7,2
21,100,37,6
27,2,96,5
57,75,0,9
15,73,26,6
91,73,100,8
76,70,13,1
80,100,0,3
70,0,58,8
100,44,62,0
100,78,24,7
32,23,5,2
0,100,85,0
80,100,40,7
57,58,32,4
0,100,100,8
38,0,9,8
100,59,28,7
100,47,23,7
100,32,85,8
20,80,31,6
61,95,100,0
100,77,25,1
68,0,2,2
60,86,0,3
52,29,94,5
100,62,24,1
90,72,100,0
75,86,30,9
52,100,100,0
0,100,21,4
13,3,100,5
29,100,0,5
0,100,25,6
3,70,35,9
32,100,0,9
79,36,26,7
22,100,32,6
20,100,100,8
17,46,30,6
