@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R5,11,14,17'

@attribute At5 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
72,0,94,5
100,82,0,3
0,15,17,1
16,92,100,0
97,100,36,9
59,4,97,5
100,89,0,3
26,0,38,8
0,100,46,4
25,99,17,9
2,100,34,6
55,30,1,2
88,8,83,5
0,95,100,0
12,100,100,0
0,100,100,0
0,82,78,0
53,0,95,5
0,96,23,4
100,81,40,9
0,100,77,0
93,19,31,7
100,100,0,3
79,0,4,1
0,100,34,4
100,78,8,3
26,58,21,6
40,57,32,4
100,93,3,3
5,85,40,4
21,0,53,8
52,0,34,7
59,100,5,1
24,0,33,8
80,100,0,3
33,64,74,0
25,88,28,6
42,81,34,1
64,0,94,5
100,69,28,7
56,100,1,3
63,18,10,2
100,100,35,9
100,38,74,8
68,74,18,2
0,100,80,0
57,67,14,9
4,73,79,0
38,26,16,6
32,100,5,1
100,45,1,1
77,6,100,5
70,0,86,5
71,100,24,9
4,0,49,8
43,100,100,8
45,81,97,0
60,14,98,5
79,100,0,3
0,13,55,8
90,100,0,3
18,69,0,9
100,51,30,7
85,81,0,3
68,38,63,0
100,85,50,8
25,1,58,8
93,100,5,3
95,100,14,3
100,64,1,1
100,53,38,7
56,100,0,9
100,0,29,7
0,100,92,0
38,70,100,8
0,100,12,9
0,22,45,8
71,100,0,3
30,100,27,6
66,0,3,1
76,0,5,2
73,61,26,1
85,76,24,1
0,80,28,4
0,88,22,9
82,100,0,3
0,81,33,9
56,34,2,2
0,100,95,0
54,0,98,5
79,87,23,1
0,86,29,4
10,0,59,8
100,0,10,2
100,15,38,7
0,100,36,6
0,70,38,4
73,0,17,2
63,24,11,2
8,100,0,5
0,85,24,4
74,15,8,2
9,100,16,6
79,29,28,7
70,33,25,7
99,89,9,5
49,56,90,8
0,86,100,0
57,0,13,1
50,18,1,2
97,96,10,9
42,80,27,1
26,100,20,6
76,100,3,3
58,28,25,6
73,3,45,7
28,37,16,6
21,67,93,0
88,100,34,7
0,100,25,6
67,81,30,1
100,24,3,7
98,13,35,7
25,37,20,6
55,33,36,7
100,46,35,7
68,17,69,8
74,0,2,2
0,100,74,0
99,52,33,7
5,0,43,8
11,75,49,4
100,0,16,8
99,8,0,2
100,29,20,1
75,88,0,3
66,19,1,2
70,6,96,5
29,84,100,0
0,94,64,0
100,0,32,7
0,100,33,4
18,79,25,6
91,35,44,7
13,96,100,0
0,100,90,0
100,0,0,2
0,100,90,0
28,72,31,6
89,100,3,5
32,42,74,8
59,27,40,7
37,73,82,0
68,9,45,7
72,78,0,3
14,89,26,4
37,21,10,6
27,77,43,6
84,100,39,9
40,82,16,9
67,88,6,1
32,100,49,6
98,100,0,3
25,76,20,9
62,61,99,0
100,41,19,1
63,16,99,5
79,0,0,2
100,55,3,1
100,56,0,3
8,100,22,4
90,100,1,3
67,29,0,2
55,74,14,8
14,94,29,4
100,94,2,9
95,100,29,9
0,100,91,0
100,25,19,1
53,100,0,9
45,7,1,1
87,79,96,8
65,0,6,2
100,0,39,7
76,52,40,7
100,79,27,7
79,0,46,7
100,33,26,7
0,100,100,0
28,69,28,6
27,43,29,6
0,100,85,0
8,100,100,0
100,13,34,7
21,64,0,5
59,20,44,7
0,68,35,4
100,19,15,7
21,87,100,0
27,53,30,6
56,59,93,0
0,99,6,9
74,100,9,5
82,94,13,5
45,34,67,8
71,21,0,2
66,78,0,3
0,100,91,0
84,100,0,9
68,0,3,2
100,17,19,1
74,0,96,5
72,0,4,2
53,0,3,2
97,0,6,2
77,100,6,3
24,89,1,9
100,74,49,8
91,100,3,3
30,72,24,6
20,71,44,6
0,96,34,4
22,100,0,9
11,100,44,6
84,100,3,3
87,0,37,7
100,49,57,8
63,0,0,2
37,100,0,9
72,84,27,1
79,50,98,8
100,15,3,2
100,96,43,7
59,0,96,5
