@relation penbased

@attribute At2 numeric
@attribute At3 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At13 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
93,0,12,0,99,64,100,0
91,9,28,0,100,43,100,0
88,0,20,0,100,52,100,0
64,8,0,0,85,63,100,0
100,20,0,8,71,85,69,0
94,18,4,0,94,60,100,0
83,21,0,1,68,97,70,0
100,15,0,0,46,100,61,0
100,0,12,0,100,51,100,0
89,0,22,0,100,51,97,0
100,0,8,0,98,55,99,0
100,0,4,0,81,70,82,0
60,0,33,19,100,54,100,0
100,48,24,0,100,34,72,0
65,2,41,11,100,23,100,0
87,0,9,0,91,64,100,0
80,0,16,13,100,16,74,0
74,1,0,0,93,55,100,0
100,6,0,0,70,93,90,0
77,57,19,36,19,100,35,0
100,0,7,0,89,72,91,0
95,21,0,0,75,78,100,0
95,10,19,0,100,48,100,0
83,18,40,6,100,21,100,0
81,1,13,0,100,48,100,0
100,34,0,22,57,94,66,0
86,26,0,5,68,82,81,0
94,0,23,0,100,39,100,0
68,0,26,10,100,32,100,0
93,23,0,0,55,100,75,0
82,0,30,10,100,15,80,0
55,0,21,0,100,63,100,0
99,12,0,0,70,94,76,0
97,2,19,0,100,66,100,0
66,0,18,6,88,83,95,0
100,2,0,0,78,83,95,0
100,5,0,0,83,57,89,0
73,57,12,41,27,100,38,0
59,0,35,0,100,44,100,0
91,8,26,0,100,42,100,0
90,11,0,0,77,88,100,0
100,0,10,0,93,67,98,0
77,0,28,15,100,44,100,0
100,17,0,0,79,74,96,0
97,0,9,0,99,53,100,0
67,0,26,16,100,53,100,0
88,24,19,0,100,45,100,0
90,0,13,0,100,45,100,0
95,4,0,0,88,69,89,0
100,12,0,9,66,98,60,0
99,0,3,0,94,64,100,0
100,0,15,0,100,43,99,0
89,3,8,0,100,27,100,0
36,37,72,29,92,26,96,0
46,93,46,72,0,76,18,0
86,1,18,0,100,28,100,0
68,0,32,1,100,36,100,0
100,11,0,0,74,81,79,0
71,0,48,36,100,4,60,0
100,15,0,0,78,65,95,0
87,0,20,0,100,49,100,0
77,19,0,0,93,48,100,0
74,0,25,3,100,21,100,0
95,6,16,0,100,31,100,0
86,0,22,0,100,29,94,0
69,0,42,13,100,11,100,0
100,14,0,17,55,100,60,0
98,14,0,0,91,71,100,0
82,0,15,11,100,42,100,0
77,0,22,0,100,51,100,0
37,8,42,17,100,23,100,0
73,0,30,1,100,44,100,0
79,19,6,0,100,35,100,0
98,20,0,0,73,84,96,0
82,21,0,0,82,54,100,0
72,7,0,0,82,59,100,0
88,25,0,1,78,63,88,0
85,0,18,0,86,79,87,0
100,0,1,0,83,65,98,0
93,25,0,0,78,61,100,0
88,4,15,0,100,54,100,0
100,0,5,0,100,27,86,0
63,25,51,27,100,30,100,0
85,0,12,0,88,73,100,0
88,11,17,0,100,37,100,0
97,9,0,0,82,63,100,0
