@relation penbased

@attribute At5 numeric
@attribute At8 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,0,11,100,87,0
58,27,65,80,100,0
26,0,5,100,89,0
0,0,8,100,88,0
0,0,20,100,95,0
1,0,27,100,95,0
0,11,0,100,82,0
30,48,1,66,40,0
0,1,0,100,73,0
40,6,54,71,100,0
16,0,29,94,100,0
22,0,45,87,100,0
3,24,0,88,52,0
0,0,25,100,100,0
2,0,18,100,91,0
0,0,30,100,100,0
0,0,4,100,76,0
46,69,26,34,25,0
61,25,72,57,87,0
0,0,29,100,100,0
25,55,11,57,23,0
17,12,43,100,100,0
10,0,32,100,100,0
8,0,22,96,94,0
25,22,59,96,100,0
36,0,45,77,100,0
13,13,61,60,73,0
27,11,48,82,100,0
14,0,36,83,100,0
0,0,70,39,71,0
26,1,48,88,99,0
0,4,0,100,60,0
7,25,76,61,69,0
0,0,14,100,86,0
13,9,41,100,100,0
21,0,41,86,100,0
0,0,19,100,89,0
16,12,57,75,88,0
0,0,24,100,100,0
8,1,0,98,91,0
20,22,69,49,65,0
31,0,40,85,100,0
55,24,70,72,83,0
21,0,22,97,98,0
2,0,24,100,99,0
0,0,12,100,83,0
0,0,24,100,99,0
13,0,43,93,100,0
26,7,49,85,100,0
28,15,52,85,100,0
50,0,45,78,100,0
12,0,27,95,93,0
0,0,19,100,86,0
0,0,24,100,100,0
1,0,10,100,92,0
11,0,22,95,98,0
57,34,74,42,67,0
0,0,9,100,88,0
16,0,34,92,100,0
36,10,49,86,100,0
12,0,35,91,90,0
0,1,0,100,93,0
1,0,28,100,99,0
46,19,64,73,99,0
37,5,43,78,100,0
0,0,12,100,100,0
0,0,21,100,100,0
0,0,24,100,100,0
15,0,31,96,100,0
0,0,20,100,91,0
0,31,0,86,56,0
2,0,26,100,98,0
21,0,29,79,78,0
0,0,21,100,98,0
18,35,0,77,45,0
18,0,11,100,87,0
0,0,23,100,100,0
1,0,21,100,100,0
15,0,38,98,100,0
0,0,33,98,99,0
48,24,63,83,100,0
39,64,15,55,31,0
33,21,60,91,99,0
30,1,27,96,100,0
12,41,4,73,38,0
0,9,57,82,78,0
5,0,24,100,93,0
56,24,68,63,97,0
16,27,0,93,58,0
0,0,27,100,100,0
0,0,21,100,97,0
17,4,46,89,92,0
12,1,29,100,100,0
14,0,23,98,100,0
0,0,5,100,88,0
11,0,30,92,100,0
0,0,18,100,92,0
5,0,24,99,98,0
0,0,23,100,100,0
0,0,18,100,93,0
0,0,13,100,80,0
17,0,25,96,100,0
6,0,5,100,80,0
15,0,18,100,91,0
0,0,13,100,85,0
0,0,6,100,100,0
0,0,11,100,84,0
40,18,55,82,100,0
19,0,29,98,100,0
0,8,0,100,90,0
0,0,23,100,92,0
9,0,25,100,100,0
0,0,14,100,96,0
33,19,53,98,100,0
1,0,16,100,100,0
10,0,31,93,100,0
0,0,17,100,97,0
51,0,57,63,100,0
16,12,50,99,100,0
0,0,18,100,100,0
0,0,35,100,100,0
98,100,92,33,31,0
3,10,50,100,92,0
29,15,58,65,85,0
0,0,4,100,95,0
19,0,36,79,79,0
32,22,69,61,65,0
0,0,1,97,67,0
16,0,32,90,100,0
4,0,24,100,100,0
56,29,68,59,93,0
10,8,0,100,66,0
0,0,4,100,90,0
34,17,61,72,90,0
9,17,57,100,95,0
42,19,56,84,100,0
9,0,10,100,91,0
0,3,0,100,66,0
39,59,79,19,80,0
0,12,0,88,60,0
26,43,100,13,68,0
20,0,37,78,100,0
8,0,32,100,100,0
40,0,44,81,100,0
18,8,41,95,100,0
63,33,80,45,62,0
9,0,47,76,85,0
0,0,22,100,100,0
15,0,28,96,100,0
57,24,72,47,77,0
0,0,9,100,85,0
33,56,9,54,25,0
9,21,0,100,63,0
14,0,41,91,100,0
22,0,40,83,100,0
0,0,15,90,79,0
6,0,34,100,100,0
0,0,21,100,97,0
0,0,22,100,100,0
0,0,2,100,71,0
0,0,7,100,80,0
2,10,0,88,70,0
9,0,16,100,92,0
23,22,0,100,82,0
6,35,0,77,47,0
16,13,58,75,74,0
0,0,25,100,98,0
33,6,44,78,100,0
0,0,37,86,100,0
37,23,68,65,88,0
14,0,27,100,100,0
0,0,20,100,100,0
35,19,67,65,70,0
8,0,40,82,100,0
15,0,19,100,85,0
18,7,45,93,100,0
0,0,16,100,100,0
14,4,40,100,100,0
38,14,64,67,78,0
0,0,13,100,86,0
0,0,17,100,97,0
63,59,100,52,55,0
0,3,0,98,63,0
13,0,30,100,100,0
0,0,6,100,89,0
5,0,21,95,92,0
46,72,28,29,18,0
0,0,22,100,100,0
0,0,16,100,95,0
31,13,59,71,91,0
0,0,21,100,93,0
18,0,33,96,90,0
0,0,13,100,91,0
23,0,34,87,100,0
37,13,54,80,100,0
0,0,18,100,96,0
7,0,30,100,100,0
22,0,32,90,100,0
17,0,40,91,100,0
0,0,38,100,100,0
0,0,22,100,90,0
9,0,34,100,100,0
0,0,19,100,87,0
46,17,66,64,88,0
0,6,48,100,84,0
0,0,32,92,61,0
37,12,51,77,100,0
0,0,2,100,77,0
23,0,32,93,100,0
0,0,8,100,89,0
0,0,11,100,86,0
9,0,24,100,100,0
22,10,44,93,100,0
0,19,0,94,57,0
13,8,54,79,76,0
3,0,16,100,85,0
6,0,23,100,100,0
49,18,70,62,88,0
0,0,14,100,86,0
13,0,34,81,100,0
44,22,75,58,81,0
0,0,48,73,77,0
