@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R4-5,7-8,11,15-17'

@attribute At4 numeric
@attribute At5 numeric
@attribute At7 numeric
@attribute At8 numeric
@attribute At11 numeric
@attribute At15 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
100,25,79,68,97,0,16,9
66,68,34,0,0,100,100,5
15,63,88,52,82,79,64,9
57,66,30,0,3,100,100,5
98,89,100,81,62,0,0,3
63,0,41,0,100,32,100,0
100,81,83,28,100,0,43,7
100,19,5,42,100,88,0,4
84,5,0,22,100,0,37,6
57,74,27,97,100,0,22,9
60,75,89,29,15,100,100,5
81,25,11,25,99,0,25,6
79,13,0,22,100,6,35,6
100,20,70,86,70,0,0,9
99,100,77,76,94,0,28,3
100,27,14,32,33,100,11,2
100,85,67,63,95,0,13,3
55,72,54,0,0,100,99,5
64,61,92,100,86,64,0,1
73,0,19,42,100,88,0,4
72,42,25,0,8,100,100,5
13,71,94,61,63,73,53,9
78,37,13,29,51,0,20,6
75,4,55,0,84,21,46,0
83,0,15,31,100,88,0,4
70,12,0,25,100,90,0,4
78,100,75,71,35,25,0,1
100,74,82,43,39,100,20,7
67,0,69,24,73,90,0,4
100,97,69,39,100,22,73,8
100,73,64,40,40,100,46,7
68,73,62,25,7,100,100,5
68,74,24,87,100,0,32,9
100,100,64,66,94,0,0,3
100,100,70,53,0,70,55,7
72,7,62,28,86,55,0,4
45,16,51,0,100,50,98,0
32,38,90,14,67,16,34,0
64,0,89,31,77,63,0,4
98,39,82,99,70,0,0,9
86,63,100,95,81,0,0,9
100,82,64,43,0,100,0,2
82,19,12,18,100,0,10,6
64,100,73,0,0,90,100,5
49,2,52,0,100,14,96,0
100,100,82,37,11,76,38,7
58,58,77,21,14,100,100,5
100,63,47,34,4,100,0,2
77,64,72,11,7,100,100,5
100,70,49,37,0,100,0,2
55,65,69,11,10,100,96,5
100,82,68,37,6,100,37,7
100,96,94,50,62,100,26,7
100,58,41,53,0,100,0,2
55,31,75,0,85,0,79,0
100,59,44,34,32,100,22,2
78,90,100,100,78,84,0,1
75,0,43,54,100,72,0,4
58,61,54,0,0,100,100,5
100,65,34,53,1,100,0,2
100,51,0,74,86,1,0,5
100,6,10,60,100,0,0,9
100,100,59,61,95,0,10,3
80,15,0,25,86,0,19,6
74,27,15,13,100,0,19,6
100,86,86,67,88,0,0,3
81,49,100,0,52,0,71,8
76,18,8,12,100,0,12,6
100,49,29,42,20,100,0,2
49,72,53,0,0,100,100,5
96,58,100,100,77,56,0,7
98,75,64,65,0,100,6,2
76,17,0,24,100,0,29,6
78,93,81,100,2,48,48,8
100,69,54,58,4,100,2,2
78,66,45,0,0,100,100,5
63,73,65,0,3,100,99,5
82,31,17,27,83,0,8,6
75,0,46,35,74,83,0,4
53,72,100,100,61,24,0,1
100,29,55,55,81,0,1,5
41,100,53,7,98,0,75,8
100,12,0,15,100,5,5,6
100,37,38,38,0,100,10,1
100,54,30,32,29,100,0,2
68,60,33,0,17,100,100,5
100,25,75,80,91,0,0,9
57,56,59,0,12,100,95,5
81,10,11,19,100,0,47,6
77,0,53,38,94,65,0,4
100,100,88,50,66,99,37,7
100,62,55,61,0,100,2,1
65,100,38,96,96,11,23,9
100,100,80,59,66,0,4,3
100,41,24,34,22,100,3,2
100,58,35,39,27,100,0,2
62,51,13,0,11,100,98,5
72,0,49,31,82,66,0,4
98,92,100,75,97,0,0,3
85,8,85,44,66,76,0,4
100,89,69,44,0,100,0,2
100,65,66,52,81,0,3,3
90,16,75,52,68,0,0,4
100,92,73,61,100,0,0,3
86,66,50,28,0,100,30,7
100,64,18,73,81,0,0,5
55,70,100,100,84,64,0,1
50,12,69,3,82,0,54,0
84,87,100,92,76,67,0,1
100,33,46,65,84,0,0,9
100,0,53,62,83,41,0,9
100,65,63,39,35,100,41,7
75,0,44,50,86,41,0,4
72,53,30,0,10,100,98,5
69,68,46,0,0,100,100,5
57,100,40,95,77,0,0,9
100,19,0,39,100,38,0,6
53,76,24,98,100,0,15,8
80,0,31,0,100,7,71,0
35,47,76,88,79,58,0,1
51,59,100,100,44,48,0,1
100,88,45,68,100,23,0,3
99,51,100,96,91,0,0,9
100,35,39,56,73,0,0,5
42,100,10,0,66,5,84,8
94,0,85,83,81,62,0,9
100,53,32,42,29,100,0,2
100,68,50,33,9,100,58,7
77,0,45,27,83,6,0,4
100,100,80,73,76,0,0,3
79,11,0,23,100,28,23,6
69,54,71,0,54,39,100,8
100,87,100,71,23,98,0,2
100,62,100,85,72,44,0,7
78,36,22,17,90,0,17,6
100,89,77,56,0,100,0,2
52,30,31,100,18,100,12,1
84,0,26,40,72,89,0,4
90,0,60,58,100,41,0,9
79,100,88,85,50,0,0,1
100,100,76,54,29,84,17,7
78,14,0,20,90,100,0,4
100,0,11,16,100,24,19,6
70,59,22,0,8,100,100,5
89,50,0,82,96,55,0,9
100,100,69,41,0,92,26,7
100,93,100,64,61,76,40,7
62,0,37,0,100,44,100,0
71,10,0,43,100,71,0,4
46,91,80,100,100,15,0,9
100,100,76,30,0,99,5,2
100,29,0,34,95,5,20,6
87,24,5,27,79,0,2,6
70,0,24,0,100,60,100,0
48,100,53,100,80,0,17,8
54,47,5,0,10,100,100,5
100,0,31,71,91,36,0,9
100,92,75,50,0,100,12,2
60,69,81,100,72,100,0,1
67,78,100,100,53,16,0,1
74,15,8,12,100,0,23,6
64,60,53,0,0,100,100,5
67,100,17,100,0,22,53,8
25,36,74,10,85,17,67,0
78,0,18,31,98,100,0,4
99,79,70,73,100,0,12,3
100,55,55,31,0,100,19,2
65,77,40,0,0,100,93,5
80,25,96,46,71,28,0,4
75,1,40,0,100,9,100,0
100,66,46,38,22,100,39,7
61,10,57,0,97,4,87,0
100,57,36,29,15,100,10,2
100,68,36,40,27,100,2,2
100,48,33,40,24,100,10,2
73,27,75,100,67,0,0,9
100,100,64,58,93,0,0,3
78,86,91,93,87,100,0,1
88,67,68,54,11,100,3,1
100,84,64,67,100,0,0,3
75,4,72,43,87,89,0,4
66,58,50,2,21,100,100,5
82,29,90,98,90,70,0,9
100,75,44,48,0,100,6,2
76,22,0,0,49,52,100,8
52,38,0,0,36,100,100,5
62,44,7,0,9,100,96,5
52,100,33,0,93,0,81,8
84,0,57,39,93,81,0,4
100,24,53,21,0,100,93,8
92,19,0,35,71,48,46,6
56,80,0,55,59,0,29,8
100,18,16,45,78,0,7,5
100,70,39,18,16,100,10,2
76,48,86,81,100,0,18,9
66,42,18,0,17,100,97,5
95,26,27,55,73,0,16,5
74,0,29,0,100,35,83,0
75,0,85,53,65,2,0,4
100,86,66,57,87,0,13,3
94,69,56,35,15,100,35,7
69,57,62,7,17,100,100,5
100,68,59,70,100,35,0,3
100,48,6,66,87,0,0,5
100,100,67,51,96,0,7,3
64,12,41,100,98,0,0,9
65,37,17,0,44,32,93,8
44,42,0,0,13,100,100,5
100,11,10,51,76,0,0,5
100,62,53,27,0,100,3,1
61,55,100,100,55,59,0,1
38,34,79,8,79,0,66,0
100,59,24,49,100,7,6,3
81,0,35,39,100,77,0,4
68,16,57,0,100,10,100,0
100,44,84,79,72,0,0,9
91,7,0,27,100,20,25,6
64,0,44,0,100,8,100,0
100,91,78,47,47,100,27,7
20,40,78,11,95,27,85,0
100,92,45,59,100,0,1,3
100,99,67,55,96,0,4,3
100,15,32,53,100,0,7,5
78,0,0,19,100,10,18,6
100,0,42,43,28,84,66,8
100,100,78,68,83,0,0,3
100,47,25,35,0,100,31,7
100,53,92,81,92,0,13,9
49,0,51,0,100,6,84,0
97,93,82,63,46,0,0,1
100,89,75,57,0,100,0,2
100,74,65,41,42,100,32,7
73,0,23,0,100,48,100,0
100,100,78,65,9,56,34,7
59,67,20,0,95,0,95,8
63,0,35,35,98,73,0,4
55,61,76,14,4,100,100,5
100,100,84,52,23,76,33,7
96,89,100,80,74,0,0,3
100,70,43,29,0,100,0,2
69,0,39,0,100,21,85,0
78,0,37,50,100,57,0,4
70,0,20,0,100,37,85,0
100,75,61,35,0,100,8,1
77,92,100,100,55,29,0,1
60,12,59,0,95,15,63,0
100,47,25,30,34,100,3,2
100,100,71,61,3,85,43,7
82,22,0,24,82,42,22,6
74,6,100,50,68,0,0,4
100,100,78,46,0,99,0,2
58,92,100,100,71,74,0,1
100,92,83,37,36,100,45,7
100,58,45,58,23,100,6,2
100,76,51,50,12,100,20,2
65,0,40,20,99,59,0,4
100,35,56,99,100,0,7,9
68,62,34,0,8,100,100,5
100,100,81,59,78,0,0,3
0,71,100,36,45,0,41,0
61,66,47,0,11,100,100,5
100,21,14,52,81,0,17,5
86,2,3,45,68,100,0,4
79,0,4,19,87,100,0,4
100,90,62,57,100,0,0,3
74,0,72,52,77,23,0,4
100,78,60,39,34,100,32,7
99,52,14,46,57,18,26,6
100,72,35,51,100,5,0,3
78,0,24,38,100,41,0,4
79,16,77,49,70,26,0,4
100,62,55,42,0,100,6,1
100,69,62,57,2,100,0,2
97,100,71,58,44,90,38,7
79,0,61,41,100,82,0,4
76,0,65,41,83,75,0,4
100,100,88,32,96,16,44,7
100,60,15,72,100,0,0,5
35,40,86,12,80,0,67,0
100,76,49,64,100,0,0,3
37,31,79,26,57,7,32,0
100,98,93,71,100,4,7,3
100,78,78,43,60,100,31,7
68,69,100,100,87,76,0,1
50,64,15,0,2,100,100,5
74,0,35,25,98,48,0,4
100,67,41,25,0,100,32,7
100,79,65,41,40,100,39,7
84,0,52,43,98,72,0,4
86,74,96,94,95,0,0,9
80,0,70,50,68,29,0,4
77,0,28,1,100,48,100,0
81,35,38,100,100,0,25,9
94,32,87,9,38,19,100,8
70,54,100,100,49,5,0,1
64,53,93,100,85,68,0,1
93,23,11,15,77,0,51,6
81,100,96,88,85,87,0,1
45,41,78,96,75,25,0,1
100,100,66,68,97,0,4,3
100,100,71,46,30,74,34,7
48,0,46,0,100,19,78,0
93,55,54,0,49,30,100,8
60,61,100,100,71,73,0,1
100,100,82,34,15,89,39,7
94,62,56,58,0,100,0,1
93,9,0,30,100,22,13,6
27,49,89,23,75,0,67,0
93,96,54,58,81,0,3,3
74,100,28,88,76,59,0,9
70,42,2,0,13,100,97,5
100,60,38,22,14,100,5,2
56,29,0,0,64,63,99,8
45,16,63,0,100,19,89,0
100,78,83,66,0,100,0,2
100,93,68,58,92,0,2,3
100,0,57,45,68,41,0,4
100,74,56,44,0,100,0,2
100,100,83,65,9,72,4,2
83,24,3,27,78,0,17,6
100,100,62,51,95,0,8,3
85,0,19,42,100,69,0,4
48,18,67,0,87,13,75,0
37,0,13,25,100,37,86,8
97,30,23,21,100,36,99,0
59,76,60,0,0,100,100,5
100,95,83,40,35,100,43,7
100,100,72,63,6,56,35,7
