@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R8,11,16-17'

@attribute At8 numeric
@attribute At11 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
52,0,0,2
1,100,10,6
32,99,55,6
59,100,0,3
5,97,69,0
31,89,0,4
19,84,73,0
0,100,86,0
100,100,0,9
41,46,30,6
55,21,7,1
37,100,41,7
88,48,0,5
25,100,22,6
0,95,93,0
100,68,0,1
16,24,5,2
100,65,0,1
53,89,16,3
44,45,38,7
47,0,4,2
66,87,11,3
60,82,7,3
65,11,0,2
35,77,51,6
24,99,0,6
60,100,0,3
48,0,1,2
20,100,0,4
0,11,100,5
27,12,0,2
100,80,0,1
87,75,0,7
100,53,0,1
75,98,0,9
66,87,22,3
49,0,55,8
72,85,0,5
71,73,0,5
35,0,6,2
84,47,0,1
77,97,0,9
60,40,0,0
59,13,0,2
100,100,11,8
0,100,84,0
81,38,0,1
59,72,0,4
73,66,0,1
40,89,0,4
53,98,4,3
34,100,0,4
39,21,0,2
8,13,100,5
30,49,32,2
100,95,0,9
88,79,0,1
24,47,31,0
43,0,3,2
100,83,0,1
56,25,0,2
96,66,0,7
67,100,16,3
34,0,7,1
25,0,91,8
0,6,91,5
31,90,0,4
0,100,100,0
52,71,0,4
56,42,46,7
63,21,3,1
41,85,24,6
52,88,19,3
99,88,0,1
11,99,67,0
42,80,5,5
31,78,85,0
4,73,83,8
29,69,7,6
43,30,51,7
27,0,100,8
100,75,0,1
3,98,73,0
60,98,3,3
52,33,47,7
61,82,7,3
52,50,38,7
0,12,100,5
0,100,93,0
69,100,4,3
37,2,86,8
38,74,0,4
29,69,90,0
0,6,100,5
16,88,0,4
84,91,0,9
15,7,87,8
60,0,8,1
77,100,2,9
29,100,0,4
35,100,0,4
0,100,74,0
29,70,35,6
89,40,0,7
35,68,15,6
100,95,0,1
49,0,22,2
36,42,25,6
99,97,0,1
33,10,84,8
60,85,0,3
28,76,27,6
50,4,5,2
52,87,14,3
70,96,0,3
47,21,15,6
0,26,100,5
37,100,0,4
75,76,2,1
31,75,63,0
60,75,16,3
29,5,0,2
56,0,3,2
44,0,0,2
70,15,6,2
26,0,73,8
83,95,12,5
50,100,14,3
36,11,41,7
0,7,98,5
0,82,74,0
80,93,9,9
93,100,0,9
55,100,17,5
39,79,0,4
39,17,38,7
91,100,9,9
33,100,0,4
88,62,0,5
54,85,0,4
33,100,0,4
61,7,3,1
0,100,75,0
38,40,36,7
0,71,5,0
48,67,0,4
64,100,0,3
2,100,5,6
47,10,35,7
18,100,19,6
23,19,0,2
54,100,7,3
42,40,23,6
32,100,0,4
37,48,25,7
100,56,0,1
0,41,91,8
0,86,62,0
83,84,0,9
22,91,80,8
11,100,5,6
100,39,0,1
61,70,27,3
40,12,17,2
100,70,0,1
60,100,0,9
67,99,3,5
31,30,1,2
39,85,0,4
34,38,45,7
0,100,98,0
100,0,52,8
29,54,12,6
26,95,0,4
62,87,3,3
48,0,1,2
0,0,100,5
0,100,79,0
76,95,35,7
42,0,2,2
19,20,1,2
79,100,0,9
0,100,97,0
69,100,0,9
0,38,100,5
18,82,75,0
100,100,0,9
0,53,88,8
0,15,100,5
76,90,0,9
43,0,1,2
41,0,75,8
44,64,0,4
57,0,1,2
0,100,92,0
83,73,0,9
33,74,0,4
0,100,82,0
58,100,0,3
59,83,15,3
100,81,0,1
71,84,0,9
69,95,1,9
70,0,9,2
100,53,0,1
66,93,5,3
67,100,0,3
53,5,0,2
25,85,39,6
1,74,29,0
20,100,10,6
24,100,0,4
18,100,0,4
76,70,0,3
31,4,43,7
100,69,0,1
35,28,52,7
63,92,18,3
100,55,0,1
85,99,0,5
58,0,0,2
69,100,2,3
75,34,0,2
35,100,0,4
0,100,88,0
99,77,0,9
82,100,10,9
100,73,0,1
0,100,98,0
36,0,3,2
61,100,11,3
54,91,6,3
63,0,0,2
35,0,0,2
0,86,59,0
100,97,34,9
0,100,73,0
69,95,6,3
0,0,98,5
34,31,53,7
48,75,0,4
100,69,0,9
46,12,48,7
30,92,0,4
68,94,0,9
26,100,12,6
24,30,100,5
56,73,0,4
47,64,0,4
70,76,16,5
39,68,0,4
38,0,0,2
0,0,99,5
46,14,54,7
0,0,95,5
7,6,100,5
43,0,0,2
33,1,46,7
65,60,48,9
35,74,29,6
52,74,0,4
100,78,0,1
0,0,95,5
34,0,46,7
90,58,0,1
37,17,0,2
0,0,96,5
60,86,12,5
93,39,0,1
54,100,0,3
0,81,72,8
72,100,0,5
54,7,3,2
58,0,8,1
41,100,0,6
100,67,0,1
92,79,0,5
0,42,100,8
100,82,0,1
53,0,0,2
100,66,0,1
7,85,73,0
59,8,34,7
66,26,33,7
90,37,0,1
36,17,91,8
100,89,0,1
38,68,27,6
11,73,49,0
0,0,100,5
46,86,0,4
100,67,0,9
3,12,100,5
69,93,0,3
0,31,91,8
67,30,42,7
88,67,0,1
64,100,0,3
47,94,0,4
100,66,0,1
0,100,78,0
96,100,0,9
30,100,64,6
60,82,1,9
72,100,0,3
38,11,0,2
0,90,94,0
98,84,0,9
25,0,8,2
33,29,52,7
68,100,9,9
76,83,0,9
40,100,0,4
14,4,100,5
72,100,21,9
65,100,0,3
0,53,100,8
63,67,2,3
0,4,100,5
42,68,0,4
25,100,33,6
100,61,0,1
70,25,32,8
71,65,0,3
40,72,0,4
18,86,77,0
0,100,89,0
98,68,0,1
80,9,0,1
25,73,41,6
65,84,0,9
50,10,15,2
12,100,28,6
46,83,0,4
0,72,99,8
77,28,0,2
0,2,100,5
65,87,19,3
17,77,82,0
0,100,83,0
100,62,0,1
54,100,0,9
81,90,10,9
87,58,0,7
3,82,54,0
37,21,94,8
0,0,100,5
92,100,0,9
0,75,89,8
40,0,29,7
84,92,3,9
67,9,0,1
60,100,1,3
70,92,2,9
0,33,100,8
100,50,0,1
94,63,0,9
34,59,0,4
91,100,0,3
68,98,2,9
38,0,62,8
36,0,0,2
31,100,15,6
60,29,3,1
24,100,19,6
54,44,26,7
0,82,33,0
1,93,74,0
27,89,0,4
34,0,80,8
3,86,91,0
10,65,28,0
50,93,6,3
35,98,0,4
23,8,100,5
48,50,22,7
69,98,0,3
100,100,0,9
52,100,11,3
56,0,0,2
36,56,29,7
43,15,80,8
100,85,0,9
35,5,52,7
0,59,97,8
77,56,1,5
24,100,8,6
75,89,0,5
100,100,0,9
21,75,79,0
79,74,0,5
62,55,23,7
12,100,73,8
81,92,4,9
11,100,0,6
74,98,0,9
26,0,0,2
51,0,0,2
0,11,100,5
15,100,87,8
13,100,14,6
0,83,74,8
0,0,100,5
52,0,0,2
37,0,68,8
65,5,0,2
57,100,13,3
86,100,0,9
34,9,44,7
39,10,34,7
59,12,3,2
37,33,44,7
64,89,21,3
63,100,0,1
76,91,0,9
26,100,0,4
20,100,26,6
47,75,0,4
47,82,0,4
40,41,3,2
0,87,87,0
0,100,1,6
0,49,83,8
76,100,0,5
36,0,66,8
0,82,77,8
0,100,75,0
0,100,96,0
94,66,0,9
61,77,19,3
35,98,0,4
57,63,74,9
