@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R1,5,7,10-11,14,17'

@attribute At1 numeric
@attribute At5 numeric
@attribute At7 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,72,100,75,50,25,1
74,0,62,79,100,0,9
24,59,34,1,16,0,2
11,15,87,65,74,33,4
61,0,44,0,8,44,8
40,79,39,27,8,100,5
77,0,9,33,100,44,4
0,88,64,43,100,1,3
18,10,54,22,95,100,0
18,40,2,30,20,100,5
39,0,1,0,100,42,6
0,80,100,69,65,23,1
100,28,0,0,60,22,6
9,20,61,21,93,91,0
43,52,20,35,0,100,5
73,0,0,8,100,41,6
15,30,81,38,87,100,0
7,51,39,15,5,92,5
44,80,47,0,0,4,2
84,16,0,12,100,22,6
0,59,86,100,80,35,1
29,92,100,76,49,25,1
0,79,100,74,75,22,1
0,90,100,67,92,22,1
0,59,72,42,31,0,2
78,100,49,29,58,100,8
69,39,89,84,63,28,4
39,35,12,31,16,98,5
80,26,0,11,97,24,4
91,31,15,0,100,45,6
49,65,0,60,90,33,9
13,97,69,47,100,0,3
42,0,2,36,100,35,4
24,30,88,0,0,72,8
0,64,43,44,23,11,2
100,43,20,0,77,24,6
11,38,79,46,76,100,0
97,8,0,72,100,36,9
89,0,44,54,82,38,4
39,83,11,35,100,100,8
23,64,54,10,0,3,2
54,5,0,27,100,25,4
0,78,59,0,28,41,7
99,37,41,0,100,50,6
42,78,71,39,85,0,3
0,82,100,65,70,14,1
100,0,23,100,94,29,9
0,91,81,5,55,34,7
68,15,0,38,100,35,4
0,65,48,0,14,40,7
81,0,10,16,100,100,0
78,17,57,0,7,65,8
43,94,75,14,0,0,2
100,33,10,11,35,22,6
27,0,25,44,91,32,4
18,0,0,54,100,27,4
48,0,49,38,100,100,0
19,68,49,38,100,0,3
0,60,59,38,19,1,2
14,48,41,0,0,1,1
19,62,50,0,0,40,7
38,55,11,30,10,92,5
82,0,0,2,100,23,6
66,90,53,52,58,4,5
0,71,63,0,40,34,7
35,0,86,77,48,41,4
64,0,17,0,100,51,6
0,91,100,75,62,24,1
70,0,6,0,97,63,0
25,74,44,43,100,0,3
28,83,22,64,100,9,5
0,78,100,71,49,23,1
54,51,50,0,12,86,5
45,89,54,55,100,0,3
0,80,70,7,14,18,2
62,14,0,24,100,27,4
0,51,43,13,100,2,1
37,0,63,37,89,29,4
53,98,83,9,0,0,2
63,93,61,81,99,0,9
87,0,74,66,89,44,4
64,85,47,54,82,0,5
16,5,29,11,100,18,6
29,0,70,64,89,34,4
27,76,57,13,0,5,2
10,91,65,0,0,31,7
41,82,52,46,98,0,3
93,44,12,69,80,17,9
9,0,2,29,100,31,4
69,63,70,61,98,0,9
55,0,16,60,100,33,4
0,100,27,62,78,41,9
95,61,41,0,93,30,6
16,0,30,49,100,24,4
100,25,0,0,59,39,6
45,0,64,0,7,41,8
100,0,43,5,23,34,8
34,8,0,0,100,42,6
0,93,89,39,28,0,2
0,100,90,60,57,20,1
39,0,25,4,100,82,0
17,83,55,39,100,0,3
12,57,12,38,12,87,5
97,32,39,0,100,49,6
28,100,51,70,32,12,5
0,47,46,0,6,34,7
0,85,65,0,4,40,7
54,80,43,35,47,16,8
100,83,93,52,77,0,9
88,77,100,60,73,13,9
0,100,98,22,72,28,7
39,100,76,51,57,0,1
46,18,94,61,4,7,2
0,80,60,57,60,9,1
0,70,63,37,48,0,1
53,47,23,29,59,100,8
60,48,25,49,100,100,8
4,100,68,0,25,36,7
20,68,38,20,16,0,2
0,67,100,75,53,23,7
29,84,10,18,74,44,8
57,62,51,24,29,30,8
0,46,11,52,100,0,8
88,0,55,0,24,73,8
0,33,75,35,87,100,0
44,68,70,13,45,80,8
44,48,73,0,5,96,5
65,93,69,20,0,12,2
83,56,100,0,48,79,8
40,0,54,52,97,36,4
47,5,50,18,100,96,0
26,83,57,40,90,0,3
0,72,100,79,62,25,1
78,59,100,74,77,20,9
0,56,93,86,75,30,1
100,41,62,64,80,0,9
0,80,66,44,100,0,3
0,76,100,87,82,29,1
41,0,75,78,81,37,4
0,85,62,0,21,38,7
100,21,71,73,78,0,9
67,0,5,40,100,41,4
0,100,87,0,30,28,7
0,66,92,88,61,76,9
66,21,0,0,100,33,6
0,87,100,75,54,25,1
0,86,42,47,100,4,3
0,74,95,80,73,81,9
100,31,22,52,83,4,5
0,60,59,5,16,1,1
15,20,82,64,84,34,4
52,100,77,27,0,1,2
19,88,88,0,0,91,5
100,46,22,24,3,11,6
77,0,34,39,93,38,4
0,97,73,9,27,27,7
98,23,10,0,100,22,6
74,29,100,95,0,77,0
81,42,56,21,45,100,8
33,41,39,16,0,3,1
0,48,50,0,32,44,7
70,26,100,100,13,68,0
4,57,39,41,100,0,3
0,100,69,0,81,69,8
56,93,0,35,100,100,8
0,64,69,29,28,5,2
18,74,41,27,59,100,8
8,87,62,0,0,30,7
23,5,52,21,95,92,0
48,67,48,3,0,14,2
52,70,26,55,64,14,5
20,57,23,39,0,95,5
70,0,6,2,100,71,0
0,19,65,29,98,100,0
29,0,75,63,72,25,4
0,100,45,40,90,100,8
48,85,17,71,100,6,9
39,100,68,0,16,45,7
29,0,48,32,84,39,4
11,46,87,61,69,100,0
0,77,100,45,75,15,7
67,44,35,28,53,88,8
36,77,64,52,100,2,3
0,51,43,22,9,93,5
75,6,62,0,0,41,8
76,100,32,70,94,4,9
7,28,26,58,100,11,3
100,4,49,0,0,69,8
10,92,64,36,100,0,3
100,14,0,0,62,27,6
0,100,53,0,82,44,8
100,9,0,0,99,40,6
88,0,47,86,97,26,9
100,25,19,43,6,14,1
59,99,81,44,100,0,3
16,43,100,87,97,38,4
33,60,55,15,0,5,1
30,0,30,6,100,82,0
0,45,70,49,35,0,2
35,0,42,17,100,97,0
0,8,20,50,77,20,4
49,68,40,55,100,5,9
32,74,44,22,0,18,2
35,58,55,39,100,97,8
100,71,95,54,79,0,9
26,100,58,47,90,0,3
70,35,0,29,60,88,8
18,22,71,49,78,94,0
36,81,63,7,0,0,1
66,50,19,33,65,96,8
9,100,81,45,74,0,1
32,0,25,34,100,34,4
23,51,16,33,8,90,5
0,43,36,8,7,16,2
31,4,37,8,100,82,0
27,43,90,54,75,100,0
8,86,100,59,73,15,3
8,100,100,71,74,14,1
0,100,70,4,10,28,7
13,100,74,1,12,33,7
51,82,74,24,74,0,3
34,75,10,67,100,0,9
32,100,75,50,68,10,3
55,5,90,75,84,50,4
43,100,74,50,77,10,3
57,47,0,71,94,28,9
16,100,46,0,66,45,8
57,8,3,0,100,32,6
7,100,89,16,15,3,1
63,0,58,35,86,53,4
5,41,89,54,70,100,0
3,100,75,4,31,26,7
19,10,53,43,100,27,4
33,94,49,47,100,0,3
