@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R8,11,16-17'

@attribute At8 numeric
@attribute At11 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,100,85,0
46,93,63,8
37,73,0,4
22,100,13,6
86,99,0,5
23,70,52,0
39,0,10,1
52,100,0,3
15,72,62,0
0,91,61,0
32,100,0,4
40,98,0,4
5,70,50,0
10,100,46,6
0,51,100,8
64,82,0,1
100,93,0,9
81,66,7,1
77,92,4,9
63,42,36,7
27,5,0,2
100,72,0,1
50,22,40,6
0,100,92,0
16,100,1,6
52,0,0,2
26,81,18,6
50,68,6,5
24,79,27,6
44,89,7,5
67,74,0,5
100,88,0,1
100,80,0,9
87,40,5,1
0,100,86,8
0,94,72,0
100,75,0,1
25,76,45,0
50,12,0,2
57,100,16,3
54,77,7,3
27,75,23,6
0,100,98,0
88,69,0,5
0,96,81,0
60,100,11,3
34,0,0,2
90,54,0,5
50,77,79,8
45,82,37,7
39,22,44,7
67,100,0,3
63,6,1,2
24,3,99,5
67,18,0,2
44,0,13,1
27,40,100,8
41,4,73,8
0,100,70,0
42,36,31,7
28,100,0,6
0,62,99,8
75,51,6,1
50,0,4,2
26,7,99,8
35,22,96,8
0,0,100,5
0,100,100,0
29,0,100,8
100,68,0,1
56,71,3,1
46,94,0,4
74,95,31,7
40,60,17,0
45,54,23,7
100,78,0,1
100,100,8,9
21,15,21,2
92,93,0,5
100,85,0,1
34,54,38,0
66,97,4,3
36,15,0,2
78,100,17,5
0,43,75,8
100,100,7,9
40,35,50,7
0,100,75,0
37,27,38,7
100,86,0,1
50,0,2,2
0,0,94,5
45,66,26,8
22,100,0,6
0,100,72,0
29,100,0,4
43,36,50,7
100,0,23,8
14,75,0,4
0,100,94,0
64,11,6,2
41,22,39,7
32,100,0,4
0,12,83,5
22,0,94,8
0,4,100,5
0,100,100,0
11,82,62,0
35,5,8,2
26,12,100,5
90,100,3,9
0,98,72,0
79,84,0,1
28,90,49,6
0,4,100,5
0,0,100,5
80,94,8,9
100,92,0,1
25,87,9,6
91,91,0,1
49,78,15,3
51,86,13,5
100,74,0,1
22,100,16,6
89,24,0,1
100,82,0,9
60,100,0,9
48,100,0,9
47,22,30,6
65,34,41,7
65,83,0,9
0,100,100,0
33,87,0,4
70,85,9,9
100,77,0,1
0,83,79,8
87,76,0,9
74,95,0,9
75,30,0,2
12,100,16,6
65,3,6,1
0,99,75,0
32,100,10,6
6,1,100,5
85,55,0,9
69,14,0,2
47,100,0,4
43,100,0,4
37,6,1,2
31,67,19,6
0,100,85,0
43,30,28,0
66,95,26,5
38,91,0,4
46,2,13,2
0,78,51,0
55,98,10,3
100,70,0,1
53,83,20,7
61,78,17,3
0,85,80,0
53,94,9,3
64,3,12,1
52,0,8,1
95,57,0,1
42,96,0,4
79,91,3,9
54,0,0,3
100,59,0,1
87,100,16,9
1,89,75,8
71,73,0,9
35,100,0,4
32,0,49,7
89,100,0,9
39,95,16,6
58,59,63,9
43,13,12,2
0,63,100,8
0,13,100,5
94,46,2,5
59,100,6,3
83,80,0,5
51,0,0,2
37,76,22,6
22,3,6,2
38,27,31,7
65,93,2,3
0,4,100,5
32,50,65,8
51,100,18,3
44,29,65,8
100,100,0,9
0,87,73,0
83,79,0,1
33,68,25,6
99,53,0,9
27,74,14,6
27,100,9,1
100,77,0,9
0,86,86,0
81,60,0,7
86,39,0,1
100,75,0,1
14,100,2,6
29,91,31,6
39,15,0,2
59,58,34,7
0,0,94,5
42,2,0,2
58,74,11,3
100,61,0,9
65,100,0,3
59,73,3,3
22,0,100,8
0,100,95,0
59,96,0,9
