@relation penbased

@attribute At1 numeric
@attribute At8 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
23,0,35,92,0
23,0,36,99,0
40,0,44,92,0
22,8,45,96,0
2,24,71,53,0
40,0,26,100,0
27,13,54,75,0
13,28,66,81,0
58,0,44,96,0
17,5,46,83,0
49,0,20,100,0
28,0,11,100,0
27,0,39,97,0
100,75,37,18,0
59,0,22,100,0
50,0,33,98,0
81,0,16,100,0
56,0,35,100,0
41,0,30,91,0
2,31,80,67,0
77,27,0,89,0
19,1,46,74,0
36,0,30,100,0
15,0,24,100,0
34,0,43,79,0
10,0,28,100,0
58,0,4,100,0
29,0,38,82,0
96,13,0,95,0
38,0,26,100,0
16,0,13,100,0
29,0,33,97,0
18,0,22,95,0
15,7,57,64,0
61,0,8,100,0
20,0,31,100,0
17,13,58,63,0
27,7,52,81,0
70,14,0,95,0
31,0,22,100,0
6,35,75,38,0
15,0,34,92,0
30,0,28,100,0
49,0,22,100,0
15,0,24,100,0
23,27,74,64,0
31,6,53,72,0
39,0,0,100,0
69,0,21,100,0
70,0,22,100,0
35,0,24,100,0
48,0,29,100,0
98,39,0,77,0
25,0,16,100,0
11,0,26,100,0
31,0,8,100,0
16,0,30,90,0
41,0,22,100,0
9,0,39,84,0
25,22,69,49,0
36,0,24,100,0
60,3,0,100,0
29,0,38,82,0
91,27,0,89,0
15,0,36,83,0
48,0,16,100,0
17,0,42,82,0
45,0,14,100,0
55,0,1,100,0
70,24,0,88,0
21,0,30,100,0
40,0,46,100,0
17,22,59,96,0
97,23,85,77,0
26,0,21,100,0
46,0,14,100,0
67,8,0,88,0
0,33,80,45,0
25,35,75,71,0
48,0,25,100,0
42,0,8,97,0
39,0,39,100,0
65,8,47,90,0
40,3,49,79,0
22,0,24,100,0
64,37,0,95,0
72,0,18,100,0
76,66,19,41,0
63,0,7,100,0
75,0,7,100,0
53,0,18,100,0
27,0,46,73,0
60,0,21,100,0
26,0,28,100,0
62,0,15,100,0
36,7,44,100,0
23,8,40,93,0
56,0,25,100,0
7,0,15,100,0
53,0,22,100,0
35,0,11,100,0
5,11,54,70,0
34,0,12,100,0
50,0,45,79,0
54,0,18,100,0
35,5,41,97,0
19,0,27,100,0
14,0,10,100,0
32,0,41,81,0
12,1,27,96,0
74,1,0,100,0
81,22,0,95,0
6,9,53,82,0
43,0,27,100,0
15,0,5,100,0
31,0,18,100,0
55,8,0,100,0
25,0,27,100,0
14,3,43,86,0
31,0,11,100,0
27,1,41,91,0
12,0,31,100,0
19,27,73,67,0
46,0,13,100,0
100,48,1,66,0
17,8,49,74,0
23,0,23,100,0
38,0,30,100,0
74,25,0,94,0
31,0,43,100,0
35,0,17,100,0
11,0,56,62,0
72,0,19,100,0
10,0,30,100,0
38,0,5,100,0
26,20,66,64,0
36,0,6,100,0
85,9,0,100,0
19,9,41,100,0
7,0,20,100,0
50,0,30,100,0
