@relation penbased

@attribute At1 numeric
@attribute At5 numeric
@attribute At7 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
23,2,37,19,100,93,0
22,15,74,56,68,87,0
6,38,90,64,67,78,0
21,29,69,43,85,100,0
73,0,16,0,100,87,0
68,0,1,0,77,48,0
29,0,36,20,100,94,0
40,6,71,52,77,82,0
0,37,88,43,78,100,0
16,13,62,30,90,100,0
36,42,86,49,76,100,0
1,16,65,35,95,100,0
32,71,100,79,45,81,0
14,48,85,63,83,100,0
17,42,92,58,63,100,0
7,69,100,84,44,67,0
27,13,70,44,91,100,0
59,0,1,0,100,80,0
43,0,13,20,100,91,0
16,25,76,52,74,100,0
14,40,84,61,72,100,0
40,1,44,24,100,100,0
24,61,100,72,57,87,0
0,49,92,60,73,100,0
92,49,11,27,35,18,0
14,9,54,27,100,100,0
13,16,63,27,94,100,0
21,26,67,41,92,100,0
93,3,0,0,90,63,0
13,4,54,28,100,100,0
16,40,86,56,80,100,0
17,2,51,26,100,98,0
42,15,66,38,98,100,0
68,0,13,3,99,71,0
29,0,35,18,100,93,0
17,8,53,22,96,94,0
69,0,31,28,100,99,0
20,14,63,31,100,100,0
31,14,64,29,94,100,0
15,9,47,16,100,92,0
27,0,30,4,100,96,0
7,36,74,49,85,100,0
25,0,41,16,100,93,0
21,27,77,49,88,100,0
32,1,46,21,100,100,0
44,0,29,17,100,89,0
46,0,45,24,100,100,0
44,6,55,34,92,100,0
43,0,29,20,100,90,0
38,0,41,19,100,98,0
12,33,77,44,78,100,0
45,0,29,21,100,100,0
63,0,22,17,100,100,0
78,0,3,0,93,59,0
36,19,66,37,97,100,0
34,39,84,43,79,100,0
15,33,71,52,93,100,0
50,0,21,9,100,70,0
29,0,51,30,100,100,0
12,50,93,57,72,100,0
38,5,70,49,78,84,0
49,0,17,0,100,69,0
51,0,19,10,100,79,0
19,57,100,72,47,77,0
46,9,61,47,76,85,0
24,7,61,44,80,93,0
55,0,18,0,100,80,0
21,11,60,30,92,100,0
44,0,27,17,100,89,0
25,1,43,16,100,100,0
27,8,60,44,100,100,0
52,36,100,73,15,60,0
31,4,57,30,100,100,0
33,0,39,16,100,89,0
66,0,45,28,100,100,0
59,0,21,0,100,81,0
33,6,54,30,88,97,0
32,0,34,11,100,70,0
54,0,27,18,100,91,0
51,0,34,15,100,92,0
47,5,47,24,99,98,0
24,16,79,58,75,74,0
40,0,23,10,100,100,0
68,0,22,0,100,73,0
6,24,73,51,82,100,0
46,19,63,29,86,100,0
48,0,49,48,100,84,0
25,0,29,6,100,85,0
5,44,87,64,68,93,0
6,21,72,41,86,100,0
31,0,37,11,100,85,0
12,48,97,82,42,60,0
50,0,36,17,100,94,0
52,0,33,16,100,96,0
11,0,41,27,100,100,0
59,0,24,12,100,83,0
3,39,90,71,53,78,0
73,0,52,57,82,78,0
59,24,69,42,74,63,0
0,43,78,57,92,100,0
41,0,50,31,100,87,0
9,0,28,18,100,84,0
