@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R10,14-15,17'

@attribute At10 numeric
@attribute At14 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
43,100,0,0
75,24,89,1
0,37,100,7
16,100,100,5
28,0,0,3
41,3,3,3
0,52,100,8
41,100,2,8
42,0,0,3
36,30,71,4
12,6,100,2
27,92,100,5
68,23,0,1
76,33,91,4
78,26,26,9
51,0,0,5
5,72,50,0
29,96,100,5
37,0,100,2
0,30,0,6
0,41,100,7
45,32,54,4
32,100,10,0
0,68,52,8
38,100,7,8
0,34,29,6
40,25,69,4
0,27,0,6
38,23,62,4
69,0,0,9
37,0,0,3
59,15,63,1
0,30,28,6
48,99,23,0
39,100,0,0
0,27,4,6
23,94,100,5
15,40,92,7
0,61,75,8
33,100,0,8
47,8,0,3
10,23,41,7
62,45,72,4
36,100,61,8
42,100,26,8
0,60,54,0
29,36,72,7
33,21,100,4
0,28,0,6
12,10,100,2
35,100,0,8
52,2,0,3
85,17,0,9
4,24,41,6
52,0,37,8
42,0,0,3
35,32,27,7
45,15,0,1
49,100,0,0
0,35,7,6
28,17,97,2
0,43,17,6
79,27,25,1
17,2,100,2
0,58,100,8
22,4,100,2
31,27,76,4
14,89,100,5
59,0,0,8
15,5,100,2
44,36,39,4
35,27,70,4
0,73,38,8
14,27,100,7
63,20,90,1
63,17,14,3
52,1,0,9
14,0,100,2
28,93,100,5
18,9,100,2
52,11,2,3
44,0,0,3
37,100,0,0
41,1,92,2
13,5,100,2
30,30,53,4
0,39,100,7
37,92,0,8
43,42,25,8
78,25,32,1
5,22,1,6
0,39,100,7
0,99,100,5
32,28,81,4
0,94,92,5
35,97,100,5
0,38,4,6
65,84,10,0
24,24,74,4
26,4,100,2
43,33,47,4
49,27,18,4
79,33,14,9
74,19,0,9
40,96,100,5
68,29,26,4
10,14,15,6
0,68,100,8
34,36,71,4
16,10,100,2
1,3,100,2
32,91,33,8
0,30,1,6
36,100,11,8
0,49,100,8
62,3,0,9
26,39,71,7
14,19,91,7
24,2,100,2
16,36,69,7
0,24,6,6
0,39,100,7
76,24,49,7
57,100,0,0
39,0,8,3
16,100,30,0
31,19,46,7
0,50,100,8
38,32,72,4
25,100,34,0
24,100,36,0
55,0,0,9
2,37,100,7
0,43,100,7
0,45,100,7
83,28,33,1
64,34,70,4
36,3,0,3
0,50,19,7
0,8,100,1
39,21,82,4
85,0,0,9
34,19,100,4
36,100,1,0
56,100,0,0
4,95,11,8
58,0,0,9
0,55,84,8
43,31,80,4
23,7,100,2
27,100,19,0
18,100,100,5
21,92,25,8
0,24,11,6
39,0,100,2
0,31,0,6
0,38,0,6
100,65,0,0
67,18,41,7
45,89,100,5
48,0,0,3
38,100,5,8
60,16,40,1
28,0,100,2
13,0,100,1
41,0,0,3
18,86,48,0
75,25,34,1
1,76,18,8
1,28,31,6
100,33,46,9
35,100,0,8
0,28,100,7
22,0,100,2
0,77,23,8
47,85,0,0
35,36,75,4
8,40,89,8
0,32,100,7
0,91,100,5
56,0,50,8
47,22,67,4
65,31,77,9
0,42,25,6
38,99,51,8
43,2,0,3
0,6,100,1
41,0,81,1
78,27,35,7
27,0,100,2
72,0,19,9
53,0,0,3
0,65,99,8
63,4,0,9
0,35,12,6
29,18,79,7
12,0,100,1
26,100,16,8
47,0,0,5
73,48,10,4
54,0,0,9
72,0,0,9
6,33,10,6
51,30,75,4
0,58,100,8
66,44,67,4
43,0,0,3
7,20,0,6
0,41,100,7
30,0,100,2
38,0,0,3
43,2,100,2
7,0,100,2
7,21,14,6
69,29,0,4
2,2,88,1
43,0,0,3
22,1,100,2
45,15,0,1
0,89,100,5
0,59,78,8
21,4,100,2
43,26,43,4
0,45,35,6
74,23,45,1
40,100,14,0
0,31,3,6
34,0,100,2
0,29,7,6
34,0,100,2
39,100,10,0
69,28,60,4
0,52,0,6
27,100,39,0
35,100,3,0
33,21,100,4
0,100,100,5
34,0,0,3
76,41,37,9
81,9,28,9
20,28,100,7
4,10,100,2
0,32,26,7
26,100,6,0
0,64,100,8
48,1,0,3
0,8,100,1
0,26,100,7
60,20,5,1
36,8,55,7
37,1,100,2
37,96,100,5
6,82,26,0
30,91,0,0
37,36,78,4
48,26,24,4
24,99,26,0
100,40,82,1
15,28,85,7
52,0,0,3
7,86,100,5
56,0,0,5
41,5,35,8
41,39,57,4
16,0,100,2
28,0,100,2
8,19,14,6
39,0,0,3
0,41,100,7
19,34,25,7
16,6,82,2
67,9,0,9
26,95,32,8
28,28,52,4
38,0,100,2
11,30,84,7
0,56,68,0
57,0,29,9
17,37,62,4
35,100,9,0
32,35,50,7
42,0,0,3
13,95,100,5
75,24,99,1
56,7,0,3
0,38,100,7
24,99,39,0
12,20,0,6
49,23,39,4
48,5,0,5
36,16,67,8
46,36,48,4
0,53,83,0
10,37,91,7
57,11,38,3
29,0,100,2
51,0,0,3
58,33,62,9
1,87,100,5
93,31,21,4
54,3,0,5
0,27,0,6
0,77,69,8
53,6,98,1
0,35,0,6
23,18,12,6
1,35,82,7
55,5,0,3
43,5,0,3
12,26,3,6
79,2,0,9
9,4,100,1
46,31,71,4
64,21,8,1
91,30,44,1
29,95,100,5
61,20,0,1
34,100,25,8
66,10,0,9
48,32,90,4
100,69,3,0
37,0,27,3
100,20,40,9
0,40,100,7
57,0,0,9
9,8,100,2
49,100,0,0
12,19,100,2
0,27,25,6
34,100,12,0
59,0,0,9
29,17,100,2
12,5,0,1
0,62,100,8
74,24,0,1
0,23,19,6
38,0,0,3
61,47,71,4
74,41,16,4
46,100,29,8
0,52,0,8
23,28,81,4
0,21,0,6
74,19,68,1
22,35,81,4
27,94,100,5
9,26,19,6
48,0,8,3
50,30,96,4
15,93,100,5
88,27,75,1
54,27,88,4
0,78,44,0
73,19,0,9
75,81,1,0
0,42,100,7
10,32,74,7
60,11,84,1
2,27,15,6
43,0,0,3
32,100,0,8
75,25,29,1
0,13,100,2
46,0,0,3
0,31,0,6
67,1,0,9
1,22,10,6
36,24,70,4
0,34,0,6
36,36,58,4
55,37,66,4
0,33,0,6
22,90,23,0
56,30,73,4
28,4,100,2
74,23,74,1
3,10,100,2
6,6,100,2
66,39,40,4
20,91,22,8
10,73,60,0
76,26,11,4
20,100,35,0
48,2,0,5
24,2,100,2
42,29,29,4
9,27,78,7
64,94,0,0
37,3,0,3
27,100,15,0
12,5,100,2
71,31,92,9
37,6,100,2
15,25,8,6
56,100,0,0
98,25,10,9
34,0,0,3
26,1,100,2
36,100,0,0
47,16,0,1
75,25,0,1
0,56,100,8
0,35,100,7
24,86,46,8
0,19,100,2
42,100,100,5
65,13,0,9
90,29,64,9
75,25,45,1
13,29,92,7
29,23,63,4
