@relation penbased

@attribute At7 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
71,8,100,0
30,0,82,0
76,3,100,0
35,0,78,0
0,32,39,0
61,0,100,0
82,12,100,0
52,0,92,0
6,0,63,0
70,0,100,0
71,1,100,0
70,0,100,0
63,0,95,0
28,0,68,0
67,14,97,0
52,0,100,0
9,0,72,0
11,74,0,0
34,0,77,0
58,0,100,0
78,14,100,0
56,0,97,0
96,24,100,0
24,0,69,0
80,23,100,0
87,12,100,0
20,0,68,0
57,0,100,0
52,9,100,0
40,0,84,0
60,0,100,0
57,0,100,0
100,33,99,0
86,18,100,0
85,26,100,0
83,23,100,0
21,0,77,0
83,22,100,0
63,0,100,0
28,0,80,0
52,0,95,0
62,0,100,0
19,0,72,0
54,0,100,0
61,0,99,0
0,27,41,0
74,10,100,0
40,0,87,0
100,52,40,0
23,0,74,0
74,0,100,0
57,0,96,0
70,8,100,0
30,0,82,0
61,3,95,0
74,4,98,0
0,19,45,0
100,43,88,0
81,7,100,0
45,0,90,0
27,0,79,0
65,5,100,0
84,17,100,0
50,0,95,0
53,0,95,0
100,50,61,0
15,17,59,0
59,0,100,0
30,1,87,0
51,0,91,0
0,66,3,0
52,10,84,0
65,0,100,0
27,0,75,0
51,0,95,0
99,38,100,0
53,0,100,0
87,23,100,0
12,0,66,0
47,0,90,0
46,0,83,0
86,12,100,0
9,12,49,0
33,0,82,0
77,17,100,0
45,0,97,0
72,0,100,0
90,30,100,0
83,0,100,0
63,0,100,0
8,4,59,0
46,0,86,0
53,0,91,0
66,0,100,0
19,17,61,0
82,0,100,0
34,0,84,0
89,17,100,0
15,0,72,0
54,0,98,0
0,41,20,0
75,12,100,0
45,0,89,0
63,0,100,0
60,0,96,0
87,22,100,0
64,0,100,0
34,0,78,0
60,12,90,0
73,19,100,0
66,0,100,0
100,26,94,0
43,0,91,0
10,0,70,0
70,12,100,0
60,0,98,0
21,3,62,0
42,0,93,0
89,6,100,0
19,0,70,0
84,10,100,0
31,0,82,0
93,10,100,0
1,17,38,0
84,12,100,0
46,0,88,0
73,0,100,0
33,0,79,0
64,0,100,0
58,0,92,0
18,0,70,0
30,0,81,0
51,0,93,0
88,25,100,0
5,0,61,0
67,15,100,0
24,0,70,0
18,8,73,0
33,0,84,0
35,0,84,0
65,0,99,0
69,15,100,0
23,0,83,0
84,5,100,0
63,0,100,0
80,9,100,0
0,48,14,0
46,0,92,0
31,0,84,0
61,0,100,0
24,0,81,0
74,2,100,0
18,0,77,0
100,50,83,0
52,0,100,0
4,8,49,0
54,0,100,0
27,0,82,0
92,20,100,0
29,0,76,0
76,5,100,0
72,8,100,0
33,0,88,0
26,0,74,0
100,22,95,0
