@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R11-12,14,17'

@attribute At11 numeric
@attribute At12 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,5,2,2
100,33,40,6
99,8,40,6
100,14,0,3
97,85,100,0
89,52,30,4
84,90,100,0
100,70,100,0
100,61,3,9
46,0,27,6
21,0,7,1
100,8,30,7
48,48,18,5
100,5,29,6
95,41,82,0
68,48,21,1
24,20,1,2
65,51,25,1
89,10,0,3
45,0,30,7
0,0,1,2
87,16,0,3
82,10,0,3
11,20,6,2
77,0,34,6
99,24,30,6
100,23,5,3
0,6,0,2
100,43,30,4
11,66,98,5
12,4,2,2
80,51,25,1
75,43,22,7
53,50,26,1
98,44,6,9
87,9,0,3
0,0,34,8
85,27,2,5
73,33,7,5
0,4,0,2
47,40,17,1
97,15,0,9
40,85,49,0
13,8,5,2
100,35,0,8
100,70,100,0
38,41,20,1
72,77,38,4
66,18,0,1
89,42,29,4
98,12,0,3
100,47,24,4
21,0,1,2
13,44,88,5
49,5,0,2
95,59,9,9
79,44,22,1
47,100,77,0
0,0,15,2
83,53,26,1
25,13,7,2
66,51,26,7
100,16,0,3
0,8,8,1
0,31,63,8
6,71,95,5
90,45,29,4
100,65,94,0
71,21,23,4
42,0,31,7
21,0,0,1
85,0,22,6
88,3,0,3
88,45,19,1
99,90,100,0
80,28,0,5
78,11,46,0
73,75,100,8
69,1,20,6
30,22,46,7
0,26,64,8
75,50,24,1
98,22,63,0
98,12,0,3
33,18,40,7
82,12,0,3
50,0,34,7
12,54,93,5
100,63,100,0
100,13,0,3
2,10,52,8
74,87,43,4
69,16,50,0
6,52,93,5
88,37,33,4
91,54,24,9
7,36,63,8
0,0,3,1
100,19,0,9
100,58,30,4
100,48,24,4
100,66,92,0
70,9,32,6
40,48,23,7
68,4,34,6
95,52,24,1
0,0,9,2
42,0,23,6
97,46,19,1
10,16,57,8
85,19,5,3
76,4,27,6
4,0,1,2
87,12,0,3
96,35,13,3
21,0,11,6
26,56,90,5
100,42,23,4
76,24,0,1
75,100,90,0
75,14,0,3
5,29,19,2
0,0,3,2
0,4,13,2
15,12,0,2
0,19,48,8
95,31,0,5
100,15,0,3
11,30,39,7
7,86,100,5
82,80,100,0
93,20,0,9
100,53,3,9
100,28,0,5
79,90,44,4
17,0,30,7
100,29,0,9
100,47,26,4
62,41,0,5
85,53,25,4
100,39,24,4
7,0,2,1
100,75,100,0
40,4,29,7
71,100,61,0
67,74,37,4
100,21,4,3
100,34,36,6
10,0,33,7
100,14,25,6
19,30,12,2
100,16,0,3
40,0,26,6
100,53,27,4
48,1,29,7
56,50,25,1
41,43,79,8
86,81,94,0
84,58,30,9
91,31,59,8
100,30,38,6
39,50,25,1
70,7,0,3
12,4,0,2
70,64,34,1
100,60,27,9
99,11,0,5
30,7,0,2
85,61,29,4
38,28,48,7
100,51,96,0
0,22,0,8
54,0,18,6
95,50,30,4
87,15,0,3
0,0,0,2
0,59,94,5
100,65,100,0
95,0,25,7
0,0,0,2
20,13,8,2
100,68,41,9
100,51,90,0
100,49,10,9
38,95,94,5
82,94,100,0
100,62,17,9
53,39,82,8
15,59,89,5
90,49,13,9
0,9,0,2
0,2,42,8
64,86,43,4
0,0,3,2
100,42,81,0
73,53,26,9
74,77,39,4
100,75,100,0
100,23,9,3
83,9,0,3
81,50,25,1
84,46,15,9
95,24,0,9
0,15,0,2
53,51,26,1
93,19,0,3
100,29,7,3
5,18,8,2
85,9,34,6
74,100,83,0
100,16,28,6
100,55,31,4
100,61,35,4
70,33,13,3
4,22,43,7
69,63,32,1
28,27,47,7
92,6,0,3
55,62,31,1
99,33,7,5
0,13,8,2
100,19,0,3
34,22,4,2
100,71,37,4
100,72,98,0
77,58,24,9
100,16,0,9
73,63,31,1
100,39,79,0
0,0,2,2
100,5,0,3
91,13,0,3
0,12,4,2
0,2,4,2
86,88,100,0
97,9,0,9
100,67,100,0
95,10,0,3
0,75,99,5
31,32,48,7
75,84,42,4
69,63,32,9
12,19,42,7
92,65,33,4
94,54,24,9
100,5,24,6
30,88,95,5
73,66,33,4
64,33,28,4
76,19,0,5
68,68,32,4
0,4,10,2
0,55,96,5
14,31,47,7
0,72,100,5
6,51,95,5
0,22,16,2
1,37,44,7
60,100,71,9
74,0,23,6
74,56,28,4
78,48,22,1
0,80,100,5
0,31,46,7
58,45,22,1
17,3,1,2
0,82,96,5
86,22,0,5
39,47,23,1
100,15,1,3
81,69,100,8
100,26,1,5
7,13,0,2
0,0,7,1
100,28,24,6
67,52,26,1
79,35,6,5
42,51,86,8
82,53,25,1
0,6,13,2
66,49,24,1
85,89,100,0
8,0,33,7
26,0,34,7
37,46,23,1
17,15,55,8
89,64,32,1
68,4,37,6
73,100,93,0
0,75,100,5
86,70,35,4
67,45,22,9
12,64,99,5
93,19,6,3
31,52,92,8
30,0,39,7
67,37,12,1
100,27,4,3
94,73,36,4
66,60,30,1
100,70,100,0
100,64,28,9
100,11,45,6
82,28,0,9
