@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R1,7,11,14,17'

@attribute At1 numeric
@attribute At7 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,19,100,23,4
0,81,40,20,1
48,21,79,100,8
54,0,100,46,6
30,53,100,0,3
0,69,35,35,7
51,83,34,20,1
41,31,1,98,5
12,52,0,8,2
0,63,14,29,7
0,100,80,27,1
95,74,69,26,9
0,72,79,21,1
27,62,97,97,0
100,18,38,23,6
96,96,71,25,9
68,13,99,71,0
37,55,100,0,3
0,91,99,52,7
31,32,100,85,0
79,71,73,18,9
16,78,87,100,0
58,100,62,80,8
100,58,33,14,1
47,21,0,100,5
84,44,54,95,8
33,35,100,93,0
28,71,0,5,2
56,24,100,100,8
23,79,82,0,3
39,71,95,0,3
41,70,72,62,8
29,51,12,94,5
0,82,17,34,7
10,0,100,34,4
37,22,33,4,2
0,61,6,2,2
0,61,22,0,2
50,21,100,70,0
86,65,0,39,8
13,41,2,6,2
30,39,7,0,2
7,62,96,100,0
100,7,36,18,6
22,32,100,11,9
12,97,74,5,3
38,36,100,31,4
15,95,83,41,4
100,0,97,38,6
100,0,93,58,0
68,0,72,33,9
41,58,7,45,7
0,54,12,2,1
0,87,31,45,7
8,88,36,24,1
44,74,0,19,2
29,36,100,0,3
100,96,79,35,4
82,94,39,81,8
9,64,100,0,3
55,48,55,4,8
55,27,84,7,5
57,89,75,2,3
100,8,57,19,6
25,27,76,31,9
66,69,74,0,3
45,77,100,100,8
26,61,0,0,2
19,77,78,100,0
0,72,40,27,7
29,8,100,11,5
19,25,0,94,5
78,0,100,33,9
48,66,0,8,8
32,79,68,6,3
33,66,0,14,2
100,0,58,34,6
0,50,86,0,8
100,26,93,38,6
100,5,77,4,5
0,100,61,21,1
38,47,100,100,0
48,78,91,0,3
10,2,0,8,1
9,65,80,46,4
53,28,98,0,5
3,78,90,13,3
7,66,0,97,5
12,66,99,100,0
21,40,100,91,0
31,30,26,5,2
96,96,0,62,8
36,80,73,45,4
13,30,3,5,2
35,11,56,100,8
70,0,78,28,9
100,66,86,33,9
55,40,68,5,5
100,3,43,26,6
21,45,0,8,1
31,59,98,100,0
35,18,100,27,4
0,43,100,7,3
0,72,40,30,7
19,63,91,38,4
39,55,80,30,4
77,66,93,0,9
9,28,100,84,0
18,100,55,88,0
0,55,19,50,7
49,63,59,1,1
16,0,95,28,4
0,100,44,24,1
0,49,6,38,7
37,53,100,100,0
0,38,100,1,3
0,51,14,14,2
0,68,48,0,2
100,26,0,2,6
46,77,75,0,3
0,100,67,30,1
100,98,46,90,8
0,85,33,16,3
87,68,84,0,9
8,21,33,3,2
66,4,100,36,6
100,0,71,17,6
59,33,95,35,4
0,100,64,18,1
0,100,58,22,1
80,29,100,38,6
0,100,43,28,1
74,0,100,43,6
31,69,0,5,2
100,13,44,27,6
0,34,12,4,2
0,12,100,29,9
21,77,82,100,0
37,68,0,17,2
45,66,55,26,4
97,0,93,28,6
55,55,77,45,4
64,73,0,0,1
62,0,79,24,9
51,19,4,99,5
35,100,45,25,1
27,40,0,2,1
42,79,0,10,2
0,58,30,47,7
61,55,89,32,4
46,17,70,3,5
29,3,13,90,5
0,96,100,14,3
67,0,100,100,8
40,40,100,7,5
43,35,100,0,9
21,70,82,24,4
0,24,6,2,1
0,70,80,16,1
49,47,8,14,2
30,46,0,100,5
0,100,81,26,1
22,43,16,100,5
34,32,69,41,9
62,22,30,42,8
27,20,18,97,5
18,43,0,11,2
24,85,29,20,1
100,77,93,0,9
27,68,76,0,3
44,0,19,87,5
36,73,70,31,4
11,77,62,95,0
0,56,10,12,2
17,81,69,0,1
14,39,0,1,2
39,70,15,99,5
0,62,5,41,7
37,3,0,28,8
0,88,74,33,1
29,65,81,0,3
27,100,29,81,8
100,60,94,32,9
73,0,100,33,6
43,43,100,28,4
1,53,100,1,3
0,32,10,44,7
11,46,0,0,1
0,100,70,25,1
98,63,0,70,8
61,45,10,36,8
0,53,100,0,3
3,0,100,9,5
74,90,84,0,9
48,47,70,88,8
100,54,0,47,8
75,0,98,28,6
15,91,49,6,1
32,62,83,0,3
59,69,74,63,0
0,46,19,9,2
0,78,78,24,1
96,26,100,39,6
32,62,0,6,2
36,62,99,2,3
16,28,23,1,2
0,75,9,5,2
27,53,0,33,7
0,100,47,0,2
5,26,100,0,3
4,100,40,25,1
30,75,97,30,4
19,13,34,0,2
20,53,98,0,3
1,50,100,8,3
13,28,96,23,4
39,66,85,0,3
63,3,100,78,0
18,69,91,98,0
0,86,67,21,1
75,16,100,100,0
0,54,33,6,1
0,67,33,34,7
0,54,12,27,7
16,23,100,80,0
2,22,100,27,4
0,81,36,36,7
84,67,100,2,9
0,76,31,35,7
38,73,9,0,1
92,0,100,32,6
52,13,54,93,8
65,0,100,30,4
83,94,0,71,8
34,50,6,100,5
0,78,35,38,7
62,34,13,37,8
32,42,0,0,1
12,74,23,43,7
88,100,98,0,9
18,28,100,27,4
100,12,78,27,6
30,62,94,0,3
38,0,100,24,4
100,54,0,48,8
0,74,100,3,3
0,100,81,30,1
100,74,91,0,9
0,66,30,27,7
100,28,2,55,8
27,37,12,19,2
79,100,70,19,9
0,57,100,1,3
0,46,100,4,1
1,72,100,0,3
11,36,0,1,1
