@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R3,5,7,10,15-17'

@attribute At3 numeric
@attribute At5 numeric
@attribute At7 numeric
@attribute At10 numeric
@attribute At15 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
12,72,56,17,100,100,5
57,100,68,38,0,17,3
31,0,8,53,0,0,1
1,16,70,40,0,73,0
0,97,89,70,28,0,9
0,59,36,28,100,100,5
62,100,68,50,0,13,3
67,26,41,0,96,58,8
21,0,43,29,67,0,4
100,25,10,62,0,0,9
38,2,0,0,12,7,6
55,55,33,0,100,1,2
0,88,88,0,100,100,5
1,0,53,32,7,62,0
0,12,54,29,31,91,0
10,0,46,28,29,69,0
31,0,52,57,38,25,0
16,53,46,29,100,100,5
4,0,46,47,77,0,4
53,100,23,71,47,0,9
15,0,23,0,44,98,0
100,93,64,17,72,38,7
87,100,75,36,0,12,3
78,79,57,30,100,0,1
16,0,28,33,68,0,4
54,100,99,52,0,0,3
59,26,2,0,0,19,6
0,40,100,91,33,0,4
80,100,72,38,0,0,3
0,5,92,70,86,0,4
77,21,60,0,100,81,8
25,52,44,0,100,39,7
40,59,58,21,0,0,1
95,24,38,8,96,64,8
40,80,43,45,3,4,3
0,33,80,65,32,20,0
57,25,12,0,0,21,6
4,42,79,98,66,0,1
12,64,52,16,100,94,5
50,100,54,0,31,23,7
11,56,53,42,16,0,3
52,63,39,0,100,3,2
97,100,0,59,7,0,9
34,100,94,0,76,95,8
31,68,100,62,64,0,2
39,0,9,0,36,92,0
76,57,99,68,0,0,9
0,4,63,46,0,25,0
66,38,15,18,11,24,6
42,32,27,7,0,3,1
84,100,89,20,94,2,1
3,77,62,0,100,100,5
55,70,32,38,100,100,5
65,71,0,80,5,0,9
52,4,48,0,100,78,8
67,43,22,57,0,74,8
22,45,87,57,0,72,0
0,60,42,16,100,100,5
39,79,39,48,15,10,3
54,0,60,0,100,87,8
66,90,52,51,0,1,3
48,18,57,62,0,19,9
61,100,88,20,90,36,7
78,85,71,38,0,4,3
16,68,100,75,0,22,0
65,100,81,0,0,55,8
3,25,44,0,100,90,8
60,93,60,43,0,0,3
47,95,55,50,0,0,3
52,100,84,42,32,0,1
46,100,81,0,83,40,7
0,56,44,51,15,7,9
92,100,63,31,66,38,7
3,0,38,23,35,100,0
50,38,0,41,46,78,8
52,0,21,70,23,0,9
51,0,61,0,100,76,8
59,71,50,42,0,10,3
63,30,11,0,0,4,6
52,66,50,12,100,0,1
53,76,49,13,100,0,2
42,73,100,77,39,0,1
37,85,100,75,67,0,1
20,0,56,50,43,0,4
40,0,26,91,33,0,9
74,82,45,43,0,3,3
2,0,81,100,59,0,9
26,56,45,19,100,10,2
29,0,24,18,31,98,0
8,54,28,20,100,100,5
41,79,100,74,78,0,1
6,0,65,66,52,0,4
5,10,87,0,100,97,8
56,100,82,20,94,1,2
45,100,59,5,65,38,7
19,0,6,0,19,20,6
30,0,62,51,38,0,4
33,73,52,16,100,0,2
67,63,36,0,100,0,2
57,8,0,50,1,14,5
4,0,55,57,77,0,4
40,74,40,35,100,0,2
35,9,0,2,5,5,6
44,79,76,0,100,32,7
8,70,100,78,22,0,7
100,99,45,57,0,0,5
26,49,35,23,37,100,8
12,0,54,37,20,56,0
79,57,36,44,29,0,1
46,50,34,5,100,0,2
100,97,23,59,0,0,9
0,42,90,80,45,0,1
49,26,19,3,0,0,6
50,76,44,43,0,0,3
100,58,24,17,2,21,6
