@relation penbased

@attribute At2 numeric
@attribute At7 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At13 numeric
@attribute At15 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
100,12,11,64,0,94,77,99,0
100,30,0,82,1,75,30,100,0
88,63,0,100,29,45,0,86,0
97,28,0,74,21,73,24,96,0
35,22,75,0,37,58,71,55,0
94,39,0,94,17,60,0,99,0
84,87,28,100,81,30,0,48,0
97,58,0,100,30,57,11,74,0
85,52,9,100,57,81,38,25,0
100,63,0,100,42,29,0,52,0
97,44,0,89,29,60,4,84,0
82,88,21,100,66,22,15,35,0
100,22,1,67,0,100,62,92,0
89,24,0,75,3,82,34,100,0
42,87,15,100,64,25,20,48,0
92,64,0,100,29,50,4,87,0
100,70,0,100,35,41,6,62,0
89,69,13,100,58,20,13,25,0
61,38,0,91,20,63,17,74,0
100,36,0,79,22,63,23,69,0
72,82,11,100,56,26,0,58,0
92,84,0,100,43,35,0,70,0
43,0,57,38,100,81,36,7,0
100,0,21,31,0,100,89,79,0
100,59,0,100,33,48,18,53,0
100,35,0,78,25,65,21,75,0
100,0,27,39,0,100,91,89,0
100,31,0,80,28,56,7,71,0
93,24,0,83,11,75,17,97,0
84,41,0,88,27,68,12,85,0
23,100,50,83,84,0,2,46,0
74,76,3,100,52,21,0,51,0
100,58,0,94,19,69,28,90,0
95,15,0,64,11,87,38,100,0
100,39,0,83,22,57,11,75,0
93,45,0,90,24,60,19,83,0
100,13,0,66,9,94,44,84,0
94,35,0,78,13,76,32,100,0
91,18,0,66,15,100,69,100,0
74,81,23,100,68,18,0,45,0
81,56,0,97,26,62,15,84,0
66,89,23,100,63,25,0,67,0
99,35,0,82,24,78,25,86,0
100,2,6,48,0,100,63,80,0
91,55,0,94,26,67,23,81,0
100,13,0,86,34,73,10,9,0
77,12,13,67,0,88,34,88,0
84,73,7,100,45,40,0,67,0
100,33,0,82,8,74,27,97,0
96,79,0,100,38,38,0,74,0
77,58,0,100,29,52,0,84,0
99,46,0,98,21,55,5,79,0
100,47,0,84,16,77,38,95,0
91,72,0,100,42,42,0,75,0
94,100,43,95,100,49,30,28,0
96,29,0,83,21,63,3,91,0
96,47,0,82,11,77,42,99,0
71,78,12,100,51,37,8,66,0
100,32,0,73,24,77,30,85,0
92,35,0,81,15,76,27,100,0
89,18,8,73,0,83,32,100,0
63,73,10,100,49,49,18,71,0
100,78,0,100,38,36,0,65,0
84,52,0,95,28,70,20,87,0
59,0,37,36,0,100,82,100,0
100,50,0,99,31,45,11,49,0
83,71,0,100,36,39,0,73,0
100,63,0,100,33,48,0,72,0
100,41,0,80,5,80,42,94,0
43,100,15,99,63,8,4,28,0
100,10,10,60,0,100,79,90,0
100,40,0,88,17,66,17,76,0
89,72,0,100,36,45,0,92,0
86,76,0,100,39,37,0,69,0
92,36,0,84,22,67,17,83,0
100,23,0,77,13,70,15,74,0
91,29,0,76,24,89,36,85,0
81,9,18,60,0,89,36,92,0
88,72,0,100,40,37,0,67,0
89,22,11,70,0,94,57,100,0
100,32,0,81,6,77,29,94,0
100,44,0,90,22,66,15,88,0
97,74,0,100,43,33,0,65,0
100,26,0,74,7,81,36,99,0
72,46,0,82,34,59,15,76,0
100,56,0,100,22,55,15,77,0
76,70,3,100,40,44,0,73,0
95,55,0,93,32,59,15,78,0
77,0,27,40,0,95,53,89,0
76,84,12,100,57,9,0,44,0
100,4,8,49,0,100,67,97,0
94,64,0,100,36,40,0,71,0
73,81,7,100,50,37,0,77,0
81,62,0,100,44,38,0,55,0
100,41,0,87,19,60,8,89,0
100,75,2,100,48,32,12,48,0
74,90,14,100,64,18,16,34,0
100,60,0,100,38,27,5,42,0
100,29,0,77,18,75,23,96,0
100,37,0,74,24,80,39,95,0
98,51,0,90,30,66,18,88,0
54,0,48,14,1,99,84,79,0
100,23,1,71,0,86,44,98,0
83,18,1,82,0,66,3,89,0
77,70,0,100,32,51,5,90,0
82,50,0,95,30,59,23,64,0
68,73,10,100,50,32,1,73,0
87,70,16,100,55,45,9,63,0
91,33,0,80,8,82,38,100,0
100,65,14,100,73,51,41,37,0
98,32,0,91,14,71,25,99,0
79,27,0,74,12,94,51,100,0
100,9,15,53,0,100,76,99,0
84,58,0,92,25,73,27,100,0
87,50,0,100,26,49,0,77,0
73,54,0,92,27,74,27,95,0
89,78,0,100,38,45,0,88,0
67,0,46,9,0,92,91,75,0
95,65,0,100,40,31,0,57,0
91,63,0,99,32,56,7,80,0
81,87,3,100,56,20,7,49,0
100,18,0,82,18,61,13,69,0
84,85,1,100,46,16,0,58,0
96,63,0,100,27,60,17,89,0
40,89,35,100,75,30,0,63,0
73,81,18,100,55,37,0,75,0
92,39,0,86,16,76,30,93,0
93,66,1,100,41,39,0,68,0
92,27,0,75,6,88,59,100,0
55,79,23,100,66,35,0,44,0
84,31,0,79,11,77,27,100,0
100,35,0,81,18,83,33,96,0
100,86,0,100,48,35,0,76,0
73,92,13,100,60,29,8,60,0
46,10,72,0,28,76,88,55,0
80,79,13,100,58,16,12,28,0
88,0,27,41,0,100,84,94,0
100,62,0,100,39,48,18,53,0
77,90,20,100,71,0,10,43,0
100,33,0,82,5,76,28,88,0
75,79,26,100,71,7,7,32,0
91,37,0,81,21,69,30,73,0
90,72,0,100,41,37,9,59,0
83,53,0,91,23,75,31,100,0
87,21,0,68,9,87,43,100,0
93,68,0,100,35,45,0,78,0
100,18,4,59,0,100,72,92,0
60,77,0,100,56,8,5,36,0
88,68,0,100,34,54,0,90,0
95,18,0,77,23,74,23,75,0
100,40,0,86,18,75,30,81,0
98,55,0,100,36,34,21,46,0
80,67,0,100,33,53,16,75,0
92,79,0,100,41,33,0,66,0
100,60,0,100,43,38,15,48,0
87,100,25,96,72,10,0,42,0
67,93,19,100,66,19,0,59,0
68,86,19,100,56,33,0,73,0
95,39,0,88,16,69,17,100,0
100,29,0,71,9,88,46,92,0
84,15,16,62,0,89,44,94,0
100,0,18,42,0,100,83,85,0
59,96,21,100,63,22,0,55,0
79,40,0,87,24,62,16,80,0
74,63,0,100,49,10,0,20,0
80,70,14,100,53,49,19,62,0
90,51,0,95,27,66,25,72,0
100,28,0,68,10,100,61,86,0
100,49,0,88,19,72,30,92,0
88,63,0,97,31,64,16,84,0
96,47,0,99,25,71,17,85,0
95,66,0,100,37,48,0,81,0
95,32,0,77,18,82,37,100,0
76,67,1,100,38,45,0,74,0
82,8,22,57,0,88,40,92,0
100,51,0,88,22,73,34,98,0
100,34,0,79,20,74,31,83,0
100,41,0,84,25,57,7,87,0
85,38,0,79,23,83,35,100,0
96,28,0,80,23,82,26,80,0
100,2,0,61,2,100,45,98,0
68,89,22,100,75,11,1,31,0
88,57,0,100,30,56,0,92,0
71,97,36,100,82,4,5,15,0
63,86,11,100,61,14,0,42,0
100,33,0,78,3,85,44,98,0
93,80,0,100,35,52,23,91,0
100,18,0,75,5,89,34,88,0
100,67,0,100,36,26,0,39,0
75,47,0,86,29,74,24,91,0
94,82,7,100,52,32,0,62,0
82,34,0,82,27,54,14,75,0
73,74,10,100,56,14,1,36,0
84,84,19,100,67,21,11,24,0
97,10,0,69,18,90,25,100,0
54,82,17,100,54,47,26,65,0
100,61,25,100,76,37,24,44,0
89,33,0,73,16,88,48,100,0
89,100,49,70,100,95,34,22,0
94,64,0,100,32,55,14,73,0
97,22,0,73,12,78,26,94,0
70,89,9,100,47,27,2,66,0
100,31,0,82,6,75,28,90,0
47,0,64,4,15,98,95,76,0
99,36,0,83,27,76,19,95,0
47,11,74,0,27,76,100,57,0
100,49,0,93,28,56,1,90,0
57,81,28,100,66,31,0,54,0
100,52,0,100,65,57,32,30,0
94,30,1,87,0,80,27,85,0
96,17,0,74,1,88,36,100,0
75,69,0,100,26,56,17,94,0
81,33,0,74,26,88,37,89,0
87,83,9,100,58,29,0,51,0
83,21,4,69,0,91,57,100,0
74,100,27,99,74,26,0,33,0
86,57,0,100,30,50,4,87,0
98,62,0,100,25,62,21,86,0
100,25,0,73,22,75,23,93,0
100,35,0,82,23,85,31,93,0
85,50,0,86,11,79,45,100,0
100,18,0,70,4,83,35,83,0
73,84,10,100,55,31,9,60,0
89,63,0,100,24,51,5,100,0
91,43,0,85,22,68,21,97,0
100,29,0,70,20,93,47,97,0
100,17,4,62,0,96,54,66,0
90,64,0,96,43,58,21,63,0
100,35,0,84,18,79,27,99,0
78,48,0,91,29,55,16,71,0
100,26,0,79,19,67,22,73,0
56,100,29,97,68,8,0,55,0
56,78,27,100,62,43,0,84,0
97,23,0,70,3,95,54,100,0
100,16,0,58,7,100,65,96,0
100,11,0,65,6,100,45,88,0
81,0,2,42,0,100,77,100,0
96,37,0,75,19,95,55,100,0
100,60,0,100,24,58,19,73,0
96,50,0,95,22,71,25,86,0
78,64,6,99,38,54,2,86,0
82,80,15,100,59,23,0,53,0
54,99,24,100,68,12,0,56,0
99,36,0,85,23,58,19,74,0
83,100,50,61,100,68,3,8,0
83,62,0,100,48,16,8,20,0
100,41,0,81,19,60,19,77,0
90,41,0,84,24,67,23,80,0
100,30,0,70,14,87,47,90,0
100,9,0,71,18,100,48,95,0
58,77,16,100,55,42,9,74,0
79,44,0,88,18,71,26,96,0
91,30,0,82,6,70,22,95,0
100,32,0,70,10,89,53,100,0
88,64,0,98,34,56,5,85,0
91,23,0,67,14,90,48,100,0
63,78,4,100,47,37,0,71,0
96,24,0,69,11,92,49,100,0
78,79,17,100,58,34,0,68,0
100,30,0,78,22,68,11,83,0
100,12,9,66,0,98,79,93,0
69,74,10,100,49,45,17,67,0
80,86,12,100,56,32,0,67,0
96,41,0,83,25,81,34,98,0
84,77,10,100,53,33,0,63,0
72,75,10,100,44,43,0,82,0
100,27,0,82,9,60,5,89,0
70,65,4,93,40,60,21,74,0
98,27,0,85,9,69,11,100,0
80,57,10,97,50,46,0,59,0
94,44,0,92,22,64,17,84,0
94,47,0,91,17,71,27,100,0
70,61,9,95,43,59,28,65,0
100,24,0,73,10,98,55,94,0
100,59,0,98,27,64,24,76,0
100,84,0,100,45,25,0,56,0
100,71,0,100,37,29,16,49,0
42,100,36,87,79,0,0,41,0
100,23,3,75,0,82,32,89,0
91,42,0,89,25,63,13,83,0
88,70,0,100,43,35,0,63,0
86,40,0,94,10,62,9,100,0
95,35,0,79,13,81,37,100,0
83,47,0,90,26,71,26,79,0
100,11,0,58,0,96,64,96,0
74,86,4,100,55,18,23,30,0
100,60,0,100,35,42,0,60,0
100,22,4,72,0,85,34,92,0
100,29,0,72,17,87,42,86,0
78,59,0,100,23,62,19,91,0
100,11,0,64,8,98,46,95,0
85,69,7,100,44,40,3,71,0
92,88,0,100,45,39,0,87,0
78,68,5,100,37,57,20,80,0
78,0,19,45,0,100,67,100,0
90,76,16,100,61,25,14,38,0
79,55,0,100,34,35,0,69,0
88,39,0,87,15,73,20,100,0
100,40,0,85,19,65,15,94,0
88,35,0,85,24,61,15,76,0
90,55,0,99,28,63,18,75,0
95,41,0,79,24,84,40,100,0
100,34,0,82,18,69,16,86,0
67,100,22,95,75,7,4,39,0
31,11,69,60,100,84,40,0,0
89,33,0,79,32,67,18,70,0
95,42,0,84,16,74,30,100,0
100,53,0,94,19,75,32,97,0
77,69,7,100,43,44,12,73,0
93,21,0,77,7,83,33,100,0
81,68,5,100,37,47,14,68,0
78,67,1,100,27,63,39,73,0
77,70,4,100,37,47,17,72,0
93,24,0,78,12,85,36,100,0
92,84,16,100,66,0,8,15,0
82,34,0,83,8,73,28,100,0
100,21,3,62,0,100,61,73,0
99,36,0,79,20,76,29,100,0
55,54,0,88,19,80,45,100,0
97,34,0,79,32,58,10,73,0
71,72,10,100,44,47,1,82,0
64,85,19,100,64,29,0,66,0
96,86,0,100,49,31,0,62,0
94,82,11,100,58,25,0,49,0
66,80,5,100,42,38,0,76,0
71,93,10,100,59,19,10,59,0
89,2,24,45,0,100,85,100,0
86,80,9,100,65,22,32,20,0
83,25,1,68,0,97,67,100,0
51,42,0,87,26,61,16,84,0
96,44,0,92,23,64,8,100,0
93,37,0,78,35,61,18,70,0
56,74,5,100,47,37,2,76,0
82,80,5,100,54,22,7,50,0
99,33,0,84,22,82,32,100,0
99,70,0,100,49,23,13,30,0
84,63,0,100,32,48,3,81,0
83,35,0,78,10,89,60,100,0
100,51,0,96,14,58,29,55,0
90,91,17,100,66,15,0,42,0
93,48,0,94,27,55,0,82,0
91,37,0,80,15,86,44,100,0
100,27,0,72,18,84,34,93,0
100,42,0,92,24,60,0,78,0
94,41,0,84,19,77,32,100,0
100,19,0,70,5,100,57,93,0
82,83,10,100,60,15,7,28,0
96,66,0,100,42,28,3,57,0
53,0,62,0,16,100,100,66,0
81,54,1,88,29,72,31,91,0
83,73,11,100,51,35,6,62,0
67,81,20,100,66,17,26,28,0
88,45,0,97,28,49,18,66,0
80,77,7,100,45,37,0,76,0
96,38,0,80,17,80,36,100,0
100,28,0,69,18,92,46,90,0
100,5,0,61,1,67,5,67,0
81,65,0,99,30,65,24,81,0
90,61,0,100,47,18,0,28,0
100,62,0,100,25,49,0,67,0
94,16,7,64,0,94,48,100,0
91,42,0,85,27,66,20,75,0
100,69,0,100,42,21,0,19,0
63,92,15,100,63,28,0,62,0
100,24,0,81,14,73,12,82,0
44,95,40,100,88,27,11,17,0
54,99,23,100,68,27,0,67,0
100,20,0,70,13,88,37,85,0
73,60,1,93,29,67,32,79,0
100,65,0,100,38,43,7,63,0
97,15,17,59,0,100,86,100,0
94,72,0,100,36,39,5,69,0
100,62,0,100,22,62,25,82,0
100,44,0,98,23,65,19,89,0
100,47,0,90,10,73,30,97,0
100,13,0,60,3,100,55,89,0
86,13,0,69,22,54,0,68,0
100,23,0,82,13,62,0,88,0
90,82,0,100,46,30,3,58,0
66,84,8,100,53,32,12,59,0
75,77,0,100,37,43,7,71,0
83,100,47,89,100,6,0,0,0
75,60,0,100,28,41,1,73,0
100,43,0,100,17,61,0,89,0
100,23,0,69,6,90,47,91,0
85,86,18,100,62,26,0,60,0
80,0,32,34,0,100,85,97,0
77,51,0,87,34,60,12,77,0
53,11,69,0,26,76,88,62,0
89,45,0,97,21,64,9,88,0
88,85,3,100,49,32,0,67,0
100,32,0,76,9,88,47,85,0
100,1,0,60,5,83,32,72,0
100,63,0,100,46,12,0,25,0
100,52,0,100,70,76,21,7,0
100,56,0,100,31,38,0,61,0
98,49,0,95,27,52,2,86,0
99,5,14,59,0,100,79,100,0
62,99,20,100,65,23,0,60,0
73,0,41,27,4,100,94,67,0
94,52,0,94,29,60,10,86,0
100,22,0,73,8,84,37,99,0
83,64,0,100,35,33,0,83,0
62,80,14,100,52,49,16,83,0
83,51,0,93,28,61,8,86,0
100,41,0,89,17,74,21,94,0
96,39,0,79,20,93,50,99,0
70,70,1,100,34,55,20,83,0
100,46,0,97,27,54,0,84,0
57,48,5,86,36,58,12,86,0
59,74,14,100,46,53,16,79,0
96,0,24,40,0,100,86,92,0
94,55,0,98,26,62,6,84,0
97,22,0,76,18,79,24,93,0
68,83,15,100,56,36,0,73,0
100,28,0,70,15,83,40,95,0
81,67,0,100,42,39,16,55,0
100,19,6,69,0,100,79,98,0
