@relation penbased

@attribute At4 numeric
@attribute At5 numeric
@attribute At10 numeric
@attribute At13 numeric
@attribute At15 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
55,19,36,26,0,39,0
36,36,73,65,5,2,0
99,0,4,73,7,90,0
37,28,67,16,3,35,0
66,0,26,61,16,84,0
37,19,40,51,7,73,0
60,11,28,41,1,73,0
46,21,30,63,18,93,0
44,0,29,74,24,91,0
68,6,5,80,42,94,0
82,0,14,71,25,99,0
61,8,33,48,18,53,0
31,32,47,27,2,66,0
77,17,42,29,0,52,0
99,0,0,94,48,100,0
64,0,22,66,15,88,0
70,0,13,88,37,85,0
76,0,6,91,49,70,0
86,0,70,76,21,7,0
78,0,17,79,21,89,0
74,0,24,61,15,76,0
43,34,67,10,0,24,0
33,28,52,44,4,84,0
68,0,25,63,13,83,0
25,46,64,29,0,66,0
46,20,55,37,10,43,0
100,3,0,100,84,94,0
55,8,32,59,15,78,0
71,0,21,75,26,83,0
54,0,26,71,26,79,0
74,0,21,55,5,79,0
71,0,22,64,18,86,0
76,0,25,70,23,60,0
61,4,32,43,11,57,0
62,0,15,86,44,100,0
43,26,46,16,0,58,0
37,38,44,24,0,62,0
61,11,30,49,23,76,0
54,22,45,34,0,64,0
33,25,59,40,0,71,0
0,71,79,0,0,41,0
69,5,24,60,0,78,0
31,30,27,63,39,73,0
74,1,10,86,46,100,0
44,39,43,37,0,71,0
46,6,33,59,30,66,0
68,22,35,34,13,51,0
56,15,38,43,7,63,0
51,20,66,0,8,15,0
100,33,9,100,100,67,0
64,0,23,64,8,100,0
60,0,28,68,29,69,0
85,0,9,60,5,89,0
4,72,75,26,0,66,0
47,20,69,3,13,17,0
28,43,64,25,0,57,0
32,35,61,24,13,40,0
97,0,0,100,85,100,0
18,39,54,49,17,75,0
63,0,18,76,31,100,0
69,0,13,86,38,98,0
74,0,13,76,32,100,0
70,0,15,79,28,88,0
79,0,18,72,21,85,0
37,31,71,7,7,32,0
72,6,30,35,2,64,0
32,54,66,16,0,52,0
87,0,0,100,71,100,0
65,7,16,72,28,96,0
61,10,26,56,7,89,0
55,5,49,23,13,30,0
54,13,30,61,13,80,0
71,67,46,51,82,36,0
48,10,23,75,31,100,0
69,0,18,85,31,98,0
59,0,25,75,30,100,0
60,0,32,45,6,66,0
100,0,0,89,36,92,0
41,23,39,31,0,64,0
38,61,72,10,0,42,0
69,0,18,84,34,93,0
64,0,18,98,49,100,0
59,0,47,20,12,28,0
84,0,0,96,64,96,0
100,9,22,54,0,68,0
63,2,10,74,32,97,0
82,0,0,85,37,100,0
0,1,100,81,36,7,0
54,42,49,31,0,62,0
60,5,25,52,13,48,0
60,8,35,33,0,83,0
67,0,18,58,3,67,0
100,13,0,100,68,91,0
56,0,25,81,34,98,0
82,0,0,95,73,100,0
81,42,20,88,100,62,0
31,42,100,49,30,28,0
60,11,57,2,0,11,0
35,17,43,61,21,83,0
47,31,50,23,3,52,0
84,0,3,82,34,100,0
73,0,6,89,46,95,0
80,0,3,100,61,100,0
49,14,25,73,27,100,0
43,25,53,32,13,55,0
26,49,60,29,8,60,0
35,42,66,22,15,35,0
100,1,18,44,0,54,0
27,37,54,41,0,80,0
87,0,0,100,84,100,0
62,0,30,69,19,81,0
60,2,27,66,25,72,0
32,38,64,18,16,34,0
77,0,6,76,26,88,0
59,16,29,52,0,90,0
66,15,28,53,2,92,0
49,29,95,75,6,21,0
60,6,34,35,0,69,0
43,10,38,53,1,83,0
48,8,45,45,5,64,0
53,14,41,41,10,59,0
52,11,30,63,11,92,0
38,14,40,60,21,74,0
54,0,48,48,7,44,0
76,0,0,100,79,90,0
86,0,0,87,42,100,0
80,0,21,69,6,100,0
45,26,48,44,23,52,0
83,0,5,89,34,88,0
25,39,53,32,12,59,0
47,9,44,48,0,73,0
56,12,36,51,1,79,0
98,39,15,98,95,76,0
33,41,63,8,4,28,0
62,0,6,88,59,100,0
84,0,18,61,13,69,0
71,0,11,63,11,100,0
59,9,34,53,5,73,0
63,0,16,88,48,100,0
42,25,43,41,5,69,0
92,0,0,82,39,100,0
65,0,17,87,42,86,0
0,79,60,79,27,74,0
45,20,31,61,16,85,0
10,65,72,32,0,61,0
35,28,37,48,12,73,0
52,11,36,50,5,77,0
49,14,61,9,1,26,0
73,0,6,93,44,90,0
57,5,28,70,20,87,0
100,1,0,97,47,97,0
68,4,24,61,23,76,0
54,19,57,12,7,32,0
51,17,29,50,4,87,0
61,7,11,78,39,100,0
90,0,12,78,26,94,0
81,14,85,47,0,0,0
66,9,31,48,0,81,0
54,24,41,43,0,77,0
73,0,17,68,26,76,0
86,6,13,62,0,88,0
48,22,30,52,16,76,0
76,0,18,75,23,96,0
100,0,0,89,44,94,0
60,40,44,40,0,87,0
35,16,30,70,25,94,0
51,9,27,74,27,95,0
30,29,37,47,17,72,0
65,0,32,55,7,73,0
46,16,34,47,6,77,0
69,0,0,100,85,100,0
44,35,57,25,0,52,0
73,0,21,64,9,88,0
44,33,42,32,0,66,0
50,15,79,67,0,0,0
72,0,20,74,31,83,0
50,35,38,45,0,88,0
37,18,20,79,42,100,0
53,20,35,53,9,81,0
80,0,28,56,7,71,0
56,2,24,84,40,100,0
31,31,55,40,6,67,0
23,52,65,30,0,65,0
63,6,22,71,25,86,0
68,9,30,45,5,73,0
53,4,24,74,26,100,0
80,0,18,79,24,93,0
100,3,0,100,86,92,0
45,40,54,21,0,57,0
55,36,45,32,0,67,0
56,0,32,74,28,73,0
74,0,23,82,26,80,0
85,0,20,78,31,76,0
67,0,29,59,15,75,0
19,33,52,54,15,85,0
