@relation penbased

@attribute At2 numeric
@attribute At3 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
40,21,60,35,75,71,90,0
62,2,0,0,22,100,80,0
95,7,14,0,36,83,100,0
71,2,32,12,57,66,100,0
87,31,61,25,72,57,87,0
100,7,0,0,43,96,96,0
100,1,20,0,19,100,92,0
100,21,0,0,11,100,87,0
85,0,16,0,31,100,100,0
64,10,46,19,64,73,99,0
77,0,29,4,37,84,100,0
75,0,11,0,28,85,100,0
91,0,10,0,26,100,100,0
96,27,0,27,0,89,52,0
100,0,12,0,19,100,96,0
82,8,0,0,30,100,100,0
100,0,20,0,21,93,91,0
76,1,16,3,40,92,100,0
100,8,0,4,0,91,64,0
99,11,0,0,11,100,86,0
100,13,0,0,19,100,91,0
49,70,27,66,19,41,21,0
97,3,0,0,23,100,100,0
89,0,22,0,24,90,97,0
99,21,0,14,0,100,65,0
84,24,54,28,81,66,83,0
86,14,0,0,18,100,87,0
90,0,9,0,30,91,100,0
100,8,21,0,29,79,78,0
83,18,40,6,54,71,100,0
87,3,0,0,34,88,100,0
91,0,5,0,16,100,100,0
78,0,19,3,40,99,100,0
95,56,23,29,0,69,50,0
86,18,57,24,72,47,77,0
100,15,0,0,8,100,81,0
99,10,15,0,38,98,100,0
100,0,1,0,16,100,86,0
81,39,0,18,0,100,80,0
79,19,6,0,34,92,100,0
100,0,25,0,35,86,94,0
100,0,8,0,29,100,100,0
100,22,0,0,28,100,99,0
100,17,17,0,42,83,99,0
100,8,0,0,16,100,91,0
100,0,4,0,46,73,79,0
30,35,78,56,100,42,65,0
67,15,57,34,74,42,67,0
100,16,0,0,13,100,82,0
96,0,10,0,25,100,100,0
100,3,0,0,6,100,76,0
100,25,0,2,0,92,78,0
26,43,77,43,86,55,88,0
97,8,0,0,17,100,97,0
83,0,9,17,57,100,95,0
86,17,0,0,9,100,70,0
100,27,1,0,23,100,79,0
98,6,0,0,12,100,92,0
99,7,0,0,27,100,100,0
66,0,18,6,32,100,95,0
45,17,55,24,70,72,83,0
78,7,40,15,61,72,100,0
89,29,0,24,0,89,62,0
84,0,15,0,32,91,100,0
98,16,0,0,22,100,98,0
59,22,60,31,78,65,88,0
100,0,8,0,22,96,94,0
95,10,38,11,57,73,96,0
59,0,31,15,55,87,100,0
84,0,11,9,44,100,100,0
100,11,0,3,0,98,63,0
100,0,15,0,18,100,91,0
74,1,0,0,30,100,100,0
77,0,28,2,37,89,100,0
100,17,0,0,5,100,87,0
95,4,0,0,16,100,89,0
77,30,0,13,0,100,83,0
73,0,19,1,29,100,100,0
100,56,19,25,0,81,53,0
87,23,0,0,9,100,85,0
100,12,19,0,30,83,91,0
100,0,22,0,43,78,95,0
94,22,0,0,10,100,100,0
80,9,40,12,56,80,100,0
47,92,49,74,27,35,18,0
100,20,22,0,29,95,89,0
71,0,28,8,45,96,100,0
100,27,0,22,0,95,61,0
100,11,0,0,17,100,97,0
91,19,0,0,14,100,86,0
100,18,29,0,38,82,98,0
99,18,0,0,22,100,99,0
100,21,0,0,7,91,74,0
63,8,36,11,61,68,91,0
88,15,37,12,51,77,100,0
100,9,0,0,11,100,87,0
100,0,2,0,18,100,91,0
25,68,33,36,0,100,100,0
80,0,32,22,69,61,65,0
86,0,33,9,65,64,74,0
90,0,13,0,30,90,100,0
49,24,60,31,71,75,90,0
78,3,0,0,30,100,100,0
66,17,49,23,63,75,100,0
82,0,15,11,47,96,100,0
100,0,5,0,28,100,97,0
66,13,32,5,42,82,100,0
90,14,0,0,0,100,74,0
78,0,9,6,38,100,100,0
99,0,1,0,45,91,100,0
88,7,0,0,6,100,82,0
99,6,14,3,51,73,83,0
47,85,43,73,28,31,22,0
97,0,6,0,30,100,100,0
100,16,0,0,14,100,86,0
100,20,32,0,45,79,98,0
70,58,10,24,0,100,68,0
100,2,15,36,79,36,51,0
100,0,21,0,22,97,98,0
100,15,0,0,6,100,92,0
70,57,15,30,0,83,56,0
93,7,15,1,41,91,100,0
93,1,16,0,29,94,100,0
64,0,26,24,60,97,100,0
98,10,0,0,9,100,98,0
92,12,35,11,57,72,95,0
90,0,2,0,28,100,100,0
77,0,22,0,32,90,100,0
81,0,22,17,57,85,98,0
100,15,0,0,25,100,95,0
100,17,0,0,16,100,93,0
91,0,2,0,8,100,92,0
91,21,13,0,24,100,100,0
84,0,18,0,52,71,61,0
86,9,16,12,50,99,100,0
77,51,3,32,0,90,63,0
100,0,0,9,0,100,65,0
90,11,34,20,67,57,73,0
81,6,22,0,45,87,100,0
100,24,24,0,42,74,63,0
100,19,0,0,25,100,99,0
100,22,0,6,0,88,60,0
75,0,27,0,37,85,100,0
100,30,0,0,8,100,85,0
67,0,33,21,60,91,99,0
82,5,30,15,59,74,95,0
89,3,1,0,23,100,99,0
100,3,0,0,26,100,100,0
72,0,26,3,40,85,100,0
86,0,25,0,35,90,100,0
93,2,0,0,2,100,77,0
80,0,20,0,33,93,100,0
90,0,21,0,41,86,100,0
72,5,39,20,63,75,98,0
79,59,18,35,0,77,45,0
100,10,7,0,31,91,95,0
100,0,2,0,20,100,93,0
88,10,0,0,35,100,100,0
88,4,15,0,34,99,100,0
100,0,4,0,32,96,94,0
100,9,0,0,13,100,80,0
98,17,0,0,25,100,100,0
97,0,18,0,36,91,100,0
100,21,29,0,40,80,97,0
90,24,0,0,2,100,81,0
75,32,66,8,59,68,100,0
100,0,1,0,28,100,99,0
80,10,46,11,61,69,100,0
100,8,24,0,39,91,98,0
100,5,0,0,22,100,89,0
31,100,67,87,46,8,0,0
88,43,9,31,0,78,46,0
56,34,70,26,70,65,95,0
71,6,44,19,62,69,92,0
81,42,10,2,0,82,60,0
96,0,4,0,29,100,100,0
100,25,47,0,48,74,100,0
87,18,33,0,42,82,100,0
100,0,1,0,26,100,95,0
70,8,49,18,65,67,97,0
90,0,1,0,28,100,100,0
100,0,12,0,36,100,100,0
94,1,0,0,16,100,93,0
100,52,18,13,0,95,66,0
74,0,37,23,68,65,88,0
