@relation penbased

@attribute At1 numeric
@attribute At7 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
88,0,57,23,0
31,69,72,100,0
23,100,64,73,0
35,41,100,87,0
59,31,100,96,0
22,76,83,99,0
25,93,73,100,0
16,77,85,100,0
0,95,60,64,0
96,9,42,20,0
98,0,86,63,0
28,28,100,100,0
31,54,100,94,0
7,67,93,100,0
6,78,82,100,0
0,76,70,87,0
14,71,86,100,0
26,50,100,75,0
23,41,100,100,0
1,68,99,100,0
42,93,64,100,0
51,31,100,82,0
19,100,47,77,0
75,13,100,89,0
20,78,73,96,0
52,34,100,94,0
12,74,94,100,0
73,16,100,87,0
67,15,92,86,0
40,55,100,100,0
31,57,100,100,0
10,65,100,100,0
45,59,81,100,0
58,62,96,97,0
11,71,96,100,0
51,19,100,79,0
36,41,100,98,0
11,87,69,100,0
27,62,94,94,0
31,64,96,100,0
61,37,100,100,0
14,85,70,86,0
25,52,100,100,0
2,100,53,76,0
67,34,100,100,0
61,15,100,90,0
97,0,93,60,0
20,50,100,87,0
22,89,76,100,0
21,77,88,100,0
57,39,100,100,0
35,24,100,80,0
24,31,100,92,0
33,66,91,100,0
32,79,81,100,0
35,42,100,97,0
29,52,100,100,0
38,36,100,97,0
53,23,100,86,0
38,53,100,100,0
44,14,99,67,0
28,35,100,73,0
38,62,83,91,0
79,11,100,71,0
27,57,98,100,0
40,22,100,91,0
48,37,100,100,0
42,0,98,91,0
46,53,89,97,0
40,100,44,62,0
23,53,100,100,0
40,23,100,77,0
28,55,100,100,0
19,85,73,99,0
7,82,76,100,0
21,60,92,100,0
11,77,72,94,0
27,53,100,100,0
5,61,100,100,0
9,63,100,100,0
7,100,44,67,0
17,66,96,100,0
31,51,100,89,0
26,54,100,100,0
0,100,52,55,0
36,48,100,100,0
21,77,77,100,0
7,67,91,100,0
34,83,70,100,0
34,56,99,83,0
62,21,100,81,0
15,89,79,100,0
50,49,100,100,0
35,42,100,93,0
84,9,100,80,0
9,62,100,100,0
87,0,99,63,0
63,22,100,100,0
31,43,100,98,0
30,66,100,100,0
12,66,89,100,0
3,89,75,100,0
24,43,100,86,0
65,15,100,78,0
32,83,80,100,0
11,68,96,100,0
77,56,90,72,0
32,42,100,100,0
15,57,100,100,0
80,0,83,56,0
13,67,91,100,0
31,49,100,100,0
33,39,100,100,0
20,73,94,96,0
9,99,48,56,0
98,0,54,25,0
29,86,74,92,0
51,35,100,100,0
20,95,69,92,0
12,99,71,100,0
14,85,83,100,0
37,42,100,100,0
71,24,100,79,0
15,37,100,99,0
32,15,100,73,0
13,54,100,100,0
31,68,96,100,0
29,76,87,100,0
21,29,100,86,0
50,49,98,99,0
41,46,100,100,0
57,19,96,73,0
15,51,100,100,0
13,92,63,68,0
30,55,100,100,0
33,62,91,95,0
6,69,85,100,0
54,40,100,100,0
5,67,92,100,0
100,0,78,58,0
62,28,100,100,0
27,66,91,100,0
42,24,100,100,0
38,45,100,100,0
41,33,100,97,0
23,74,76,79,0
75,19,100,98,0
52,33,100,96,0
62,56,93,100,0
49,17,100,69,0
30,52,100,100,0
38,33,100,79,0
30,30,100,82,0
77,11,100,85,0
40,43,100,88,0
81,10,100,100,0
67,14,100,82,0
73,65,42,65,0
29,52,100,83,0
34,84,79,100,0
75,0,84,73,0
36,27,100,76,0
27,70,91,100,0
40,35,100,95,0
42,26,100,100,0
30,49,100,99,0
68,36,100,100,0
19,75,65,85,0
0,78,95,100,0
30,57,99,95,0
17,56,100,93,0
52,41,100,96,0
32,22,100,82,0
39,26,100,74,0
37,64,100,100,0
48,43,100,100,0
38,42,100,100,0
16,84,75,88,0
42,32,100,85,0
0,93,66,100,0
10,80,64,74,0
19,71,90,100,0
55,5,100,61,0
52,3,100,77,0
97,0,91,56,0
25,88,78,100,0
4,70,90,100,0
47,50,100,96,0
11,66,78,100,0
32,57,97,100,0
59,25,100,100,0
5,81,78,99,0
92,11,35,18,0
81,8,100,62,0
27,60,96,100,0
42,82,86,100,0
65,22,100,86,0
77,13,100,51,0
19,77,85,98,0
35,71,82,100,0
70,25,100,98,0
4,100,57,71,0
11,45,100,95,0
0,75,87,100,0
51,63,83,99,0
94,0,69,50,0
54,38,100,100,0
25,90,80,100,0
10,69,97,100,0
39,71,78,100,0
21,79,87,100,0
21,50,100,100,0
26,62,85,100,0
47,27,100,86,0
47,27,100,86,0
31,37,100,82,0
19,86,73,97,0
29,50,100,95,0
41,33,100,100,0
38,75,85,100,0
17,64,98,100,0
15,89,73,82,0
49,100,19,80,0
31,82,66,100,0
16,74,71,91,0
5,83,70,95,0
34,47,100,100,0
24,49,100,100,0
18,68,93,100,0
28,44,100,100,0
46,35,100,80,0
27,30,100,96,0
27,60,100,100,0
27,33,100,77,0
6,100,38,63,0
81,3,94,64,0
18,54,98,100,0
46,30,100,100,0
30,54,97,100,0
25,79,60,73,0
33,39,100,89,0
34,72,86,100,0
26,36,100,94,0
39,67,100,100,0
28,83,72,95,0
23,67,99,100,0
16,87,75,94,0
30,30,95,82,0
12,46,100,94,0
13,79,79,100,0
0,78,90,100,0
22,72,96,100,0
30,33,100,100,0
9,70,84,100,0
0,80,86,100,0
42,44,100,99,0
27,35,100,100,0
62,7,92,78,0
44,35,100,91,0
0,91,65,84,0
2,89,73,100,0
9,74,77,100,0
32,57,100,99,0
59,21,100,81,0
38,75,73,83,0
12,77,78,100,0
1,65,95,100,0
75,0,100,66,0
5,71,67,93,0
26,45,100,100,0
16,62,90,100,0
2,58,100,95,0
16,53,100,86,0
22,60,97,99,0
12,74,100,100,0
36,27,100,94,0
47,53,95,100,0
0,100,54,87,0
35,65,97,100,0
56,34,100,96,0
26,61,95,100,0
0,86,76,80,0
14,84,75,100,0
95,0,60,28,0
61,15,100,88,0
11,53,100,100,0
93,0,77,47,0
39,25,100,82,0
20,68,89,100,0
11,68,89,92,0
27,39,100,93,0
9,61,93,91,0
0,85,75,100,0
32,29,100,90,0
31,52,99,100,0
59,24,100,83,0
14,54,100,100,0
14,62,100,100,0
24,89,78,90,0
47,20,100,72,0
7,74,85,100,0
33,76,87,100,0
21,63,71,73,0
45,60,96,96,0
32,73,82,100,0
8,74,85,100,0
57,24,100,86,0
17,81,74,100,0
10,74,82,100,0
0,77,82,100,0
76,0,53,29,0
22,40,100,96,0
16,81,65,88,0
13,70,86,94,0
23,60,100,100,0
8,10,100,90,0
53,26,100,87,0
34,49,100,99,0
14,84,72,100,0
10,40,100,98,0
8,89,75,100,0
39,40,100,100,0
54,34,100,82,0
86,0,52,27,0
21,72,93,100,0
71,8,86,56,0
43,24,100,97,0
47,46,100,100,0
15,54,100,85,0
86,0,81,53,0
89,2,100,88,0
48,49,100,84,0
34,45,100,100,0
32,51,100,100,0
28,85,72,100,0
67,9,88,60,0
47,25,100,85,0
26,69,85,100,0
56,50,100,100,0
18,70,85,100,0
34,24,100,86,0
99,0,77,45,0
58,29,100,100,0
7,15,100,91,0
45,56,91,95,0
32,31,100,81,0
27,81,78,100,0
13,66,90,100,0
15,76,86,90,0
10,60,94,97,0
45,73,85,95,0
36,28,96,84,0
15,81,87,100,0
18,66,91,100,0
15,69,100,100,0
43,29,100,78,0
38,63,96,90,0
40,35,100,100,0
80,0,82,60,0
79,9,95,63,0
23,51,100,100,0
50,36,100,94,0
10,90,72,100,0
27,70,93,100,0
50,25,100,100,0
67,4,88,68,0
46,24,100,76,0
26,55,100,97,0
24,70,90,100,0
14,74,86,100,0
3,77,80,100,0
25,76,61,67,0
0,67,100,100,0
81,2,95,61,0
33,52,100,100,0
50,25,100,100,0
32,30,100,79,0
22,55,84,100,0
23,44,100,91,0
82,10,100,90,0
41,49,100,98,0
78,2,100,67,0
30,66,86,100,0
42,30,100,80,0
36,61,61,69,0
35,36,100,77,0
54,15,99,87,0
48,44,100,100,0
42,31,100,88,0
49,30,100,94,0
14,40,100,86,0
73,22,100,99,0
40,23,100,100,0
38,33,100,79,0
43,43,100,100,0
79,7,99,65,0
35,51,100,100,0
8,70,97,97,0
11,84,65,70,0
95,0,88,53,0
21,56,100,100,0
30,66,79,81,0
78,100,0,69,0
14,87,70,99,0
54,27,100,91,0
47,9,97,86,0
35,87,81,97,0
73,100,0,85,0
24,41,100,86,0
23,66,91,100,0
83,0,68,36,0
66,24,100,100,0
15,64,83,100,0
4,82,73,93,0
34,45,100,92,0
25,100,61,99,0
48,35,100,100,0
35,87,66,83,0
12,93,72,100,0
20,48,100,99,0
77,3,89,52,0
32,38,98,100,0
77,1,100,81,0
44,63,95,89,0
26,72,97,100,0
26,77,79,100,0
45,36,100,93,0
100,0,100,68,0
16,27,100,98,0
25,64,90,100,0
11,79,76,100,0
15,52,100,100,0
100,0,55,31,0
32,30,100,82,0
37,35,100,96,0
24,100,57,87,0
23,58,100,100,0
28,80,70,100,0
15,80,71,86,0
26,61,94,100,0
7,99,63,97,0
45,46,100,100,0
27,70,92,100,0
14,73,85,100,0
5,100,59,93,0
57,37,100,100,0
27,65,100,95,0
26,67,87,100,0
31,37,100,91,0
31,34,100,95,0
49,25,100,81,0
68,8,100,66,0
48,29,100,91,0
19,64,100,100,0
44,68,100,100,0
29,64,89,100,0
16,62,97,98,0
54,40,100,100,0
27,42,100,100,0
33,54,88,97,0
45,31,100,95,0
45,29,100,100,0
46,61,76,85,0
11,81,88,100,0
31,42,100,93,0
13,53,100,96,0
28,65,92,99,0
12,83,85,100,0
100,13,94,78,0
9,95,72,88,0
52,24,100,81,0
17,66,90,100,0
66,0,75,47,0
43,79,81,78,0
9,75,87,100,0
17,84,71,100,0
31,77,89,100,0
72,26,100,97,0
27,6,100,88,0
81,18,100,96,0
65,19,100,91,0
70,11,94,82,0
47,30,100,85,0
33,69,85,89,0
32,57,100,80,0
56,13,100,80,0
37,26,100,79,0
41,70,78,100,0
26,67,79,79,0
40,20,100,82,0
36,40,100,100,0
84,0,91,54,0
37,18,91,64,0
70,6,97,63,0
38,66,91,100,0
58,100,21,64,0
34,70,92,100,0
84,9,100,100,0
40,44,100,100,0
70,28,100,100,0
15,69,92,99,0
62,19,97,71,0
29,41,100,86,0
17,100,43,66,0
18,96,72,93,0
49,78,71,100,0
18,69,90,100,0
82,0,85,55,0
0,63,89,100,0
3,90,53,78,0
38,42,100,100,0
52,100,15,60,0
20,63,100,100,0
49,39,100,100,0
61,22,100,100,0
53,9,100,87,0
68,1,77,48,0
34,65,99,100,0
19,63,100,100,0
51,24,100,82,0
63,15,94,64,0
15,41,100,80,0
62,2,88,60,0
14,70,96,100,0
17,72,82,100,0
19,60,100,100,0
18,87,57,73,0
41,39,100,89,0
1,80,74,83,0
36,66,97,100,0
24,71,82,76,0
26,74,62,77,0
21,58,100,89,0
23,60,100,100,0
40,41,100,87,0
30,70,82,100,0
70,100,13,68,0
0,77,96,100,0
26,100,45,47,0
36,40,100,89,0
0,23,100,100,0
3,84,66,71,0
