@relation australian

@attribute A7 numeric
@attribute A8 {0,1}
@attribute Class {0,1}

@data
1165,0,0
375,1,0
85,0,0
2,0,0
0,0,0
125,0,0
25,0,0
665,0,0
5,0,0
0,0,0
165,0,0
835,1,0
175,0,0
375,0,0
125,0,0
25,0,0
85,0,0
165,0,0
125,0,0
125,0,0
1,1,0
0,0,0
4,0,0
0,0,0
54,0,0
165,0,0
0,0,0
4,0,0
85,1,0
1,0,0
165,0,0
165,0,0
25,0,0
0,1,0
304,0,0
1,0,0
0,0,0
1,1,0
85,0,0
946,1,0
85,0,0
25,1,0
4,0,0
165,0,0
0,0,0
5,0,0
165,0,0
1,0,0
3085,0,0
85,1,0
85,0,0
125,0,0
2335,0,0
125,0,0
1,0,0
175,1,0
0,0,0
165,0,0
0,0,0
795,1,0
1,0,0
0,0,0
85,0,0
5,0,0
25,0,0
0,0,0
3,1,0
0,0,0
25,0,0
2,0,0
4,0,0
29,0,0
4,0,0
0,0,0
15,1,0
225,1,0
25,0,0
5,1,0
4,0,0
29,0,0
85,0,0
5,0,0
165,0,0
129,1,0
85,0,0
29,0,0
125,0,0
165,0,0
25,0,0
0,0,0
25,0,0
55,0,0
585,0,0
25,0,0
2415,1,0
5,1,0
5,1,0
0,0,0
165,0,0
25,0,0
35,0,0
5,0,0
1625,0,0
85,0,0
0,0,0
35,1,0
25,0,0
0,1,0
875,1,0
25,0,0
1375,1,0
4,0,0
15,0,0
0,1,0
665,0,0
15,0,0
165,0,0
85,0,0
1665,0,0
15,1,0
0,0,0
5,0,0
7,0,0
45,0,0
5,0,0
4,0,0
125,0,0
2,1,0
15,0,0
1085,0,0
75,0,0
5,1,0
85,0,0
21,0,0
125,1,0
375,0,0
1,0,0
175,0,0
35,0,0
665,0,0
25,0,0
665,0,0
165,0,0
0,0,0
1165,0,0
675,1,0
375,0,0
1585,0,0
5,0,0
2,1,0
85,0,0
575,1,0
135,1,0
15,0,0
165,0,0
0,0,0
3,0,0
10,1,0
165,0,0
25,1,0
5,0,0
0,0,0
15,0,0
165,0,0
1,1,0
96,0,0
4,0,0
1165,0,0
15,0,0
1585,0,0
3,0,0
3,0,0
4,0,0
29,0,0
125,0,0
3335,0,0
225,0,0
5,1,0
15,0,0
0,0,0
25,1,0
25,0,0
125,0,0
125,0,0
335,0,0
75,1,0
425,0,0
25,0,0
0,0,0
175,0,0
335,0,0
125,0,0
3,0,0
4,1,0
0,0,0
5,1,0
54,0,0
25,0,0
829,0,0
0,1,0
1,0,0
45,0,0
75,0,0
125,0,0
2,0,0
1,0,0
2,0,0
0,0,0
0,0,0
1085,0,0
3,1,0
125,1,0
1,0,0
125,0,0
5,0,0
29,0,0
325,0,0
0,0,0
1585,1,0
75,1,0
13875,0,0
4,0,0
29,0,0
1,0,0
35,0,0
125,0,0
85,1,0
335,0,0
79,0,0
3,0,0
165,0,0
35,0,0
165,0,0
415,0,0
1,0,0
835,1,0
55,0,0
25,0,0
455,1,0
65,0,0
25,0,0
125,0,0
29,0,0
0,0,0
25,1,0
335,0,0
25,1,0
5,1,0
25,0,0
415,0,0
125,0,0
21,0,0
25,0,0
585,0,0
0,0,0
575,0,0
0,0,0
2625,1,0
29,0,0
75,0,0
4,0,0
4,0,0
0,0,0
0,0,0
5,0,0
375,1,0
0,0,0
1,0,0
85,0,0
1165,1,0
2,0,0
25,0,0
45,1,0
0,0,0
225,0,0
4,1,0
875,0,0
1,1,0
415,0,0
0,0,0
5,0,0
415,0,0
125,0,0
0,1,0
175,1,0
125,0,0
125,0,0
0,0,0
0,0,0
165,0,0
279,0,0
15,0,0
125,1,0
1075,1,0
25,0,0
85,0,0
25,0,0
0,0,0
75,0,0
5,0,0
85,0,0
54,0,0
54,1,0
875,1,0
165,0,0
1,1,0
125,0,0
75,0,0
2085,0,0
125,1,0
25,0,0
0,0,0
0,0,0
2415,0,0
415,0,0
15,0,0
85,0,0
25,0,0
0,1,0
5,0,0
5,0,0
175,0,0
2,0,0
2,0,0
5,0,0
5085,0,0
585,1,0
25,0,0
29,0,0
125,0,0
585,0,0
0,0,0
375,1,0
21,1,0
25,0,0
25,1,0
229,0,0
125,0,0
5,0,0
275,1,0
5,0,0
0,0,0
85,0,0
125,0,0
15,0,0
20,1,1
85,1,1
429,1,1
1625,1,1
13,1,1
25,1,1
29,1,1
3,1,1
75,1,1
5165,1,1
7,1,1
175,1,1
21,1,1
165,1,1
229,1,1
4,1,1
55,1,1
1875,1,1
55,1,1
25,1,1
25,1,1
2625,1,1
1,1,1
65,1,1
15,1,1
275,1,1
3165,1,1
2375,1,1
125,1,1
1,1,1
5,1,1
2585,1,1
25,1,1
14,1,1
85,1,1
35,0,1
1085,1,1
14,1,1
45,1,1
7585,1,1
175,1,1
175,1,1
125,1,1
285,1,1
425,1,1
1415,1,1
45,1,1
8,1,1
15,1,1
129,1,1
71,1,1
625,1,1
155,1,1
175,1,1
16,1,1
85,1,1
11,1,1
2125,1,1
225,1,1
21,0,1
1,1,1
425,1,1
875,1,1
25,1,1
1665,1,1
5,1,1
604,1,1
225,1,1
325,1,1
629,1,1
4,1,1
25,1,1
146,1,1
5665,1,1
25,1,1
15,1,1
25,1,1
29,1,1
0,1,1
5085,1,1
129,1,1
4335,1,1
585,1,1
1,1,1
154,1,1
125,1,1
225,1,1
6,1,1
175,1,1
75,1,1
3165,1,1
25,1,1
75,1,1
1585,1,1
5375,1,1
29,1,1
15,0,1
25,1,1
246,0,1
0,0,1
7,1,1
125,1,1
5,1,1
4,1,1
335,1,1
15,1,1
375,1,1
15,1,1
525,1,1
3,1,1
35,1,1
10,0,1
0,0,1
1335,1,1
1,1,1
1415,1,1
171,1,1
25,1,1
65,1,1
15,0,1
1085,1,1
2,1,1
9,1,1
225,1,1
125,1,1
104,1,1
415,1,1
65,1,1
25,1,1
3,1,1
1,0,1
65,1,1
3085,1,1
10,1,1
18,1,1
525,1,1
304,1,1
85,0,1
1275,1,1
0,1,1
5,1,1
3,1,1
0,1,1
0,0,1
575,0,1
25,1,1
25,1,1
0,1,1
0,1,1
1625,1,1
11,1,1
475,1,1
196,1,1
5125,1,1
15,1,1
396,1,1
665,1,1
4,0,1
835,1,1
4,1,1
125,1,1
2,1,1
25,1,1
5335,1,1
1085,1,1
25,1,1
25,1,1
2,1,1
1275,1,1
835,1,1
10,1,1
75,1,1
4,1,1
1415,1,1
96,1,1
35,1,1
1835,1,1
0,0,1
1085,1,1
4,1,1
14415,1,1
35,1,1
225,1,1
165,0,1
2,1,1
4,1,1
7415,1,1
5,1,1
55,1,1
2375,1,1
2,1,1
0,1,1
13875,1,1
325,1,1
4,1,1
45,1,1
1625,1,1
3085,1,1
85,1,1
125,1,1
5,1,1
5,1,1
2,1,1
0,1,1
275,1,1
15,1,1
375,0,1
2,1,1
14,1,1
5,1,1
271,1,1
1,1,1
8,1,1
0,1,1
75,1,1
4625,1,1
475,1,1
55,1,1
0,0,1
146,1,1
8625,1,1
504,1,1
20,1,1
425,1,1
4,1,1
4,1,1
121,1,1
75,1,1
55,1,1
575,1,1
875,1,1
15,1,1
375,1,1
15,0,1
8665,1,1
175,1,1
125,1,1
175,1,1
25,1,1
317,1,1
85,1,1
15,1,1
35,1,1
1835,1,1
2585,1,1
4,1,1
204,1,1
7375,1,1
5,1,1
2085,1,1
65,1,1
15,1,1
15,1,1
0,1,1
125,1,1
0,1,1
6,1,1
175,1,1
225,0,1
0,1,1
1,1,1
7875,1,1
1585,1,1
46,1,1
125,1,1
0,1,1
5,1,1
4,1,1
835,1,1
4,1,1
175,1,1
2165,0,1
229,1,1
1335,1,1
1625,1,1
6,1,1
