@relation australian

@attribute A1 {0,1}
@attribute A8 {0,1}
@attribute A10 numeric
@attribute A11 {0,1}
@attribute A12 {1,2,3}
@attribute Class {0,1}

@data
1,0,0,1,2,0
1,1,0,0,1,0
1,1,0,1,2,0
0,0,0,1,2,0
1,1,0,1,2,0
1,0,0,0,2,0
1,1,1,0,2,0
0,1,3,1,2,0
0,0,0,1,2,0
0,0,0,1,2,0
1,0,4,0,2,0
1,0,0,0,2,0
0,0,0,1,2,0
0,0,6,0,2,0
0,0,0,0,2,0
1,1,0,1,1,0
1,0,0,0,2,0
1,0,0,0,2,0
1,0,0,0,2,0
1,0,0,0,2,0
1,0,0,1,1,0
1,1,0,1,2,0
0,0,10,0,2,0
0,0,0,1,2,0
1,0,4,0,2,0
1,0,0,1,2,0
1,0,0,0,2,0
1,0,0,0,2,0
0,0,0,1,2,0
1,0,0,0,2,0
0,1,0,1,2,0
1,0,0,0,2,0
1,1,0,1,2,0
1,1,0,1,2,0
1,0,0,0,2,0
0,0,0,1,1,0
0,0,0,0,2,0
0,0,12,1,2,0
1,0,0,0,2,0
0,0,0,0,2,0
1,0,2,0,2,0
1,0,0,1,2,0
1,1,0,0,2,0
1,0,0,1,1,0
1,0,0,0,2,0
1,0,0,0,2,0
0,0,0,1,2,0
0,0,0,0,2,0
0,1,0,1,2,0
1,0,0,1,2,0
0,0,0,0,2,0
0,0,1,1,2,0
1,0,0,1,2,0
0,0,0,0,2,0
0,1,5,1,2,0
1,0,0,0,1,0
0,0,0,0,2,0
1,0,0,0,2,0
1,0,0,0,2,0
0,0,3,0,2,0
1,0,2,1,2,0
1,1,0,0,2,0
1,0,0,1,2,0
1,1,0,1,2,0
1,1,0,0,2,0
1,1,0,0,1,0
1,0,0,1,2,0
0,0,0,1,2,0
0,0,0,0,2,0
0,0,0,0,2,0
1,0,0,1,2,0
0,0,2,1,2,0
1,1,0,0,2,0
0,0,0,0,2,0
0,1,0,1,2,0
1,0,1,0,2,0
1,0,0,1,2,0
1,0,1,1,2,0
1,0,0,1,2,0
1,0,0,0,2,0
1,0,0,0,2,0
1,0,0,0,2,0
1,1,0,0,2,0
0,0,0,0,2,0
1,0,0,1,2,0
1,0,0,1,1,0
1,1,0,0,2,0
1,0,0,1,2,0
1,0,0,0,2,0
1,1,0,0,2,0
1,0,0,1,2,0
1,0,0,1,2,0
0,0,0,0,2,0
1,0,0,0,2,0
1,0,1,1,2,0
0,0,0,0,2,0
0,0,0,1,2,0
1,1,6,1,2,0
1,1,0,1,1,0
1,0,0,1,2,0
1,0,0,0,2,0
1,0,0,1,2,0
1,0,0,0,2,0
1,0,0,0,2,0
0,0,0,1,2,0
1,0,0,0,2,0
1,0,0,0,2,0
0,1,0,1,2,0
0,0,1,0,2,0
0,0,0,0,2,0
0,0,0,1,2,0
1,0,0,0,2,0
1,1,0,1,1,0
0,0,0,0,2,0
1,0,0,1,1,0
1,0,0,1,2,0
1,0,0,0,2,0
0,1,0,1,2,0
1,0,3,0,2,0
1,0,0,1,2,0
1,0,2,1,2,0
1,0,0,1,2,0
1,0,0,0,2,0
1,1,0,1,1,0
1,1,3,1,2,0
1,1,0,1,2,0
1,0,0,0,2,0
1,0,0,1,2,0
1,0,0,0,2,0
1,0,0,0,2,0
1,1,10,1,2,0
1,0,1,0,2,0
1,0,0,0,1,0
1,1,0,1,2,0
1,1,0,1,2,0
1,0,0,0,2,0
0,0,0,0,1,0
1,0,0,0,2,0
1,1,0,1,2,0
1,0,0,1,1,0
1,1,0,0,2,0
1,1,0,0,2,0
0,0,0,0,2,0
1,0,0,0,2,0
1,0,1,0,2,0
1,0,0,0,2,0
