@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R1,3,8-10,14-15'

@attribute A1 {0,1}
@attribute A3 numeric
@attribute A8 {0,1}
@attribute A9 {0,1}
@attribute A10 numeric
@attribute A14 numeric
@attribute Class {0,1}

@data
1,75,1,1,3,151,1
1,115,1,1,11,285,1
1,26335,1,0,0,1,0
1,215,1,1,11,1201,1
1,5,0,0,0,1,0
1,2,1,1,4,7545,1
0,15,0,0,0,1,0
0,271,0,0,0,1,0
1,0,0,0,0,1,1
1,415,0,1,1,2,0
1,75,0,1,1,10,0
1,504,1,0,0,1,1
1,585,1,0,0,1,0
1,0,1,1,1,1,1
1,5,0,0,0,1,0
1,7,0,0,0,1,0
0,3,1,1,3,7,1
1,2125,1,1,1,1188,1
1,12125,0,1,2,174,0
1,121,0,0,0,1,0
1,3,0,0,0,5,0
1,171,1,1,5,1,1
0,15,1,0,0,28,0
1,54,0,0,0,1,0
0,375,0,0,0,19,0
1,154,0,0,0,1,0
1,3,0,0,0,1,0
1,15,1,0,0,21,0
0,79,1,1,2,401,1
0,754,1,1,14,2301,1
0,2875,1,0,0,1,1
1,55,1,1,1,1,1
0,29,0,1,10,19,0
1,15,1,1,11,2284,1
0,125,0,1,1,301,0
0,3,0,0,0,1,0
1,2165,0,0,0,1,0
0,55,0,0,0,1,0
1,335,0,0,0,1,0
1,175,1,1,5,5778,1
1,10,1,1,11,1250,1
1,204,1,1,3,561,1
0,375,0,0,0,45,1
1,95,1,0,0,401,1
0,105,1,1,7,1,1
0,335,0,0,0,1,0
1,108,0,0,0,1,0
1,1415,1,1,1,101,1
1,4,0,0,0,1001,0
0,1,1,0,0,301,1
1,83,1,1,8,3291,1
1,204,0,0,0,2,0
1,254,0,0,0,1001,0
1,1004,1,1,9,397,1
1,425,1,1,16,1211,1
0,125,0,0,0,1,0
1,225,0,0,0,4001,0
1,1165,1,1,1,21,0
1,15,1,0,0,226,0
0,0,0,0,0,1,0
1,665,0,0,0,1,1
0,415,0,0,0,1,0
1,54,1,1,3,1001,1
1,12335,1,0,0,1,1
0,6165,0,0,0,1001,0
1,0,0,0,0,1,0
0,11585,1,0,0,1350,1
0,1335,0,0,0,121,0
1,4,0,1,1,1,1
